Date,ALPS Sprott Gold Miners_Open_average,ALPS Sprott Gold Miners_Open_max,ALPS Sprott Gold Miners_Open_min,ALPS Sprott Gold Miners_Open_volatility,ALPS Sprott Gold Miners_Open_change,ALPS Sprott Gold Miners_High_average,ALPS Sprott Gold Miners_High_max,ALPS Sprott Gold Miners_High_min,ALPS Sprott Gold Miners_High_volatility,ALPS Sprott Gold Miners_High_change,ALPS Sprott Gold Miners_Low_average,ALPS Sprott Gold Miners_Low_max,ALPS Sprott Gold Miners_Low_min,ALPS Sprott Gold Miners_Low_volatility,ALPS Sprott Gold Miners_Low_change,ALPS Sprott Gold Miners_Close_average,ALPS Sprott Gold Miners_Close_max,ALPS Sprott Gold Miners_Close_min,ALPS Sprott Gold Miners_Close_volatility,ALPS Sprott Gold Miners_Close_change
2018-11-04,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2018-11-11,15.73,15.73,15.73,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2018-11-18,15.65,15.65,15.65,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2018-11-25,15.42,15.42,15.42,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2018-12-02,16.37,16.37,16.37,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2018-12-09,16.42,16.42,16.42,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-12-16,17.22,17.22,17.22,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2018-12-23,17.29,17.29,17.29,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2018-12-30,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.43,17.43,17.43,0.0,0.0
2019-01-06,17.77,17.77,17.77,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-01-13,17.16,17.16,17.16,0.0,0.0,17.27,17.27,17.27,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-01-20,17.91,17.91,17.91,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.91,17.91,17.91,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-01-27,18.78,18.78,18.78,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.78,18.78,18.78,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-02-03,18.92,18.92,18.92,0.0,0.0,19.09,19.09,19.09,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2019-02-10,18.87,18.87,18.87,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-02-17,19.83,19.83,19.83,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-02-24,18.74,18.74,18.74,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2019-03-03,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-03-10,19.38,19.38,19.38,0.0,0.0,19.38,19.38,19.38,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2019-03-17,19.88,19.88,19.88,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.83,19.83,19.83,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-03-24,18.97,18.97,18.97,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2019-03-31,19.35,19.35,19.35,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-04-07,18.53,18.53,18.53,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-04-14,17.95,17.95,17.95,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-04-21,18.25,18.25,18.25,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2019-04-28,17.4,17.4,17.4,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-05-05,17.61,17.61,17.61,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.52,17.52,17.52,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-05-12,17.52,17.52,17.52,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-05-19,17.2,17.2,17.2,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-05-26,18.69,18.69,18.69,0.0,0.0,19.31,19.31,19.31,0.0,0.0,18.63,18.63,18.63,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-06-02,19.21,19.21,19.21,0.0,0.0,19.35,19.35,19.35,0.0,0.0,18.93,18.93,18.93,0.0,0.0,19.35,19.35,19.35,0.0,0.0
2019-06-09,19.9,19.9,19.9,0.0,0.0,20.12,20.12,20.12,0.0,0.0,19.88,19.88,19.88,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-06-16,21.69,21.69,21.69,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.65,21.65,21.65,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2019-06-23,21.34,21.34,21.34,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-06-30,21.81,21.81,21.81,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2019-07-07,22.47,22.47,22.47,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-07-14,24.25,24.25,24.25,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-07-21,23.72,23.72,23.72,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-07-28,24.5,24.5,24.5,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-08-04,25.4,25.4,25.4,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-08-11,24.12,24.12,24.12,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.87,23.87,23.87,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-08-18,25.71,25.71,25.71,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-08-25,25.46,25.46,25.46,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-09-01,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-09-08,23.39,23.39,23.39,0.0,0.0,23.43,23.43,23.43,0.0,0.0,22.87,22.87,22.87,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2019-09-15,24.65,24.65,24.65,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-09-22,23.22,23.22,23.22,0.0,0.0,23.4,23.4,23.4,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2019-09-29,23.7,23.7,23.7,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-10-06,23.05,23.05,23.05,0.0,0.0,23.25,23.25,23.25,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-10-13,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2019-10-20,23.44,23.44,23.44,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-10-27,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-11-03,22.55,22.55,22.55,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-11-10,22.93,22.93,22.93,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.81,22.81,22.81,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2019-11-17,22.8,22.8,22.8,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-11-24,23.3,23.3,23.3,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-12-01,23.12,23.12,23.12,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-12-08,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-12-15,23.1,23.1,23.1,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-12-22,24.71,24.71,24.71,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.7,24.7,24.7,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-12-29,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.73,24.73,24.73,0.0,0.0
