Date,ProShares Ultra MSCI Emerging MarketsEtf_Open_average,ProShares Ultra MSCI Emerging MarketsEtf_Open_max,ProShares Ultra MSCI Emerging MarketsEtf_Open_min,ProShares Ultra MSCI Emerging MarketsEtf_Open_volatility,ProShares Ultra MSCI Emerging MarketsEtf_Open_change,ProShares Ultra MSCI Emerging MarketsEtf_High_average,ProShares Ultra MSCI Emerging MarketsEtf_High_max,ProShares Ultra MSCI Emerging MarketsEtf_High_min,ProShares Ultra MSCI Emerging MarketsEtf_High_volatility,ProShares Ultra MSCI Emerging MarketsEtf_High_change,ProShares Ultra MSCI Emerging MarketsEtf_Low_average,ProShares Ultra MSCI Emerging MarketsEtf_Low_max,ProShares Ultra MSCI Emerging MarketsEtf_Low_min,ProShares Ultra MSCI Emerging MarketsEtf_Low_volatility,ProShares Ultra MSCI Emerging MarketsEtf_Low_change,ProShares Ultra MSCI Emerging MarketsEtf_Close_average,ProShares Ultra MSCI Emerging MarketsEtf_Close_max,ProShares Ultra MSCI Emerging MarketsEtf_Close_min,ProShares Ultra MSCI Emerging MarketsEtf_Close_volatility,ProShares Ultra MSCI Emerging MarketsEtf_Close_change
2018-04-08,95.02,95.02,95.02,0.0,0.0,95.02,95.02,95.02,0.0,0.0,93.13,93.13,93.13,0.0,0.0,93.42,93.42,93.42,0.0,0.0
2018-04-15,93.53,93.53,93.53,0.0,0.0,93.53,93.53,93.53,0.0,0.0,91.37,91.37,91.37,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2018-04-22,91.8,91.8,91.8,0.0,0.0,92.08,92.08,92.08,0.0,0.0,90.76,90.76,90.76,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2018-04-29,85.94,85.94,85.94,0.0,0.0,89.1,89.1,89.1,0.0,0.0,85.52,85.52,85.52,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2018-05-06,93.42,93.42,93.42,0.0,0.0,93.59,93.59,93.59,0.0,0.0,91.86,91.86,91.86,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2018-05-13,87.11,87.11,87.11,0.0,0.0,87.43,87.43,87.43,0.0,0.0,86.64,86.64,86.64,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2018-05-20,87.63,87.63,87.63,0.0,0.0,88.5,88.5,88.5,0.0,0.0,87.63,87.63,87.63,0.0,0.0,87.8,87.8,87.8,0.0,0.0
2018-05-27,87.04,87.04,87.04,0.0,0.0,88.08,88.08,88.08,0.0,0.0,86.55,86.55,86.55,0.0,0.0,87.79,87.79,87.79,0.0,0.0
2018-06-03,86.97,86.97,86.97,0.0,0.0,88.19,88.19,88.19,0.0,0.0,86.78,86.78,86.78,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2018-06-10,83.49,83.49,83.49,0.0,0.0,83.65,83.65,83.65,0.0,0.0,82.77,82.77,82.77,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2018-06-17,80.32,80.32,80.32,0.0,0.0,80.32,80.32,80.32,0.0,0.0,79.1,79.1,79.1,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2018-06-24,77.19,77.19,77.19,0.0,0.0,78.0,78.0,78.0,0.0,0.0,77.07,77.07,77.07,0.0,0.0,77.75,77.75,77.75,0.0,0.0
2018-07-01,75.96,75.96,75.96,0.0,0.0,78.0,78.0,78.0,0.0,0.0,75.96,75.96,75.96,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-07-08,78.75,78.75,78.75,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.76,78.76,78.76,0.0,0.0
2018-07-15,78.79,78.79,78.79,0.0,0.0,79.54,79.54,79.54,0.0,0.0,78.79,78.79,78.79,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2018-07-22,82.46,82.46,82.46,0.0,0.0,82.46,82.46,82.46,0.0,0.0,81.72,81.72,81.72,0.0,0.0,82.13,82.13,82.13,0.0,0.0
2018-07-29,79.63,79.63,79.63,0.0,0.0,80.27,80.27,80.27,0.0,0.0,79.63,79.63,79.63,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2018-08-05,76.27,76.27,76.27,0.0,0.0,76.8,76.8,76.8,0.0,0.0,75.82,75.82,75.82,0.0,0.0,76.7,76.7,76.7,0.0,0.0
2018-08-12,70.78,70.78,70.78,0.0,0.0,73.13,73.13,73.13,0.0,0.0,70.65,70.65,70.65,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2018-08-19,76.1,76.1,76.1,0.0,0.0,76.77,76.77,76.77,0.0,0.0,75.83,75.83,75.83,0.0,0.0,76.77,76.77,76.77,0.0,0.0
2018-08-26,74.82,74.82,74.82,0.0,0.0,76.28,76.28,76.28,0.0,0.0,74.82,74.82,74.82,0.0,0.0,76.28,76.28,76.28,0.0,0.0
2018-09-02,70.46,70.46,70.46,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.19,70.19,70.19,0.0,0.0
2018-09-09,72.0,72.0,72.0,0.0,0.0,72.43,72.43,72.43,0.0,0.0,70.74,70.74,70.74,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2018-09-16,75.72,75.72,75.72,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2018-09-23,74.6,74.6,74.6,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.78,74.78,74.78,0.0,0.0
2018-09-30,68.12,68.12,68.12,0.0,0.0,68.13,68.13,68.13,0.0,0.0,66.33,66.33,66.33,0.0,0.0,67.48,67.48,67.48,0.0,0.0
2018-10-07,65.53,65.53,65.53,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-10-14,64.6,64.6,64.6,0.0,0.0,64.6,64.6,64.6,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2018-10-21,59.4,59.4,59.4,0.0,0.0,60.47,60.47,60.47,0.0,0.0,59.4,59.4,59.4,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2018-10-28,68.06,68.06,68.06,0.0,0.0,68.49,68.49,68.49,0.0,0.0,65.56,65.56,65.56,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2018-11-04,63.74,63.74,63.74,0.0,0.0,64.07,64.07,64.07,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-11-11,65.52,65.52,65.52,0.0,0.0,67.45,67.45,67.45,0.0,0.0,65.45,65.45,65.45,0.0,0.0,66.91,66.91,66.91,0.0,0.0
2018-11-18,63.01,63.01,63.01,0.0,0.0,63.24,63.24,63.24,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2018-11-25,66.75,66.75,66.75,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.55,66.55,66.55,0.0,0.0,67.1,67.1,67.1,0.0,0.0
2018-12-02,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2018-12-09,63.04,63.04,63.04,0.0,0.0,63.04,63.04,63.04,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2018-12-16,61.76,61.76,61.76,0.0,0.0,61.76,61.76,61.76,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2018-12-23,62.4,62.4,62.4,0.0,0.0,64.82,64.82,64.82,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-12-30,61.6,61.6,61.6,0.0,0.0,64.4,64.4,64.4,0.0,0.0,61.6,61.6,61.6,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2019-01-06,66.78,66.78,66.78,0.0,0.0,67.22,67.22,67.22,0.0,0.0,64.96,64.96,64.96,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2019-01-13,69.65,69.65,69.65,0.0,0.0,70.47,70.47,70.47,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2019-01-20,71.66,71.66,71.66,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2019-01-27,74.04,74.04,74.04,0.0,0.0,74.3,74.3,74.3,0.0,0.0,73.42,73.42,73.42,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2019-02-03,71.9,71.9,71.9,0.0,0.0,72.12,72.12,72.12,0.0,0.0,70.65,70.65,70.65,0.0,0.0,71.53,71.53,71.53,0.0,0.0
2019-02-10,71.48,71.48,71.48,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.25,71.25,71.25,0.0,0.0
2019-02-17,74.11,74.11,74.11,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2019-02-24,73.64,73.64,73.64,0.0,0.0,73.64,73.64,73.64,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.45,72.45,72.45,0.0,0.0
2019-03-03,69.14,69.14,69.14,0.0,0.0,69.67,69.67,69.67,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2019-03-10,73.7,73.7,73.7,0.0,0.0,74.54,74.54,74.54,0.0,0.0,73.7,73.7,73.7,0.0,0.0,74.28,74.28,74.28,0.0,0.0
2019-03-17,74.24,74.24,74.24,0.0,0.0,74.37,74.37,74.37,0.0,0.0,71.92,71.92,71.92,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2019-03-24,73.71,73.71,73.71,0.0,0.0,73.88,73.88,73.88,0.0,0.0,72.94,72.94,72.94,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2019-03-31,78.07,78.07,78.07,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.07,78.07,78.07,0.0,0.0,78.63,78.63,78.63,0.0,0.0
2019-04-07,78.93,78.93,78.93,0.0,0.0,79.0,79.0,79.0,0.0,0.0,77.93,77.93,77.93,0.0,0.0,78.1,78.1,78.1,0.0,0.0
2019-04-14,78.55,78.55,78.55,0.0,0.0,79.25,79.25,79.25,0.0,0.0,78.55,78.55,78.55,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2019-04-21,76.48,76.48,76.48,0.0,0.0,76.48,76.48,76.48,0.0,0.0,75.8,75.8,75.8,0.0,0.0,76.29,76.29,76.29,0.0,0.0
2019-04-28,76.94,76.94,76.94,0.0,0.0,78.08,78.08,78.08,0.0,0.0,76.94,76.94,76.94,0.0,0.0,77.69,77.69,77.69,0.0,0.0
2019-05-05,69.37,69.37,69.37,0.0,0.0,69.94,69.94,69.94,0.0,0.0,68.1,68.1,68.1,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2019-05-12,64.53,64.53,64.53,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-05-19,63.85,63.85,63.85,0.0,0.0,63.85,63.85,63.85,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-05-26,64.56,64.56,64.56,0.0,0.0,65.66,65.66,65.66,0.0,0.0,64.45,64.45,64.45,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-06-02,66.68,66.68,66.68,0.0,0.0,67.89,67.89,67.89,0.0,0.0,66.15,66.15,66.15,0.0,0.0,67.04,67.04,67.04,0.0,0.0
2019-06-09,67.27,67.27,67.27,0.0,0.0,67.27,67.27,67.27,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-06-16,72.87,72.87,72.87,0.0,0.0,73.37,73.37,73.37,0.0,0.0,72.87,72.87,72.87,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2019-06-23,73.34,73.34,73.34,0.0,0.0,73.45,73.45,73.45,0.0,0.0,71.11,71.11,71.11,0.0,0.0,72.93,72.93,72.93,0.0,0.0
2019-06-30,73.16,73.16,73.16,0.0,0.0,73.46,73.46,73.46,0.0,0.0,72.58,72.58,72.58,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2019-07-07,72.84,72.84,72.84,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.34,72.34,72.34,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2019-07-14,74.03,74.03,74.03,0.0,0.0,74.03,74.03,74.03,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2019-07-21,72.49,72.49,72.49,0.0,0.0,72.52,72.52,72.52,0.0,0.0,71.83,71.83,71.83,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2019-07-28,65.81,65.81,65.81,0.0,0.0,66.02,66.02,66.02,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2019-08-04,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2019-08-11,61.23,61.23,61.23,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2019-08-18,61.67,61.67,61.67,0.0,0.0,62.65,62.65,62.65,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2019-08-25,63.54,63.54,63.54,0.0,0.0,63.54,63.54,63.54,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2019-09-01,67.08,67.08,67.08,0.0,0.0,67.36,67.36,67.36,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2019-09-08,70.0,70.0,70.0,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-09-15,68.5,68.5,68.5,0.0,0.0,68.85,68.85,68.85,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2019-09-22,65.66,65.66,65.66,0.0,0.0,65.93,65.93,65.93,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-09-29,64.71,64.71,64.71,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.6,64.6,64.6,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2019-10-06,67.8,67.8,67.8,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2019-10-13,68.74,68.74,68.74,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-10-20,69.75,69.75,69.75,0.0,0.0,70.67,70.67,70.67,0.0,0.0,69.75,69.75,69.75,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2019-10-27,71.69,71.69,71.69,0.0,0.0,72.46,72.46,72.46,0.0,0.0,71.69,71.69,71.69,0.0,0.0,72.33,72.33,72.33,0.0,0.0
2019-11-03,74.14,74.14,74.14,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.44,73.44,73.44,0.0,0.0,73.72,73.72,73.72,0.0,0.0
2019-11-10,71.65,71.65,71.65,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2019-11-17,70.96,70.96,70.96,0.0,0.0,70.96,70.96,70.96,0.0,0.0,70.96,70.96,70.96,0.0,0.0,70.96,70.96,70.96,0.0,0.0
2019-11-24,70.22,70.22,70.22,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2019-12-01,71.28,71.28,71.28,0.0,0.0,71.65,71.65,71.65,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.62,71.62,71.62,0.0,0.0
2019-12-08,76.51,76.51,76.51,0.0,0.0,76.51,76.51,76.51,0.0,0.0,75.91,75.91,75.91,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2019-12-15,79.6,79.6,79.6,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2019-12-22,81.64,81.64,81.64,0.0,0.0,81.64,81.64,81.64,0.0,0.0,80.91,80.91,80.91,0.0,0.0,81.06,81.06,81.06,0.0,0.0
2019-12-29,81.08,81.08,81.08,0.0,0.0,81.59,81.59,81.59,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.66,80.66,80.66,0.0,0.0
