Date,iShares Core US Aggregate BondEtf_Open_average,iShares Core US Aggregate BondEtf_Open_max,iShares Core US Aggregate BondEtf_Open_min,iShares Core US Aggregate BondEtf_Open_volatility,iShares Core US Aggregate BondEtf_Open_change,iShares Core US Aggregate BondEtf_High_average,iShares Core US Aggregate BondEtf_High_max,iShares Core US Aggregate BondEtf_High_min,iShares Core US Aggregate BondEtf_High_volatility,iShares Core US Aggregate BondEtf_High_change,iShares Core US Aggregate BondEtf_Low_average,iShares Core US Aggregate BondEtf_Low_max,iShares Core US Aggregate BondEtf_Low_min,iShares Core US Aggregate BondEtf_Low_volatility,iShares Core US Aggregate BondEtf_Low_change,iShares Core US Aggregate BondEtf_Close_average,iShares Core US Aggregate BondEtf_Close_max,iShares Core US Aggregate BondEtf_Close_min,iShares Core US Aggregate BondEtf_Close_volatility,iShares Core US Aggregate BondEtf_Close_change
2018-07-15,106.38,106.38,106.38,0.0,0.0,106.44,106.44,106.44,0.0,0.0,106.2,106.2,106.2,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2018-07-22,106.13,106.13,106.13,0.0,0.0,106.16,106.16,106.16,0.0,0.0,106.04,106.04,106.04,0.0,0.0,106.08,106.08,106.08,0.0,0.0
2018-07-29,105.81,105.81,105.81,0.0,0.0,105.98,105.98,105.98,0.0,0.0,105.81,105.81,105.81,0.0,0.0,105.97,105.97,105.97,0.0,0.0
2018-08-05,106.11,106.11,106.11,0.0,0.0,106.36,106.36,106.36,0.0,0.0,106.11,106.11,106.11,0.0,0.0,106.23,106.23,106.23,0.0,0.0
2018-08-12,106.43,106.43,106.43,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.38,106.38,106.38,0.0,0.0,106.46,106.46,106.46,0.0,0.0
2018-08-19,106.5,106.5,106.5,0.0,0.0,106.73,106.73,106.73,0.0,0.0,106.49,106.49,106.49,0.0,0.0,106.73,106.73,106.73,0.0,0.0
2018-08-26,106.58,106.58,106.58,0.0,0.0,106.6,106.6,106.6,0.0,0.0,106.41,106.41,106.41,0.0,0.0,106.41,106.41,106.41,0.0,0.0
2018-09-02,105.92,105.92,105.92,0.0,0.0,105.94,105.94,105.94,0.0,0.0,105.81,105.81,105.81,0.0,0.0,105.81,105.81,105.81,0.0,0.0
2018-09-09,105.72,105.72,105.72,0.0,0.0,105.79,105.79,105.79,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2018-09-16,105.34,105.34,105.34,0.0,0.0,105.47,105.47,105.47,0.0,0.0,105.32,105.32,105.32,0.0,0.0,105.46,105.46,105.46,0.0,0.0
2018-09-23,105.69,105.69,105.69,0.0,0.0,105.71,105.71,105.71,0.0,0.0,105.51,105.51,105.51,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2018-09-30,104.46,104.46,104.46,0.0,0.0,104.48,104.48,104.48,0.0,0.0,104.19,104.19,104.19,0.0,0.0,104.33,104.33,104.33,0.0,0.0
2018-10-07,104.71,104.71,104.71,0.0,0.0,104.87,104.87,104.87,0.0,0.0,104.67,104.67,104.67,0.0,0.0,104.75,104.75,104.75,0.0,0.0
2018-10-14,104.47,104.47,104.47,0.0,0.0,104.55,104.55,104.55,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.37,104.37,104.37,0.0,0.0
2018-10-21,104.88,104.88,104.88,0.0,0.0,105.05,105.05,105.05,0.0,0.0,104.87,104.87,104.87,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2018-10-28,104.25,104.25,104.25,0.0,0.0,104.29,104.29,104.29,0.0,0.0,103.94,103.94,103.94,0.0,0.0,104.03,104.03,104.03,0.0,0.0
2018-11-04,104.07,104.07,104.07,0.0,0.0,104.25,104.25,104.25,0.0,0.0,104.07,104.07,104.07,0.0,0.0,104.14,104.14,104.14,0.0,0.0
2018-11-11,104.55,104.55,104.55,0.0,0.0,104.71,104.71,104.71,0.0,0.0,104.51,104.51,104.51,0.0,0.0,104.66,104.66,104.66,0.0,0.0
2018-11-18,104.84,104.84,104.84,0.0,0.0,104.84,104.84,104.84,0.0,0.0,104.65,104.65,104.65,0.0,0.0,104.65,104.65,104.65,0.0,0.0
2018-11-25,104.93,104.93,104.93,0.0,0.0,104.96,104.96,104.96,0.0,0.0,104.82,104.82,104.82,0.0,0.0,104.88,104.88,104.88,0.0,0.0
2018-12-02,105.39,105.39,105.39,0.0,0.0,105.55,105.55,105.55,0.0,0.0,105.28,105.28,105.28,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2018-12-09,105.68,105.68,105.68,0.0,0.0,105.68,105.68,105.68,0.0,0.0,105.56,105.56,105.56,0.0,0.0,105.56,105.56,105.56,0.0,0.0
2018-12-16,105.94,105.94,105.94,0.0,0.0,105.96,105.96,105.96,0.0,0.0,105.76,105.76,105.76,0.0,0.0,105.79,105.79,105.79,0.0,0.0
2018-12-23,105.97,105.97,105.97,0.0,0.0,106.22,106.22,106.22,0.0,0.0,105.94,105.94,105.94,0.0,0.0,106.22,106.22,106.22,0.0,0.0
2018-12-30,106.66,106.66,106.66,0.0,0.0,106.72,106.72,106.72,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.69,106.69,106.69,0.0,0.0
2019-01-06,106.58,106.58,106.58,0.0,0.0,106.66,106.66,106.66,0.0,0.0,106.5,106.5,106.5,0.0,0.0,106.55,106.55,106.55,0.0,0.0
2019-01-13,106.37,106.37,106.37,0.0,0.0,106.48,106.48,106.48,0.0,0.0,106.28,106.28,106.28,0.0,0.0,106.35,106.35,106.35,0.0,0.0
2019-01-20,106.64,106.64,106.64,0.0,0.0,106.7,106.7,106.7,0.0,0.0,106.56,106.56,106.56,0.0,0.0,106.68,106.68,106.68,0.0,0.0
2019-01-27,107.09,107.09,107.09,0.0,0.0,107.15,107.15,107.15,0.0,0.0,106.88,106.88,106.88,0.0,0.0,106.97,106.97,106.97,0.0,0.0
2019-02-03,107.17,107.17,107.17,0.0,0.0,107.38,107.38,107.38,0.0,0.0,107.17,107.17,107.17,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2019-02-10,107.25,107.25,107.25,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.19,107.19,107.19,0.0,0.0,107.3,107.3,107.3,0.0,0.0
2019-02-17,107.25,107.25,107.25,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.22,107.22,107.22,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2019-02-24,106.77,106.77,106.77,0.0,0.0,106.84,106.84,106.84,0.0,0.0,106.61,106.61,106.61,0.0,0.0,106.63,106.63,106.63,0.0,0.0
2019-03-03,107.31,107.31,107.31,0.0,0.0,107.47,107.47,107.47,0.0,0.0,107.24,107.24,107.24,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2019-03-10,107.65,107.65,107.65,0.0,0.0,107.74,107.74,107.74,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2019-03-17,108.46,108.46,108.46,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.62,108.62,108.62,0.0,0.0
2019-03-24,108.85,108.85,108.85,0.0,0.0,109.07,109.07,109.07,0.0,0.0,108.83,108.83,108.83,0.0,0.0,109.07,109.07,109.07,0.0,0.0
2019-03-31,108.27,108.27,108.27,0.0,0.0,108.41,108.41,108.41,0.0,0.0,108.23,108.23,108.23,0.0,0.0,108.39,108.39,108.39,0.0,0.0
2019-04-07,108.26,108.26,108.26,0.0,0.0,108.35,108.35,108.35,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.27,108.27,108.27,0.0,0.0
2019-04-14,108.23,108.23,108.23,0.0,0.0,108.29,108.29,108.29,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.19,108.19,108.19,0.0,0.0
2019-04-21,108.74,108.74,108.74,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.66,108.66,108.66,0.0,0.0,108.71,108.71,108.71,0.0,0.0
2019-04-28,108.32,108.32,108.32,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.34,108.34,108.34,0.0,0.0
2019-05-05,108.74,108.74,108.74,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.63,108.63,108.63,0.0,0.0,108.67,108.67,108.67,0.0,0.0
2019-05-12,109.12,109.12,109.12,0.0,0.0,109.14,109.14,109.14,0.0,0.0,108.94,108.94,108.94,0.0,0.0,109.03,109.03,109.03,0.0,0.0
2019-05-19,109.37,109.37,109.37,0.0,0.0,109.45,109.45,109.45,0.0,0.0,109.33,109.33,109.33,0.0,0.0,109.41,109.41,109.41,0.0,0.0
2019-05-26,110.01,110.01,110.01,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.0,110.0,110.0,0.0,0.0,110.4,110.4,110.4,0.0,0.0
2019-06-02,110.64,110.64,110.64,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.45,110.45,110.45,0.0,0.0,110.53,110.53,110.53,0.0,0.0
2019-06-09,110.51,110.51,110.51,0.0,0.0,110.63,110.63,110.63,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.57,110.57,110.57,0.0,0.0
2019-06-16,111.22,111.22,111.22,0.0,0.0,111.26,111.26,111.26,0.0,0.0,111.04,111.04,111.04,0.0,0.0,111.12,111.12,111.12,0.0,0.0
2019-06-23,111.36,111.36,111.36,0.0,0.0,111.47,111.47,111.47,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.35,111.35,111.35,0.0,0.0
2019-06-30,111.21,111.21,111.21,0.0,0.0,111.21,111.21,111.21,0.0,0.0,110.91,110.91,110.91,0.0,0.0,111.09,111.09,111.09,0.0,0.0
2019-07-07,110.67,110.67,110.67,0.0,0.0,110.84,110.84,110.84,0.0,0.0,110.67,110.67,110.67,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2019-07-14,111.22,111.22,111.22,0.0,0.0,111.29,111.29,111.29,0.0,0.0,111.14,111.14,111.14,0.0,0.0,111.17,111.17,111.17,0.0,0.0
2019-07-21,111.32,111.32,111.32,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.14,111.14,111.14,0.0,0.0,111.21,111.21,111.21,0.0,0.0
2019-07-28,111.93,111.93,111.93,0.0,0.0,112.04,112.04,112.04,0.0,0.0,111.82,111.82,111.82,0.0,0.0,111.95,111.95,111.95,0.0,0.0
2019-08-04,112.86,112.86,112.86,0.0,0.0,112.95,112.95,112.95,0.0,0.0,112.58,112.58,112.58,0.0,0.0,112.64,112.64,112.64,0.0,0.0
2019-08-11,113.57,113.57,113.57,0.0,0.0,113.69,113.69,113.69,0.0,0.0,113.36,113.36,113.36,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2019-08-18,113.34,113.34,113.34,0.0,0.0,113.91,113.91,113.91,0.0,0.0,113.31,113.31,113.31,0.0,0.0,113.78,113.78,113.78,0.0,0.0
2019-08-25,113.9,113.9,113.9,0.0,0.0,114.15,114.15,114.15,0.0,0.0,113.89,113.89,113.89,0.0,0.0,114.13,114.13,114.13,0.0,0.0
2019-09-01,113.66,113.66,113.66,0.0,0.0,113.72,113.72,113.72,0.0,0.0,113.56,113.56,113.56,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2019-09-08,112.15,112.15,112.15,0.0,0.0,112.27,112.27,112.27,0.0,0.0,111.75,111.75,111.75,0.0,0.0,111.75,111.75,111.75,0.0,0.0
2019-09-15,112.64,112.64,112.64,0.0,0.0,112.94,112.94,112.94,0.0,0.0,112.59,112.59,112.59,0.0,0.0,112.92,112.92,112.92,0.0,0.0
2019-09-22,113.0,113.0,113.0,0.0,0.0,113.17,113.17,113.17,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.14,113.14,113.14,0.0,0.0
2019-09-29,113.68,113.68,113.68,0.0,0.0,113.83,113.83,113.83,0.0,0.0,113.63,113.63,113.63,0.0,0.0,113.82,113.82,113.82,0.0,0.0
2019-10-06,112.84,112.84,112.84,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.58,112.58,112.58,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2019-10-13,112.76,112.76,112.76,0.0,0.0,112.91,112.91,112.91,0.0,0.0,112.73,112.73,112.73,0.0,0.0,112.8,112.8,112.8,0.0,0.0
2019-10-20,112.84,112.84,112.84,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.52,112.52,112.52,0.0,0.0,112.62,112.62,112.62,0.0,0.0
2019-10-27,112.98,112.98,112.98,0.0,0.0,113.11,113.11,113.11,0.0,0.0,112.81,112.81,112.81,0.0,0.0,112.93,112.93,112.93,0.0,0.0
2019-11-03,111.87,111.87,111.87,0.0,0.0,112.1,112.1,112.1,0.0,0.0,111.81,111.81,111.81,0.0,0.0,111.81,111.81,111.81,0.0,0.0
2019-11-10,112.46,112.46,112.46,0.0,0.0,112.46,112.46,112.46,0.0,0.0,112.38,112.38,112.38,0.0,0.0,112.41,112.41,112.41,0.0,0.0
2019-11-17,112.89,112.89,112.89,0.0,0.0,112.9,112.9,112.9,0.0,0.0,112.76,112.76,112.76,0.0,0.0,112.87,112.87,112.87,0.0,0.0
2019-11-24,113.01,113.01,113.01,0.0,0.0,113.02,113.02,113.02,0.0,0.0,112.85,112.85,112.85,0.0,0.0,112.86,112.86,112.86,0.0,0.0
2019-12-01,112.47,112.47,112.47,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.41,112.41,112.41,0.0,0.0,112.52,112.52,112.52,0.0,0.0
2019-12-08,112.58,112.58,112.58,0.0,0.0,112.86,112.86,112.86,0.0,0.0,112.4,112.4,112.4,0.0,0.0,112.81,112.81,112.81,0.0,0.0
2019-12-15,112.21,112.21,112.21,0.0,0.0,112.33,112.33,112.33,0.0,0.0,112.15,112.15,112.15,0.0,0.0,112.32,112.32,112.32,0.0,0.0
2019-12-22,112.6,112.6,112.6,0.0,0.0,112.64,112.64,112.64,0.0,0.0,112.58,112.58,112.58,0.0,0.0,112.63,112.63,112.63,0.0,0.0
2019-12-29,112.89,112.89,112.89,0.0,0.0,113.05,113.05,113.05,0.0,0.0,112.78,112.78,112.78,0.0,0.0,113.01,113.01,113.01,0.0,0.0
2020-01-05,112.9,112.9,112.9,0.0,0.0,112.99,112.99,112.99,0.0,0.0,112.82,112.82,112.82,0.0,0.0,112.98,112.98,112.98,0.0,0.0
2020-01-12,113.02,113.02,113.02,0.0,0.0,113.1,113.1,113.1,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2020-01-19,113.68,113.68,113.68,0.0,0.0,113.89,113.89,113.89,0.0,0.0,113.67,113.67,113.67,0.0,0.0,113.79,113.79,113.79,0.0,0.0
2020-01-26,114.48,114.48,114.48,0.0,0.0,114.67,114.67,114.67,0.0,0.0,114.38,114.38,114.38,0.0,0.0,114.65,114.65,114.65,0.0,0.0
2020-02-02,114.2,114.2,114.2,0.0,0.0,114.28,114.28,114.28,0.0,0.0,114.1,114.1,114.1,0.0,0.0,114.22,114.22,114.22,0.0,0.0
2020-02-09,114.35,114.35,114.35,0.0,0.0,114.38,114.38,114.38,0.0,0.0,114.27,114.27,114.27,0.0,0.0,114.29,114.29,114.29,0.0,0.0
2020-02-16,114.86,114.86,114.86,0.0,0.0,115.1,115.1,115.1,0.0,0.0,114.84,114.84,114.84,0.0,0.0,114.9,114.9,114.9,0.0,0.0
2020-02-23,115.88,115.88,115.88,0.0,0.0,116.34,116.34,116.34,0.0,0.0,115.76,115.76,115.76,0.0,0.0,116.22,116.22,116.22,0.0,0.0
2020-03-01,118.18,118.18,118.18,0.0,0.0,118.27,118.27,118.27,0.0,0.0,117.5,117.5,117.5,0.0,0.0,117.86,117.86,117.86,0.0,0.0
2020-03-08,111.86,111.86,111.86,0.0,0.0,111.86,111.86,111.86,0.0,0.0,111.86,111.86,111.86,0.0,0.0,111.86,111.86,111.86,0.0,0.0
2020-03-15,110.03,110.03,110.03,0.0,0.0,110.03,110.03,110.03,0.0,0.0,110.03,110.03,110.03,0.0,0.0,110.03,110.03,110.03,0.0,0.0
2020-03-22,115.57,115.57,115.57,0.0,0.0,115.57,115.57,115.57,0.0,0.0,115.57,115.57,115.57,0.0,0.0,115.57,115.57,115.57,0.0,0.0
2020-03-29,114.95,114.95,114.95,0.0,0.0,115.13,115.13,115.13,0.0,0.0,114.28,114.28,114.28,0.0,0.0,114.98,114.98,114.98,0.0,0.0
2020-04-05,116.5,116.5,116.5,0.0,0.0,117.25,117.25,117.25,0.0,0.0,116.17,116.17,116.17,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2020-04-12,117.52,117.52,117.52,0.0,0.0,117.62,117.62,117.62,0.0,0.0,117.04,117.04,117.04,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2020-04-19,117.22,117.22,117.22,0.0,0.0,117.39,117.39,117.39,0.0,0.0,117.2,117.2,117.2,0.0,0.0,117.36,117.36,117.36,0.0,0.0
2020-04-26,116.87,116.87,116.87,0.0,0.0,116.87,116.87,116.87,0.0,0.0,116.87,116.87,116.87,0.0,0.0,116.87,116.87,116.87,0.0,0.0
2020-05-03,116.46,116.46,116.46,0.0,0.0,116.46,116.46,116.46,0.0,0.0,116.46,116.46,116.46,0.0,0.0,116.46,116.46,116.46,0.0,0.0
2020-05-10,116.96,116.96,116.96,0.0,0.0,117.07,117.07,117.07,0.0,0.0,116.91,116.91,116.91,0.0,0.0,117.03,117.03,117.03,0.0,0.0
2020-05-17,117.6,117.6,117.6,0.0,0.0,117.6,117.6,117.6,0.0,0.0,117.39,117.39,117.39,0.0,0.0,117.44,117.44,117.44,0.0,0.0
2020-05-24,117.43,117.43,117.43,0.0,0.0,117.71,117.71,117.71,0.0,0.0,117.32,117.32,117.32,0.0,0.0,117.65,117.65,117.65,0.0,0.0
2020-05-31,116.9,116.9,116.9,0.0,0.0,116.9,116.9,116.9,0.0,0.0,116.9,116.9,116.9,0.0,0.0,116.9,116.9,116.9,0.0,0.0
2020-06-07,117.6,117.6,117.6,0.0,0.0,117.7,117.7,117.7,0.0,0.0,117.44,117.44,117.44,0.0,0.0,117.58,117.58,117.58,0.0,0.0
2020-06-14,117.85,117.85,117.85,0.0,0.0,117.86,117.86,117.86,0.0,0.0,117.76,117.76,117.76,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2020-06-21,117.98,117.98,117.98,0.0,0.0,118.08,118.08,118.08,0.0,0.0,117.85,117.85,117.85,0.0,0.0,118.01,118.01,118.01,0.0,0.0
2020-06-28,118.19,118.19,118.19,0.0,0.0,118.19,118.19,118.19,0.0,0.0,118.19,118.19,118.19,0.0,0.0,118.19,118.19,118.19,0.0,0.0
2020-07-05,118.23,118.23,118.23,0.0,0.0,118.37,118.37,118.37,0.0,0.0,118.13,118.13,118.13,0.0,0.0,118.36,118.36,118.36,0.0,0.0
