Date,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_volatility,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Open_change,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_volatility,VelocityShares 3x Inverse Natural Gas linked to S&Etf_High_change,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_volatility,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Low_change,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_average,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_max,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_min,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_volatility,VelocityShares 3x Inverse Natural Gas linked to S&Etf_Close_change
2018-04-01,572.4,572.4,572.4,0.0,0.0,578.8,578.8,578.8,0.0,0.0,568.6,568.6,568.6,0.0,0.0,576.2,576.2,576.2,0.0,0.0
2018-04-08,554.8,554.8,554.8,0.0,0.0,559.6,559.6,559.6,0.0,0.0,542.0,542.0,542.0,0.0,0.0,555.2,555.2,555.2,0.0,0.0
2018-04-15,580.6,580.6,580.6,0.0,0.0,582.4,582.4,582.4,0.0,0.0,546.4,546.4,546.4,0.0,0.0,550.0,550.0,550.0,0.0,0.0
2018-04-22,533.8,533.8,533.8,0.0,0.0,545.4,545.4,545.4,0.0,0.0,531.8,531.8,531.8,0.0,0.0,543.4,543.4,543.4,0.0,0.0
2018-04-29,567.0,567.0,567.0,0.0,0.0,583.8,583.8,583.8,0.0,0.0,563.8,563.8,563.8,0.0,0.0,574.4,574.4,574.4,0.0,0.0
2018-05-06,524.0,524.0,524.0,0.0,0.0,530.2,530.2,530.2,0.0,0.0,517.2,517.2,517.2,0.0,0.0,518.8,518.8,518.8,0.0,0.0
2018-05-13,490.2,490.2,490.2,0.0,0.0,496.6,496.6,496.6,0.0,0.0,480.12,480.12,480.12,0.0,0.0,496.2,496.2,496.2,0.0,0.0
2018-05-20,437.6,437.6,437.6,0.0,0.0,457.0,457.0,457.0,0.0,0.0,433.8,433.8,433.8,0.0,0.0,447.2,447.2,447.2,0.0,0.0
2018-05-27,449.2,449.2,449.2,0.0,0.0,456.0,456.0,456.0,0.0,0.0,439.0,439.0,439.0,0.0,0.0,440.8,440.8,440.8,0.0,0.0
2018-06-03,479.6,479.6,479.6,0.0,0.0,484.0,484.0,484.0,0.0,0.0,470.2,470.2,470.2,0.0,0.0,470.4,470.4,470.4,0.0,0.0
2018-06-10,427.2,427.2,427.2,0.0,0.0,429.19,429.19,429.19,0.0,0.0,414.2,414.2,414.2,0.0,0.0,415.0,415.0,415.0,0.0,0.0
2018-06-17,446.4,446.4,446.4,0.0,0.0,452.6,452.6,452.6,0.0,0.0,439.6,439.6,439.6,0.0,0.0,444.4,444.4,444.4,0.0,0.0
2018-06-24,449.0,449.0,449.0,0.0,0.0,457.6,457.6,457.6,0.0,0.0,443.2,443.2,443.2,0.0,0.0,452.0,452.0,452.0,0.0,0.0
2018-07-01,494.2,494.2,494.2,0.0,0.0,498.4,498.4,498.4,0.0,0.0,480.5,480.5,480.5,0.0,0.0,482.6,482.6,482.6,0.0,0.0
2018-07-08,521.6,521.6,521.6,0.0,0.0,536.6,536.6,536.6,0.0,0.0,521.4,521.4,521.4,0.0,0.0,527.2,527.2,527.2,0.0,0.0
2018-07-15,520.2,520.2,520.2,0.0,0.0,534.0,534.0,534.0,0.0,0.0,519.6,519.6,519.6,0.0,0.0,532.4,532.4,532.4,0.0,0.0
2018-07-22,500.2,500.2,500.2,0.0,0.0,504.2,504.2,504.2,0.0,0.0,493.0,493.0,493.0,0.0,0.0,500.6,500.6,500.6,0.0,0.0
2018-07-29,466.4,466.4,466.4,0.0,0.0,471.8,471.8,471.8,0.0,0.0,458.0,458.0,458.0,0.0,0.0,465.6,465.6,465.6,0.0,0.0
2018-08-05,428.2,428.2,428.2,0.0,0.0,430.0,430.0,430.0,0.0,0.0,418.2,418.2,418.2,0.0,0.0,419.8,419.8,419.8,0.0,0.0
2018-08-12,417.4,417.4,417.4,0.0,0.0,419.6,419.6,419.6,0.0,0.0,409.2,409.2,409.2,0.0,0.0,418.0,418.0,418.0,0.0,0.0
2018-08-19,424.8,424.8,424.8,0.0,0.0,434.0,434.0,434.0,0.0,0.0,422.8,422.8,422.8,0.0,0.0,432.4,432.4,432.4,0.0,0.0
2018-08-26,427.2,427.2,427.2,0.0,0.0,435.6,435.6,435.6,0.0,0.0,423.4,423.4,423.4,0.0,0.0,429.4,429.4,429.4,0.0,0.0
2018-09-02,502.8,502.8,502.8,0.0,0.0,503.8,503.8,503.8,0.0,0.0,492.0,492.0,492.0,0.0,0.0,492.8,492.8,492.8,0.0,0.0
2018-09-09,492.6,492.6,492.6,0.0,0.0,504.2,504.2,504.2,0.0,0.0,492.0,492.0,492.0,0.0,0.0,501.8,501.8,501.8,0.0,0.0
2018-09-16,395.8,395.8,395.8,0.0,0.0,397.4,397.4,397.4,0.0,0.0,389.02,389.02,389.02,0.0,0.0,390.0,390.0,390.0,0.0,0.0
2018-09-23,373.8,373.8,373.8,0.0,0.0,384.4,384.4,384.4,0.0,0.0,371.6,371.6,371.6,0.0,0.0,374.6,374.6,374.6,0.0,0.0
2018-09-30,304.8,304.8,304.8,0.0,0.0,333.0,333.0,333.0,0.0,0.0,304.5,304.5,304.5,0.0,0.0,320.8,320.8,320.8,0.0,0.0
2018-10-07,296.2,296.2,296.2,0.0,0.0,312.8,312.8,312.8,0.0,0.0,295.4,295.4,295.4,0.0,0.0,310.0,310.0,310.0,0.0,0.0
2018-10-14,292.8,292.8,292.8,0.0,0.0,293.0,293.0,293.0,0.0,0.0,277.4,277.4,277.4,0.0,0.0,281.8,281.8,281.8,0.0,0.0
2018-10-21,315.0,315.0,315.0,0.0,0.0,319.4,319.4,319.4,0.0,0.0,292.18,292.18,292.18,0.0,0.0,293.6,293.6,293.6,0.0,0.0
2018-10-28,308.6,308.6,308.6,0.0,0.0,309.0,309.0,309.0,0.0,0.0,274.0,274.0,274.0,0.0,0.0,280.0,280.0,280.0,0.0,0.0
2018-11-04,190.6,190.6,190.6,0.0,0.0,190.6,190.6,190.6,0.0,0.0,163.2,163.2,163.2,0.0,0.0,181.6,181.6,181.6,0.0,0.0
2018-11-11,80.0,80.0,80.0,0.0,0.0,82.6,82.6,82.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2018-11-18,59.2,59.2,59.2,0.0,0.0,59.4,59.4,59.4,0.0,0.0,53.2,53.2,53.2,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-11-25,50.0,50.0,50.0,0.0,0.0,53.72,53.72,53.72,0.0,0.0,48.1,48.1,48.1,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2018-12-02,55.46,55.46,55.46,0.0,0.0,55.64,55.64,55.64,0.0,0.0,48.55,48.55,48.55,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-12-09,71.89,71.89,71.89,0.0,0.0,78.69,78.69,78.69,0.0,0.0,71.37,71.37,71.37,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2018-12-16,77.98,77.98,77.98,0.0,0.0,80.65,80.65,80.65,0.0,0.0,67.8,67.8,67.8,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2018-12-23,90.52,90.52,90.52,0.0,0.0,94.6,94.6,94.6,0.0,0.0,86.47,86.47,86.47,0.0,0.0,92.32,92.32,92.32,0.0,0.0
2018-12-30,117.58,117.58,117.58,0.0,0.0,126.37,126.37,126.37,0.0,0.0,110.16,110.16,110.16,0.0,0.0,112.98,112.98,112.98,0.0,0.0
2019-01-06,110.42,110.42,110.42,0.0,0.0,112.62,112.62,112.62,0.0,0.0,97.15,97.15,97.15,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2019-01-13,77.75,77.75,77.75,0.0,0.0,77.82,77.82,77.82,0.0,0.0,66.15,66.15,66.15,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2019-01-20,82.67,82.67,82.67,0.0,0.0,82.8,82.8,82.8,0.0,0.0,73.3,73.3,73.3,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2019-01-27,96.81,96.81,96.81,0.0,0.0,102.82,102.82,102.82,0.0,0.0,95.25,95.25,95.25,0.0,0.0,101.86,101.86,101.86,0.0,0.0
2019-02-03,119.43,119.43,119.43,0.0,0.0,123.67,123.67,123.67,0.0,0.0,115.52,115.52,115.52,0.0,0.0,116.26,116.26,116.26,0.0,0.0
2019-02-10,114.24,114.24,114.24,0.0,0.0,117.91,117.91,117.91,0.0,0.0,111.68,111.68,111.68,0.0,0.0,111.91,111.91,111.91,0.0,0.0
2019-02-17,105.12,105.12,105.12,0.0,0.0,105.12,105.12,105.12,0.0,0.0,100.81,100.81,100.81,0.0,0.0,103.02,103.02,103.02,0.0,0.0
2019-02-24,88.14,88.14,88.14,0.0,0.0,91.91,91.91,91.91,0.0,0.0,87.76,87.76,87.76,0.0,0.0,89.97,89.97,89.97,0.0,0.0
2019-03-03,87.45,87.45,87.45,0.0,0.0,88.76,88.76,88.76,0.0,0.0,86.93,86.93,86.93,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-03-10,91.47,91.47,91.47,0.0,0.0,94.5,94.5,94.5,0.0,0.0,91.06,91.06,91.06,0.0,0.0,94.08,94.08,94.08,0.0,0.0
2019-03-17,95.72,95.72,95.72,0.0,0.0,97.55,97.55,97.55,0.0,0.0,95.58,95.58,95.58,0.0,0.0,96.25,96.25,96.25,0.0,0.0
2019-03-24,106.05,106.05,106.05,0.0,0.0,109.07,109.07,109.07,0.0,0.0,105.0,105.0,105.0,0.0,0.0,107.75,107.75,107.75,0.0,0.0
2019-03-31,109.9,109.9,109.9,0.0,0.0,110.1,110.1,110.1,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.17,107.17,107.17,0.0,0.0
2019-04-07,106.33,106.33,106.33,0.0,0.0,109.14,109.14,109.14,0.0,0.0,105.38,105.38,105.38,0.0,0.0,108.56,108.56,108.56,0.0,0.0
2019-04-14,127.6,127.6,127.6,0.0,0.0,131.48,131.48,131.48,0.0,0.0,126.27,126.27,126.27,0.0,0.0,130.44,130.44,130.44,0.0,0.0
2019-04-21,122.6,122.6,122.6,0.0,0.0,124.49,124.49,124.49,0.0,0.0,118.78,118.78,118.78,0.0,0.0,121.68,121.68,121.68,0.0,0.0
2019-04-28,123.67,123.67,123.67,0.0,0.0,125.85,125.85,125.85,0.0,0.0,122.0,122.0,122.0,0.0,0.0,124.82,124.82,124.82,0.0,0.0
2019-05-05,120.59,120.59,120.59,0.0,0.0,120.61,120.61,120.61,0.0,0.0,112.17,112.17,112.17,0.0,0.0,115.43,115.43,115.43,0.0,0.0
2019-05-12,112.25,112.25,112.25,0.0,0.0,114.96,114.96,114.96,0.0,0.0,110.9,110.9,110.9,0.0,0.0,114.68,114.68,114.68,0.0,0.0
2019-05-19,125.65,125.65,125.65,0.0,0.0,127.6,127.6,127.6,0.0,0.0,118.53,118.53,118.53,0.0,0.0,120.57,120.57,120.57,0.0,0.0
2019-05-26,134.68,134.68,134.68,0.0,0.0,143.43,143.43,143.43,0.0,0.0,133.55,133.55,133.55,0.0,0.0,141.55,141.55,141.55,0.0,0.0
2019-06-02,164.69,164.69,164.69,0.0,0.0,170.2,170.2,170.2,0.0,0.0,159.47,159.47,159.47,0.0,0.0,162.74,162.74,162.74,0.0,0.0
2019-06-09,159.85,159.85,159.85,0.0,0.0,161.27,161.27,161.27,0.0,0.0,149.5,149.5,149.5,0.0,0.0,151.53,151.53,151.53,0.0,0.0
2019-06-16,198.0,198.0,198.0,0.0,0.0,200.96,200.96,200.96,0.0,0.0,191.44,191.44,191.44,0.0,0.0,196.62,196.62,196.62,0.0,0.0
2019-06-23,150.0,150.0,150.0,0.0,0.0,161.25,161.25,161.25,0.0,0.0,149.25,149.25,149.25,0.0,0.0,159.29,159.29,159.29,0.0,0.0
2019-06-30,142.99,142.99,142.99,0.0,0.0,143.46,143.46,143.46,0.0,0.0,130.5,130.5,130.5,0.0,0.0,137.75,137.75,137.75,0.0,0.0
2019-07-07,129.42,129.42,129.42,0.0,0.0,132.44,132.44,132.44,0.0,0.0,126.25,126.25,126.25,0.0,0.0,130.21,130.21,130.21,0.0,0.0
2019-07-14,165.99,165.99,165.99,0.0,0.0,169.8,169.8,169.8,0.0,0.0,165.01,165.01,165.01,0.0,0.0,166.09,166.09,166.09,0.0,0.0
2019-07-21,180.0,180.0,180.0,0.0,0.0,183.78,183.78,183.78,0.0,0.0,177.15,177.15,177.15,0.0,0.0,180.56,180.56,180.56,0.0,0.0
2019-07-28,186.36,186.36,186.36,0.0,0.0,196.36,196.36,196.36,0.0,0.0,180.65,180.65,180.65,0.0,0.0,181.94,181.94,181.94,0.0,0.0
2019-08-04,186.85,186.85,186.85,0.0,0.0,187.6,187.6,187.6,0.0,0.0,178.7,178.7,178.7,0.0,0.0,185.02,185.02,185.02,0.0,0.0
2019-08-11,165.28,165.28,165.28,0.0,0.0,171.77,171.77,171.77,0.0,0.0,163.38,163.38,163.38,0.0,0.0,164.79,164.79,164.79,0.0,0.0
2019-08-18,181.1,181.1,181.1,0.0,0.0,181.59,181.59,181.59,0.0,0.0,173.16,173.16,173.16,0.0,0.0,175.7,175.7,175.7,0.0,0.0
2019-08-25,148.31,148.31,148.31,0.0,0.0,149.79,149.79,149.79,0.0,0.0,143.42,143.42,143.42,0.0,0.0,146.34,146.34,146.34,0.0,0.0
2019-09-01,119.26,119.26,119.26,0.0,0.0,119.41,119.41,119.41,0.0,0.0,108.54,108.54,108.54,0.0,0.0,110.51,110.51,110.51,0.0,0.0
2019-09-08,98.83,98.83,98.83,0.0,0.0,101.69,101.69,101.69,0.0,0.0,92.02,92.02,92.02,0.0,0.0,93.31,93.31,93.31,0.0,0.0
2019-09-15,99.26,99.26,99.26,0.0,0.0,106.84,106.84,106.84,0.0,0.0,99.25,99.25,99.25,0.0,0.0,103.6,103.6,103.6,0.0,0.0
2019-09-22,126.5,126.5,126.5,0.0,0.0,127.45,127.45,127.45,0.0,0.0,120.91,120.91,120.91,0.0,0.0,124.54,124.54,124.54,0.0,0.0
2019-09-29,140.0,140.0,140.0,0.0,0.0,140.5,140.5,140.5,0.0,0.0,122.13,122.13,122.13,0.0,0.0,130.12,130.12,130.12,0.0,0.0
2019-10-06,155.4,155.4,155.4,0.0,0.0,159.59,159.59,159.59,0.0,0.0,144.76,144.76,144.76,0.0,0.0,147.32,147.32,147.32,0.0,0.0
2019-10-13,139.6,139.6,139.6,0.0,0.0,141.27,141.27,141.27,0.0,0.0,132.14,132.14,132.14,0.0,0.0,132.45,132.45,132.45,0.0,0.0
2019-10-20,146.0,146.0,146.0,0.0,0.0,147.8,147.8,147.8,0.0,0.0,142.83,142.83,142.83,0.0,0.0,144.11,144.11,144.11,0.0,0.0
2019-10-27,121.0,121.0,121.0,0.0,0.0,121.5,121.5,121.5,0.0,0.0,105.0,105.0,105.0,0.0,0.0,106.52,106.52,106.52,0.0,0.0
2019-11-03,93.85,93.85,93.85,0.0,0.0,98.63,98.63,98.63,0.0,0.0,93.7,93.7,93.7,0.0,0.0,95.64,95.64,95.64,0.0,0.0
2019-11-10,112.0,112.0,112.0,0.0,0.0,114.6,114.6,114.6,0.0,0.0,103.9,103.9,103.9,0.0,0.0,109.15,109.15,109.15,0.0,0.0
2019-11-17,116.4,116.4,116.4,0.0,0.0,116.88,116.88,116.88,0.0,0.0,108.92,108.92,108.92,0.0,0.0,111.08,111.08,111.08,0.0,0.0
2019-11-24,159.28,159.28,159.28,0.0,0.0,169.26,169.26,169.26,0.0,0.0,158.68,158.68,158.68,0.0,0.0,168.84,168.84,168.84,0.0,0.0
2019-12-01,144.54,144.54,144.54,0.0,0.0,159.78,159.78,159.78,0.0,0.0,144.11,144.11,144.11,0.0,0.0,155.79,155.79,155.79,0.0,0.0
2019-12-08,166.21,166.21,166.21,0.0,0.0,168.28,168.28,168.28,0.0,0.0,161.2,161.2,161.2,0.0,0.0,164.0,164.0,164.0,0.0,0.0
2019-12-15,156.54,156.54,156.54,0.0,0.0,162.81,162.81,162.81,0.0,0.0,156.28,156.28,156.28,0.0,0.0,158.65,158.65,158.65,0.0,0.0
2019-12-22,175.0,175.0,175.0,0.0,0.0,182.59,182.59,182.59,0.0,0.0,167.69,167.69,167.69,0.0,0.0,168.3,168.3,168.3,0.0,0.0
2019-12-29,194.0,194.0,194.0,0.0,0.0,198.64,198.64,198.64,0.0,0.0,186.24,186.24,186.24,0.0,0.0,197.9,197.9,197.9,0.0,0.0
2020-01-05,177.85,177.85,177.85,0.0,0.0,179.18,179.18,179.18,0.0,0.0,172.53,172.53,172.53,0.0,0.0,177.6,177.6,177.6,0.0,0.0
2020-01-12,222.87,222.87,222.87,0.0,0.0,231.33,231.33,231.33,0.0,0.0,222.39,222.39,222.39,0.0,0.0,230.6,230.6,230.6,0.0,0.0
2020-01-19,266.05,266.05,266.05,0.0,0.0,274.35,274.35,274.35,0.0,0.0,264.0,264.0,264.0,0.0,0.0,269.72,269.72,269.72,0.0,0.0
2020-01-26,280.0,280.0,280.0,0.0,0.0,285.47,285.47,285.47,0.0,0.0,274.5,274.5,274.5,0.0,0.0,282.0,282.0,282.0,0.0,0.0
2020-02-02,260.0,260.0,260.0,0.0,0.0,276.0,276.0,276.0,0.0,0.0,255.0,255.0,255.0,0.0,0.0,275.5,275.5,275.5,0.0,0.0
2020-02-09,278.14,278.14,278.14,0.0,0.0,284.03,284.03,284.03,0.0,0.0,275.11,275.11,275.11,0.0,0.0,281.67,281.67,281.67,0.0,0.0
2020-02-16,254.84,254.84,254.84,0.0,0.0,256.8,256.8,256.8,0.0,0.0,244.47,244.47,244.47,0.0,0.0,250.52,250.52,250.52,0.0,0.0
2020-02-23,343.31,343.31,343.31,0.0,0.0,361.5,361.5,361.5,0.0,0.0,333.7,333.7,333.7,0.0,0.0,352.5,352.5,352.5,0.0,0.0
2020-03-01,310.98,310.98,310.98,0.0,0.0,333.24,333.24,333.24,0.0,0.0,307.0,307.0,307.0,0.0,0.0,323.37,323.37,323.37,0.0,0.0
2020-03-08,214.23,214.23,214.23,0.0,0.0,244.69,244.69,244.69,0.0,0.0,211.13,211.13,211.13,0.0,0.0,227.12,227.12,227.12,0.0,0.0
2020-03-15,294.97,294.97,294.97,0.0,0.0,345.0,345.0,345.0,0.0,0.0,292.0,292.0,292.0,0.0,0.0,341.4,341.4,341.4,0.0,0.0
2020-03-22,328.92,328.92,328.92,0.0,0.0,336.99,336.99,336.99,0.0,0.0,316.0,316.0,316.0,0.0,0.0,327.98,327.98,327.98,0.0,0.0
2020-03-29,409.95,409.95,409.95,0.0,0.0,409.95,409.95,409.95,0.0,0.0,327.98,327.98,327.98,0.0,0.0,334.96,334.96,334.96,0.0,0.0
2020-04-05,246.97,246.97,246.97,0.0,0.0,265.39,265.39,265.39,0.0,0.0,239.0,239.0,239.0,0.0,0.0,261.19,261.19,261.19,0.0,0.0
2020-04-12,227.93,227.93,227.93,0.0,0.0,250.94,250.94,250.94,0.0,0.0,216.68,216.68,216.68,0.0,0.0,239.82,239.82,239.82,0.0,0.0
2020-04-19,203.1,203.1,203.1,0.0,0.0,234.0,234.0,234.0,0.0,0.0,203.0,203.0,203.0,0.0,0.0,233.53,233.53,233.53,0.0,0.0
2020-04-26,224.0,224.0,224.0,0.0,0.0,224.0,224.0,224.0,0.0,0.0,224.0,224.0,224.0,0.0,0.0,224.0,224.0,224.0,0.0,0.0
2020-05-03,217.34,217.34,217.34,0.0,0.0,217.34,217.34,217.34,0.0,0.0,217.34,217.34,217.34,0.0,0.0,217.34,217.34,217.34,0.0,0.0
2020-05-10,270.73,270.73,270.73,0.0,0.0,313.0,313.0,313.0,0.0,0.0,270.67,270.67,270.67,0.0,0.0,307.27,307.27,307.27,0.0,0.0
2020-05-17,287.89,287.89,287.89,0.0,0.0,289.03,289.03,289.03,0.0,0.0,261.79,261.79,261.79,0.0,0.0,269.52,269.52,269.52,0.0,0.0
2020-05-24,300.65,300.65,300.65,0.0,0.0,321.51,321.51,321.51,0.0,0.0,276.06,276.06,276.06,0.0,0.0,287.0,287.0,287.0,0.0,0.0
2020-05-31,299.65,299.65,299.65,0.0,0.0,299.65,299.65,299.65,0.0,0.0,299.65,299.65,299.65,0.0,0.0,299.65,299.65,299.65,0.0,0.0
2020-06-07,308.46,308.46,308.46,0.0,0.0,337.97,337.97,337.97,0.0,0.0,303.42,303.42,303.42,0.0,0.0,330.52,330.52,330.52,0.0,0.0
2020-06-14,377.64,377.64,377.64,0.0,0.0,378.93,378.93,378.93,0.0,0.0,359.51,359.51,359.51,0.0,0.0,370.68,370.68,370.68,0.0,0.0
2020-06-21,589.39,589.39,589.39,0.0,0.0,589.39,589.39,589.39,0.0,0.0,532.97,532.97,532.97,0.0,0.0,540.55,540.55,540.55,0.0,0.0
2020-06-28,429.0,429.0,429.0,0.0,0.0,429.0,429.0,429.0,0.0,0.0,429.0,429.0,429.0,0.0,0.0,429.0,429.0,429.0,0.0,0.0
2020-07-05,405.0,405.0,405.0,0.0,0.0,418.68,418.68,418.68,0.0,0.0,405.0,405.0,405.0,0.0,0.0,418.68,418.68,418.68,0.0,0.0
