Date,iShares Micro-CapEtf_Open_average,iShares Micro-CapEtf_Open_max,iShares Micro-CapEtf_Open_min,iShares Micro-CapEtf_Open_volatility,iShares Micro-CapEtf_Open_change,iShares Micro-CapEtf_High_average,iShares Micro-CapEtf_High_max,iShares Micro-CapEtf_High_min,iShares Micro-CapEtf_High_volatility,iShares Micro-CapEtf_High_change,iShares Micro-CapEtf_Low_average,iShares Micro-CapEtf_Low_max,iShares Micro-CapEtf_Low_min,iShares Micro-CapEtf_Low_volatility,iShares Micro-CapEtf_Low_change,iShares Micro-CapEtf_Close_average,iShares Micro-CapEtf_Close_max,iShares Micro-CapEtf_Close_min,iShares Micro-CapEtf_Close_volatility,iShares Micro-CapEtf_Close_change
2018-05-20,103.77,103.77,103.77,0.0,0.0,103.85,103.85,103.85,0.0,0.0,103.4,103.4,103.4,0.0,0.0,103.63,103.63,103.63,0.0,0.0
2018-05-27,105.09,105.09,105.09,0.0,0.0,105.66,105.66,105.66,0.0,0.0,104.8,104.8,104.8,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2018-06-03,106.6,106.6,106.6,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.43,106.43,106.43,0.0,0.0,106.75,106.75,106.75,0.0,0.0
2018-06-10,106.8,106.8,106.8,0.0,0.0,107.63,107.63,107.63,0.0,0.0,106.69,106.69,106.69,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2018-06-17,108.81,108.81,108.81,0.0,0.0,108.81,108.81,108.81,0.0,0.0,107.56,107.56,107.56,0.0,0.0,108.5,108.5,108.5,0.0,0.0
2018-06-24,106.32,106.32,106.32,0.0,0.0,106.62,106.62,106.62,0.0,0.0,105.61,105.61,105.61,0.0,0.0,105.62,105.62,105.62,0.0,0.0
2018-07-01,108.4,108.4,108.4,0.0,0.0,109.08,109.08,109.08,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.87,108.87,108.87,0.0,0.0
2018-07-08,108.15,108.15,108.15,0.0,0.0,108.37,108.37,108.37,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.57,107.57,107.57,0.0,0.0
2018-07-15,108.22,108.22,108.22,0.0,0.0,108.31,108.31,108.31,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.68,107.68,107.68,0.0,0.0
2018-07-22,107.64,107.64,107.64,0.0,0.0,107.65,107.65,107.65,0.0,0.0,104.84,104.84,104.84,0.0,0.0,105.1,105.1,105.1,0.0,0.0
2018-07-29,106.04,106.04,106.04,0.0,0.0,106.5,106.5,106.5,0.0,0.0,104.99,104.99,104.99,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2018-08-05,106.08,106.08,106.08,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.07,106.07,106.07,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2018-08-12,105.7,105.7,105.7,0.0,0.0,106.44,106.44,106.44,0.0,0.0,105.61,105.61,105.61,0.0,0.0,106.27,106.27,106.27,0.0,0.0
2018-08-19,108.58,108.58,108.58,0.0,0.0,108.87,108.87,108.87,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.79,108.79,108.79,0.0,0.0
2018-08-26,108.97,108.97,108.97,0.0,0.0,110.15,110.15,110.15,0.0,0.0,108.97,108.97,108.97,0.0,0.0,109.91,109.91,109.91,0.0,0.0
2018-09-02,107.72,107.72,107.72,0.0,0.0,108.31,108.31,108.31,0.0,0.0,107.62,107.62,107.62,0.0,0.0,107.78,107.78,107.78,0.0,0.0
2018-09-09,107.01,107.01,107.01,0.0,0.0,107.72,107.72,107.72,0.0,0.0,106.98,106.98,106.98,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2018-09-16,107.74,107.74,107.74,0.0,0.0,107.82,107.82,107.82,0.0,0.0,106.78,106.78,106.78,0.0,0.0,107.13,107.13,107.13,0.0,0.0
2018-09-23,105.45,105.45,105.45,0.0,0.0,106.31,106.31,106.31,0.0,0.0,105.45,105.45,105.45,0.0,0.0,106.31,106.31,106.31,0.0,0.0
2018-09-30,102.92,102.92,102.92,0.0,0.0,103.24,103.24,103.24,0.0,0.0,100.82,100.82,100.82,0.0,0.0,101.77,101.77,101.77,0.0,0.0
2018-10-07,98.26,98.26,98.26,0.0,0.0,98.4,98.4,98.4,0.0,0.0,96.17,96.17,96.17,0.0,0.0,97.02,97.02,97.02,0.0,0.0
2018-10-14,98.12,98.12,98.12,0.0,0.0,98.83,98.83,98.83,0.0,0.0,96.4,96.4,96.4,0.0,0.0,96.55,96.55,96.55,0.0,0.0
2018-10-21,92.54,92.54,92.54,0.0,0.0,93.81,93.81,93.81,0.0,0.0,91.25,91.25,91.25,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2018-10-28,96.7,96.7,96.7,0.0,0.0,96.84,96.84,96.84,0.0,0.0,95.8,95.8,95.8,0.0,0.0,96.63,96.63,96.63,0.0,0.0
2018-11-04,97.24,97.24,97.24,0.0,0.0,97.24,97.24,97.24,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.86,95.86,95.86,0.0,0.0
2018-11-11,93.13,93.13,93.13,0.0,0.0,94.14,94.14,94.14,0.0,0.0,92.83,92.83,92.83,0.0,0.0,93.78,93.78,93.78,0.0,0.0
2018-11-18,91.29,91.29,91.29,0.0,0.0,92.69,92.69,92.69,0.0,0.0,91.29,91.29,91.29,0.0,0.0,92.15,92.15,92.15,0.0,0.0
2018-11-25,93.46,93.46,93.46,0.0,0.0,94.45,94.45,94.45,0.0,0.0,93.46,93.46,93.46,0.0,0.0,94.18,94.18,94.18,0.0,0.0
2018-12-02,90.43,90.43,90.43,0.0,0.0,91.51,91.51,91.51,0.0,0.0,89.1,89.1,89.1,0.0,0.0,89.65,89.65,89.65,0.0,0.0
2018-12-09,87.42,87.42,87.42,0.0,0.0,88.1,88.1,88.1,0.0,0.0,86.57,86.57,86.57,0.0,0.0,86.69,86.69,86.69,0.0,0.0
2018-12-16,80.96,80.96,80.96,0.0,0.0,81.13,81.13,81.13,0.0,0.0,78.52,78.52,78.52,0.0,0.0,78.73,78.73,78.73,0.0,0.0
2018-12-23,80.78,80.78,80.78,0.0,0.0,82.98,82.98,82.98,0.0,0.0,80.69,80.69,80.69,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2018-12-30,83.61,83.61,83.61,0.0,0.0,85.61,85.61,85.61,0.0,0.0,83.09,83.09,83.09,0.0,0.0,85.6,85.6,85.6,0.0,0.0
2019-01-06,88.6,88.6,88.6,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.43,88.43,88.43,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2019-01-13,90.54,90.54,90.54,0.0,0.0,90.9,90.9,90.9,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.58,90.58,90.58,0.0,0.0
2019-01-20,89.82,89.82,89.82,0.0,0.0,90.46,90.46,90.46,0.0,0.0,89.68,89.68,89.68,0.0,0.0,90.38,90.38,90.38,0.0,0.0
2019-01-27,91.11,91.11,91.11,0.0,0.0,91.33,91.33,91.33,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-02-03,91.28,91.28,91.28,0.0,0.0,91.5,91.5,91.5,0.0,0.0,90.61,90.61,90.61,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-02-10,94.25,94.25,94.25,0.0,0.0,95.58,95.58,95.58,0.0,0.0,94.13,94.13,94.13,0.0,0.0,95.56,95.56,95.56,0.0,0.0
2019-02-17,96.49,96.49,96.49,0.0,0.0,97.0,97.0,97.0,0.0,0.0,96.47,96.47,96.47,0.0,0.0,97.0,97.0,97.0,0.0,0.0
2019-02-24,96.97,96.97,96.97,0.0,0.0,97.09,97.09,97.09,0.0,0.0,96.28,96.28,96.28,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2019-03-03,91.97,91.97,91.97,0.0,0.0,92.69,92.69,92.69,0.0,0.0,91.97,91.97,91.97,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2019-03-10,94.48,94.48,94.48,0.0,0.0,95.17,95.17,95.17,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2019-03-17,94.4,94.4,94.4,0.0,0.0,94.48,94.48,94.48,0.0,0.0,91.48,91.48,91.48,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-03-24,93.25,93.25,93.25,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.18,92.18,92.18,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2019-03-31,94.57,94.57,94.57,0.0,0.0,95.46,95.46,95.46,0.0,0.0,94.57,94.57,94.57,0.0,0.0,95.46,95.46,95.46,0.0,0.0
2019-04-07,95.71,95.71,95.71,0.0,0.0,95.71,95.71,95.71,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.92,94.92,94.92,0.0,0.0
2019-04-14,93.61,93.61,93.61,0.0,0.0,93.61,93.61,93.61,0.0,0.0,92.66,92.66,92.66,0.0,0.0,93.03,93.03,93.03,0.0,0.0
2019-04-21,93.91,93.91,93.91,0.0,0.0,95.02,95.02,95.02,0.0,0.0,93.91,93.91,93.91,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2019-04-28,94.81,94.81,94.81,0.0,0.0,96.35,96.35,96.35,0.0,0.0,94.81,94.81,94.81,0.0,0.0,96.35,96.35,96.35,0.0,0.0
2019-05-05,94.03,94.03,94.03,0.0,0.0,94.77,94.77,94.77,0.0,0.0,93.18,93.18,93.18,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2019-05-12,93.34,93.34,93.34,0.0,0.0,94.04,94.04,94.04,0.0,0.0,92.59,92.59,92.59,0.0,0.0,92.75,92.75,92.75,0.0,0.0
2019-05-19,91.25,91.25,91.25,0.0,0.0,91.49,91.49,91.49,0.0,0.0,90.88,90.88,90.88,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2019-05-26,88.64,88.64,88.64,0.0,0.0,88.74,88.74,88.74,0.0,0.0,88.01,88.01,88.01,0.0,0.0,88.17,88.17,88.17,0.0,0.0
2019-06-02,89.55,89.55,89.55,0.0,0.0,90.37,90.37,90.37,0.0,0.0,89.4,89.4,89.4,0.0,0.0,90.13,90.13,90.13,0.0,0.0
2019-06-09,91.09,91.09,91.09,0.0,0.0,91.09,91.09,91.09,0.0,0.0,90.45,90.45,90.45,0.0,0.0,90.53,90.53,90.53,0.0,0.0
2019-06-16,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.63,91.63,91.63,0.0,0.0
2019-06-23,91.97,91.97,91.97,0.0,0.0,93.56,93.56,93.56,0.0,0.0,91.97,91.97,91.97,0.0,0.0,93.19,93.19,93.19,0.0,0.0
2019-06-30,92.97,92.97,92.97,0.0,0.0,93.68,93.68,93.68,0.0,0.0,92.9,92.9,92.9,0.0,0.0,93.65,93.65,93.65,0.0,0.0
2019-07-07,92.48,92.48,92.48,0.0,0.0,93.59,93.59,93.59,0.0,0.0,92.48,92.48,92.48,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-07-14,91.7,91.7,91.7,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.15,91.15,91.15,0.0,0.0,91.15,91.15,91.15,0.0,0.0
2019-07-21,91.59,91.59,91.59,0.0,0.0,92.8,92.8,92.8,0.0,0.0,91.41,91.41,91.41,0.0,0.0,92.64,92.64,92.64,0.0,0.0
2019-07-28,90.53,90.53,90.53,0.0,0.0,90.53,90.53,90.53,0.0,0.0,88.89,88.89,88.89,0.0,0.0,89.72,89.72,89.72,0.0,0.0
2019-08-04,88.39,88.39,88.39,0.0,0.0,88.39,88.39,88.39,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.75,87.75,87.75,0.0,0.0
2019-08-11,85.41,85.41,85.41,0.0,0.0,86.92,86.92,86.92,0.0,0.0,85.41,85.41,85.41,0.0,0.0,86.84,86.84,86.84,0.0,0.0
2019-08-18,86.92,86.92,86.92,0.0,0.0,87.44,87.44,87.44,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2019-08-25,86.87,86.87,86.87,0.0,0.0,87.08,87.08,87.08,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.4,86.4,86.4,0.0,0.0
2019-09-01,87.45,87.45,87.45,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.1,87.1,87.1,0.0,0.0,87.13,87.13,87.13,0.0,0.0
2019-09-08,93.05,93.05,93.05,0.0,0.0,93.44,93.44,93.44,0.0,0.0,92.69,92.69,92.69,0.0,0.0,93.04,93.04,93.04,0.0,0.0
2019-09-15,91.45,91.45,91.45,0.0,0.0,92.0,92.0,92.0,0.0,0.0,90.96,90.96,90.96,0.0,0.0,91.58,91.58,91.58,0.0,0.0
2019-09-22,89.07,89.07,89.07,0.0,0.0,89.38,89.38,89.38,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.38,88.38,88.38,0.0,0.0
2019-09-29,85.36,85.36,85.36,0.0,0.0,86.58,86.58,86.58,0.0,0.0,85.34,85.34,85.34,0.0,0.0,86.58,86.58,86.58,0.0,0.0
2019-10-06,86.64,86.64,86.64,0.0,0.0,87.76,87.76,87.76,0.0,0.0,86.64,86.64,86.64,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2019-10-13,88.5,88.5,88.5,0.0,0.0,88.94,88.94,88.94,0.0,0.0,87.77,87.77,87.77,0.0,0.0,88.32,88.32,88.32,0.0,0.0
2019-10-20,89.28,89.28,89.28,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.28,89.28,89.28,0.0,0.0,90.04,90.04,90.04,0.0,0.0
2019-10-27,90.17,90.17,90.17,0.0,0.0,91.99,91.99,91.99,0.0,0.0,90.17,90.17,90.17,0.0,0.0,91.96,91.96,91.96,0.0,0.0
2019-11-03,91.98,91.98,91.98,0.0,0.0,92.56,92.56,92.56,0.0,0.0,91.98,91.98,91.98,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2019-11-10,92.27,92.27,92.27,0.0,0.0,92.27,92.27,92.27,0.0,0.0,91.77,91.77,91.77,0.0,0.0,92.03,92.03,92.03,0.0,0.0
2019-11-17,91.99,91.99,91.99,0.0,0.0,92.15,92.15,92.15,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.96,91.96,91.96,0.0,0.0
2019-11-24,94.52,94.52,94.52,0.0,0.0,94.97,94.97,94.97,0.0,0.0,94.24,94.24,94.24,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2019-12-01,94.73,94.73,94.73,0.0,0.0,95.6,95.6,95.6,0.0,0.0,94.26,94.26,94.26,0.0,0.0,95.36,95.36,95.36,0.0,0.0
2019-12-08,97.45,97.45,97.45,0.0,0.0,97.88,97.88,97.88,0.0,0.0,96.45,96.45,96.45,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2019-12-15,99.0,99.0,99.0,0.0,0.0,99.14,99.14,99.14,0.0,0.0,98.63,98.63,98.63,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2019-12-22,100.67,100.67,100.67,0.0,0.0,100.67,100.67,100.67,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.31,99.31,99.31,0.0,0.0
2019-12-29,98.15,98.15,98.15,0.0,0.0,98.71,98.71,98.71,0.0,0.0,98.1,98.1,98.1,0.0,0.0,98.67,98.67,98.67,0.0,0.0
2020-01-05,98.74,98.74,98.74,0.0,0.0,98.99,98.99,98.99,0.0,0.0,98.14,98.14,98.14,0.0,0.0,98.3,98.3,98.3,0.0,0.0
2020-01-12,101.43,101.43,101.43,0.0,0.0,101.44,101.44,101.44,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.74,100.74,100.74,0.0,0.0
2020-01-19,100.4,100.4,100.4,0.0,0.0,100.4,100.4,100.4,0.0,0.0,98.15,98.15,98.15,0.0,0.0,98.66,98.66,98.66,0.0,0.0
2020-01-26,96.31,96.31,96.31,0.0,0.0,96.31,96.31,96.31,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.89,94.89,94.89,0.0,0.0
2020-02-02,97.68,97.68,97.68,0.0,0.0,97.68,97.68,97.68,0.0,0.0,96.71,96.71,96.71,0.0,0.0,96.98,96.98,96.98,0.0,0.0
2020-02-09,98.84,98.84,98.84,0.0,0.0,99.01,99.01,99.01,0.0,0.0,98.33,98.33,98.33,0.0,0.0,98.58,98.58,98.58,0.0,0.0
2020-02-16,99.75,99.75,99.75,0.0,0.0,99.75,99.75,99.75,0.0,0.0,98.72,98.72,98.72,0.0,0.0,99.25,99.25,99.25,0.0,0.0
2020-02-23,86.71,86.71,86.71,0.0,0.0,88.5,88.5,88.5,0.0,0.0,86.66,86.66,86.66,0.0,0.0,88.3,88.3,88.3,0.0,0.0
2020-03-01,86.02,86.02,86.02,0.0,0.0,87.46,87.46,87.46,0.0,0.0,84.65,84.65,84.65,0.0,0.0,86.12,86.12,86.12,0.0,0.0
2020-03-08,69.16,69.16,69.16,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.16,69.16,69.16,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2020-03-15,59.24,59.24,59.24,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2020-03-22,65.54,65.54,65.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2020-03-29,62.44,62.44,62.44,0.0,0.0,62.62,62.62,62.62,0.0,0.0,59.85,59.85,59.85,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2020-04-05,69.32,69.32,69.32,0.0,0.0,71.89,71.89,71.89,0.0,0.0,69.32,69.32,69.32,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2020-04-12,70.53,70.53,70.53,0.0,0.0,71.4,71.4,71.4,0.0,0.0,68.68,68.68,68.68,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2020-04-19,72.12,72.12,72.12,0.0,0.0,72.92,72.92,72.92,0.0,0.0,71.0,71.0,71.0,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2020-04-26,74.57,74.57,74.57,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.57,74.57,74.57,0.0,0.0
2020-05-03,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2020-05-10,73.25,73.25,73.25,0.0,0.0,74.8,74.8,74.8,0.0,0.0,73.25,73.25,73.25,0.0,0.0,74.8,74.8,74.8,0.0,0.0
2020-05-17,80.63,80.63,80.63,0.0,0.0,80.68,80.68,80.68,0.0,0.0,79.51,79.51,79.51,0.0,0.0,80.6,80.6,80.6,0.0,0.0
2020-05-24,82.86,82.86,82.86,0.0,0.0,82.86,82.86,82.86,0.0,0.0,80.89,80.89,80.89,0.0,0.0,82.7,82.7,82.7,0.0,0.0
2020-05-31,89.06,89.06,89.06,0.0,0.0,89.06,89.06,89.06,0.0,0.0,89.06,89.06,89.06,0.0,0.0,89.06,89.06,89.06,0.0,0.0
2020-06-07,83.42,83.42,83.42,0.0,0.0,84.45,84.45,84.45,0.0,0.0,80.85,80.85,80.85,0.0,0.0,82.99,82.99,82.99,0.0,0.0
2020-06-14,87.32,87.32,87.32,0.0,0.0,87.32,87.32,87.32,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2020-06-21,85.51,85.51,85.51,0.0,0.0,85.98,85.98,85.98,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.77,83.77,83.77,0.0,0.0
2020-06-28,86.9,86.9,86.9,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.9,86.9,86.9,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2020-07-05,86.21,86.21,86.21,0.0,0.0,87.13,87.13,87.13,0.0,0.0,85.4,85.4,85.4,0.0,0.0,85.4,85.4,85.4,0.0,0.0
