Date,iShares MSCI Germany Small-CapEtf_Open_average,iShares MSCI Germany Small-CapEtf_Open_max,iShares MSCI Germany Small-CapEtf_Open_min,iShares MSCI Germany Small-CapEtf_Open_volatility,iShares MSCI Germany Small-CapEtf_Open_change,iShares MSCI Germany Small-CapEtf_High_average,iShares MSCI Germany Small-CapEtf_High_max,iShares MSCI Germany Small-CapEtf_High_min,iShares MSCI Germany Small-CapEtf_High_volatility,iShares MSCI Germany Small-CapEtf_High_change,iShares MSCI Germany Small-CapEtf_Low_average,iShares MSCI Germany Small-CapEtf_Low_max,iShares MSCI Germany Small-CapEtf_Low_min,iShares MSCI Germany Small-CapEtf_Low_volatility,iShares MSCI Germany Small-CapEtf_Low_change,iShares MSCI Germany Small-CapEtf_Close_average,iShares MSCI Germany Small-CapEtf_Close_max,iShares MSCI Germany Small-CapEtf_Close_min,iShares MSCI Germany Small-CapEtf_Close_volatility,iShares MSCI Germany Small-CapEtf_Close_change
2018-07-15,62.7,62.7,62.7,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2018-07-22,63.84,63.84,63.84,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2018-07-29,62.44,62.44,62.44,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2018-08-05,61.43,61.43,61.43,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-08-12,60.49,60.49,60.49,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2018-08-19,62.76,62.76,62.76,0.0,0.0,62.97,62.97,62.97,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-08-26,63.27,63.27,63.27,0.0,0.0,63.4,63.4,63.4,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-09-02,60.95,60.95,60.95,0.0,0.0,60.95,60.95,60.95,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2018-09-09,61.66,61.66,61.66,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.51,61.51,61.51,0.0,0.0
2018-09-16,61.75,61.75,61.75,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2018-09-23,59.75,59.75,59.75,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2018-09-30,57.84,57.84,57.84,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.66,57.66,57.66,0.0,0.0
2018-10-07,54.63,54.63,54.63,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-10-14,55.04,55.04,55.04,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2018-10-21,52.07,52.07,52.07,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.67,51.67,51.67,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-10-28,55.57,55.57,55.57,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-11-04,54.88,54.88,54.88,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-11-11,52.75,52.75,52.75,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-11-18,51.89,51.89,51.89,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2018-11-25,53.04,53.04,53.04,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-12-02,51.02,51.02,51.02,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2018-12-09,49.8,49.8,49.8,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-12-16,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-12-23,48.24,48.24,48.24,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-12-30,48.45,48.45,48.45,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.29,48.29,48.29,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-01-06,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-01-13,51.82,51.82,51.82,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-01-20,53.14,53.14,53.14,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-01-27,53.66,53.66,53.66,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-02-03,51.55,51.55,51.55,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-02-10,53.15,53.15,53.15,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-02-17,53.98,53.98,53.98,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-02-24,54.83,54.83,54.83,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-03-03,52.69,52.69,52.69,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.56,52.56,52.56,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2019-03-10,54.39,54.39,54.39,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-03-17,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2019-03-24,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-03-31,56.25,56.25,56.25,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2019-04-07,56.16,56.16,56.16,0.0,0.0,56.52,56.52,56.52,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-04-14,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-04-21,56.53,56.53,56.53,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-04-28,56.89,56.89,56.89,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.89,56.89,56.89,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2019-05-05,56.4,56.4,56.4,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-05-12,55.75,55.75,55.75,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2019-05-19,55.03,55.03,55.03,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-05-26,53.05,53.05,53.05,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.05,53.05,53.05,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-06-02,54.42,54.42,54.42,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-06-09,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2019-06-16,54.68,54.68,54.68,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-06-23,55.21,55.21,55.21,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-06-30,55.71,55.71,55.71,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2019-07-07,54.78,54.78,54.78,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-07-14,53.88,53.88,53.88,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-07-21,54.96,54.96,54.96,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-07-28,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2019-08-04,53.46,53.46,53.46,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-08-11,50.72,50.72,50.72,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-08-18,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-08-25,52.91,52.91,52.91,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-09-01,53.37,53.37,53.37,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-09-08,54.35,54.35,54.35,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-09-15,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-09-22,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-09-29,52.72,52.72,52.72,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.72,52.72,52.72,0.0,0.0,53.15,53.15,53.15,0.0,0.0
2019-10-06,53.7,53.7,53.7,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2019-10-13,54.84,54.84,54.84,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-10-20,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2019-10-27,56.21,56.21,56.21,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-11-03,56.76,56.76,56.76,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-11-10,56.65,56.65,56.65,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2019-11-17,56.31,56.31,56.31,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-11-24,57.05,57.05,57.05,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-12-01,57.61,57.61,57.61,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2019-12-08,59.19,59.19,59.19,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.27,59.27,59.27,0.0,0.0
2019-12-15,59.79,59.79,59.79,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2019-12-22,60.8,60.8,60.8,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-12-29,60.52,60.52,60.52,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2020-01-05,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2020-01-12,60.48,60.48,60.48,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2020-01-19,60.19,60.19,60.19,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2020-01-26,58.87,58.87,58.87,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2020-02-02,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2020-02-09,60.59,60.59,60.59,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2020-02-16,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2020-02-23,53.12,53.12,53.12,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.12,53.12,53.12,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2020-03-01,53.52,53.52,53.52,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2020-03-08,45.67,45.67,45.67,0.0,0.0,45.67,45.67,45.67,0.0,0.0,43.06,43.06,43.06,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2020-03-15,38.21,38.21,38.21,0.0,0.0,38.95,38.95,38.95,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2020-03-22,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2020-03-29,42.99,42.99,42.99,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2020-04-05,47.55,47.55,47.55,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2020-04-12,47.76,47.76,47.76,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.69,47.69,47.69,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2020-04-19,47.12,47.12,47.12,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2020-04-26,47.83,47.83,47.83,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2020-05-03,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2020-05-10,49.31,49.31,49.31,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.31,49.31,49.31,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2020-05-17,52.21,52.21,52.21,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2020-05-24,54.97,54.97,54.97,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.97,54.97,54.97,0.0,0.0
2020-05-31,58.68,58.68,58.68,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.68,58.68,58.68,0.0,0.0
2020-06-07,56.03,56.03,56.03,0.0,0.0,56.03,56.03,56.03,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2020-06-14,56.03,56.03,56.03,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2020-06-21,55.72,55.72,55.72,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2020-06-28,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2020-07-05,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.44,58.44,58.44,0.0,0.0
