Date,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Open_average,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Open_max,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Open_min,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Open_volatility,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Open_change,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_High_average,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_High_max,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_High_min,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_High_volatility,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_High_change,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Low_average,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Low_max,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Low_min,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Low_volatility,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Low_change,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Close_average,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Close_max,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Close_min,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Close_volatility,PIMCO RAFI Dynamic Multi-Factor U.S. EquityEtf_Close_change
2018-03-25,27.09,27.09,27.09,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2018-04-01,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2018-04-08,27.57,27.57,27.57,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-04-15,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-04-22,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-04-29,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-05-06,27.95,27.95,27.95,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-05-13,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-05-20,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-05-27,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2018-06-03,28.84,28.84,28.84,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-06-10,28.83,28.83,28.83,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-06-17,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-06-24,28.49,28.49,28.49,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-07-01,28.41,28.41,28.41,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-07-08,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-07-15,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2018-07-22,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-07-29,28.98,28.98,28.98,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-08-05,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-08-12,29.05,29.05,29.05,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-08-19,29.58,29.58,29.58,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-08-26,29.66,29.66,29.66,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-09-02,29.39,29.39,29.39,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-09-09,29.84,29.84,29.84,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-09-16,30.13,30.13,30.13,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-09-23,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-09-30,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-10-07,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-10-14,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-10-21,27.22,27.22,27.22,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-10-28,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-11-04,28.5,28.5,28.5,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2018-11-11,27.94,27.94,27.94,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-11-18,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-11-25,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-12-02,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-09,26.75,26.75,26.75,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2018-12-16,25.21,25.21,25.21,0.0,0.0,25.5,25.5,25.5,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-12-23,25.37,25.37,25.37,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2018-12-30,25.24,25.24,25.24,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-01-06,26.09,26.09,26.09,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-01-13,26.57,26.57,26.57,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-01-20,26.65,26.65,26.65,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-01-27,27.21,27.21,27.21,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-02-03,27.07,27.07,27.07,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-02-10,27.84,27.84,27.84,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-02-17,28.06,28.06,28.06,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-02-24,28.0,28.0,28.0,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-03-03,27.34,27.34,27.34,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-03-10,28.09,28.09,28.09,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-03-17,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-03-24,28.31,28.31,28.31,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-03-31,28.62,28.62,28.62,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-04-07,28.69,28.69,28.69,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2019-04-14,28.61,28.61,28.61,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2019-04-21,28.68,28.68,28.68,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-04-28,28.78,28.78,28.78,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-05-05,28.23,28.23,28.23,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2019-05-12,28.21,28.21,28.21,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-05-19,28.11,28.11,28.11,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-05-26,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-06-02,28.67,28.67,28.67,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-06-09,28.81,28.81,28.81,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-06-16,29.29,29.29,29.29,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-06-23,29.14,29.14,29.14,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-06-30,29.37,29.37,29.37,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-07-07,29.65,29.65,29.65,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-07-14,29.59,29.59,29.59,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-07-21,29.74,29.74,29.74,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-07-28,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-08-04,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-08-11,28.89,28.89,28.89,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-08-18,29.23,29.23,29.23,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-08-25,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-09-01,29.94,29.94,29.94,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-09-08,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-09-15,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-09-22,30.0,30.0,30.0,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-09-29,29.47,29.47,29.47,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-10-06,29.9,29.9,29.9,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-10-13,30.0,30.0,30.0,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-10-20,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-10-27,30.35,30.35,30.35,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-11-03,30.39,30.39,30.39,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-11-10,30.66,30.66,30.66,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-11-17,30.54,30.54,30.54,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-11-24,30.92,30.92,30.92,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-12-01,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-12-08,30.92,30.92,30.92,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-12-15,31.38,31.38,31.38,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-12-22,31.59,31.59,31.59,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-12-29,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2020-01-05,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2020-01-12,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2020-01-19,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2020-01-26,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2020-02-02,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2020-02-09,31.91,31.91,31.91,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2020-02-16,31.79,31.79,31.79,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2020-02-23,27.26,27.26,27.26,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2020-03-01,28.06,28.06,28.06,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2020-03-08,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2020-03-15,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2020-03-22,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2020-03-29,23.01,23.01,23.01,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2020-04-05,25.31,25.31,25.31,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2020-04-12,25.45,25.45,25.45,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2020-04-19,25.08,25.08,25.08,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2020-04-26,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2020-05-03,26.34,26.34,26.34,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2020-05-10,25.21,25.21,25.21,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2020-05-17,26.38,26.38,26.38,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2020-05-24,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2020-05-31,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2020-06-07,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2020-06-14,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2020-06-21,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2020-06-28,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2020-07-05,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
