Date,Columbia Sustainable US Equity IncomeEtf_Open_average,Columbia Sustainable US Equity IncomeEtf_Open_max,Columbia Sustainable US Equity IncomeEtf_Open_min,Columbia Sustainable US Equity IncomeEtf_Open_volatility,Columbia Sustainable US Equity IncomeEtf_Open_change,Columbia Sustainable US Equity IncomeEtf_High_average,Columbia Sustainable US Equity IncomeEtf_High_max,Columbia Sustainable US Equity IncomeEtf_High_min,Columbia Sustainable US Equity IncomeEtf_High_volatility,Columbia Sustainable US Equity IncomeEtf_High_change,Columbia Sustainable US Equity IncomeEtf_Low_average,Columbia Sustainable US Equity IncomeEtf_Low_max,Columbia Sustainable US Equity IncomeEtf_Low_min,Columbia Sustainable US Equity IncomeEtf_Low_volatility,Columbia Sustainable US Equity IncomeEtf_Low_change,Columbia Sustainable US Equity IncomeEtf_Close_average,Columbia Sustainable US Equity IncomeEtf_Close_max,Columbia Sustainable US Equity IncomeEtf_Close_min,Columbia Sustainable US Equity IncomeEtf_Close_volatility,Columbia Sustainable US Equity IncomeEtf_Close_change
2018-03-25,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-04-01,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-04-08,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2018-04-15,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2018-04-22,29.65,29.65,29.65,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-04-29,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-05-06,29.49,29.49,29.49,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-05-13,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-05-20,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-05-27,29.45,29.45,29.45,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-06-03,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-06-10,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-06-17,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2018-06-24,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-07-01,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-07-08,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-07-15,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-07-22,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-07-29,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-08-05,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-08-12,30.02,30.02,30.02,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-08-19,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-08-26,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-09-02,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-09-09,30.75,30.75,30.75,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-16,30.81,30.81,30.81,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-23,30.46,30.46,30.46,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-09-30,30.63,30.63,30.63,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-10-07,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-10-14,29.03,29.03,29.03,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-10-21,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-10-28,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2018-11-04,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-11-11,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-11-18,28.12,28.12,28.12,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-11-25,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-12-02,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-09,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-12-16,23.76,23.76,23.76,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-12-23,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2018-12-30,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-01-06,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-01-13,26.14,26.14,26.14,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-01-20,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-01-27,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-02-03,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-02-10,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-02-17,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-02-24,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-03-03,26.61,26.61,26.61,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-03-10,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-03-17,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-03-24,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-03-31,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-04-07,28.35,28.35,28.35,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-04-14,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-04-21,28.22,28.22,28.22,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-04-28,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-05-05,27.37,27.37,27.37,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-05-12,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-05-19,26.74,26.74,26.74,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-05-26,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-06-02,26.98,26.98,26.98,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-06-09,27.24,27.24,27.24,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-06-16,27.83,27.83,27.83,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-06-23,27.64,27.64,27.64,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-06-30,27.87,27.87,27.87,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.87,27.87,27.87,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-07-07,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-07-14,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-07-21,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-07-28,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-08-04,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-08-11,26.38,26.38,26.38,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-08-18,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-08-25,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-09-01,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-09-08,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-09-15,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-09-22,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-09-29,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-10-06,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-10-13,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-10-20,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-10-27,29.06,29.06,29.06,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-11-03,29.75,29.75,29.75,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-11-10,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-11-17,29.85,29.85,29.85,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-11-24,30.1,30.1,30.1,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-12-01,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-12-08,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-12-15,30.74,30.74,30.74,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-12-22,30.73,30.73,30.73,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-12-29,30.43,30.43,30.43,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2020-01-05,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2020-01-12,31.03,31.03,31.03,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2020-01-19,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2020-01-26,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2020-02-02,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2020-02-09,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2020-02-16,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2020-02-23,25.9,25.9,25.9,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2020-03-01,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2020-03-08,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2020-03-15,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2020-03-22,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2020-03-29,19.89,19.89,19.89,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.66,19.66,19.66,0.0,0.0
2020-04-05,23.09,23.09,23.09,0.0,0.0,23.49,23.49,23.49,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2020-04-12,22.12,22.12,22.12,0.0,0.0,22.62,22.62,22.62,0.0,0.0,21.98,21.98,21.98,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2020-04-19,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2020-04-26,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2020-05-03,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2020-05-10,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2020-05-17,23.33,23.33,23.33,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2020-05-24,24.39,24.39,24.39,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2020-05-31,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2020-06-07,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2020-06-14,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2020-06-21,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2020-06-28,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2020-07-05,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
