Date,PowerShares DWA Healthcare Momentum PortfolioEtf_Open_average,PowerShares DWA Healthcare Momentum PortfolioEtf_Open_max,PowerShares DWA Healthcare Momentum PortfolioEtf_Open_min,PowerShares DWA Healthcare Momentum PortfolioEtf_Open_volatility,PowerShares DWA Healthcare Momentum PortfolioEtf_Open_change,PowerShares DWA Healthcare Momentum PortfolioEtf_High_average,PowerShares DWA Healthcare Momentum PortfolioEtf_High_max,PowerShares DWA Healthcare Momentum PortfolioEtf_High_min,PowerShares DWA Healthcare Momentum PortfolioEtf_High_volatility,PowerShares DWA Healthcare Momentum PortfolioEtf_High_change,PowerShares DWA Healthcare Momentum PortfolioEtf_Low_average,PowerShares DWA Healthcare Momentum PortfolioEtf_Low_max,PowerShares DWA Healthcare Momentum PortfolioEtf_Low_min,PowerShares DWA Healthcare Momentum PortfolioEtf_Low_volatility,PowerShares DWA Healthcare Momentum PortfolioEtf_Low_change,PowerShares DWA Healthcare Momentum PortfolioEtf_Close_average,PowerShares DWA Healthcare Momentum PortfolioEtf_Close_max,PowerShares DWA Healthcare Momentum PortfolioEtf_Close_min,PowerShares DWA Healthcare Momentum PortfolioEtf_Close_volatility,PowerShares DWA Healthcare Momentum PortfolioEtf_Close_change
2018-03-25,75.08,75.08,75.08,0.0,0.0,76.52,76.52,76.52,0.0,0.0,75.04,75.04,75.04,0.0,0.0,76.17,76.17,76.17,0.0,0.0
2018-04-01,72.75,72.75,72.75,0.0,0.0,72.75,72.75,72.75,0.0,0.0,70.89,70.89,70.89,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2018-04-08,80.87,80.87,80.87,0.0,0.0,80.87,80.87,80.87,0.0,0.0,78.92,78.92,78.92,0.0,0.0,79.5,79.5,79.5,0.0,0.0
2018-04-15,79.15,79.15,79.15,0.0,0.0,79.23,79.23,79.23,0.0,0.0,78.34,78.34,78.34,0.0,0.0,78.5,78.5,78.5,0.0,0.0
2018-04-22,78.37,78.37,78.37,0.0,0.0,79.04,79.04,79.04,0.0,0.0,78.28,78.28,78.28,0.0,0.0,79.04,79.04,79.04,0.0,0.0
2018-04-29,78.34,78.34,78.34,0.0,0.0,79.59,79.59,79.59,0.0,0.0,77.85,77.85,77.85,0.0,0.0,79.07,79.07,79.07,0.0,0.0
2018-05-06,81.72,81.72,81.72,0.0,0.0,83.28,83.28,83.28,0.0,0.0,81.72,81.72,81.72,0.0,0.0,83.28,83.28,83.28,0.0,0.0
2018-05-13,86.04,86.04,86.04,0.0,0.0,86.46,86.46,86.46,0.0,0.0,85.57,85.57,85.57,0.0,0.0,86.45,86.45,86.45,0.0,0.0
2018-05-20,86.88,86.88,86.88,0.0,0.0,86.88,86.88,86.88,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.37,86.37,86.37,0.0,0.0
2018-05-27,88.26,88.26,88.26,0.0,0.0,89.11,89.11,89.11,0.0,0.0,87.48,87.48,87.48,0.0,0.0,88.91,88.91,88.91,0.0,0.0
2018-06-03,87.11,87.11,87.11,0.0,0.0,88.62,88.62,88.62,0.0,0.0,87.11,87.11,87.11,0.0,0.0,88.51,88.51,88.51,0.0,0.0
2018-06-10,91.8,91.8,91.8,0.0,0.0,91.8,91.8,91.8,0.0,0.0,90.77,90.77,90.77,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2018-06-17,93.74,93.74,93.74,0.0,0.0,93.74,93.74,93.74,0.0,0.0,91.42,91.42,91.42,0.0,0.0,91.45,91.45,91.45,0.0,0.0
2018-06-24,87.26,87.26,87.26,0.0,0.0,88.3,88.3,88.3,0.0,0.0,86.75,86.75,86.75,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2018-07-01,90.74,90.74,90.74,0.0,0.0,91.31,91.31,91.31,0.0,0.0,90.44,90.44,90.44,0.0,0.0,91.31,91.31,91.31,0.0,0.0
2018-07-08,92.72,92.72,92.72,0.0,0.0,93.04,93.04,93.04,0.0,0.0,92.37,92.37,92.37,0.0,0.0,92.7,92.7,92.7,0.0,0.0
2018-07-15,93.16,93.16,93.16,0.0,0.0,94.53,94.53,94.53,0.0,0.0,93.16,93.16,93.16,0.0,0.0,93.81,93.81,93.81,0.0,0.0
2018-07-22,92.76,92.76,92.76,0.0,0.0,92.76,92.76,92.76,0.0,0.0,87.91,87.91,87.91,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2018-07-29,90.54,90.54,90.54,0.0,0.0,90.54,90.54,90.54,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2018-08-05,89.44,89.44,89.44,0.0,0.0,90.63,90.63,90.63,0.0,0.0,89.44,89.44,89.44,0.0,0.0,89.76,89.76,89.76,0.0,0.0
2018-08-12,88.93,88.93,88.93,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.61,88.61,88.61,0.0,0.0,89.59,89.59,89.59,0.0,0.0
2018-08-19,92.57,92.57,92.57,0.0,0.0,93.51,93.51,93.51,0.0,0.0,92.57,92.57,92.57,0.0,0.0,93.51,93.51,93.51,0.0,0.0
2018-08-26,96.9,96.9,96.9,0.0,0.0,97.93,97.93,97.93,0.0,0.0,96.9,96.9,96.9,0.0,0.0,97.93,97.93,97.93,0.0,0.0
2018-09-02,96.01,96.01,96.01,0.0,0.0,97.73,97.73,97.73,0.0,0.0,95.8,95.8,95.8,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2018-09-09,97.43,97.43,97.43,0.0,0.0,97.99,97.99,97.99,0.0,0.0,97.06,97.06,97.06,0.0,0.0,97.44,97.44,97.44,0.0,0.0
2018-09-16,96.27,96.27,96.27,0.0,0.0,96.82,96.82,96.82,0.0,0.0,95.68,95.68,95.68,0.0,0.0,95.87,95.87,95.87,0.0,0.0
2018-09-23,98.51,98.51,98.51,0.0,0.0,98.99,98.99,98.99,0.0,0.0,98.03,98.03,98.03,0.0,0.0,98.76,98.76,98.76,0.0,0.0
2018-09-30,90.8,90.8,90.8,0.0,0.0,92.1,92.1,92.1,0.0,0.0,88.31,88.31,88.31,0.0,0.0,90.29,90.29,90.29,0.0,0.0
2018-10-07,85.16,85.16,85.16,0.0,0.0,85.94,85.94,85.94,0.0,0.0,83.34,83.34,83.34,0.0,0.0,84.89,84.89,84.89,0.0,0.0
2018-10-14,87.32,87.32,87.32,0.0,0.0,87.76,87.76,87.76,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.99,84.99,84.99,0.0,0.0
2018-10-21,79.25,79.25,79.25,0.0,0.0,80.91,80.91,80.91,0.0,0.0,77.22,77.22,77.22,0.0,0.0,79.88,79.88,79.88,0.0,0.0
2018-10-28,85.82,85.82,85.82,0.0,0.0,86.0,86.0,86.0,0.0,0.0,84.09,84.09,84.09,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2018-11-04,85.2,85.2,85.2,0.0,0.0,85.2,85.2,85.2,0.0,0.0,81.96,81.96,81.96,0.0,0.0,82.91,82.91,82.91,0.0,0.0
2018-11-11,78.86,78.86,78.86,0.0,0.0,81.05,81.05,81.05,0.0,0.0,78.86,78.86,78.86,0.0,0.0,80.7,80.7,80.7,0.0,0.0
2018-11-18,76.69,76.69,76.69,0.0,0.0,78.63,78.63,78.63,0.0,0.0,76.69,76.69,76.69,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2018-11-25,82.54,82.54,82.54,0.0,0.0,83.38,83.38,83.38,0.0,0.0,82.47,82.47,82.47,0.0,0.0,83.38,83.38,83.38,0.0,0.0
2018-12-02,80.21,80.21,80.21,0.0,0.0,80.36,80.36,80.36,0.0,0.0,77.04,77.04,77.04,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2018-12-09,77.39,77.39,77.39,0.0,0.0,77.67,77.67,77.67,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2018-12-16,68.13,68.13,68.13,0.0,0.0,68.51,68.51,68.51,0.0,0.0,65.78,65.78,65.78,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2018-12-23,69.4,69.4,69.4,0.0,0.0,71.29,71.29,71.29,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.91,69.91,69.91,0.0,0.0
2018-12-30,69.18,69.18,69.18,0.0,0.0,70.77,70.77,70.77,0.0,0.0,69.18,69.18,69.18,0.0,0.0,70.47,70.47,70.47,0.0,0.0
2019-01-06,75.12,75.12,75.12,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.98,74.98,74.98,0.0,0.0
2019-01-13,77.27,77.27,77.27,0.0,0.0,77.86,77.86,77.86,0.0,0.0,77.13,77.13,77.13,0.0,0.0,77.86,77.86,77.86,0.0,0.0
2019-01-20,77.91,77.91,77.91,0.0,0.0,78.53,78.53,78.53,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.34,78.34,78.34,0.0,0.0
2019-01-27,79.56,79.56,79.56,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2019-02-03,78.63,78.63,78.63,0.0,0.0,79.29,79.29,79.29,0.0,0.0,78.63,78.63,78.63,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2019-02-10,81.65,81.65,81.65,0.0,0.0,82.35,82.35,82.35,0.0,0.0,81.65,81.65,81.65,0.0,0.0,82.34,82.34,82.34,0.0,0.0
2019-02-17,81.59,81.59,81.59,0.0,0.0,82.16,82.16,82.16,0.0,0.0,81.33,81.33,81.33,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2019-02-24,81.54,81.54,81.54,0.0,0.0,82.16,82.16,82.16,0.0,0.0,81.35,81.35,81.35,0.0,0.0,82.07,82.07,82.07,0.0,0.0
2019-03-03,78.03,78.03,78.03,0.0,0.0,78.4,78.4,78.4,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2019-03-10,81.99,81.99,81.99,0.0,0.0,82.42,82.42,82.42,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2019-03-17,81.92,81.92,81.92,0.0,0.0,82.15,82.15,82.15,0.0,0.0,80.39,80.39,80.39,0.0,0.0,80.39,80.39,80.39,0.0,0.0
2019-03-24,79.33,79.33,79.33,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.07,79.07,79.07,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2019-03-31,79.12,79.12,79.12,0.0,0.0,80.63,80.63,80.63,0.0,0.0,79.12,79.12,79.12,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2019-04-07,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2019-04-14,73.35,73.35,73.35,0.0,0.0,73.91,73.91,73.91,0.0,0.0,72.44,72.44,72.44,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2019-04-21,77.3,77.3,77.3,0.0,0.0,78.36,78.36,78.36,0.0,0.0,76.7,76.7,76.7,0.0,0.0,78.35,78.35,78.35,0.0,0.0
2019-04-28,78.32,78.32,78.32,0.0,0.0,79.68,79.68,79.68,0.0,0.0,78.27,78.27,78.27,0.0,0.0,79.68,79.68,79.68,0.0,0.0
2019-05-05,79.02,79.02,79.02,0.0,0.0,79.41,79.41,79.41,0.0,0.0,77.54,77.54,77.54,0.0,0.0,79.23,79.23,79.23,0.0,0.0
2019-05-12,79.3,79.3,79.3,0.0,0.0,80.42,80.42,80.42,0.0,0.0,78.92,78.92,78.92,0.0,0.0,79.17,79.17,79.17,0.0,0.0
2019-05-19,78.7,78.7,78.7,0.0,0.0,79.77,79.77,79.77,0.0,0.0,78.7,78.7,78.7,0.0,0.0,79.45,79.45,79.45,0.0,0.0
2019-05-26,77.87,77.87,77.87,0.0,0.0,78.53,78.53,78.53,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2019-06-02,82.8,82.8,82.8,0.0,0.0,84.13,84.13,84.13,0.0,0.0,82.77,82.77,82.77,0.0,0.0,84.13,84.13,84.13,0.0,0.0
2019-06-09,84.7,84.7,84.7,0.0,0.0,84.76,84.76,84.76,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2019-06-16,87.5,87.5,87.5,0.0,0.0,87.5,87.5,87.5,0.0,0.0,86.43,86.43,86.43,0.0,0.0,87.36,87.36,87.36,0.0,0.0
2019-06-23,86.83,86.83,86.83,0.0,0.0,88.23,88.23,88.23,0.0,0.0,86.83,86.83,86.83,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2019-06-30,88.37,88.37,88.37,0.0,0.0,88.95,88.95,88.95,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.64,88.64,88.64,0.0,0.0
2019-07-07,88.55,88.55,88.55,0.0,0.0,88.69,88.69,88.69,0.0,0.0,88.16,88.16,88.16,0.0,0.0,88.62,88.62,88.62,0.0,0.0
2019-07-14,89.49,89.49,89.49,0.0,0.0,89.49,89.49,89.49,0.0,0.0,89.01,89.01,89.01,0.0,0.0,89.02,89.02,89.02,0.0,0.0
2019-07-21,88.29,88.29,88.29,0.0,0.0,89.1,89.1,89.1,0.0,0.0,88.29,88.29,88.29,0.0,0.0,88.97,88.97,88.97,0.0,0.0
2019-07-28,88.26,88.26,88.26,0.0,0.0,88.26,88.26,88.26,0.0,0.0,86.16,86.16,86.16,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2019-08-04,88.51,88.51,88.51,0.0,0.0,88.54,88.54,88.54,0.0,0.0,87.23,87.23,87.23,0.0,0.0,87.65,87.65,87.65,0.0,0.0
2019-08-11,86.79,86.79,86.79,0.0,0.0,87.14,87.14,87.14,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.96,86.96,86.96,0.0,0.0
2019-08-18,86.86,86.86,86.86,0.0,0.0,87.15,87.15,87.15,0.0,0.0,84.73,84.73,84.73,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2019-08-25,87.32,87.32,87.32,0.0,0.0,87.43,87.43,87.43,0.0,0.0,85.9,85.9,85.9,0.0,0.0,86.05,86.05,86.05,0.0,0.0
2019-09-01,86.09,86.09,86.09,0.0,0.0,86.33,86.33,86.33,0.0,0.0,85.41,85.41,85.41,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2019-09-08,82.21,82.21,82.21,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.62,81.62,81.62,0.0,0.0,81.73,81.73,81.73,0.0,0.0
2019-09-15,82.69,82.69,82.69,0.0,0.0,83.07,83.07,83.07,0.0,0.0,82.69,82.69,82.69,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2019-09-22,79.71,79.71,79.71,0.0,0.0,79.8,79.8,79.8,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2019-09-29,77.83,77.83,77.83,0.0,0.0,78.54,78.54,78.54,0.0,0.0,77.8,77.8,77.8,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2019-10-06,78.0,78.0,78.0,0.0,0.0,78.24,78.24,78.24,0.0,0.0,77.56,77.56,77.56,0.0,0.0,78.02,78.02,78.02,0.0,0.0
2019-10-13,79.6,79.6,79.6,0.0,0.0,80.22,80.22,80.22,0.0,0.0,79.31,79.31,79.31,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2019-10-20,79.77,79.77,79.77,0.0,0.0,79.85,79.85,79.85,0.0,0.0,79.54,79.54,79.54,0.0,0.0,79.54,79.54,79.54,0.0,0.0
2019-10-27,80.58,80.58,80.58,0.0,0.0,81.61,81.61,81.61,0.0,0.0,80.58,80.58,80.58,0.0,0.0,81.38,81.38,81.38,0.0,0.0
2019-11-03,81.47,81.47,81.47,0.0,0.0,81.69,81.69,81.69,0.0,0.0,81.29,81.29,81.29,0.0,0.0,81.69,81.69,81.69,0.0,0.0
2019-11-10,83.1,83.1,83.1,0.0,0.0,84.15,84.15,84.15,0.0,0.0,83.1,83.1,83.1,0.0,0.0,84.15,84.15,84.15,0.0,0.0
2019-11-17,86.37,86.37,86.37,0.0,0.0,86.55,86.55,86.55,0.0,0.0,86.17,86.17,86.17,0.0,0.0,86.37,86.37,86.37,0.0,0.0
2019-11-24,90.41,90.41,90.41,0.0,0.0,90.41,90.41,90.41,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2019-12-01,91.62,91.62,91.62,0.0,0.0,91.95,91.95,91.95,0.0,0.0,91.53,91.53,91.53,0.0,0.0,91.63,91.63,91.63,0.0,0.0
2019-12-08,91.04,91.04,91.04,0.0,0.0,91.04,91.04,91.04,0.0,0.0,90.34,90.34,90.34,0.0,0.0,90.74,90.74,90.74,0.0,0.0
2019-12-15,95.59,95.59,95.59,0.0,0.0,96.4,96.4,96.4,0.0,0.0,95.59,95.59,95.59,0.0,0.0,96.4,96.4,96.4,0.0,0.0
2019-12-22,96.21,96.21,96.21,0.0,0.0,96.42,96.42,96.42,0.0,0.0,96.2,96.2,96.2,0.0,0.0,96.21,96.21,96.21,0.0,0.0
2019-12-29,93.5,93.5,93.5,0.0,0.0,93.97,93.97,93.97,0.0,0.0,92.58,92.58,92.58,0.0,0.0,93.19,93.19,93.19,0.0,0.0
2020-01-05,94.04,94.04,94.04,0.0,0.0,94.74,94.74,94.74,0.0,0.0,93.51,93.51,93.51,0.0,0.0,93.7,93.7,93.7,0.0,0.0
2020-01-12,96.56,96.56,96.56,0.0,0.0,97.14,97.14,97.14,0.0,0.0,96.32,96.32,96.32,0.0,0.0,96.32,96.32,96.32,0.0,0.0
2020-01-19,95.38,95.38,95.38,0.0,0.0,95.38,95.38,95.38,0.0,0.0,92.4,92.4,92.4,0.0,0.0,92.61,92.61,92.61,0.0,0.0
2020-01-26,92.19,92.19,92.19,0.0,0.0,92.19,92.19,92.19,0.0,0.0,90.55,90.55,90.55,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2020-02-02,95.15,95.15,95.15,0.0,0.0,95.15,95.15,95.15,0.0,0.0,94.14,94.14,94.14,0.0,0.0,94.45,94.45,94.45,0.0,0.0
2020-02-09,98.04,98.04,98.04,0.0,0.0,98.5,98.5,98.5,0.0,0.0,97.71,97.71,97.71,0.0,0.0,98.42,98.42,98.42,0.0,0.0
2020-02-16,98.44,98.44,98.44,0.0,0.0,98.44,98.44,98.44,0.0,0.0,97.14,97.14,97.14,0.0,0.0,97.63,97.63,97.63,0.0,0.0
2020-02-23,89.04,89.04,89.04,0.0,0.0,91.05,91.05,91.05,0.0,0.0,88.41,88.41,88.41,0.0,0.0,91.05,91.05,91.05,0.0,0.0
2020-03-01,95.03,95.03,95.03,0.0,0.0,95.85,95.85,95.85,0.0,0.0,92.9,92.9,92.9,0.0,0.0,94.99,94.99,94.99,0.0,0.0
2020-03-08,83.72,83.72,83.72,0.0,0.0,83.72,83.72,83.72,0.0,0.0,75.66,75.66,75.66,0.0,0.0,83.35,83.35,83.35,0.0,0.0
2020-03-15,77.56,77.56,77.56,0.0,0.0,79.05,79.05,79.05,0.0,0.0,75.04,75.04,75.04,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2020-03-22,83.72,83.72,83.72,0.0,0.0,86.48,86.48,86.48,0.0,0.0,83.39,83.39,83.39,0.0,0.0,84.46,84.46,84.46,0.0,0.0
2020-03-29,83.69,83.69,83.69,0.0,0.0,84.18,84.18,84.18,0.0,0.0,82.24,82.24,82.24,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2020-04-05,88.78,88.78,88.78,0.0,0.0,89.15,89.15,89.15,0.0,0.0,87.69,87.69,87.69,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2020-04-12,97.28,97.28,97.28,0.0,0.0,97.99,97.99,97.99,0.0,0.0,95.23,95.23,95.23,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2020-04-19,98.83,98.83,98.83,0.0,0.0,100.52,100.52,100.52,0.0,0.0,98.15,98.15,98.15,0.0,0.0,100.52,100.52,100.52,0.0,0.0
2020-04-26,97.47,97.47,97.47,0.0,0.0,97.68,97.68,97.68,0.0,0.0,95.53,95.53,95.53,0.0,0.0,97.15,97.15,97.15,0.0,0.0
2020-05-03,105.52,105.52,105.52,0.0,0.0,106.25,106.25,106.25,0.0,0.0,104.27,104.27,104.27,0.0,0.0,105.6,105.6,105.6,0.0,0.0
2020-05-10,108.93,108.93,108.93,0.0,0.0,113.32,113.32,113.32,0.0,0.0,108.93,108.93,108.93,0.0,0.0,113.32,113.32,113.32,0.0,0.0
2020-05-17,116.47,116.47,116.47,0.0,0.0,116.47,116.47,116.47,0.0,0.0,114.77,114.77,114.77,0.0,0.0,115.89,115.89,115.89,0.0,0.0
2020-05-24,112.31,112.31,112.31,0.0,0.0,114.4,114.4,114.4,0.0,0.0,110.68,110.68,110.68,0.0,0.0,114.1,114.1,114.1,0.0,0.0
2020-05-31,111.86,111.86,111.86,0.0,0.0,111.86,111.86,111.86,0.0,0.0,110.04,110.04,110.04,0.0,0.0,110.76,110.76,110.76,0.0,0.0
2020-06-07,110.0,110.0,110.0,0.0,0.0,110.0,110.0,110.0,0.0,0.0,105.38,105.38,105.38,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2020-06-14,118.51,118.51,118.51,0.0,0.0,120.33,120.33,120.33,0.0,0.0,118.03,118.03,118.03,0.0,0.0,120.08,120.08,120.08,0.0,0.0
2020-06-21,122.2,122.2,122.2,0.0,0.0,122.2,122.2,122.2,0.0,0.0,118.21,118.21,118.21,0.0,0.0,118.5,118.5,118.5,0.0,0.0
2020-06-28,122.95,122.95,122.95,0.0,0.0,123.63,123.63,123.63,0.0,0.0,121.0,121.0,121.0,0.0,0.0,122.47,122.47,122.47,0.0,0.0
2020-07-05,126.26,126.26,126.26,0.0,0.0,129.0,129.0,129.0,0.0,0.0,126.26,126.26,126.26,0.0,0.0,127.65,127.65,127.65,0.0,0.0
