Date,BKORStock_Open_average,BKORStock_Open_max,BKORStock_Open_min,BKORStock_Open_volatility,BKORStock_Open_change,BKORStock_High_average,BKORStock_High_max,BKORStock_High_min,BKORStock_High_volatility,BKORStock_High_change,BKORStock_Low_average,BKORStock_Low_max,BKORStock_Low_min,BKORStock_Low_volatility,BKORStock_Low_change,BKORStock_Close_average,BKORStock_Close_max,BKORStock_Close_min,BKORStock_Close_volatility,BKORStock_Close_change,BKORStock_Volume_average,BKORStock_Volume_max,BKORStock_Volume_min,BKORStock_Volume_volatility,BKORStock_Volume_change
2020-01-19,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,0,0,0,0,0
2020-01-26,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,0,0,0,0,0
2020-02-02,16.283333333333335,16.35,16.2,0.15000000000000213,-0.15000000000000213,16.283333333333335,16.35,16.2,0.15000000000000213,-0.15000000000000213,16.2,16.35,16.1,0.25,-0.25,16.2,16.35,16.1,0.25,-0.25,8996,25250,0,25250,1740
2020-02-09,16.066666666666666,16.15,15.95,0.1999999999999993,-0.15000000000000213,16.066666666666666,16.15,15.95,0.1999999999999993,-0.15000000000000213,16.016666666666666,16.15,15.95,0.1999999999999993,0.0,16.016666666666666,16.15,15.95,0.1999999999999993,0.0,4516,13550,0,13550,-13550
2020-02-16,15.985,16.02,15.95,0.07000000000000028,0.07000000000000028,16.025,16.05,16.0,0.05000000000000071,0.05000000000000071,15.95,15.95,15.95,0.0,0.0,16.025,16.05,16.0,0.05000000000000071,0.05000000000000071,11705,19610,3800,15810,-15810
2020-02-23,15.705,15.95,15.21,0.7399999999999984,-0.7399999999999984,15.705,15.95,15.21,0.7399999999999984,-0.7399999999999984,15.567499999999999,15.95,15.0,0.9499999999999993,-0.9499999999999993,15.567499999999999,15.95,15.0,0.9499999999999993,-0.9499999999999993,1608,2700,0,2700,2213
2020-03-01,14.92,15.06,14.8,0.2599999999999998,-0.2599999999999998,14.92,15.06,14.8,0.2599999999999998,-0.2599999999999998,14.876666666666667,15.06,14.75,0.3100000000000005,-0.3100000000000005,14.876666666666667,15.06,14.75,0.3100000000000005,-0.3100000000000005,411,737,0,737,496
2020-03-08,13.78,14.7,13.0,1.6999999999999993,-1.629999999999999,13.78,14.7,13.0,1.6999999999999993,-1.629999999999999,13.4225,14.0,13.0,1.0,-0.5499999999999989,13.4225,14.0,13.0,1.0,-0.5499999999999989,600,1400,0,1400,-1400
2020-03-15,12.32,12.5,12.21,0.28999999999999915,-0.28999999999999915,12.333333333333334,12.5,12.21,0.28999999999999915,-0.28999999999999915,11.903333333333334,12.25,11.25,1.0,-1.0,11.903333333333334,12.25,11.25,1.0,-1.0,3233,4101,2800,1301,1301
2020-03-22,11.325,11.5,11.2,0.3000000000000007,0.15000000000000036,11.325,11.5,11.2,0.3000000000000007,0.15000000000000036,11.225,11.5,11.1,0.40000000000000036,0.40000000000000036,11.225,11.5,11.1,0.40000000000000036,0.40000000000000036,9079,24716,0,24716,-24716
2020-03-29,11.286,11.41,11.2,0.21000000000000085,-0.21000000000000085,11.322,11.41,11.2,0.21000000000000085,-0.120000000000001,11.214,11.41,11.0,0.41000000000000014,-0.41000000000000014,11.232,11.41,11.0,0.41000000000000014,-0.41000000000000014,23191,55203,0,55203,52179
2020-04-05,11.11,11.49,10.92,0.5700000000000003,0.5700000000000003,11.11,11.49,10.92,0.5700000000000003,0.5700000000000003,11.11,11.49,10.92,0.5700000000000003,0.5700000000000003,11.11,11.49,10.92,0.5700000000000003,0.5700000000000003,0,0,0,0,0
2020-04-12,11.183333333333334,11.3,11.1,0.20000000000000107,-0.20000000000000107,11.32,11.4,11.26,0.14000000000000057,-0.040000000000000924,11.133333333333333,11.25,11.0,0.25,-0.25,11.290000000000001,11.4,11.22,0.17999999999999972,-0.02999999999999936,2355,4716,200,4516,4516
2020-04-19,11.145,11.17,11.12,0.05000000000000071,-0.05000000000000071,11.145,11.17,11.12,0.05000000000000071,-0.05000000000000071,11.129999999999999,11.16,11.1,0.0600000000000005,-0.0600000000000005,11.129999999999999,11.16,11.1,0.0600000000000005,-0.0600000000000005,1800,2000,1600,400,400
2020-04-26,11.253333333333334,11.31,11.2,0.11000000000000121,0.11000000000000121,11.253333333333334,11.31,11.2,0.11000000000000121,0.11000000000000121,11.216666666666667,11.25,11.2,0.05000000000000071,0.05000000000000071,11.216666666666667,11.25,11.2,0.05000000000000071,0.05000000000000071,883,1510,0,1510,1510
2020-05-03,11.3,11.3,11.3,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.35,11.35,11.35,0.0,0.0,5930,5930,5930,0,0
2020-05-10,11.084,11.4,10.6,0.8000000000000007,-0.8000000000000007,11.104,11.5,10.6,0.9000000000000004,-0.9000000000000004,10.97,11.38,10.6,0.7800000000000011,-0.7800000000000011,10.97,11.38,10.6,0.7800000000000011,-0.7800000000000011,11389,44897,0,44897,-725
2020-05-17,10.825,10.9,10.75,0.15000000000000036,0.15000000000000036,10.825,10.9,10.75,0.15000000000000036,0.15000000000000036,10.825,10.9,10.75,0.15000000000000036,0.15000000000000036,10.825,10.9,10.75,0.15000000000000036,0.15000000000000036,0,0,0,0,0
2020-05-24,11.08,11.2,11.02,0.17999999999999972,-0.14999999999999858,11.08,11.2,11.02,0.17999999999999972,-0.14999999999999858,11.065,11.2,11.02,0.17999999999999972,-0.17999999999999972,11.065,11.2,11.02,0.17999999999999972,-0.17999999999999972,153,329,0,329,329
2020-05-31,11.1875,11.35,11.02,0.33000000000000007,0.16000000000000014,11.2425,11.35,11.02,0.33000000000000007,0.33000000000000007,11.15,11.3,11.02,0.28000000000000114,0.16000000000000014,11.23,11.35,11.02,0.33000000000000007,0.33000000000000007,448,743,0,743,743
2020-06-07,11.31,11.4,11.25,0.15000000000000036,-0.15000000000000036,11.344,11.42,11.25,0.16999999999999993,-0.15000000000000036,11.28,11.35,11.25,0.09999999999999964,0.0,11.324,11.42,11.25,0.16999999999999993,-0.05000000000000071,1298,5527,0,5527,-5527
2020-06-14,11.35,11.45,11.25,0.1999999999999993,0.1999999999999993,11.35,11.45,11.25,0.1999999999999993,0.1999999999999993,11.35,11.45,11.25,0.1999999999999993,0.1999999999999993,11.35,11.45,11.25,0.1999999999999993,0.1999999999999993,0,0,0,0,0
2020-06-21,11.504,11.65,11.32,0.33000000000000007,0.10000000000000142,11.52,11.65,11.4,0.25,0.10000000000000142,11.386,11.65,11.1,0.5500000000000007,-0.34999999999999964,11.44,11.65,11.15,0.5,-0.29999999999999893,2270,7800,0,7800,7800
2020-06-28,11.7225,11.74,11.7,0.040000000000000924,0.040000000000000924,11.7225,11.74,11.7,0.040000000000000924,0.040000000000000924,11.715,11.73,11.68,0.05000000000000071,0.05000000000000071,11.715,11.73,11.68,0.05000000000000071,0.05000000000000071,200,600,0,600,-400
2020-07-05,11.73,11.74,11.72,0.019999999999999574,0.019999999999999574,11.73,11.74,11.72,0.019999999999999574,0.019999999999999574,11.73,11.74,11.72,0.019999999999999574,0.019999999999999574,11.73,11.74,11.72,0.019999999999999574,0.019999999999999574,0,0,0,0,0
