Date,PowerShares S&P SmallCap Health CareEtf_Open_average,PowerShares S&P SmallCap Health CareEtf_Open_max,PowerShares S&P SmallCap Health CareEtf_Open_min,PowerShares S&P SmallCap Health CareEtf_Open_volatility,PowerShares S&P SmallCap Health CareEtf_Open_change,PowerShares S&P SmallCap Health CareEtf_High_average,PowerShares S&P SmallCap Health CareEtf_High_max,PowerShares S&P SmallCap Health CareEtf_High_min,PowerShares S&P SmallCap Health CareEtf_High_volatility,PowerShares S&P SmallCap Health CareEtf_High_change,PowerShares S&P SmallCap Health CareEtf_Low_average,PowerShares S&P SmallCap Health CareEtf_Low_max,PowerShares S&P SmallCap Health CareEtf_Low_min,PowerShares S&P SmallCap Health CareEtf_Low_volatility,PowerShares S&P SmallCap Health CareEtf_Low_change,PowerShares S&P SmallCap Health CareEtf_Close_average,PowerShares S&P SmallCap Health CareEtf_Close_max,PowerShares S&P SmallCap Health CareEtf_Close_min,PowerShares S&P SmallCap Health CareEtf_Close_volatility,PowerShares S&P SmallCap Health CareEtf_Close_change
2018-04-01,112.85,112.85,112.85,0.0,0.0,112.85,112.85,112.85,0.0,0.0,110.0,110.0,110.0,0.0,0.0,110.9,110.9,110.9,0.0,0.0
2018-04-08,115.24,115.24,115.24,0.0,0.0,115.24,115.24,115.24,0.0,0.0,113.69,113.69,113.69,0.0,0.0,114.25,114.25,114.25,0.0,0.0
2018-04-15,116.7,116.7,116.7,0.0,0.0,117.03,117.03,117.03,0.0,0.0,115.93,115.93,115.93,0.0,0.0,116.48,116.48,116.48,0.0,0.0
2018-04-22,115.89,115.89,115.89,0.0,0.0,115.89,115.89,115.89,0.0,0.0,114.31,114.31,114.31,0.0,0.0,115.53,115.53,115.53,0.0,0.0
2018-04-29,114.31,114.31,114.31,0.0,0.0,116.47,116.47,116.47,0.0,0.0,113.5,113.5,113.5,0.0,0.0,115.9,115.9,115.9,0.0,0.0
2018-05-06,119.0,119.0,119.0,0.0,0.0,121.31,121.31,121.31,0.0,0.0,119.0,119.0,119.0,0.0,0.0,121.17,121.17,121.17,0.0,0.0
2018-05-13,125.11,125.11,125.11,0.0,0.0,125.11,125.11,125.11,0.0,0.0,124.17,124.17,124.17,0.0,0.0,124.94,124.94,124.94,0.0,0.0
2018-05-20,124.22,124.22,124.22,0.0,0.0,124.68,124.68,124.68,0.0,0.0,123.91,123.91,123.91,0.0,0.0,124.18,124.18,124.18,0.0,0.0
2018-05-27,126.57,126.57,126.57,0.0,0.0,126.86,126.86,126.86,0.0,0.0,125.5,125.5,125.5,0.0,0.0,126.46,126.46,126.46,0.0,0.0
2018-06-03,126.45,126.45,126.45,0.0,0.0,128.37,128.37,128.37,0.0,0.0,126.45,126.45,126.45,0.0,0.0,128.04,128.04,128.04,0.0,0.0
2018-06-10,130.56,130.56,130.56,0.0,0.0,130.56,130.56,130.56,0.0,0.0,129.02,129.02,129.02,0.0,0.0,130.05,130.05,130.05,0.0,0.0
2018-06-17,131.65,131.65,131.65,0.0,0.0,131.65,131.65,131.65,0.0,0.0,129.8,129.8,129.8,0.0,0.0,130.64,130.64,130.64,0.0,0.0
2018-06-24,129.55,129.55,129.55,0.0,0.0,129.55,129.55,129.55,0.0,0.0,128.15,128.15,128.15,0.0,0.0,128.49,128.49,128.49,0.0,0.0
2018-07-01,132.69,132.69,132.69,0.0,0.0,133.66,133.66,133.66,0.0,0.0,131.97,131.97,131.97,0.0,0.0,133.58,133.58,133.58,0.0,0.0
2018-07-08,135.17,135.17,135.17,0.0,0.0,135.5,135.5,135.5,0.0,0.0,134.51,134.51,134.51,0.0,0.0,134.52,134.52,134.52,0.0,0.0
2018-07-15,136.53,136.53,136.53,0.0,0.0,136.99,136.99,136.99,0.0,0.0,135.54,135.54,135.54,0.0,0.0,135.69,135.69,135.69,0.0,0.0
2018-07-22,136.53,136.53,136.53,0.0,0.0,136.63,136.63,136.63,0.0,0.0,131.75,131.75,131.75,0.0,0.0,132.19,132.19,132.19,0.0,0.0
2018-07-29,135.16,135.16,135.16,0.0,0.0,135.51,135.51,135.51,0.0,0.0,133.94,133.94,133.94,0.0,0.0,134.71,134.71,134.71,0.0,0.0
2018-08-05,134.48,134.48,134.48,0.0,0.0,136.27,136.27,136.27,0.0,0.0,134.44,134.44,134.44,0.0,0.0,135.39,135.39,135.39,0.0,0.0
2018-08-12,136.61,136.61,136.61,0.0,0.0,137.87,137.87,137.87,0.0,0.0,136.09,136.09,136.09,0.0,0.0,137.85,137.85,137.85,0.0,0.0
2018-08-19,141.4,141.4,141.4,0.0,0.0,141.64,141.64,141.64,0.0,0.0,140.95,140.95,140.95,0.0,0.0,141.35,141.35,141.35,0.0,0.0
2018-08-26,143.98,143.98,143.98,0.0,0.0,145.25,145.25,145.25,0.0,0.0,143.56,143.56,143.56,0.0,0.0,144.96,144.96,144.96,0.0,0.0
2018-09-02,143.74,143.74,143.74,0.0,0.0,144.97,144.97,144.97,0.0,0.0,142.46,142.46,142.46,0.0,0.0,143.42,143.42,143.42,0.0,0.0
2018-09-09,142.74,142.74,142.74,0.0,0.0,143.7,143.7,143.7,0.0,0.0,142.13,142.13,142.13,0.0,0.0,143.37,143.37,143.37,0.0,0.0
2018-09-16,142.23,142.23,142.23,0.0,0.0,142.23,142.23,142.23,0.0,0.0,140.12,140.12,140.12,0.0,0.0,140.34,140.34,140.34,0.0,0.0
2018-09-23,138.86,138.86,138.86,0.0,0.0,140.64,140.64,140.64,0.0,0.0,138.86,138.86,138.86,0.0,0.0,140.37,140.37,140.37,0.0,0.0
2018-09-30,134.02,134.02,134.02,0.0,0.0,135.0,135.0,135.0,0.0,0.0,131.29,131.29,131.29,0.0,0.0,133.01,133.01,133.01,0.0,0.0
2018-10-07,128.23,128.23,128.23,0.0,0.0,128.45,128.45,128.45,0.0,0.0,124.79,124.79,124.79,0.0,0.0,125.98,125.98,125.98,0.0,0.0
2018-10-14,128.77,128.77,128.77,0.0,0.0,129.51,129.51,129.51,0.0,0.0,125.8,125.8,125.8,0.0,0.0,126.2,126.2,126.2,0.0,0.0
2018-10-21,120.48,120.48,120.48,0.0,0.0,122.72,122.72,122.72,0.0,0.0,118.61,118.61,118.61,0.0,0.0,120.87,120.87,120.87,0.0,0.0
2018-10-28,127.62,127.62,127.62,0.0,0.0,129.32,129.32,129.32,0.0,0.0,127.3,127.3,127.3,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2018-11-04,128.31,128.31,128.31,0.0,0.0,128.31,128.31,128.31,0.0,0.0,125.5,125.5,125.5,0.0,0.0,126.5,126.5,126.5,0.0,0.0
2018-11-11,123.16,123.16,123.16,0.0,0.0,125.28,125.28,125.28,0.0,0.0,122.64,122.64,122.64,0.0,0.0,125.09,125.09,125.09,0.0,0.0
2018-11-18,120.87,120.87,120.87,0.0,0.0,123.85,123.85,123.85,0.0,0.0,120.87,120.87,120.87,0.0,0.0,122.66,122.66,122.66,0.0,0.0
2018-11-25,128.14,128.14,128.14,0.0,0.0,129.11,129.11,129.11,0.0,0.0,127.62,127.62,127.62,0.0,0.0,128.86,128.86,128.86,0.0,0.0
2018-12-02,123.63,123.63,123.63,0.0,0.0,124.93,124.93,124.93,0.0,0.0,120.59,120.59,120.59,0.0,0.0,121.27,121.27,121.27,0.0,0.0
2018-12-09,118.58,118.58,118.58,0.0,0.0,119.19,119.19,119.19,0.0,0.0,115.32,115.32,115.32,0.0,0.0,115.9,115.9,115.9,0.0,0.0
2018-12-16,104.85,104.85,104.85,0.0,0.0,105.05,105.05,105.05,0.0,0.0,101.22,101.22,101.22,0.0,0.0,101.48,101.48,101.48,0.0,0.0
2018-12-23,105.74,105.74,105.74,0.0,0.0,108.48,108.48,108.48,0.0,0.0,105.45,105.45,105.45,0.0,0.0,106.84,106.84,106.84,0.0,0.0
2018-12-30,105.83,105.83,105.83,0.0,0.0,109.43,109.43,109.43,0.0,0.0,105.83,105.83,105.83,0.0,0.0,108.68,108.68,108.68,0.0,0.0
2019-01-06,113.52,113.52,113.52,0.0,0.0,114.62,114.62,114.62,0.0,0.0,113.26,113.26,113.26,0.0,0.0,114.34,114.34,114.34,0.0,0.0
2019-01-13,116.75,116.75,116.75,0.0,0.0,117.14,117.14,117.14,0.0,0.0,115.92,115.92,115.92,0.0,0.0,117.1,117.1,117.1,0.0,0.0
2019-01-20,116.18,116.18,116.18,0.0,0.0,117.34,117.34,117.34,0.0,0.0,116.18,116.18,116.18,0.0,0.0,117.08,117.08,117.08,0.0,0.0
2019-01-27,117.23,117.23,117.23,0.0,0.0,117.41,117.41,117.41,0.0,0.0,116.16,116.16,116.16,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2019-02-03,116.07,116.07,116.07,0.0,0.0,117.25,117.25,117.25,0.0,0.0,116.0,116.0,116.0,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2019-02-10,121.33,121.33,121.33,0.0,0.0,123.1,123.1,123.1,0.0,0.0,120.61,120.61,120.61,0.0,0.0,122.99,122.99,122.99,0.0,0.0
2019-02-17,122.17,122.17,122.17,0.0,0.0,123.09,123.09,123.09,0.0,0.0,121.92,121.92,121.92,0.0,0.0,122.87,122.87,122.87,0.0,0.0
2019-02-24,121.89,121.89,121.89,0.0,0.0,122.83,122.83,122.83,0.0,0.0,121.6,121.6,121.6,0.0,0.0,122.61,122.61,122.61,0.0,0.0
2019-03-03,113.95,113.95,113.95,0.0,0.0,115.06,115.06,115.06,0.0,0.0,113.95,113.95,113.95,0.0,0.0,115.02,115.02,115.02,0.0,0.0
2019-03-10,117.32,117.32,117.32,0.0,0.0,118.03,118.03,118.03,0.0,0.0,117.02,117.02,117.02,0.0,0.0,117.52,117.52,117.52,0.0,0.0
2019-03-17,118.93,118.93,118.93,0.0,0.0,119.08,119.08,119.08,0.0,0.0,114.42,114.42,114.42,0.0,0.0,114.49,114.49,114.49,0.0,0.0
2019-03-24,114.93,114.93,114.93,0.0,0.0,115.71,115.71,115.71,0.0,0.0,114.69,114.69,114.69,0.0,0.0,115.52,115.52,115.52,0.0,0.0
2019-03-31,115.68,115.68,115.68,0.0,0.0,117.49,117.49,117.49,0.0,0.0,115.68,115.68,115.68,0.0,0.0,117.06,117.06,117.06,0.0,0.0
2019-04-07,116.06,116.06,116.06,0.0,0.0,116.3,116.3,116.3,0.0,0.0,114.71,114.71,114.71,0.0,0.0,114.94,114.94,114.94,0.0,0.0
2019-04-14,108.6,108.6,108.6,0.0,0.0,109.56,109.56,109.56,0.0,0.0,107.02,107.02,107.02,0.0,0.0,109.56,109.56,109.56,0.0,0.0
2019-04-21,113.18,113.18,113.18,0.0,0.0,115.21,115.21,115.21,0.0,0.0,113.18,113.18,113.18,0.0,0.0,115.1,115.1,115.1,0.0,0.0
2019-04-28,115.69,115.69,115.69,0.0,0.0,118.11,118.11,118.11,0.0,0.0,115.69,115.69,115.69,0.0,0.0,118.08,118.08,118.08,0.0,0.0
2019-05-05,115.24,115.24,115.24,0.0,0.0,116.02,116.02,116.02,0.0,0.0,113.49,113.49,113.49,0.0,0.0,115.77,115.77,115.77,0.0,0.0
2019-05-12,112.67,112.67,112.67,0.0,0.0,113.69,113.69,113.69,0.0,0.0,111.62,111.62,111.62,0.0,0.0,111.62,111.62,111.62,0.0,0.0
2019-05-19,109.6,109.6,109.6,0.0,0.0,110.85,110.85,110.85,0.0,0.0,109.6,109.6,109.6,0.0,0.0,110.45,110.45,110.45,0.0,0.0
2019-05-26,107.68,107.68,107.68,0.0,0.0,108.09,108.09,108.09,0.0,0.0,106.39,106.39,106.39,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2019-06-02,110.7,110.7,110.7,0.0,0.0,112.05,112.05,112.05,0.0,0.0,110.7,110.7,110.7,0.0,0.0,111.67,111.67,111.67,0.0,0.0
2019-06-09,112.56,112.56,112.56,0.0,0.0,113.3,113.3,113.3,0.0,0.0,111.71,111.71,111.71,0.0,0.0,111.71,111.71,111.71,0.0,0.0
2019-06-16,116.18,116.18,116.18,0.0,0.0,116.42,116.42,116.42,0.0,0.0,114.18,114.18,114.18,0.0,0.0,116.27,116.27,116.27,0.0,0.0
2019-06-23,116.61,116.61,116.61,0.0,0.0,118.33,118.33,118.33,0.0,0.0,116.61,116.61,116.61,0.0,0.0,117.89,117.89,117.89,0.0,0.0
2019-06-30,117.45,117.45,117.45,0.0,0.0,118.14,118.14,118.14,0.0,0.0,117.19,117.19,117.19,0.0,0.0,118.14,118.14,118.14,0.0,0.0
2019-07-07,115.86,115.86,115.86,0.0,0.0,116.21,116.21,116.21,0.0,0.0,114.94,114.94,114.94,0.0,0.0,115.72,115.72,115.72,0.0,0.0
2019-07-14,116.05,116.05,116.05,0.0,0.0,116.27,116.27,116.27,0.0,0.0,115.19,115.19,115.19,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2019-07-21,115.51,115.51,115.51,0.0,0.0,116.45,116.45,116.45,0.0,0.0,115.26,115.26,115.26,0.0,0.0,116.17,116.17,116.17,0.0,0.0
2019-07-28,119.03,119.03,119.03,0.0,0.0,119.03,119.03,119.03,0.0,0.0,116.71,116.71,116.71,0.0,0.0,117.68,117.68,117.68,0.0,0.0
2019-08-04,117.67,117.67,117.67,0.0,0.0,118.23,118.23,118.23,0.0,0.0,116.96,116.96,116.96,0.0,0.0,117.27,117.27,117.27,0.0,0.0
2019-08-11,113.2,113.2,113.2,0.0,0.0,115.55,115.55,115.55,0.0,0.0,113.02,113.02,113.02,0.0,0.0,115.41,115.41,115.41,0.0,0.0
2019-08-18,114.82,114.82,114.82,0.0,0.0,116.14,116.14,116.14,0.0,0.0,112.38,112.38,112.38,0.0,0.0,112.55,112.55,112.55,0.0,0.0
2019-08-25,115.78,115.78,115.78,0.0,0.0,116.05,116.05,116.05,0.0,0.0,113.87,113.87,113.87,0.0,0.0,114.82,114.82,114.82,0.0,0.0
2019-09-01,115.28,115.28,115.28,0.0,0.0,117.07,117.07,117.07,0.0,0.0,115.28,115.28,115.28,0.0,0.0,115.97,115.97,115.97,0.0,0.0
2019-09-08,117.7,117.7,117.7,0.0,0.0,118.79,118.79,118.79,0.0,0.0,117.36,117.36,117.36,0.0,0.0,117.45,117.45,117.45,0.0,0.0
2019-09-15,117.59,117.59,117.59,0.0,0.0,118.44,118.44,118.44,0.0,0.0,117.43,117.43,117.43,0.0,0.0,118.1,118.1,118.1,0.0,0.0
2019-09-22,114.09,114.09,114.09,0.0,0.0,114.68,114.68,114.68,0.0,0.0,112.13,112.13,112.13,0.0,0.0,112.8,112.8,112.8,0.0,0.0
2019-09-29,112.44,112.44,112.44,0.0,0.0,112.92,112.92,112.92,0.0,0.0,111.07,111.07,111.07,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2019-10-06,112.04,112.04,112.04,0.0,0.0,113.94,113.94,113.94,0.0,0.0,112.04,112.04,112.04,0.0,0.0,112.62,112.62,112.62,0.0,0.0
2019-10-13,116.85,116.85,116.85,0.0,0.0,117.39,117.39,117.39,0.0,0.0,115.79,115.79,115.79,0.0,0.0,116.57,116.57,116.57,0.0,0.0
2019-10-20,116.0,116.0,116.0,0.0,0.0,117.83,117.83,117.83,0.0,0.0,116.0,116.0,116.0,0.0,0.0,117.2,117.2,117.2,0.0,0.0
2019-10-27,117.99,117.99,117.99,0.0,0.0,119.5,119.5,119.5,0.0,0.0,117.94,117.94,117.94,0.0,0.0,118.89,118.89,118.89,0.0,0.0
2019-11-03,116.5,116.5,116.5,0.0,0.0,117.94,117.94,117.94,0.0,0.0,115.86,115.86,115.86,0.0,0.0,117.94,117.94,117.94,0.0,0.0
2019-11-10,118.19,118.19,118.19,0.0,0.0,119.41,119.41,119.41,0.0,0.0,117.79,117.79,117.79,0.0,0.0,119.41,119.41,119.41,0.0,0.0
2019-11-17,122.31,122.31,122.31,0.0,0.0,122.67,122.67,122.67,0.0,0.0,121.42,121.42,121.42,0.0,0.0,122.35,122.35,122.35,0.0,0.0
2019-11-24,129.3,129.3,129.3,0.0,0.0,129.91,129.91,129.91,0.0,0.0,129.18,129.18,129.18,0.0,0.0,129.5,129.5,129.5,0.0,0.0
2019-12-01,128.41,128.41,128.41,0.0,0.0,130.83,130.83,130.83,0.0,0.0,128.41,128.41,128.41,0.0,0.0,130.66,130.66,130.66,0.0,0.0
2019-12-08,128.52,128.52,128.52,0.0,0.0,129.54,129.54,129.54,0.0,0.0,127.52,127.52,127.52,0.0,0.0,127.81,127.81,127.81,0.0,0.0
2019-12-15,131.16,131.16,131.16,0.0,0.0,131.17,131.17,131.17,0.0,0.0,130.26,130.26,130.26,0.0,0.0,130.26,130.26,130.26,0.0,0.0
2019-12-22,130.78,130.78,130.78,0.0,0.0,130.78,130.78,130.78,0.0,0.0,128.74,128.74,128.74,0.0,0.0,129.14,129.14,129.14,0.0,0.0
2019-12-29,126.77,126.77,126.77,0.0,0.0,128.75,128.75,128.75,0.0,0.0,126.56,126.56,126.56,0.0,0.0,128.63,128.63,128.63,0.0,0.0
2020-01-05,130.41,130.41,130.41,0.0,0.0,130.9,130.9,130.9,0.0,0.0,130.07,130.07,130.07,0.0,0.0,130.44,130.44,130.44,0.0,0.0
2020-01-12,137.26,137.26,137.26,0.0,0.0,137.92,137.92,137.92,0.0,0.0,136.22,136.22,136.22,0.0,0.0,136.52,136.52,136.52,0.0,0.0
2020-01-19,136.03,136.03,136.03,0.0,0.0,136.03,136.03,136.03,0.0,0.0,132.53,132.53,132.53,0.0,0.0,132.67,132.67,132.67,0.0,0.0
2020-01-26,132.09,132.09,132.09,0.0,0.0,132.09,132.09,132.09,0.0,0.0,129.02,129.02,129.02,0.0,0.0,129.35,129.35,129.35,0.0,0.0
2020-02-02,134.84,134.84,134.84,0.0,0.0,134.84,134.84,134.84,0.0,0.0,133.24,133.24,133.24,0.0,0.0,133.59,133.59,133.59,0.0,0.0
2020-02-09,137.27,137.27,137.27,0.0,0.0,137.45,137.45,137.45,0.0,0.0,136.76,136.76,136.76,0.0,0.0,137.21,137.21,137.21,0.0,0.0
2020-02-16,136.21,136.21,136.21,0.0,0.0,137.16,137.16,137.16,0.0,0.0,135.85,135.85,135.85,0.0,0.0,135.98,135.98,135.98,0.0,0.0
2020-02-23,118.69,118.69,118.69,0.0,0.0,121.55,121.55,121.55,0.0,0.0,117.85,117.85,117.85,0.0,0.0,120.24,120.24,120.24,0.0,0.0
2020-03-01,118.77,118.77,118.77,0.0,0.0,120.9,120.9,120.9,0.0,0.0,117.13,117.13,117.13,0.0,0.0,119.98,119.98,119.98,0.0,0.0
2020-03-08,101.27,101.27,101.27,0.0,0.0,103.3,103.3,103.3,0.0,0.0,94.02,94.02,94.02,0.0,0.0,103.3,103.3,103.3,0.0,0.0
2020-03-15,92.05,92.05,92.05,0.0,0.0,96.39,96.39,96.39,0.0,0.0,88.71,88.71,88.71,0.0,0.0,89.69,89.69,89.69,0.0,0.0
2020-03-22,99.0,99.0,99.0,0.0,0.0,99.1,99.1,99.1,0.0,0.0,96.13,96.13,96.13,0.0,0.0,96.43,96.43,96.43,0.0,0.0
2020-03-29,98.6,98.6,98.6,0.0,0.0,99.33,99.33,99.33,0.0,0.0,94.61,94.61,94.61,0.0,0.0,95.45,95.45,95.45,0.0,0.0
2020-04-05,106.95,106.95,106.95,0.0,0.0,110.55,110.55,110.55,0.0,0.0,106.95,106.95,106.95,0.0,0.0,110.44,110.44,110.44,0.0,0.0
2020-04-12,109.93,109.93,109.93,0.0,0.0,112.49,112.49,112.49,0.0,0.0,109.71,109.71,109.71,0.0,0.0,112.34,112.34,112.34,0.0,0.0
2020-04-19,111.7,111.7,111.7,0.0,0.0,113.09,113.09,113.09,0.0,0.0,111.69,111.69,111.69,0.0,0.0,112.7,112.7,112.7,0.0,0.0
2020-04-26,114.21,114.21,114.21,0.0,0.0,114.97,114.97,114.97,0.0,0.0,110.55,110.55,110.55,0.0,0.0,112.04,112.04,112.04,0.0,0.0
2020-05-03,116.12,116.12,116.12,0.0,0.0,116.99,116.99,116.99,0.0,0.0,115.61,115.61,115.61,0.0,0.0,115.88,115.88,115.88,0.0,0.0
2020-05-10,111.0,111.0,111.0,0.0,0.0,112.76,112.76,112.76,0.0,0.0,111.0,111.0,111.0,0.0,0.0,112.76,112.76,112.76,0.0,0.0
2020-05-17,119.0,119.0,119.0,0.0,0.0,119.35,119.35,119.35,0.0,0.0,118.0,118.0,118.0,0.0,0.0,119.35,119.35,119.35,0.0,0.0
2020-05-24,120.78,120.78,120.78,0.0,0.0,120.98,120.98,120.98,0.0,0.0,117.86,117.86,117.86,0.0,0.0,120.36,120.36,120.36,0.0,0.0
2020-05-31,123.5,123.5,123.5,0.0,0.0,127.37,127.37,127.37,0.0,0.0,123.5,123.5,123.5,0.0,0.0,125.86,125.86,125.86,0.0,0.0
2020-06-07,115.0,115.0,115.0,0.0,0.0,116.09,116.09,116.09,0.0,0.0,111.25,111.25,111.25,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2020-06-14,118.95,118.95,118.95,0.0,0.0,120.26,120.26,120.26,0.0,0.0,118.19,118.19,118.19,0.0,0.0,118.19,118.19,118.19,0.0,0.0
2020-06-21,117.47,117.47,117.47,0.0,0.0,117.68,117.68,117.68,0.0,0.0,115.79,115.79,115.79,0.0,0.0,115.79,115.79,115.79,0.0,0.0
2020-06-28,121.83,121.83,121.83,0.0,0.0,123.0,123.0,123.0,0.0,0.0,121.76,121.76,121.76,0.0,0.0,121.93,121.93,121.93,0.0,0.0
2020-07-05,122.85,122.85,122.85,0.0,0.0,123.65,123.65,123.65,0.0,0.0,121.37,121.37,121.37,0.0,0.0,121.37,121.37,121.37,0.0,0.0
