Date,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Open_average,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Open_max,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Open_min,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Open_volatility,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Open_change,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_High_average,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_High_max,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_High_min,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_High_volatility,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_High_change,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Low_average,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Low_max,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Low_min,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Low_volatility,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Low_change,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Close_average,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Close_max,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Close_min,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Close_volatility,WisdomTree Barclays Yield Enhanced US Aggregate BoEtf_Close_change
2018-03-25,49.17,49.17,49.17,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-04-01,49.18,49.18,49.18,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-04-08,49.16,49.16,49.16,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-04-15,48.89,48.89,48.89,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-04-22,48.6,48.6,48.6,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-04-29,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2018-05-06,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-05-13,48.23,48.23,48.23,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-05-20,48.55,48.55,48.55,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2018-05-27,48.63,48.63,48.63,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-06-03,48.46,48.46,48.46,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-06-10,48.62,48.62,48.62,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-06-17,48.44,48.44,48.44,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2018-06-24,48.46,48.46,48.46,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-07-01,48.67,48.67,48.67,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2018-07-08,48.85,48.85,48.85,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2018-07-15,48.79,48.79,48.79,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2018-07-22,48.59,48.59,48.59,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2018-07-29,48.57,48.57,48.57,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2018-08-05,48.67,48.67,48.67,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-08-12,48.85,48.85,48.85,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-08-19,48.74,48.74,48.74,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2018-08-26,48.75,48.75,48.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-09-02,48.51,48.51,48.51,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-09-09,48.51,48.51,48.51,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-09-16,48.31,48.31,48.31,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-09-23,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-09-30,47.8,47.8,47.8,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-10-07,47.88,47.88,47.88,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-10-14,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-10-21,47.74,47.74,47.74,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-10-28,47.48,47.48,47.48,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-11-04,47.4,47.4,47.4,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2018-11-11,47.49,47.49,47.49,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-11-18,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2018-11-25,47.45,47.45,47.45,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-12-02,47.8,47.8,47.8,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-12-09,47.9,47.9,47.9,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2018-12-16,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-12-23,47.96,47.96,47.96,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-12-30,48.38,48.38,48.38,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-01-06,48.4,48.4,48.4,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2019-01-13,48.36,48.36,48.36,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-01-20,48.45,48.45,48.45,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-01-27,48.94,48.94,48.94,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-02-03,49.01,49.01,49.01,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-02-10,48.92,48.92,48.92,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-02-17,48.89,48.89,48.89,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-02-24,48.77,48.77,48.77,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-03-03,49.03,49.03,49.03,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-03-10,49.19,49.19,49.19,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-03-17,49.63,49.63,49.63,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-03-24,49.82,49.82,49.82,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-03-31,49.64,49.64,49.64,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-04-07,49.76,49.76,49.76,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-04-14,49.71,49.71,49.71,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-04-21,49.79,49.79,49.79,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-04-28,49.75,49.75,49.75,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2019-05-05,49.89,49.89,49.89,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2019-05-12,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-05-19,50.21,50.21,50.21,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-05-26,50.32,50.32,50.32,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-06-02,50.73,50.73,50.73,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2019-06-09,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-06-16,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-06-23,51.26,51.26,51.26,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-06-30,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-07-07,51.0,51.0,51.0,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-07-14,51.33,51.33,51.33,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.35,51.35,51.35,0.0,0.0
2019-07-21,51.29,51.29,51.29,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-07-28,51.73,51.73,51.73,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-08-04,52.12,52.12,52.12,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-08-11,52.52,52.52,52.52,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2019-08-18,52.52,52.52,52.52,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-08-25,52.67,52.67,52.67,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-09-01,52.55,52.55,52.55,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-09-08,51.92,51.92,51.92,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-09-15,52.18,52.18,52.18,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-09-22,52.23,52.23,52.23,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2019-09-29,52.66,52.66,52.66,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2019-10-06,52.2,52.2,52.2,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-10-13,52.23,52.23,52.23,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-10-20,52.11,52.11,52.11,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-10-27,52.37,52.37,52.37,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-11-03,51.77,51.77,51.77,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-11-10,52.08,52.08,52.08,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-11-17,52.27,52.27,52.27,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2019-11-24,52.27,52.27,52.27,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2019-12-01,52.17,52.17,52.17,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-12-08,52.26,52.26,52.26,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-12-15,52.23,52.23,52.23,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-12-22,52.3,52.3,52.3,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-12-29,52.44,52.44,52.44,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2020-01-05,52.49,52.49,52.49,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2020-01-12,52.59,52.59,52.59,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2020-01-19,52.83,52.83,52.83,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2020-01-26,53.18,53.18,53.18,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2020-02-02,53.21,53.21,53.21,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2020-02-09,53.27,53.27,53.27,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2020-02-16,53.54,53.54,53.54,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2020-02-23,53.64,53.64,53.64,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2020-03-01,54.68,54.68,54.68,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2020-03-08,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2020-03-15,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2020-03-22,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2020-03-29,51.64,51.64,51.64,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2020-04-05,52.23,52.23,52.23,0.0,0.0,53.42,53.42,53.42,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2020-04-12,53.36,53.36,53.36,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2020-04-19,53.14,53.14,53.14,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2020-04-26,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2020-05-03,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2020-05-10,53.03,53.03,53.03,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2020-05-17,53.39,53.39,53.39,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2020-05-24,53.35,53.35,53.35,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2020-05-31,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2020-06-07,53.76,53.76,53.76,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2020-06-14,53.72,53.72,53.72,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2020-06-21,53.67,53.67,53.67,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2020-06-28,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2020-07-05,53.88,53.88,53.88,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.0,54.0,54.0,0.0,0.0
