Date,PowerShares S&P SmallCap MaterialsEtf_Open_average,PowerShares S&P SmallCap MaterialsEtf_Open_max,PowerShares S&P SmallCap MaterialsEtf_Open_min,PowerShares S&P SmallCap MaterialsEtf_Open_volatility,PowerShares S&P SmallCap MaterialsEtf_Open_change,PowerShares S&P SmallCap MaterialsEtf_High_average,PowerShares S&P SmallCap MaterialsEtf_High_max,PowerShares S&P SmallCap MaterialsEtf_High_min,PowerShares S&P SmallCap MaterialsEtf_High_volatility,PowerShares S&P SmallCap MaterialsEtf_High_change,PowerShares S&P SmallCap MaterialsEtf_Low_average,PowerShares S&P SmallCap MaterialsEtf_Low_max,PowerShares S&P SmallCap MaterialsEtf_Low_min,PowerShares S&P SmallCap MaterialsEtf_Low_volatility,PowerShares S&P SmallCap MaterialsEtf_Low_change,PowerShares S&P SmallCap MaterialsEtf_Close_average,PowerShares S&P SmallCap MaterialsEtf_Close_max,PowerShares S&P SmallCap MaterialsEtf_Close_min,PowerShares S&P SmallCap MaterialsEtf_Close_volatility,PowerShares S&P SmallCap MaterialsEtf_Close_change
2018-06-03,54.64,54.64,54.64,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-06-10,54.17,54.17,54.17,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-06-17,54.08,54.08,54.08,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2018-06-24,53.0,53.0,53.0,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2018-07-01,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2018-07-08,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2018-07-15,54.9,54.9,54.9,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2018-07-22,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2018-07-29,54.38,54.38,54.38,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2018-08-05,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-08-12,53.99,53.99,53.99,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.75,53.75,53.75,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-08-19,55.0,55.0,55.0,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2018-08-26,55.31,55.31,55.31,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-09-02,54.65,54.65,54.65,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-09-09,55.5,55.5,55.5,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2018-09-16,57.1,57.1,57.1,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2018-09-23,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2018-09-30,52.07,52.07,52.07,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-10-07,49.46,49.46,49.46,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-10-14,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-10-21,45.79,45.79,45.79,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2018-10-28,48.66,48.66,48.66,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.66,48.66,48.66,0.0,0.0
2018-11-04,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-11-11,46.39,46.39,46.39,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.39,46.39,46.39,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-11-18,45.56,45.56,45.56,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2018-11-25,46.38,46.38,46.38,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-12-02,43.9,43.9,43.9,0.0,0.0,44.11,44.11,44.11,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-12-09,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2018-12-16,39.49,39.49,39.49,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2018-12-23,39.44,39.44,39.44,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.44,39.44,39.44,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-12-30,39.25,39.25,39.25,0.0,0.0,41.32,41.32,41.32,0.0,0.0,39.25,39.25,39.25,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-01-06,43.02,43.02,43.02,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-01-13,44.97,44.97,44.97,0.0,0.0,45.55,45.55,45.55,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-01-20,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-01-27,46.59,46.59,46.59,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-02-03,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-02-10,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-02-17,51.21,51.21,51.21,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-02-24,50.47,50.47,50.47,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-03-03,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-03-10,48.22,48.22,48.22,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-03-17,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-03-24,47.4,47.4,47.4,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-03-31,48.52,48.52,48.52,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-04-07,48.78,48.78,48.78,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-04-14,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-04-21,47.94,47.94,47.94,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-04-28,47.31,47.31,47.31,0.0,0.0,49.0,49.0,49.0,0.0,0.0,47.31,47.31,47.31,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-05-05,46.9,46.9,46.9,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2019-05-12,44.58,44.58,44.58,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-05-19,42.89,42.89,42.89,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2019-05-26,40.94,40.94,40.94,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-06-02,43.2,43.2,43.2,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-06-09,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2019-06-16,44.74,44.74,44.74,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-06-23,45.2,45.2,45.2,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-06-30,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-07-07,43.62,43.62,43.62,0.0,0.0,44.97,44.97,44.97,0.0,0.0,43.62,43.62,43.62,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-07-14,44.9,44.9,44.9,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-07-21,45.05,45.05,45.05,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-07-28,42.88,42.88,42.88,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-08-04,41.41,41.41,41.41,0.0,0.0,43.22,43.22,43.22,0.0,0.0,41.41,41.41,41.41,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-08-11,40.84,40.84,40.84,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2019-08-18,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-08-25,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-09-01,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2019-09-08,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2019-09-15,45.78,45.78,45.78,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-09-22,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-09-29,42.69,42.69,42.69,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.69,42.69,42.69,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2019-10-06,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-10-13,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-10-20,44.44,44.44,44.44,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-10-27,44.41,44.41,44.41,0.0,0.0,45.36,45.36,45.36,0.0,0.0,44.41,44.41,44.41,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2019-11-03,47.52,47.52,47.52,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-11-10,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-11-17,44.6,44.6,44.6,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-11-24,45.87,45.87,45.87,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2019-12-01,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-12-08,47.24,47.24,47.24,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-12-15,47.7,47.7,47.7,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2019-12-22,47.74,47.74,47.74,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-12-29,46.61,46.61,46.61,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2020-01-05,45.67,45.67,45.67,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2020-01-12,46.82,46.82,46.82,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2020-01-19,45.97,45.97,45.97,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2020-01-26,43.83,43.83,43.83,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2020-02-02,46.27,46.27,46.27,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2020-02-09,46.28,46.28,46.28,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2020-02-16,44.42,44.42,44.42,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2020-02-23,38.0,38.0,38.0,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.36,37.36,37.36,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2020-03-01,36.73,36.73,36.73,0.0,0.0,37.66,37.66,37.66,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2020-03-08,31.26,31.26,31.26,0.0,0.0,31.5,31.5,31.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2020-03-15,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2020-03-22,29.27,29.27,29.27,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2020-03-29,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,28.6,28.6,28.6,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2020-04-05,32.35,32.35,32.35,0.0,0.0,33.87,33.87,33.87,0.0,0.0,32.35,32.35,32.35,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2020-04-12,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2020-04-19,31.47,31.47,31.47,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2020-04-26,32.62,32.62,32.62,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2020-05-03,33.24,33.24,33.24,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2020-05-10,31.86,31.86,31.86,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2020-05-17,35.02,35.02,35.02,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2020-05-24,39.08,39.08,39.08,0.0,0.0,39.12,39.12,39.12,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2020-05-31,43.15,43.15,43.15,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2020-06-07,39.85,39.85,39.85,0.0,0.0,39.85,39.85,39.85,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2020-06-14,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2020-06-21,36.52,36.52,36.52,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2020-06-28,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2020-07-05,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.54,37.54,37.54,0.0,0.0
