Date,PowerShares S&P EM Momentum PortEtf_Open_average,PowerShares S&P EM Momentum PortEtf_Open_max,PowerShares S&P EM Momentum PortEtf_Open_min,PowerShares S&P EM Momentum PortEtf_Open_volatility,PowerShares S&P EM Momentum PortEtf_Open_change,PowerShares S&P EM Momentum PortEtf_High_average,PowerShares S&P EM Momentum PortEtf_High_max,PowerShares S&P EM Momentum PortEtf_High_min,PowerShares S&P EM Momentum PortEtf_High_volatility,PowerShares S&P EM Momentum PortEtf_High_change,PowerShares S&P EM Momentum PortEtf_Low_average,PowerShares S&P EM Momentum PortEtf_Low_max,PowerShares S&P EM Momentum PortEtf_Low_min,PowerShares S&P EM Momentum PortEtf_Low_volatility,PowerShares S&P EM Momentum PortEtf_Low_change,PowerShares S&P EM Momentum PortEtf_Close_average,PowerShares S&P EM Momentum PortEtf_Close_max,PowerShares S&P EM Momentum PortEtf_Close_min,PowerShares S&P EM Momentum PortEtf_Close_volatility,PowerShares S&P EM Momentum PortEtf_Close_change
2018-04-01,20.2,20.2,20.2,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2018-04-08,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.29,20.29,20.29,0.0,0.0
2018-04-15,20.08,20.08,20.08,0.0,0.0,20.08,20.08,20.08,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2018-04-22,19.75,19.75,19.75,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-04-29,19.64,19.64,19.64,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2018-05-06,20.26,20.26,20.26,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-05-13,19.89,19.89,19.89,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.88,19.88,19.88,0.0,0.0
2018-05-20,19.96,19.96,19.96,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2018-05-27,19.96,19.96,19.96,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2018-06-03,20.48,20.48,20.48,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-06-10,20.01,20.01,20.01,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2018-06-17,19.6,19.6,19.6,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-06-24,18.96,18.96,18.96,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-07-01,18.99,18.99,18.99,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-07-08,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2018-07-15,19.17,19.17,19.17,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-07-22,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2018-07-29,19.05,19.05,19.05,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2018-08-05,18.76,18.76,18.76,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2018-08-12,18.03,18.03,18.03,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2018-08-19,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2018-08-26,18.63,18.63,18.63,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2018-09-02,17.91,17.91,17.91,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.91,17.91,17.91,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2018-09-09,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2018-09-16,18.58,18.58,18.58,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2018-09-23,18.6,18.6,18.6,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-09-30,17.75,17.75,17.75,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2018-10-07,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2018-10-14,17.36,17.36,17.36,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2018-10-21,16.74,16.74,16.74,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-10-28,17.65,17.65,17.65,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2018-11-04,17.25,17.25,17.25,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2018-11-11,17.38,17.38,17.38,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2018-11-18,17.08,17.08,17.08,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.08,17.08,17.08,0.0,0.0,17.11,17.11,17.11,0.0,0.0
2018-11-25,17.65,17.65,17.65,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2018-12-02,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2018-12-09,17.07,17.07,17.07,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2018-12-16,16.75,16.75,16.75,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2018-12-23,14.93,14.93,14.93,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.96,14.96,14.96,0.0,0.0
2018-12-30,15.03,15.03,15.03,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2019-01-06,15.46,15.46,15.46,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.45,15.45,15.45,0.0,0.0
2019-01-13,15.7,15.7,15.7,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.72,15.72,15.72,0.0,0.0
2019-01-20,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-01-27,16.02,16.02,16.02,0.0,0.0,16.02,16.02,16.02,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-02-03,15.87,15.87,15.87,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-02-10,15.74,15.74,15.74,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.77,15.77,15.77,0.0,0.0
2019-02-17,16.0,16.0,16.0,0.0,0.0,16.08,16.08,16.08,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2019-02-24,15.86,15.86,15.86,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.86,15.86,15.86,0.0,0.0,15.9,15.9,15.9,0.0,0.0
2019-03-03,15.68,15.68,15.68,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-03-10,16.2,16.2,16.2,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-03-17,15.87,15.87,15.87,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.85,15.85,15.85,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2019-03-24,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-03-31,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.23,16.23,16.23,0.0,0.0
2019-04-07,16.02,16.02,16.02,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.96,15.96,15.96,0.0,0.0
2019-04-14,16.02,16.02,16.02,0.0,0.0,16.09,16.09,16.09,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-04-21,16.1,16.1,16.1,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.08,16.08,16.08,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2019-04-28,16.03,16.03,16.03,0.0,0.0,16.17,16.17,16.17,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2019-05-05,15.63,15.63,15.63,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-05-12,15.22,15.22,15.22,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2019-05-19,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-05-26,16.11,16.11,16.11,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.15,16.15,16.15,0.0,0.0
2019-06-02,16.31,16.31,16.31,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.28,16.28,16.28,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-06-09,16.29,16.29,16.29,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-06-16,16.76,16.76,16.76,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-06-23,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2019-06-30,16.82,16.82,16.82,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-07-07,17.14,17.14,17.14,0.0,0.0,17.14,17.14,17.14,0.0,0.0,17.03,17.03,17.03,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2019-07-14,17.02,17.02,17.02,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2019-07-21,16.81,16.81,16.81,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-07-28,16.21,16.21,16.21,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2019-08-04,16.26,16.26,16.26,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-08-11,15.88,15.88,15.88,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2019-08-18,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-08-25,16.1,16.1,16.1,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2019-09-01,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-09-08,16.53,16.53,16.53,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-09-15,16.54,16.54,16.54,0.0,0.0,16.54,16.54,16.54,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-09-22,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-09-29,16.09,16.09,16.09,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-10-06,16.22,16.22,16.22,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2019-10-13,16.33,16.33,16.33,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.39,16.39,16.39,0.0,0.0
2019-10-20,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-10-27,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2019-11-03,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-11-10,16.74,16.74,16.74,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-11-17,16.7,16.7,16.7,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2019-11-24,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2019-12-01,16.9,16.9,16.9,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2019-12-08,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-12-15,17.55,17.55,17.55,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-12-22,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2019-12-29,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2020-01-05,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2020-01-12,18.0,18.0,18.0,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2020-01-19,17.77,17.77,17.77,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2020-01-26,16.87,16.87,16.87,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2020-02-02,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2020-02-09,17.15,17.15,17.15,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.2,17.2,17.2,0.0,0.0
2020-02-16,17.07,17.07,17.07,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2020-02-23,15.1,15.1,15.1,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.1,15.1,15.1,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2020-03-01,15.09,15.09,15.09,0.0,0.0,15.12,15.12,15.12,0.0,0.0,14.91,14.91,14.91,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2020-03-08,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2020-03-15,10.7,10.7,10.7,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2020-03-22,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.32,11.32,11.32,0.0,0.0
2020-03-29,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2020-04-05,12.27,12.27,12.27,0.0,0.0,12.31,12.31,12.31,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2020-04-12,12.16,12.16,12.16,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2020-04-19,11.78,11.78,11.78,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2020-04-26,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2020-05-03,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2020-05-10,12.24,12.24,12.24,0.0,0.0,12.24,12.24,12.24,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2020-05-17,12.45,12.45,12.45,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.45,12.45,12.45,0.0,0.0
2020-05-24,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2020-05-31,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2020-06-07,13.88,13.88,13.88,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.85,13.85,13.85,0.0,0.0
2020-06-14,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2020-06-21,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2020-06-28,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2020-07-05,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
