Date,iShares US Consumer GoodsEtf_Open_average,iShares US Consumer GoodsEtf_Open_max,iShares US Consumer GoodsEtf_Open_min,iShares US Consumer GoodsEtf_Open_volatility,iShares US Consumer GoodsEtf_Open_change,iShares US Consumer GoodsEtf_High_average,iShares US Consumer GoodsEtf_High_max,iShares US Consumer GoodsEtf_High_min,iShares US Consumer GoodsEtf_High_volatility,iShares US Consumer GoodsEtf_High_change,iShares US Consumer GoodsEtf_Low_average,iShares US Consumer GoodsEtf_Low_max,iShares US Consumer GoodsEtf_Low_min,iShares US Consumer GoodsEtf_Low_volatility,iShares US Consumer GoodsEtf_Low_change,iShares US Consumer GoodsEtf_Close_average,iShares US Consumer GoodsEtf_Close_max,iShares US Consumer GoodsEtf_Close_min,iShares US Consumer GoodsEtf_Close_volatility,iShares US Consumer GoodsEtf_Close_change
2018-04-29,111.5,111.5,111.5,0.0,0.0,113.67,113.67,113.67,0.0,0.0,111.46,111.46,111.46,0.0,0.0,113.3,113.3,113.3,0.0,0.0
2018-05-06,114.19,114.19,114.19,0.0,0.0,114.49,114.49,114.49,0.0,0.0,113.58,113.58,113.58,0.0,0.0,113.8,113.8,113.8,0.0,0.0
2018-05-13,114.31,114.31,114.31,0.0,0.0,114.31,114.31,114.31,0.0,0.0,113.62,113.62,113.62,0.0,0.0,114.11,114.11,114.11,0.0,0.0
2018-05-20,114.64,114.64,114.64,0.0,0.0,115.45,115.45,115.45,0.0,0.0,114.64,114.64,114.64,0.0,0.0,114.95,114.95,114.95,0.0,0.0
2018-05-27,114.94,114.94,114.94,0.0,0.0,115.32,115.32,115.32,0.0,0.0,114.66,114.66,114.66,0.0,0.0,115.03,115.03,115.03,0.0,0.0
2018-06-03,116.97,116.97,116.97,0.0,0.0,118.44,118.44,118.44,0.0,0.0,116.97,116.97,116.97,0.0,0.0,118.4,118.4,118.4,0.0,0.0
2018-06-10,119.27,119.27,119.27,0.0,0.0,120.76,120.76,120.76,0.0,0.0,119.27,119.27,119.27,0.0,0.0,120.73,120.73,120.73,0.0,0.0
2018-06-17,119.18,119.18,119.18,0.0,0.0,119.45,119.45,119.45,0.0,0.0,118.98,118.98,118.98,0.0,0.0,119.21,119.21,119.21,0.0,0.0
2018-06-24,118.68,118.68,118.68,0.0,0.0,119.11,119.11,119.11,0.0,0.0,118.27,118.27,118.27,0.0,0.0,118.27,118.27,118.27,0.0,0.0
2018-07-01,119.1,119.1,119.1,0.0,0.0,119.88,119.88,119.88,0.0,0.0,118.86,118.86,118.86,0.0,0.0,119.42,119.42,119.42,0.0,0.0
2018-07-08,119.97,119.97,119.97,0.0,0.0,120.43,120.43,120.43,0.0,0.0,119.97,119.97,119.97,0.0,0.0,120.34,120.34,120.34,0.0,0.0
2018-07-15,119.98,119.98,119.98,0.0,0.0,120.58,120.58,120.58,0.0,0.0,119.98,119.98,119.98,0.0,0.0,120.46,120.46,120.46,0.0,0.0
2018-07-22,119.77,119.77,119.77,0.0,0.0,120.23,120.23,120.23,0.0,0.0,119.39,119.39,119.39,0.0,0.0,119.69,119.69,119.69,0.0,0.0
2018-07-29,120.65,120.65,120.65,0.0,0.0,121.94,121.94,121.94,0.0,0.0,120.65,120.65,120.65,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2018-08-05,120.12,120.12,120.12,0.0,0.0,120.24,120.24,120.24,0.0,0.0,119.67,119.67,119.67,0.0,0.0,119.87,119.87,119.87,0.0,0.0
2018-08-12,120.25,120.25,120.25,0.0,0.0,121.19,121.19,121.19,0.0,0.0,120.24,120.24,120.24,0.0,0.0,120.97,120.97,120.97,0.0,0.0
2018-08-19,119.95,119.95,119.95,0.0,0.0,120.2,120.2,120.2,0.0,0.0,119.61,119.61,119.61,0.0,0.0,120.07,120.07,120.07,0.0,0.0
2018-08-26,118.95,118.95,118.95,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.4,118.4,118.4,0.0,0.0,118.95,118.95,118.95,0.0,0.0
2018-09-02,118.84,118.84,118.84,0.0,0.0,118.97,118.97,118.97,0.0,0.0,118.43,118.43,118.43,0.0,0.0,118.84,118.84,118.84,0.0,0.0
2018-09-09,121.13,121.13,121.13,0.0,0.0,121.32,121.32,121.32,0.0,0.0,120.66,120.66,120.66,0.0,0.0,121.32,121.32,121.32,0.0,0.0
2018-09-16,122.82,122.82,122.82,0.0,0.0,122.85,122.85,122.85,0.0,0.0,122.36,122.36,122.36,0.0,0.0,122.46,122.46,122.46,0.0,0.0
2018-09-23,118.66,118.66,118.66,0.0,0.0,118.99,118.99,118.99,0.0,0.0,118.66,118.66,118.66,0.0,0.0,118.87,118.87,118.87,0.0,0.0
2018-09-30,117.06,117.06,117.06,0.0,0.0,117.26,117.26,117.26,0.0,0.0,116.45,116.45,116.45,0.0,0.0,116.84,116.84,116.84,0.0,0.0
2018-10-07,113.12,113.12,113.12,0.0,0.0,113.12,113.12,113.12,0.0,0.0,111.68,111.68,111.68,0.0,0.0,112.72,112.72,112.72,0.0,0.0
2018-10-14,114.82,114.82,114.82,0.0,0.0,115.85,115.85,115.85,0.0,0.0,114.7,114.7,114.7,0.0,0.0,115.08,115.08,115.08,0.0,0.0
2018-10-21,114.52,114.52,114.52,0.0,0.0,114.61,114.61,114.61,0.0,0.0,113.03,113.03,113.03,0.0,0.0,113.87,113.87,113.87,0.0,0.0
2018-10-28,117.88,117.88,117.88,0.0,0.0,118.05,118.05,118.05,0.0,0.0,116.42,116.42,116.42,0.0,0.0,117.47,117.47,117.47,0.0,0.0
2018-11-04,118.69,118.69,118.69,0.0,0.0,118.86,118.86,118.86,0.0,0.0,118.15,118.15,118.15,0.0,0.0,118.53,118.53,118.53,0.0,0.0
2018-11-11,116.71,116.71,116.71,0.0,0.0,117.81,117.81,117.81,0.0,0.0,116.69,116.69,116.69,0.0,0.0,117.1,117.1,117.1,0.0,0.0
2018-11-18,114.45,114.45,114.45,0.0,0.0,115.18,115.18,115.18,0.0,0.0,114.4,114.4,114.4,0.0,0.0,114.78,114.78,114.78,0.0,0.0
2018-11-25,117.11,117.11,117.11,0.0,0.0,117.95,117.95,117.95,0.0,0.0,117.05,117.05,117.05,0.0,0.0,117.85,117.85,117.85,0.0,0.0
2018-12-02,116.01,116.01,116.01,0.0,0.0,116.01,116.01,116.01,0.0,0.0,113.54,113.54,113.54,0.0,0.0,113.9,113.9,113.9,0.0,0.0
2018-12-09,114.42,114.42,114.42,0.0,0.0,114.42,114.42,114.42,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.24,113.24,113.24,0.0,0.0
2018-12-16,106.79,106.79,106.79,0.0,0.0,108.87,108.87,108.87,0.0,0.0,105.3,105.3,105.3,0.0,0.0,105.36,105.36,105.36,0.0,0.0
2018-12-23,106.93,106.93,106.93,0.0,0.0,107.56,107.56,107.56,0.0,0.0,105.82,105.82,105.82,0.0,0.0,106.28,106.28,106.28,0.0,0.0
2018-12-30,106.01,106.01,106.01,0.0,0.0,107.81,107.81,107.81,0.0,0.0,105.89,105.89,105.89,0.0,0.0,107.81,107.81,107.81,0.0,0.0
2019-01-06,109.53,109.53,109.53,0.0,0.0,110.17,110.17,110.17,0.0,0.0,109.48,109.48,109.48,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2019-01-13,111.54,111.54,111.54,0.0,0.0,112.38,112.38,112.38,0.0,0.0,111.54,111.54,111.54,0.0,0.0,112.03,112.03,112.03,0.0,0.0
2019-01-20,111.06,111.06,111.06,0.0,0.0,111.71,111.71,111.71,0.0,0.0,110.7,110.7,110.7,0.0,0.0,110.91,110.91,110.91,0.0,0.0
2019-01-27,114.46,114.46,114.46,0.0,0.0,114.54,114.54,114.54,0.0,0.0,113.93,113.93,113.93,0.0,0.0,114.21,114.21,114.21,0.0,0.0
2019-02-03,113.89,113.89,113.89,0.0,0.0,114.93,114.93,114.93,0.0,0.0,113.78,113.78,113.78,0.0,0.0,114.93,114.93,114.93,0.0,0.0
2019-02-10,116.38,116.38,116.38,0.0,0.0,116.64,116.64,116.64,0.0,0.0,116.16,116.16,116.16,0.0,0.0,116.4,116.4,116.4,0.0,0.0
2019-02-17,116.27,116.27,116.27,0.0,0.0,116.87,116.87,116.87,0.0,0.0,116.15,116.15,116.15,0.0,0.0,116.8,116.8,116.8,0.0,0.0
2019-02-24,116.9,116.9,116.9,0.0,0.0,116.96,116.96,116.96,0.0,0.0,116.38,116.38,116.38,0.0,0.0,116.94,116.94,116.94,0.0,0.0
2019-03-03,115.43,115.43,115.43,0.0,0.0,115.55,115.55,115.55,0.0,0.0,114.99,114.99,114.99,0.0,0.0,115.53,115.53,115.53,0.0,0.0
2019-03-10,117.74,117.74,117.74,0.0,0.0,118.11,118.11,118.11,0.0,0.0,117.5,117.5,117.5,0.0,0.0,117.72,117.72,117.72,0.0,0.0
2019-03-17,117.72,117.72,117.72,0.0,0.0,117.95,117.95,117.95,0.0,0.0,116.89,116.89,116.89,0.0,0.0,116.89,116.89,116.89,0.0,0.0
2019-03-24,119.3,119.3,119.3,0.0,0.0,119.55,119.55,119.55,0.0,0.0,118.92,118.92,118.92,0.0,0.0,119.45,119.45,119.45,0.0,0.0
2019-03-31,119.76,119.76,119.76,0.0,0.0,119.83,119.83,119.83,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.83,119.83,119.83,0.0,0.0
2019-04-07,120.95,120.95,120.95,0.0,0.0,121.24,121.24,121.24,0.0,0.0,120.95,120.95,120.95,0.0,0.0,121.24,121.24,121.24,0.0,0.0
2019-04-14,122.75,122.75,122.75,0.0,0.0,122.75,122.75,122.75,0.0,0.0,121.73,121.73,121.73,0.0,0.0,122.3,122.3,122.3,0.0,0.0
2019-04-21,121.25,121.25,121.25,0.0,0.0,122.31,122.31,122.31,0.0,0.0,121.25,121.25,121.25,0.0,0.0,122.26,122.26,122.26,0.0,0.0
2019-04-28,122.44,122.44,122.44,0.0,0.0,123.05,123.05,123.05,0.0,0.0,122.44,122.44,122.44,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2019-05-05,119.89,119.89,119.89,0.0,0.0,121.47,121.47,121.47,0.0,0.0,119.01,119.01,119.01,0.0,0.0,121.24,121.24,121.24,0.0,0.0
2019-05-12,121.38,121.38,121.38,0.0,0.0,122.33,122.33,122.33,0.0,0.0,121.38,121.38,121.38,0.0,0.0,121.56,121.56,121.56,0.0,0.0
2019-05-19,120.5,120.5,120.5,0.0,0.0,120.5,120.5,120.5,0.0,0.0,119.6,119.6,119.6,0.0,0.0,119.64,119.64,119.64,0.0,0.0
2019-05-26,116.04,116.04,116.04,0.0,0.0,116.04,116.04,116.04,0.0,0.0,115.04,115.04,115.04,0.0,0.0,115.24,115.24,115.24,0.0,0.0
2019-06-02,121.48,121.48,121.48,0.0,0.0,122.1,122.1,122.1,0.0,0.0,121.48,121.48,121.48,0.0,0.0,121.78,121.78,121.78,0.0,0.0
2019-06-09,122.41,122.41,122.41,0.0,0.0,122.74,122.74,122.74,0.0,0.0,122.4,122.4,122.4,0.0,0.0,122.66,122.66,122.66,0.0,0.0
2019-06-16,122.49,122.49,122.49,0.0,0.0,122.86,122.86,122.86,0.0,0.0,122.04,122.04,122.04,0.0,0.0,122.25,122.25,122.25,0.0,0.0
2019-06-23,121.94,121.94,121.94,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.3,121.3,121.3,0.0,0.0,121.47,121.47,121.47,0.0,0.0
2019-06-30,123.81,123.81,123.81,0.0,0.0,123.81,123.81,123.81,0.0,0.0,122.49,122.49,122.49,0.0,0.0,123.69,123.69,123.69,0.0,0.0
2019-07-07,123.85,123.85,123.85,0.0,0.0,124.65,124.65,124.65,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.61,124.61,124.61,0.0,0.0
2019-07-14,125.37,125.37,125.37,0.0,0.0,125.77,125.77,125.77,0.0,0.0,124.55,124.55,124.55,0.0,0.0,124.55,124.55,124.55,0.0,0.0
2019-07-21,124.95,124.95,124.95,0.0,0.0,125.64,125.64,125.64,0.0,0.0,124.62,124.62,124.62,0.0,0.0,125.58,125.58,125.58,0.0,0.0
2019-07-28,122.72,122.72,122.72,0.0,0.0,123.19,123.19,123.19,0.0,0.0,122.29,122.29,122.29,0.0,0.0,122.66,122.66,122.66,0.0,0.0
2019-08-04,123.67,123.67,123.67,0.0,0.0,124.04,124.04,124.04,0.0,0.0,121.91,121.91,121.91,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2019-08-11,121.19,121.19,121.19,0.0,0.0,122.47,122.47,122.47,0.0,0.0,121.19,121.19,121.19,0.0,0.0,122.47,122.47,122.47,0.0,0.0
2019-08-18,123.16,123.16,123.16,0.0,0.0,123.87,123.87,123.87,0.0,0.0,120.56,120.56,120.56,0.0,0.0,120.87,120.87,120.87,0.0,0.0
2019-08-25,123.93,123.93,123.93,0.0,0.0,124.04,124.04,124.04,0.0,0.0,123.06,123.06,123.06,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2019-09-01,125.65,125.65,125.65,0.0,0.0,126.05,126.05,126.05,0.0,0.0,125.52,125.52,125.52,0.0,0.0,125.92,125.92,125.92,0.0,0.0
2019-09-08,126.67,126.67,126.67,0.0,0.0,126.89,126.89,126.89,0.0,0.0,126.07,126.07,126.07,0.0,0.0,126.07,126.07,126.07,0.0,0.0
2019-09-15,125.73,125.73,125.73,0.0,0.0,125.73,125.73,125.73,0.0,0.0,124.93,124.93,124.93,0.0,0.0,124.93,124.93,124.93,0.0,0.0
2019-09-22,126.07,126.07,126.07,0.0,0.0,126.1,126.1,126.1,0.0,0.0,125.01,125.01,125.01,0.0,0.0,125.56,125.56,125.56,0.0,0.0
2019-09-29,124.93,124.93,124.93,0.0,0.0,125.94,125.94,125.94,0.0,0.0,124.66,124.66,124.66,0.0,0.0,125.94,125.94,125.94,0.0,0.0
2019-10-06,125.13,125.13,125.13,0.0,0.0,126.14,126.14,126.14,0.0,0.0,125.13,125.13,125.13,0.0,0.0,125.37,125.37,125.37,0.0,0.0
2019-10-13,125.68,125.68,125.68,0.0,0.0,126.54,126.54,126.54,0.0,0.0,125.68,125.68,125.68,0.0,0.0,126.31,126.31,126.31,0.0,0.0
2019-10-20,126.99,126.99,126.99,0.0,0.0,127.45,127.45,127.45,0.0,0.0,126.9,126.9,126.9,0.0,0.0,127.18,127.18,127.18,0.0,0.0
2019-10-27,126.74,126.74,126.74,0.0,0.0,127.69,127.69,127.69,0.0,0.0,126.74,126.74,126.74,0.0,0.0,127.17,127.17,127.17,0.0,0.0
2019-11-03,126.72,126.72,126.72,0.0,0.0,126.92,126.92,126.92,0.0,0.0,126.48,126.48,126.48,0.0,0.0,126.92,126.92,126.92,0.0,0.0
2019-11-10,127.94,127.94,127.94,0.0,0.0,127.94,127.94,127.94,0.0,0.0,127.34,127.34,127.34,0.0,0.0,127.9,127.9,127.9,0.0,0.0
2019-11-17,126.96,126.96,126.96,0.0,0.0,127.52,127.52,127.52,0.0,0.0,126.89,126.89,126.89,0.0,0.0,127.38,127.38,127.38,0.0,0.0
2019-11-24,129.49,129.49,129.49,0.0,0.0,129.49,129.49,129.49,0.0,0.0,129.18,129.18,129.18,0.0,0.0,129.18,129.18,129.18,0.0,0.0
2019-12-01,130.9,130.9,130.9,0.0,0.0,131.15,131.15,131.15,0.0,0.0,130.74,130.74,130.74,0.0,0.0,130.74,130.74,130.74,0.0,0.0
2019-12-08,131.48,131.48,131.48,0.0,0.0,131.82,131.82,131.82,0.0,0.0,131.14,131.14,131.14,0.0,0.0,131.76,131.76,131.76,0.0,0.0
2019-12-15,132.94,132.94,132.94,0.0,0.0,133.74,133.74,133.74,0.0,0.0,132.94,132.94,132.94,0.0,0.0,133.16,133.16,133.16,0.0,0.0
2019-12-22,133.62,133.62,133.62,0.0,0.0,133.84,133.84,133.84,0.0,0.0,133.58,133.58,133.58,0.0,0.0,133.8,133.8,133.8,0.0,0.0
2019-12-29,131.63,131.63,131.63,0.0,0.0,132.82,132.82,132.82,0.0,0.0,131.63,131.63,131.63,0.0,0.0,132.52,132.52,132.52,0.0,0.0
2020-01-05,133.47,133.47,133.47,0.0,0.0,133.57,133.57,133.57,0.0,0.0,132.96,132.96,132.96,0.0,0.0,133.07,133.07,133.07,0.0,0.0
2020-01-12,136.51,136.51,136.51,0.0,0.0,136.58,136.58,136.58,0.0,0.0,136.38,136.38,136.38,0.0,0.0,136.57,136.57,136.57,0.0,0.0
2020-01-19,137.27,137.27,137.27,0.0,0.0,137.33,137.33,137.33,0.0,0.0,135.31,135.31,135.31,0.0,0.0,135.72,135.72,135.72,0.0,0.0
2020-01-26,136.05,136.05,136.05,0.0,0.0,136.39,136.39,136.39,0.0,0.0,134.17,134.17,134.17,0.0,0.0,134.52,134.52,134.52,0.0,0.0
2020-02-02,137.51,137.51,137.51,0.0,0.0,137.77,137.77,137.77,0.0,0.0,137.31,137.31,137.31,0.0,0.0,137.54,137.54,137.54,0.0,0.0
2020-02-09,139.26,139.26,139.26,0.0,0.0,139.4,139.4,139.4,0.0,0.0,139.12,139.12,139.12,0.0,0.0,139.4,139.4,139.4,0.0,0.0
2020-02-16,139.15,139.15,139.15,0.0,0.0,139.43,139.43,139.43,0.0,0.0,139.12,139.12,139.12,0.0,0.0,139.28,139.28,139.28,0.0,0.0
2020-02-23,120.54,120.54,120.54,0.0,0.0,123.51,123.51,123.51,0.0,0.0,119.25,119.25,119.25,0.0,0.0,123.51,123.51,123.51,0.0,0.0
2020-03-01,125.4,125.4,125.4,0.0,0.0,128.08,128.08,128.08,0.0,0.0,124.99,124.99,124.99,0.0,0.0,127.43,127.43,127.43,0.0,0.0
2020-03-08,113.4,113.4,113.4,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.4,113.4,113.4,0.0,0.0
2020-03-15,96.44,96.44,96.44,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.44,96.44,96.44,0.0,0.0
2020-03-22,107.05,107.05,107.05,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.05,107.05,107.05,0.0,0.0
2020-03-29,106.71,106.71,106.71,0.0,0.0,108.02,108.02,108.02,0.0,0.0,105.68,105.68,105.68,0.0,0.0,107.15,107.15,107.15,0.0,0.0
2020-04-05,116.67,116.67,116.67,0.0,0.0,118.37,118.37,118.37,0.0,0.0,116.09,116.09,116.09,0.0,0.0,116.53,116.53,116.53,0.0,0.0
2020-04-12,120.96,120.96,120.96,0.0,0.0,121.41,121.41,121.41,0.0,0.0,119.72,119.72,119.72,0.0,0.0,121.15,121.15,121.15,0.0,0.0
2020-04-19,116.76,116.76,116.76,0.0,0.0,117.93,117.93,117.93,0.0,0.0,116.63,116.63,116.63,0.0,0.0,117.69,117.69,117.69,0.0,0.0
2020-04-26,116.88,116.88,116.88,0.0,0.0,116.88,116.88,116.88,0.0,0.0,116.88,116.88,116.88,0.0,0.0,116.88,116.88,116.88,0.0,0.0
2020-05-03,120.38,120.38,120.38,0.0,0.0,120.38,120.38,120.38,0.0,0.0,120.38,120.38,120.38,0.0,0.0,120.38,120.38,120.38,0.0,0.0
2020-05-10,115.96,115.96,115.96,0.0,0.0,117.71,117.71,117.71,0.0,0.0,115.96,115.96,115.96,0.0,0.0,117.57,117.57,117.57,0.0,0.0
2020-05-17,120.1,120.1,120.1,0.0,0.0,120.56,120.56,120.56,0.0,0.0,120.07,120.07,120.07,0.0,0.0,120.56,120.56,120.56,0.0,0.0
2020-05-24,124.25,124.25,124.25,0.0,0.0,125.01,125.01,125.01,0.0,0.0,123.39,123.39,123.39,0.0,0.0,124.6,124.6,124.6,0.0,0.0
2020-05-31,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0,130.22,130.22,130.22,0.0,0.0
2020-06-07,127.31,127.31,127.31,0.0,0.0,127.31,127.31,127.31,0.0,0.0,123.51,123.51,123.51,0.0,0.0,124.97,124.97,124.97,0.0,0.0
2020-06-14,130.71,130.71,130.71,0.0,0.0,130.71,130.71,130.71,0.0,0.0,127.71,127.71,127.71,0.0,0.0,127.83,127.83,127.83,0.0,0.0
2020-06-21,126.3,126.3,126.3,0.0,0.0,126.3,126.3,126.3,0.0,0.0,123.0,123.0,123.0,0.0,0.0,123.28,123.28,123.28,0.0,0.0
2020-06-28,129.29,129.29,129.29,0.0,0.0,129.29,129.29,129.29,0.0,0.0,129.29,129.29,129.29,0.0,0.0,129.29,129.29,129.29,0.0,0.0
2020-07-05,131.3,131.3,131.3,0.0,0.0,132.07,132.07,132.07,0.0,0.0,131.3,131.3,131.3,0.0,0.0,131.5,131.5,131.5,0.0,0.0
