Date,iShares Morningstar Small-CapEtf_Open_average,iShares Morningstar Small-CapEtf_Open_max,iShares Morningstar Small-CapEtf_Open_min,iShares Morningstar Small-CapEtf_Open_volatility,iShares Morningstar Small-CapEtf_Open_change,iShares Morningstar Small-CapEtf_High_average,iShares Morningstar Small-CapEtf_High_max,iShares Morningstar Small-CapEtf_High_min,iShares Morningstar Small-CapEtf_High_volatility,iShares Morningstar Small-CapEtf_High_change,iShares Morningstar Small-CapEtf_Low_average,iShares Morningstar Small-CapEtf_Low_max,iShares Morningstar Small-CapEtf_Low_min,iShares Morningstar Small-CapEtf_Low_volatility,iShares Morningstar Small-CapEtf_Low_change,iShares Morningstar Small-CapEtf_Close_average,iShares Morningstar Small-CapEtf_Close_max,iShares Morningstar Small-CapEtf_Close_min,iShares Morningstar Small-CapEtf_Close_volatility,iShares Morningstar Small-CapEtf_Close_change
2018-07-15,183.08,183.08,183.08,0.0,0.0,183.48,183.48,183.48,0.0,0.0,182.97,182.97,182.97,0.0,0.0,183.42,183.42,183.42,0.0,0.0
2018-07-22,182.17,182.17,182.17,0.0,0.0,182.17,182.17,182.17,0.0,0.0,180.01,180.01,180.01,0.0,0.0,180.25,180.25,180.25,0.0,0.0
2018-07-29,182.5,182.5,182.5,0.0,0.0,182.5,182.5,182.5,0.0,0.0,181.76,181.76,181.76,0.0,0.0,182.16,182.16,182.16,0.0,0.0
2018-08-05,181.16,181.16,181.16,0.0,0.0,182.23,182.23,182.23,0.0,0.0,181.16,181.16,181.16,0.0,0.0,181.62,181.62,181.62,0.0,0.0
2018-08-12,182.7,182.7,182.7,0.0,0.0,183.7,183.7,183.7,0.0,0.0,182.7,182.7,182.7,0.0,0.0,183.61,183.61,183.61,0.0,0.0
2018-08-19,184.63,184.63,184.63,0.0,0.0,185.31,185.31,185.31,0.0,0.0,184.63,184.63,184.63,0.0,0.0,185.31,185.31,185.31,0.0,0.0
2018-08-26,184.52,184.52,184.52,0.0,0.0,186.23,186.23,186.23,0.0,0.0,184.52,184.52,184.52,0.0,0.0,186.23,186.23,186.23,0.0,0.0
2018-09-02,184.72,184.72,184.72,0.0,0.0,184.72,184.72,184.72,0.0,0.0,183.25,183.25,183.25,0.0,0.0,183.25,183.25,183.25,0.0,0.0
2018-09-09,183.74,183.74,183.74,0.0,0.0,183.74,183.74,183.74,0.0,0.0,183.74,183.74,183.74,0.0,0.0,183.74,183.74,183.74,0.0,0.0
2018-09-16,185.3,185.3,185.3,0.0,0.0,185.3,185.3,185.3,0.0,0.0,184.15,184.15,184.15,0.0,0.0,184.35,184.35,184.35,0.0,0.0
2018-09-23,180.03,180.03,180.03,0.0,0.0,180.57,180.57,180.57,0.0,0.0,180.03,180.03,180.03,0.0,0.0,180.23,180.23,180.23,0.0,0.0
2018-09-30,175.81,175.81,175.81,0.0,0.0,175.81,175.81,175.81,0.0,0.0,174.66,174.66,174.66,0.0,0.0,175.02,175.02,175.02,0.0,0.0
2018-10-07,169.35,169.35,169.35,0.0,0.0,169.35,169.35,169.35,0.0,0.0,164.83,164.83,164.83,0.0,0.0,165.83,165.83,165.83,0.0,0.0
2018-10-14,168.89,168.89,168.89,0.0,0.0,168.89,168.89,168.89,0.0,0.0,166.24,166.24,166.24,0.0,0.0,166.24,166.24,166.24,0.0,0.0
2018-10-21,159.89,159.89,159.89,0.0,0.0,162.25,162.25,162.25,0.0,0.0,157.73,157.73,157.73,0.0,0.0,160.65,160.65,160.65,0.0,0.0
2018-10-28,167.62,167.62,167.62,0.0,0.0,167.62,167.62,167.62,0.0,0.0,166.94,166.94,166.94,0.0,0.0,166.94,166.94,166.94,0.0,0.0
2018-11-04,170.03,170.03,170.03,0.0,0.0,170.74,170.74,170.74,0.0,0.0,168.65,168.65,168.65,0.0,0.0,169.88,169.88,169.88,0.0,0.0
2018-11-11,166.15,166.15,166.15,0.0,0.0,167.13,167.13,167.13,0.0,0.0,166.15,166.15,166.15,0.0,0.0,166.5,166.5,166.5,0.0,0.0
2018-11-18,164.89,164.89,164.89,0.0,0.0,164.89,164.89,164.89,0.0,0.0,164.62,164.62,164.62,0.0,0.0,164.73,164.73,164.73,0.0,0.0
2018-11-25,167.3,167.3,167.3,0.0,0.0,167.95,167.95,167.95,0.0,0.0,166.7,166.7,166.7,0.0,0.0,167.95,167.95,167.95,0.0,0.0
2018-12-02,162.76,162.76,162.76,0.0,0.0,162.91,162.91,162.91,0.0,0.0,159.21,159.21,159.21,0.0,0.0,159.21,159.21,159.21,0.0,0.0
2018-12-09,157.77,157.77,157.77,0.0,0.0,157.77,157.77,157.77,0.0,0.0,155.2,155.2,155.2,0.0,0.0,155.21,155.21,155.21,0.0,0.0
2018-12-16,147.36,147.36,147.36,0.0,0.0,148.1,148.1,148.1,0.0,0.0,143.33,143.33,143.33,0.0,0.0,143.33,143.33,143.33,0.0,0.0
2018-12-23,147.08,147.08,147.08,0.0,0.0,147.78,147.78,147.78,0.0,0.0,146.28,146.28,146.28,0.0,0.0,146.81,146.81,146.81,0.0,0.0
2018-12-30,151.29,151.29,151.29,0.0,0.0,151.53,151.53,151.53,0.0,0.0,150.99,150.99,150.99,0.0,0.0,151.22,151.22,151.22,0.0,0.0
2019-01-06,157.59,157.59,157.59,0.0,0.0,158.66,158.66,158.66,0.0,0.0,157.03,157.03,157.03,0.0,0.0,158.41,158.41,158.41,0.0,0.0
2019-01-13,161.6,161.6,161.6,0.0,0.0,162.84,162.84,162.84,0.0,0.0,161.6,161.6,161.6,0.0,0.0,162.84,162.84,162.84,0.0,0.0
2019-01-20,162.6,162.6,162.6,0.0,0.0,162.77,162.77,162.77,0.0,0.0,162.53,162.53,162.53,0.0,0.0,162.64,162.64,162.64,0.0,0.0
2019-01-27,165.15,165.15,165.15,0.0,0.0,165.64,165.64,165.64,0.0,0.0,165.1,165.1,165.1,0.0,0.0,165.58,165.58,165.58,0.0,0.0
2019-02-03,166.39,166.39,166.39,0.0,0.0,166.39,166.39,166.39,0.0,0.0,165.09,165.09,165.09,0.0,0.0,166.16,166.16,166.16,0.0,0.0
2019-02-10,172.31,172.31,172.31,0.0,0.0,172.31,172.31,172.31,0.0,0.0,171.3,171.3,171.3,0.0,0.0,172.29,172.29,172.29,0.0,0.0
2019-02-17,173.24,173.24,173.24,0.0,0.0,174.31,174.31,174.31,0.0,0.0,173.24,173.24,173.24,0.0,0.0,174.31,174.31,174.31,0.0,0.0
2019-02-24,172.57,172.57,172.57,0.0,0.0,173.96,173.96,173.96,0.0,0.0,172.35,172.35,172.35,0.0,0.0,173.72,173.72,173.72,0.0,0.0
2019-03-03,167.3,167.3,167.3,0.0,0.0,167.8,167.8,167.8,0.0,0.0,167.26,167.26,167.26,0.0,0.0,167.8,167.8,167.8,0.0,0.0
2019-03-10,170.71,170.71,170.71,0.0,0.0,170.75,170.75,170.75,0.0,0.0,170.26,170.26,170.26,0.0,0.0,170.26,170.26,170.26,0.0,0.0
2019-03-17,167.43,167.43,167.43,0.0,0.0,167.43,167.43,167.43,0.0,0.0,164.51,164.51,164.51,0.0,0.0,164.55,164.55,164.55,0.0,0.0
2019-03-24,170.23,170.23,170.23,0.0,0.0,170.23,170.23,170.23,0.0,0.0,168.82,168.82,168.82,0.0,0.0,169.33,169.33,169.33,0.0,0.0
2019-03-31,174.15,174.15,174.15,0.0,0.0,174.34,174.34,174.34,0.0,0.0,174.11,174.11,174.11,0.0,0.0,174.34,174.34,174.34,0.0,0.0
2019-04-07,175.14,175.14,175.14,0.0,0.0,175.19,175.19,175.19,0.0,0.0,174.27,174.27,174.27,0.0,0.0,175.19,175.19,175.19,0.0,0.0
2019-04-14,173.38,173.38,173.38,0.0,0.0,174.48,174.48,174.48,0.0,0.0,173.38,173.38,173.38,0.0,0.0,174.15,174.15,174.15,0.0,0.0
2019-04-21,173.52,173.52,173.52,0.0,0.0,175.49,175.49,175.49,0.0,0.0,173.52,173.52,173.52,0.0,0.0,175.49,175.49,175.49,0.0,0.0
2019-04-28,175.16,175.16,175.16,0.0,0.0,177.92,177.92,177.92,0.0,0.0,175.16,175.16,175.16,0.0,0.0,177.9,177.9,177.9,0.0,0.0
2019-05-05,171.87,171.87,171.87,0.0,0.0,173.5,173.5,173.5,0.0,0.0,171.87,171.87,171.87,0.0,0.0,173.17,173.17,173.17,0.0,0.0
2019-05-12,170.15,170.15,170.15,0.0,0.0,170.61,170.61,170.61,0.0,0.0,169.52,169.52,169.52,0.0,0.0,169.52,169.52,169.52,0.0,0.0
2019-05-19,166.79,166.79,166.79,0.0,0.0,167.51,167.51,167.51,0.0,0.0,166.78,166.78,166.78,0.0,0.0,167.34,167.34,167.34,0.0,0.0
2019-05-26,162.09,162.09,162.09,0.0,0.0,163.11,163.11,163.11,0.0,0.0,162.09,162.09,162.09,0.0,0.0,162.48,162.48,162.48,0.0,0.0
2019-06-02,168.41,168.41,168.41,0.0,0.0,169.62,169.62,169.62,0.0,0.0,168.41,168.41,168.41,0.0,0.0,169.21,169.21,169.21,0.0,0.0
2019-06-09,171.07,171.07,171.07,0.0,0.0,171.28,171.28,171.28,0.0,0.0,170.64,170.64,170.64,0.0,0.0,170.73,170.73,170.73,0.0,0.0
2019-06-16,174.59,174.59,174.59,0.0,0.0,174.59,174.59,174.59,0.0,0.0,172.27,172.27,172.27,0.0,0.0,172.49,172.49,172.49,0.0,0.0
2019-06-23,174.25,174.25,174.25,0.0,0.0,174.68,174.68,174.68,0.0,0.0,174.25,174.25,174.25,0.0,0.0,174.61,174.61,174.61,0.0,0.0
2019-06-30,174.88,174.88,174.88,0.0,0.0,176.59,176.59,176.59,0.0,0.0,174.88,174.88,174.88,0.0,0.0,176.59,176.59,176.59,0.0,0.0
2019-07-07,173.3,173.3,173.3,0.0,0.0,176.26,176.26,176.26,0.0,0.0,173.3,173.3,173.3,0.0,0.0,176.04,176.04,176.04,0.0,0.0
2019-07-14,175.0,175.0,175.0,0.0,0.0,175.0,175.0,175.0,0.0,0.0,174.06,174.06,174.06,0.0,0.0,174.06,174.06,174.06,0.0,0.0
2019-07-21,177.32,177.32,177.32,0.0,0.0,177.45,177.45,177.45,0.0,0.0,176.87,176.87,176.87,0.0,0.0,177.32,177.32,177.32,0.0,0.0
2019-07-28,172.14,172.14,172.14,0.0,0.0,172.14,172.14,172.14,0.0,0.0,171.22,171.22,171.22,0.0,0.0,171.86,171.86,171.86,0.0,0.0
2019-08-04,171.31,171.31,171.31,0.0,0.0,171.31,171.31,171.31,0.0,0.0,170.31,170.31,170.31,0.0,0.0,170.65,170.65,170.65,0.0,0.0
2019-08-11,166.78,166.78,166.78,0.0,0.0,168.47,168.47,168.47,0.0,0.0,166.78,166.78,166.78,0.0,0.0,168.43,168.43,168.43,0.0,0.0
2019-08-18,169.51,169.51,169.51,0.0,0.0,169.51,169.51,169.51,0.0,0.0,165.06,165.06,165.06,0.0,0.0,165.06,165.06,165.06,0.0,0.0
2019-08-25,168.73,168.73,168.73,0.0,0.0,169.86,169.86,169.86,0.0,0.0,168.73,168.73,168.73,0.0,0.0,169.79,169.79,169.79,0.0,0.0
2019-09-01,171.47,171.47,171.47,0.0,0.0,172.92,172.92,172.92,0.0,0.0,171.47,171.47,171.47,0.0,0.0,171.95,171.95,171.95,0.0,0.0
2019-09-08,179.99,179.99,179.99,0.0,0.0,180.23,180.23,180.23,0.0,0.0,179.03,179.03,179.03,0.0,0.0,179.1,179.1,179.1,0.0,0.0
2019-09-15,178.16,178.16,178.16,0.0,0.0,178.18,178.18,178.18,0.0,0.0,176.68,176.68,176.68,0.0,0.0,176.8,176.8,176.8,0.0,0.0
2019-09-22,176.51,176.51,176.51,0.0,0.0,176.51,176.51,176.51,0.0,0.0,174.42,174.42,174.42,0.0,0.0,174.42,174.42,174.42,0.0,0.0
2019-09-29,170.43,170.43,170.43,0.0,0.0,172.18,172.18,172.18,0.0,0.0,170.25,170.25,170.25,0.0,0.0,172.18,172.18,172.18,0.0,0.0
2019-10-06,175.15,175.15,175.15,0.0,0.0,175.43,175.43,175.43,0.0,0.0,174.3,174.3,174.3,0.0,0.0,174.3,174.3,174.3,0.0,0.0
2019-10-13,177.37,177.37,177.37,0.0,0.0,177.63,177.63,177.63,0.0,0.0,177.14,177.14,177.14,0.0,0.0,177.63,177.63,177.63,0.0,0.0
2019-10-20,179.65,179.65,179.65,0.0,0.0,180.43,180.43,180.43,0.0,0.0,179.65,179.65,179.65,0.0,0.0,180.19,180.19,180.19,0.0,0.0
2019-10-27,182.53,182.53,182.53,0.0,0.0,182.74,182.74,182.74,0.0,0.0,182.48,182.48,182.48,0.0,0.0,182.74,182.74,182.74,0.0,0.0
2019-11-03,183.6,183.6,183.6,0.0,0.0,183.75,183.75,183.75,0.0,0.0,183.07,183.07,183.07,0.0,0.0,183.64,183.64,183.64,0.0,0.0
2019-11-10,183.86,183.86,183.86,0.0,0.0,184.09,184.09,184.09,0.0,0.0,183.86,183.86,183.86,0.0,0.0,183.99,183.99,183.99,0.0,0.0
2019-11-17,181.81,181.81,181.81,0.0,0.0,182.32,182.32,182.32,0.0,0.0,181.81,181.81,181.81,0.0,0.0,182.18,182.18,182.18,0.0,0.0
2019-11-24,185.25,185.25,185.25,0.0,0.0,185.25,185.25,185.25,0.0,0.0,185.25,185.25,185.25,0.0,0.0,185.25,185.25,185.25,0.0,0.0
2019-12-01,186.69,186.69,186.69,0.0,0.0,186.92,186.92,186.92,0.0,0.0,186.2,186.2,186.2,0.0,0.0,186.2,186.2,186.2,0.0,0.0
2019-12-08,186.75,186.75,186.75,0.0,0.0,186.75,186.75,186.75,0.0,0.0,185.63,185.63,185.63,0.0,0.0,185.7,185.7,185.7,0.0,0.0
2019-12-15,189.1,189.1,189.1,0.0,0.0,189.68,189.68,189.68,0.0,0.0,189.07,189.07,189.07,0.0,0.0,189.26,189.26,189.26,0.0,0.0
2019-12-22,188.8,188.8,188.8,0.0,0.0,189.11,189.11,189.11,0.0,0.0,188.47,188.47,188.47,0.0,0.0,188.79,188.79,188.79,0.0,0.0
2019-12-29,186.81,186.81,186.81,0.0,0.0,188.84,188.84,188.84,0.0,0.0,186.81,186.81,186.81,0.0,0.0,188.74,188.74,188.74,0.0,0.0
2020-01-05,188.24,188.24,188.24,0.0,0.0,188.49,188.49,188.49,0.0,0.0,187.51,187.51,187.51,0.0,0.0,187.73,187.73,187.73,0.0,0.0
2020-01-12,194.49,194.49,194.49,0.0,0.0,194.49,194.49,194.49,0.0,0.0,192.0,192.0,192.0,0.0,0.0,192.0,192.0,192.0,0.0,0.0
2020-01-19,192.46,192.46,192.46,0.0,0.0,192.46,192.46,192.46,0.0,0.0,188.24,188.24,188.24,0.0,0.0,188.24,188.24,188.24,0.0,0.0
2020-01-26,185.47,185.47,185.47,0.0,0.0,185.47,185.47,185.47,0.0,0.0,182.98,182.98,182.98,0.0,0.0,183.04,183.04,183.04,0.0,0.0
2020-02-02,187.79,187.79,187.79,0.0,0.0,189.2,189.2,189.2,0.0,0.0,187.0,187.0,187.0,0.0,0.0,187.06,187.06,187.06,0.0,0.0
2020-02-09,190.86,190.86,190.86,0.0,0.0,190.86,190.86,190.86,0.0,0.0,189.56,189.56,189.56,0.0,0.0,190.01,190.01,190.01,0.0,0.0
2020-02-16,188.85,188.85,188.85,0.0,0.0,188.85,188.85,188.85,0.0,0.0,188.2,188.2,188.2,0.0,0.0,188.5,188.5,188.5,0.0,0.0
2020-02-23,163.66,163.66,163.66,0.0,0.0,165.45,165.45,165.45,0.0,0.0,159.11,159.11,159.11,0.0,0.0,164.5,164.5,164.5,0.0,0.0
2020-03-01,163.28,163.28,163.28,0.0,0.0,163.28,163.28,163.28,0.0,0.0,158.92,158.92,158.92,0.0,0.0,162.22,162.22,162.22,0.0,0.0
2020-03-08,132.85,132.85,132.85,0.0,0.0,132.85,132.85,132.85,0.0,0.0,132.85,132.85,132.85,0.0,0.0,132.85,132.85,132.85,0.0,0.0
2020-03-15,109.3,109.3,109.3,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2020-03-22,123.97,123.97,123.97,0.0,0.0,123.97,123.97,123.97,0.0,0.0,123.97,123.97,123.97,0.0,0.0,123.97,123.97,123.97,0.0,0.0
2020-03-29,116.34,116.34,116.34,0.0,0.0,116.34,116.34,116.34,0.0,0.0,111.14,111.14,111.14,0.0,0.0,114.27,114.27,114.27,0.0,0.0
2020-04-05,132.7,132.7,132.7,0.0,0.0,138.84,138.84,138.84,0.0,0.0,132.7,132.7,132.7,0.0,0.0,137.94,137.94,137.94,0.0,0.0
2020-04-12,133.06,133.06,133.06,0.0,0.0,134.43,134.43,134.43,0.0,0.0,132.29,132.29,132.29,0.0,0.0,133.8,133.8,133.8,0.0,0.0
2020-04-19,131.06,131.06,131.06,0.0,0.0,133.29,133.29,133.29,0.0,0.0,130.51,130.51,130.51,0.0,0.0,132.58,132.58,132.58,0.0,0.0
2020-04-26,136.84,136.84,136.84,0.0,0.0,136.84,136.84,136.84,0.0,0.0,136.84,136.84,136.84,0.0,0.0,136.84,136.84,136.84,0.0,0.0
2020-05-03,143.0,143.0,143.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2020-05-10,132.25,132.25,132.25,0.0,0.0,133.04,133.04,133.04,0.0,0.0,132.25,132.25,132.25,0.0,0.0,133.04,133.04,133.04,0.0,0.0
2020-05-17,144.29,144.29,144.29,0.0,0.0,144.29,144.29,144.29,0.0,0.0,143.34,143.34,143.34,0.0,0.0,144.26,144.26,144.26,0.0,0.0
2020-05-24,149.01,149.01,149.01,0.0,0.0,149.88,149.88,149.88,0.0,0.0,147.51,147.51,147.51,0.0,0.0,149.88,149.88,149.88,0.0,0.0
2020-05-31,164.58,164.58,164.58,0.0,0.0,164.58,164.58,164.58,0.0,0.0,164.58,164.58,164.58,0.0,0.0,164.58,164.58,164.58,0.0,0.0
2020-06-07,152.44,152.44,152.44,0.0,0.0,152.44,152.44,152.44,0.0,0.0,146.02,146.02,146.02,0.0,0.0,149.78,149.78,149.78,0.0,0.0
2020-06-14,155.89,155.89,155.89,0.0,0.0,155.89,155.89,155.89,0.0,0.0,149.4,149.4,149.4,0.0,0.0,150.28,150.28,150.28,0.0,0.0
2020-06-21,146.38,146.38,146.38,0.0,0.0,146.83,146.83,146.83,0.0,0.0,145.15,145.15,145.15,0.0,0.0,145.2,145.2,145.2,0.0,0.0
2020-06-28,149.58,149.58,149.58,0.0,0.0,149.58,149.58,149.58,0.0,0.0,149.58,149.58,149.58,0.0,0.0,149.58,149.58,149.58,0.0,0.0
2020-07-05,149.3,149.3,149.3,0.0,0.0,150.08,150.08,150.08,0.0,0.0,147.89,147.89,147.89,0.0,0.0,147.89,147.89,147.89,0.0,0.0
