Date,iShares US Financial ServicesEtf_Open_average,iShares US Financial ServicesEtf_Open_max,iShares US Financial ServicesEtf_Open_min,iShares US Financial ServicesEtf_Open_volatility,iShares US Financial ServicesEtf_Open_change,iShares US Financial ServicesEtf_High_average,iShares US Financial ServicesEtf_High_max,iShares US Financial ServicesEtf_High_min,iShares US Financial ServicesEtf_High_volatility,iShares US Financial ServicesEtf_High_change,iShares US Financial ServicesEtf_Low_average,iShares US Financial ServicesEtf_Low_max,iShares US Financial ServicesEtf_Low_min,iShares US Financial ServicesEtf_Low_volatility,iShares US Financial ServicesEtf_Low_change,iShares US Financial ServicesEtf_Close_average,iShares US Financial ServicesEtf_Close_max,iShares US Financial ServicesEtf_Close_min,iShares US Financial ServicesEtf_Close_volatility,iShares US Financial ServicesEtf_Close_change
2019-04-28,135.47,135.47,135.47,0.0,0.0,136.29,136.29,136.29,0.0,0.0,135.36,135.36,135.36,0.0,0.0,136.09,136.09,136.09,0.0,0.0
2019-05-05,131.71,131.71,131.71,0.0,0.0,133.46,133.46,133.46,0.0,0.0,130.57,130.57,130.57,0.0,0.0,133.17,133.17,133.17,0.0,0.0
2019-05-12,130.24,130.24,130.24,0.0,0.0,131.82,131.82,131.82,0.0,0.0,130.24,130.24,130.24,0.0,0.0,130.63,130.63,130.63,0.0,0.0
2019-05-19,129.68,129.68,129.68,0.0,0.0,130.28,130.28,130.28,0.0,0.0,129.32,129.32,129.32,0.0,0.0,130.07,130.07,130.07,0.0,0.0
2019-05-26,126.34,126.34,126.34,0.0,0.0,126.99,126.99,126.99,0.0,0.0,126.04,126.04,126.04,0.0,0.0,126.1,126.1,126.1,0.0,0.0
2019-06-02,131.5,131.5,131.5,0.0,0.0,132.25,132.25,132.25,0.0,0.0,131.38,131.38,131.38,0.0,0.0,131.62,131.62,131.62,0.0,0.0
2019-06-09,131.96,131.96,131.96,0.0,0.0,132.4,132.4,132.4,0.0,0.0,131.01,131.01,131.01,0.0,0.0,132.05,132.05,132.05,0.0,0.0
2019-06-16,132.37,132.37,132.37,0.0,0.0,133.4,133.4,133.4,0.0,0.0,132.2,132.2,132.2,0.0,0.0,132.32,132.32,132.32,0.0,0.0
2019-06-23,133.38,133.38,133.38,0.0,0.0,134.17,134.17,134.17,0.0,0.0,132.93,132.93,132.93,0.0,0.0,133.89,133.89,133.89,0.0,0.0
2019-06-30,136.4,136.4,136.4,0.0,0.0,136.9,136.9,136.9,0.0,0.0,135.99,135.99,135.99,0.0,0.0,136.64,136.64,136.64,0.0,0.0
2019-07-07,137.46,137.46,137.46,0.0,0.0,138.0,138.0,138.0,0.0,0.0,137.11,137.11,137.11,0.0,0.0,137.9,137.9,137.9,0.0,0.0
2019-07-14,137.37,137.37,137.37,0.0,0.0,138.0,138.0,138.0,0.0,0.0,136.87,136.87,136.87,0.0,0.0,136.89,136.89,136.89,0.0,0.0
2019-07-21,139.86,139.86,139.86,0.0,0.0,141.08,141.08,141.08,0.0,0.0,139.83,139.83,139.83,0.0,0.0,140.99,140.99,140.99,0.0,0.0
2019-07-28,135.71,135.71,135.71,0.0,0.0,135.97,135.97,135.97,0.0,0.0,133.61,133.61,133.61,0.0,0.0,135.36,135.36,135.36,0.0,0.0
2019-08-04,133.42,133.42,133.42,0.0,0.0,134.14,134.14,134.14,0.0,0.0,132.15,132.15,132.15,0.0,0.0,133.43,133.43,133.43,0.0,0.0
2019-08-11,128.64,128.64,128.64,0.0,0.0,130.72,130.72,130.72,0.0,0.0,128.64,128.64,128.64,0.0,0.0,130.47,130.47,130.47,0.0,0.0
2019-08-18,131.16,131.16,131.16,0.0,0.0,131.78,131.78,131.78,0.0,0.0,127.44,127.44,127.44,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2019-08-25,132.91,132.91,132.91,0.0,0.0,133.39,133.39,133.39,0.0,0.0,132.15,132.15,132.15,0.0,0.0,132.72,132.72,132.72,0.0,0.0
2019-09-01,135.59,135.59,135.59,0.0,0.0,136.03,136.03,136.03,0.0,0.0,135.14,135.14,135.14,0.0,0.0,135.44,135.44,135.44,0.0,0.0
2019-09-08,139.39,139.39,139.39,0.0,0.0,140.01,140.01,140.01,0.0,0.0,139.13,139.13,139.13,0.0,0.0,139.59,139.59,139.59,0.0,0.0
2019-09-15,139.34,139.34,139.34,0.0,0.0,139.53,139.53,139.53,0.0,0.0,137.89,137.89,137.89,0.0,0.0,137.89,137.89,137.89,0.0,0.0
2019-09-22,137.8,137.8,137.8,0.0,0.0,137.8,137.8,137.8,0.0,0.0,135.96,135.96,135.96,0.0,0.0,136.62,136.62,136.62,0.0,0.0
2019-09-29,131.76,131.76,131.76,0.0,0.0,133.81,133.81,133.81,0.0,0.0,131.76,131.76,131.76,0.0,0.0,133.74,133.74,133.74,0.0,0.0
2019-10-06,135.4,135.4,135.4,0.0,0.0,136.89,136.89,136.89,0.0,0.0,135.25,135.25,135.25,0.0,0.0,135.25,135.25,135.25,0.0,0.0
2019-10-13,137.25,137.25,137.25,0.0,0.0,138.05,138.05,138.05,0.0,0.0,137.13,137.13,137.13,0.0,0.0,137.58,137.58,137.58,0.0,0.0
2019-10-20,139.25,139.25,139.25,0.0,0.0,141.31,141.31,141.31,0.0,0.0,139.25,139.25,139.25,0.0,0.0,140.81,140.81,140.81,0.0,0.0
2019-10-27,142.11,142.11,142.11,0.0,0.0,143.23,143.23,143.23,0.0,0.0,142.11,142.11,142.11,0.0,0.0,143.16,143.16,143.16,0.0,0.0
2019-11-03,145.58,145.58,145.58,0.0,0.0,145.96,145.96,145.96,0.0,0.0,145.12,145.12,145.12,0.0,0.0,145.93,145.93,145.93,0.0,0.0
2019-11-10,145.79,145.79,145.79,0.0,0.0,146.01,146.01,146.01,0.0,0.0,145.45,145.45,145.45,0.0,0.0,145.93,145.93,145.93,0.0,0.0
2019-11-17,146.48,146.48,146.48,0.0,0.0,147.08,147.08,147.08,0.0,0.0,146.43,146.43,146.43,0.0,0.0,146.92,146.92,146.92,0.0,0.0
2019-11-24,148.68,148.68,148.68,0.0,0.0,149.1,149.1,149.1,0.0,0.0,148.38,148.38,148.38,0.0,0.0,148.53,148.53,148.53,0.0,0.0
2019-12-01,149.23,149.23,149.23,0.0,0.0,149.91,149.91,149.91,0.0,0.0,149.23,149.23,149.23,0.0,0.0,149.47,149.47,149.47,0.0,0.0
2019-12-08,151.61,151.61,151.61,0.0,0.0,152.45,152.45,152.45,0.0,0.0,150.62,150.62,150.62,0.0,0.0,151.29,151.29,151.29,0.0,0.0
2019-12-15,152.25,152.25,152.25,0.0,0.0,152.3,152.3,152.3,0.0,0.0,151.29,151.29,151.29,0.0,0.0,151.5,151.5,151.5,0.0,0.0
2019-12-22,152.48,152.48,152.48,0.0,0.0,152.58,152.58,152.58,0.0,0.0,152.19,152.19,152.19,0.0,0.0,152.33,152.33,152.33,0.0,0.0
2019-12-29,151.56,151.56,151.56,0.0,0.0,152.53,152.53,152.53,0.0,0.0,151.3,151.3,151.3,0.0,0.0,151.98,151.98,151.98,0.0,0.0
2020-01-05,153.42,153.42,153.42,0.0,0.0,153.42,153.42,153.42,0.0,0.0,152.06,152.06,152.06,0.0,0.0,152.33,152.33,152.33,0.0,0.0
2020-01-12,154.79,154.79,154.79,0.0,0.0,154.94,154.94,154.94,0.0,0.0,154.48,154.48,154.48,0.0,0.0,154.92,154.92,154.92,0.0,0.0
2020-01-19,154.52,154.52,154.52,0.0,0.0,154.52,154.52,154.52,0.0,0.0,151.26,151.26,151.26,0.0,0.0,152.0,152.0,152.0,0.0,0.0
2020-01-26,151.38,151.38,151.38,0.0,0.0,151.42,151.42,151.42,0.0,0.0,148.57,148.57,148.57,0.0,0.0,149.28,149.28,149.28,0.0,0.0
2020-02-02,153.64,153.64,153.64,0.0,0.0,154.15,154.15,154.15,0.0,0.0,153.16,153.16,153.16,0.0,0.0,153.7,153.7,153.7,0.0,0.0
2020-02-09,155.58,155.58,155.58,0.0,0.0,156.1,156.1,156.1,0.0,0.0,155.34,155.34,155.34,0.0,0.0,155.97,155.97,155.97,0.0,0.0
2020-02-16,155.22,155.22,155.22,0.0,0.0,155.22,155.22,155.22,0.0,0.0,153.29,153.29,153.29,0.0,0.0,153.89,153.89,153.89,0.0,0.0
2020-02-23,130.17,130.17,130.17,0.0,0.0,133.27,133.27,133.27,0.0,0.0,128.8,128.8,128.8,0.0,0.0,132.41,132.41,132.41,0.0,0.0
2020-03-01,125.27,125.27,125.27,0.0,0.0,128.09,128.09,128.09,0.0,0.0,123.96,123.96,123.96,0.0,0.0,126.37,126.37,126.37,0.0,0.0
2020-03-08,114.72,114.72,114.72,0.0,0.0,114.72,114.72,114.72,0.0,0.0,114.72,114.72,114.72,0.0,0.0,114.72,114.72,114.72,0.0,0.0
2020-03-15,93.18,93.18,93.18,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.18,93.18,93.18,0.0,0.0
2020-03-22,104.4,104.4,104.4,0.0,0.0,104.4,104.4,104.4,0.0,0.0,104.4,104.4,104.4,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2020-03-29,98.24,98.24,98.24,0.0,0.0,99.52,99.52,99.52,0.0,0.0,95.35,95.35,95.35,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2020-04-05,113.73,113.73,113.73,0.0,0.0,117.09,117.09,117.09,0.0,0.0,113.16,113.16,113.16,0.0,0.0,115.76,115.76,115.76,0.0,0.0
2020-04-12,108.31,108.31,108.31,0.0,0.0,110.48,110.48,110.48,0.0,0.0,107.65,107.65,107.65,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2020-04-19,107.65,107.65,107.65,0.0,0.0,108.37,108.37,108.37,0.0,0.0,105.91,105.91,105.91,0.0,0.0,107.85,107.85,107.85,0.0,0.0
2020-04-26,111.55,111.55,111.55,0.0,0.0,111.55,111.55,111.55,0.0,0.0,111.55,111.55,111.55,0.0,0.0,111.55,111.55,111.55,0.0,0.0
2020-05-03,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0
2020-05-10,108.76,108.76,108.76,0.0,0.0,108.76,108.76,108.76,0.0,0.0,107.63,107.63,107.63,0.0,0.0,108.19,108.19,108.19,0.0,0.0
2020-05-17,113.81,113.81,113.81,0.0,0.0,113.81,113.81,113.81,0.0,0.0,112.25,112.25,112.25,0.0,0.0,113.11,113.11,113.11,0.0,0.0
2020-05-24,120.59,120.59,120.59,0.0,0.0,121.5,121.5,121.5,0.0,0.0,119.4,119.4,119.4,0.0,0.0,120.23,120.23,120.23,0.0,0.0
2020-05-31,133.5,133.5,133.5,0.0,0.0,133.5,133.5,133.5,0.0,0.0,133.5,133.5,133.5,0.0,0.0,133.5,133.5,133.5,0.0,0.0
2020-06-07,123.87,123.87,123.87,0.0,0.0,123.87,123.87,123.87,0.0,0.0,119.46,119.46,119.46,0.0,0.0,122.59,122.59,122.59,0.0,0.0
2020-06-14,126.02,126.02,126.02,0.0,0.0,126.02,126.02,126.02,0.0,0.0,121.55,121.55,121.55,0.0,0.0,122.9,122.9,122.9,0.0,0.0
2020-06-21,119.94,119.94,119.94,0.0,0.0,119.94,119.94,119.94,0.0,0.0,116.16,116.16,116.16,0.0,0.0,116.22,116.22,116.22,0.0,0.0
2020-06-28,118.87,118.87,118.87,0.0,0.0,118.87,118.87,118.87,0.0,0.0,118.87,118.87,118.87,0.0,0.0,118.87,118.87,118.87,0.0,0.0
2020-07-05,119.68,119.68,119.68,0.0,0.0,119.92,119.92,119.92,0.0,0.0,117.88,117.88,117.88,0.0,0.0,118.0,118.0,118.0,0.0,0.0
