Date,ProShares Short Russell2000Etf_Open_average,ProShares Short Russell2000Etf_Open_max,ProShares Short Russell2000Etf_Open_min,ProShares Short Russell2000Etf_Open_volatility,ProShares Short Russell2000Etf_Open_change,ProShares Short Russell2000Etf_High_average,ProShares Short Russell2000Etf_High_max,ProShares Short Russell2000Etf_High_min,ProShares Short Russell2000Etf_High_volatility,ProShares Short Russell2000Etf_High_change,ProShares Short Russell2000Etf_Low_average,ProShares Short Russell2000Etf_Low_max,ProShares Short Russell2000Etf_Low_min,ProShares Short Russell2000Etf_Low_volatility,ProShares Short Russell2000Etf_Low_change,ProShares Short Russell2000Etf_Close_average,ProShares Short Russell2000Etf_Close_max,ProShares Short Russell2000Etf_Close_min,ProShares Short Russell2000Etf_Close_volatility,ProShares Short Russell2000Etf_Close_change
2018-03-25,42.31,42.31,42.31,0.0,0.0,42.41,42.41,42.41,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2018-04-01,41.95,41.95,41.95,0.0,0.0,42.81,42.81,42.81,0.0,0.0,41.67,41.67,41.67,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2018-04-08,41.09,41.09,41.09,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-04-15,40.95,40.95,40.95,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2018-04-22,41.27,41.27,41.27,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-04-29,41.71,41.71,41.71,0.0,0.0,41.82,41.82,41.82,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2018-05-06,40.08,40.08,40.08,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2018-05-13,39.51,39.51,39.51,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-05-20,39.52,39.52,39.52,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2018-05-27,39.11,39.11,39.11,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-06-03,38.56,38.56,38.56,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2018-06-10,38.31,38.31,38.31,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-06-17,37.79,37.79,37.79,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2018-06-24,38.86,38.86,38.86,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.71,38.71,38.71,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2018-07-01,38.14,38.14,38.14,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-07-08,37.92,37.92,37.92,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-07-15,37.72,37.72,37.72,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-07-22,37.83,37.83,37.83,0.0,0.0,38.65,38.65,38.65,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-07-29,38.11,38.11,38.11,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2018-08-05,38.17,38.17,38.17,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-08-12,38.12,38.12,38.12,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-08-19,37.25,37.25,37.25,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-08-26,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-09-02,37.52,37.52,37.52,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2018-09-09,37.42,37.42,37.42,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-09-16,37.28,37.28,37.28,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-09-23,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-09-30,38.79,38.79,38.79,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.71,38.71,38.71,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2018-10-07,40.79,40.79,40.79,0.0,0.0,41.78,41.78,41.78,0.0,0.0,40.75,40.75,40.75,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2018-10-14,40.81,40.81,40.81,0.0,0.0,41.52,41.52,41.52,0.0,0.0,40.59,40.59,40.59,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-10-21,42.94,42.94,42.94,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2018-10-28,41.04,41.04,41.04,0.0,0.0,41.53,41.53,41.53,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2018-11-04,40.64,40.64,40.64,0.0,0.0,41.38,41.38,41.38,0.0,0.0,40.61,40.61,40.61,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-11-11,42.03,42.03,42.03,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-11-18,43.08,43.08,43.08,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2018-11-25,41.8,41.8,41.8,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-12-02,42.96,42.96,42.96,0.0,0.0,44.08,44.08,44.08,0.0,0.0,42.63,42.63,42.63,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2018-12-09,44.57,44.57,44.57,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-12-16,47.45,47.45,47.45,0.0,0.0,49.12,49.12,49.12,0.0,0.0,47.33,47.33,47.33,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2018-12-23,47.22,47.22,47.22,0.0,0.0,47.54,47.54,47.54,0.0,0.0,46.34,46.34,46.34,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-12-30,46.7,46.7,46.7,0.0,0.0,46.78,46.78,46.78,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-01-06,43.66,43.66,43.66,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2019-01-13,42.65,42.65,42.65,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2019-01-20,42.64,42.64,42.64,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2019-01-27,41.89,41.89,41.89,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2019-02-03,42.0,42.0,42.0,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2019-02-10,40.44,40.44,40.44,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-02-17,39.81,39.81,39.81,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-02-24,39.66,39.66,39.66,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-03-03,41.56,41.56,41.56,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-03-10,40.54,40.54,40.54,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-03-17,40.45,40.45,40.45,0.0,0.0,41.64,41.64,41.64,0.0,0.0,40.36,40.36,40.36,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-03-24,40.53,40.53,40.53,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-03-31,39.9,39.9,39.9,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-04-07,39.43,39.43,39.43,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-04-14,39.98,39.98,39.98,0.0,0.0,40.33,40.33,40.33,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-04-21,39.78,39.78,39.78,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-04-28,39.46,39.46,39.46,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-05-05,40.13,40.13,40.13,0.0,0.0,40.61,40.61,40.61,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-05-12,40.58,40.58,40.58,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-05-19,41.5,41.5,41.5,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-05-26,42.71,42.71,42.71,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2019-06-02,41.52,41.52,41.52,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-06-09,40.86,40.86,40.86,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2019-06-16,40.12,40.12,40.12,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-06-23,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-06-30,39.87,39.87,39.87,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-07-07,40.0,40.0,40.0,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-07-14,40.05,40.05,40.05,0.0,0.0,40.34,40.34,40.34,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-07-21,39.88,39.88,39.88,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-07-28,40.47,40.47,40.47,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-08-04,40.79,40.79,40.79,0.0,0.0,41.32,41.32,41.32,0.0,0.0,40.79,40.79,40.79,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-08-11,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-08-18,41.52,41.52,41.52,0.0,0.0,42.71,42.71,42.71,0.0,0.0,41.3,41.3,41.3,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-08-25,41.31,41.31,41.31,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-09-01,41.07,41.07,41.07,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-09-08,39.19,39.19,39.19,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2019-09-15,39.78,39.78,39.78,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-09-22,40.22,40.22,40.22,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.65,40.65,40.65,0.0,0.0
2019-09-29,41.52,41.52,41.52,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2019-10-06,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2019-10-13,40.18,40.18,40.18,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-10-20,39.95,39.95,39.95,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-10-27,39.32,39.32,39.32,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-11-03,38.86,38.86,38.86,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-11-10,38.66,38.66,38.66,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-11-17,38.89,38.89,38.89,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-11-24,37.92,37.92,37.92,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-12-01,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-12-08,37.59,37.59,37.59,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-12-15,36.94,36.94,36.94,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-12-22,36.59,36.59,36.59,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-12-29,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2020-01-05,36.97,36.97,36.97,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2020-01-12,35.94,35.94,35.94,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2020-01-19,36.44,36.44,36.44,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.44,36.44,36.44,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2020-01-26,37.48,37.48,37.48,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.48,37.48,37.48,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2020-02-02,36.8,36.8,36.8,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.78,36.78,36.78,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2020-02-09,36.27,36.27,36.27,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2020-02-16,36.41,36.41,36.41,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2020-02-23,42.08,42.08,42.08,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2020-03-01,42.59,42.59,42.59,0.0,0.0,43.07,43.07,43.07,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2020-03-08,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2020-03-15,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2020-03-22,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2020-03-29,51.46,51.46,51.46,0.0,0.0,53.33,53.33,53.33,0.0,0.0,50.82,50.82,50.82,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2020-04-05,44.59,44.59,44.59,0.0,0.0,44.74,44.74,44.74,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2020-04-12,44.31,44.31,44.31,0.0,0.0,44.98,44.98,44.98,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2020-04-19,44.35,44.35,44.35,0.0,0.0,44.86,44.86,44.86,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2020-04-26,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2020-05-03,41.06,41.06,41.06,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2020-05-10,43.56,43.56,43.56,0.0,0.0,43.8,43.8,43.8,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2020-05-17,39.31,39.31,39.31,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2020-05-24,38.16,38.16,38.16,0.0,0.0,38.67,38.67,38.67,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2020-05-31,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2020-06-07,37.21,37.21,37.21,0.0,0.0,38.97,38.97,38.97,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2020-06-14,35.99,35.99,35.99,0.0,0.0,37.16,37.16,37.16,0.0,0.0,35.96,35.96,35.96,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2020-06-21,37.23,37.23,37.23,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2020-06-28,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2020-07-05,36.44,36.44,36.44,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.73,36.73,36.73,0.0,0.0
