Date,iShares Global 100Etf_Open_average,iShares Global 100Etf_Open_max,iShares Global 100Etf_Open_min,iShares Global 100Etf_Open_volatility,iShares Global 100Etf_Open_change,iShares Global 100Etf_High_average,iShares Global 100Etf_High_max,iShares Global 100Etf_High_min,iShares Global 100Etf_High_volatility,iShares Global 100Etf_High_change,iShares Global 100Etf_Low_average,iShares Global 100Etf_Low_max,iShares Global 100Etf_Low_min,iShares Global 100Etf_Low_volatility,iShares Global 100Etf_Low_change,iShares Global 100Etf_Close_average,iShares Global 100Etf_Close_max,iShares Global 100Etf_Close_min,iShares Global 100Etf_Close_volatility,iShares Global 100Etf_Close_change
2018-10-28,46.53,46.53,46.53,0.0,0.0,46.56,46.56,46.56,0.0,0.0,45.74,45.74,45.74,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-11-04,47.02,47.02,47.02,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2018-11-11,45.87,45.87,45.87,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2018-11-18,44.64,44.64,44.64,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2018-11-25,46.04,46.04,46.04,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2018-12-02,45.27,45.27,45.27,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2018-12-09,44.57,44.57,44.57,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2018-12-16,41.85,41.85,41.85,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2018-12-23,42.41,42.41,42.41,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2018-12-30,42.21,42.21,42.21,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.21,42.21,42.21,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-01-06,43.54,43.54,43.54,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-01-13,44.45,44.45,44.45,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-01-20,44.29,44.29,44.29,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-01-27,45.02,45.02,45.02,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-02-03,44.64,44.64,44.64,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-02-10,45.74,45.74,45.74,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2019-02-17,46.2,46.2,46.2,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2019-02-24,46.68,46.68,46.68,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2019-03-03,45.78,45.78,45.78,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.62,45.62,45.62,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-03-10,47.4,47.4,47.4,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-03-17,47.92,47.92,47.92,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-03-24,47.58,47.58,47.58,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2019-03-31,48.51,48.51,48.51,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2019-04-07,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-04-14,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-04-21,49.14,49.14,49.14,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-04-28,49.29,49.29,49.29,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-05-05,47.92,47.92,47.92,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.49,47.49,47.49,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2019-05-12,47.98,47.98,47.98,0.0,0.0,48.43,48.43,48.43,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2019-05-19,47.61,47.61,47.61,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-05-26,46.42,46.42,46.42,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-06-02,47.95,47.95,47.95,0.0,0.0,48.51,48.51,48.51,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-06-09,48.52,48.52,48.52,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-06-16,49.02,49.02,49.02,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2019-06-23,48.89,48.89,48.89,0.0,0.0,48.94,48.94,48.94,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-06-30,49.36,49.36,49.36,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-07-07,49.52,49.52,49.52,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-07-14,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-07-21,49.78,49.78,49.78,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-07-28,48.4,48.4,48.4,0.0,0.0,48.55,48.55,48.55,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2019-08-04,48.06,48.06,48.06,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-08-11,47.21,47.21,47.21,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2019-08-18,47.67,47.67,47.67,0.0,0.0,47.93,47.93,47.93,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-08-25,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-09-01,49.0,49.0,49.0,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-09-08,49.73,49.73,49.73,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-09-15,49.8,49.8,49.8,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-09-22,49.47,49.47,49.47,0.0,0.0,49.49,49.49,49.49,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-09-29,48.46,48.46,48.46,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-10-06,49.45,49.45,49.45,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-10-13,49.96,49.96,49.96,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-10-20,50.27,50.27,50.27,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-10-27,51.2,51.2,51.2,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-11-03,51.83,51.83,51.83,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-11-10,52.0,52.0,52.0,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2019-11-17,51.99,51.99,51.99,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-11-24,52.42,52.42,52.42,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-12-01,52.52,52.52,52.52,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2019-12-08,53.27,53.27,53.27,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-12-15,53.71,53.71,53.71,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-12-22,54.35,54.35,54.35,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-12-29,54.1,54.1,54.1,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2020-01-05,54.9,54.9,54.9,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2020-01-12,55.56,55.56,55.56,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2020-01-19,55.62,55.62,55.62,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.02,55.02,55.02,0.0,0.0
2020-01-26,54.92,54.92,54.92,0.0,0.0,54.95,54.95,54.95,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2020-02-02,55.89,55.89,55.89,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2020-02-09,56.42,56.42,56.42,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2020-02-16,55.74,55.74,55.74,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2020-02-23,48.25,48.25,48.25,0.0,0.0,49.56,49.56,49.56,0.0,0.0,47.87,47.87,47.87,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2020-03-01,49.43,49.43,49.43,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2020-03-08,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2020-03-15,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2020-03-22,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2020-03-29,43.81,43.81,43.81,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2020-04-05,47.37,47.37,47.37,0.0,0.0,47.64,47.64,47.64,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2020-04-12,48.75,48.75,48.75,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.41,48.41,48.41,0.0,0.0,49.03,49.03,49.03,0.0,0.0
2020-04-19,48.36,48.36,48.36,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2020-04-26,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2020-05-03,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2020-05-10,48.3,48.3,48.3,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.82,48.82,48.82,0.0,0.0
2020-05-17,49.86,49.86,49.86,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2020-05-24,51.04,51.04,51.04,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.64,50.64,50.64,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2020-05-31,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0
2020-06-07,52.64,52.64,52.64,0.0,0.0,52.8,52.8,52.8,0.0,0.0,51.26,51.26,51.26,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2020-06-14,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2020-06-21,52.68,52.68,52.68,0.0,0.0,52.68,52.68,52.68,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2020-06-28,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2020-07-05,54.13,54.13,54.13,0.0,0.0,54.44,54.44,54.44,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0
