Date,FlexShares US Quality Large CapEtf_Open_average,FlexShares US Quality Large CapEtf_Open_max,FlexShares US Quality Large CapEtf_Open_min,FlexShares US Quality Large CapEtf_Open_volatility,FlexShares US Quality Large CapEtf_Open_change,FlexShares US Quality Large CapEtf_High_average,FlexShares US Quality Large CapEtf_High_max,FlexShares US Quality Large CapEtf_High_min,FlexShares US Quality Large CapEtf_High_volatility,FlexShares US Quality Large CapEtf_High_change,FlexShares US Quality Large CapEtf_Low_average,FlexShares US Quality Large CapEtf_Low_max,FlexShares US Quality Large CapEtf_Low_min,FlexShares US Quality Large CapEtf_Low_volatility,FlexShares US Quality Large CapEtf_Low_change,FlexShares US Quality Large CapEtf_Close_average,FlexShares US Quality Large CapEtf_Close_max,FlexShares US Quality Large CapEtf_Close_min,FlexShares US Quality Large CapEtf_Close_volatility,FlexShares US Quality Large CapEtf_Close_change
2018-08-05,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2018-08-12,35.34,35.34,35.34,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-08-19,35.59,35.59,35.59,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-08-26,35.77,35.77,35.77,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-09-02,35.59,35.59,35.59,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-09-09,35.76,35.76,35.76,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2018-09-16,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2018-09-23,35.65,35.65,35.65,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-09-30,35.4,35.4,35.4,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-10-07,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-10-14,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-10-21,32.53,32.53,32.53,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-10-28,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-11-04,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-11-11,33.35,33.35,33.35,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-11-18,32.2,32.2,32.2,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-11-25,33.45,33.45,33.45,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2018-12-02,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2018-12-09,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-12-16,29.48,29.48,29.48,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-12-23,30.16,30.16,30.16,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-12-30,30.19,30.19,30.19,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-01-06,31.29,31.29,31.29,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-01-13,31.92,31.92,31.92,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-01-20,32.11,32.11,32.11,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-01-27,32.83,32.83,32.83,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-02-03,32.57,32.57,32.57,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-02-10,33.53,33.53,33.53,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-02-17,33.85,33.85,33.85,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-02-24,33.88,33.88,33.88,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-03-03,32.84,32.84,32.84,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-03-10,33.74,33.74,33.74,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-03-17,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-03-24,33.51,33.51,33.51,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-03-31,34.3,34.3,34.3,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-04-07,34.29,34.29,34.29,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-04-14,34.22,34.22,34.22,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-04-21,34.19,34.19,34.19,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-04-28,34.25,34.25,34.25,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-05-05,33.14,33.14,33.14,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-05-12,33.11,33.11,33.11,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-05-19,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-05-26,31.68,31.68,31.68,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-06-02,32.84,32.84,32.84,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-06-09,33.18,33.18,33.18,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-06-16,33.72,33.72,33.72,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-06-23,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-06-30,34.16,34.16,34.16,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-07-07,34.45,34.45,34.45,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-07-14,34.38,34.38,34.38,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-07-21,34.56,34.56,34.56,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-07-28,33.49,33.49,33.49,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-08-04,33.24,33.24,33.24,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-08-11,32.61,32.61,32.61,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-08-18,33.08,33.08,33.08,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-08-25,33.33,33.33,33.33,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-09-01,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-09-08,34.52,34.52,34.52,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-09-15,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-09-22,33.94,33.94,33.94,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-09-29,33.44,33.44,33.44,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-10-06,33.91,33.91,33.91,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2019-10-13,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-10-20,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-10-27,34.75,34.75,34.75,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-11-03,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-11-10,35.53,35.53,35.53,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-11-17,35.54,35.54,35.54,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2019-11-24,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2019-12-01,35.77,35.77,35.77,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-12-08,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-12-15,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-12-22,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-12-29,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2020-01-05,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0
2020-01-12,37.67,37.67,37.67,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2020-01-19,37.79,37.79,37.79,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2020-01-26,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2020-02-02,37.84,37.84,37.84,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2020-02-09,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2020-02-16,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2020-02-23,32.68,32.68,32.68,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2020-03-01,32.74,32.74,32.74,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2020-03-08,28.69,28.69,28.69,0.0,0.0,29.52,29.52,29.52,0.0,0.0,28.69,28.69,28.69,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2020-03-15,26.77,26.77,26.77,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2020-03-22,28.31,28.31,28.31,0.0,0.0,28.66,28.66,28.66,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2020-03-29,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2020-04-05,29.84,29.84,29.84,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2020-04-12,31.67,31.67,31.67,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2020-04-19,31.12,31.12,31.12,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2020-04-26,31.59,31.59,31.59,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2020-05-03,32.53,32.53,32.53,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2020-05-10,31.56,31.56,31.56,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2020-05-17,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2020-05-24,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2020-05-31,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2020-06-07,34.23,34.23,34.23,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2020-06-14,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2020-06-21,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2020-06-28,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2020-07-05,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0
