Date,iShares MSCI KokusaiEtf_Open_average,iShares MSCI KokusaiEtf_Open_max,iShares MSCI KokusaiEtf_Open_min,iShares MSCI KokusaiEtf_Open_volatility,iShares MSCI KokusaiEtf_Open_change,iShares MSCI KokusaiEtf_High_average,iShares MSCI KokusaiEtf_High_max,iShares MSCI KokusaiEtf_High_min,iShares MSCI KokusaiEtf_High_volatility,iShares MSCI KokusaiEtf_High_change,iShares MSCI KokusaiEtf_Low_average,iShares MSCI KokusaiEtf_Low_max,iShares MSCI KokusaiEtf_Low_min,iShares MSCI KokusaiEtf_Low_volatility,iShares MSCI KokusaiEtf_Low_change,iShares MSCI KokusaiEtf_Close_average,iShares MSCI KokusaiEtf_Close_max,iShares MSCI KokusaiEtf_Close_min,iShares MSCI KokusaiEtf_Close_volatility,iShares MSCI KokusaiEtf_Close_change
2018-05-20,65.83,65.83,65.83,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-05-27,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2018-06-03,66.61,66.61,66.61,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2018-06-10,66.63,66.63,66.63,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.63,66.63,66.63,0.0,0.0
2018-06-17,65.46,65.46,65.46,0.0,0.0,65.46,65.46,65.46,0.0,0.0,64.95,64.95,64.95,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2018-06-24,64.74,64.74,64.74,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-07-01,64.85,64.85,64.85,0.0,0.0,65.21,65.21,65.21,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2018-07-08,65.94,65.94,65.94,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.99,65.99,65.99,0.0,0.0
2018-07-15,66.38,66.38,66.38,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2018-07-22,66.94,66.94,66.94,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2018-07-29,66.46,66.46,66.46,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2018-08-05,66.4,66.4,66.4,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2018-08-12,66.48,66.48,66.48,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.48,66.48,66.48,0.0,0.0
2018-08-19,66.88,66.88,66.88,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2018-08-26,67.39,67.39,67.39,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2018-09-02,66.39,66.39,66.39,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.47,66.47,66.47,0.0,0.0
2018-09-09,67.4,67.4,67.4,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2018-09-16,68.5,68.5,68.5,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2018-09-23,67.7,67.7,67.7,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.64,67.64,67.64,0.0,0.0
2018-09-30,66.97,66.97,66.97,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.1,67.1,67.1,0.0,0.0
2018-10-07,64.36,64.36,64.36,0.0,0.0,64.73,64.73,64.73,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2018-10-14,64.2,64.2,64.2,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2018-10-21,61.7,61.7,61.7,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.1,61.1,61.1,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2018-10-28,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2018-11-04,64.29,64.29,64.29,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-11-11,63.08,63.08,63.08,0.0,0.0,63.37,63.37,63.37,0.0,0.0,62.95,62.95,62.95,0.0,0.0,63.37,63.37,63.37,0.0,0.0
2018-11-18,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2018-11-25,63.21,63.21,63.21,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2018-12-02,62.31,62.31,62.31,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2018-12-09,60.68,60.68,60.68,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2018-12-16,56.67,56.67,56.67,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2018-12-23,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2018-12-30,57.87,57.87,57.87,0.0,0.0,59.22,59.22,59.22,0.0,0.0,57.87,57.87,57.87,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-01-06,60.58,60.58,60.58,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2019-01-13,61.76,61.76,61.76,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.57,61.57,61.57,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2019-01-20,61.79,61.79,61.79,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.51,61.51,61.51,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2019-01-27,62.88,62.88,62.88,0.0,0.0,63.15,63.15,63.15,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.93,62.93,62.93,0.0,0.0
2019-02-03,62.53,62.53,62.53,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2019-02-10,64.0,64.0,64.0,0.0,0.0,64.27,64.27,64.27,0.0,0.0,63.77,63.77,63.77,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2019-02-17,64.8,64.8,64.8,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.78,64.78,64.78,0.0,0.0
2019-02-24,65.24,65.24,65.24,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.97,64.97,64.97,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-03-03,63.63,63.63,63.63,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.38,63.38,63.38,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2019-03-10,65.71,65.71,65.71,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-03-17,65.95,65.95,65.95,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2019-03-24,65.6,65.6,65.6,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-03-31,66.99,66.99,66.99,0.0,0.0,67.18,67.18,67.18,0.0,0.0,65.16,65.16,65.16,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-04-07,67.65,67.65,67.65,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.52,67.52,67.52,0.0,0.0
2019-04-14,67.43,67.43,67.43,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2019-04-21,67.45,67.45,67.45,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.45,67.45,67.45,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-04-28,68.04,68.04,68.04,0.0,0.0,68.33,68.33,68.33,0.0,0.0,68.04,68.04,68.04,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-05-05,66.37,66.37,66.37,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-05-12,66.76,66.76,66.76,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2019-05-19,66.15,66.15,66.15,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.01,66.01,66.01,0.0,0.0
2019-05-26,64.46,64.46,64.46,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-06-02,66.46,66.46,66.46,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-06-09,67.21,67.21,67.21,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.15,67.15,67.15,0.0,0.0
2019-06-16,67.71,67.71,67.71,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2019-06-23,67.52,67.52,67.52,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2019-06-30,68.7,68.7,68.7,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2019-07-07,68.74,68.74,68.74,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2019-07-14,68.99,68.99,68.99,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.45,68.45,68.45,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2019-07-21,68.88,68.88,68.88,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.88,68.88,68.88,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2019-07-28,67.31,67.31,67.31,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.77,66.77,66.77,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2019-08-04,67.49,67.49,67.49,0.0,0.0,67.49,67.49,67.49,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.11,67.11,67.11,0.0,0.0
2019-08-11,66.06,66.06,66.06,0.0,0.0,66.36,66.36,66.36,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-08-18,65.46,65.46,65.46,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-08-25,67.05,67.05,67.05,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2019-09-01,68.44,68.44,68.44,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-09-08,69.19,69.19,69.19,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2019-09-15,68.88,68.88,68.88,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-09-22,68.48,68.48,68.48,0.0,0.0,68.49,68.49,68.49,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2019-09-29,67.68,67.68,67.68,0.0,0.0,68.03,68.03,68.03,0.0,0.0,67.68,67.68,67.68,0.0,0.0,68.03,68.03,68.03,0.0,0.0
2019-10-06,68.65,68.65,68.65,0.0,0.0,68.85,68.85,68.85,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2019-10-13,69.05,69.05,69.05,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.07,69.07,69.07,0.0,0.0
2019-10-20,69.61,69.61,69.61,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-10-27,70.42,70.42,70.42,0.0,0.0,71.48,71.48,71.48,0.0,0.0,70.42,70.42,70.42,0.0,0.0,71.48,71.48,71.48,0.0,0.0
2019-11-03,71.31,71.31,71.31,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.31,71.31,71.31,0.0,0.0,71.38,71.38,71.38,0.0,0.0
2019-11-10,71.41,71.41,71.41,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.41,71.41,71.41,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2019-11-17,71.47,71.47,71.47,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.75,71.75,71.75,0.0,0.0
2019-11-24,72.58,72.58,72.58,0.0,0.0,72.58,72.58,72.58,0.0,0.0,72.42,72.42,72.42,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2019-12-01,71.84,71.84,71.84,0.0,0.0,72.6,72.6,72.6,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.44,72.44,72.44,0.0,0.0
2019-12-08,72.81,72.81,72.81,0.0,0.0,73.2,73.2,73.2,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2019-12-15,73.23,73.23,73.23,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2019-12-22,74.29,74.29,74.29,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2019-12-29,73.77,73.77,73.77,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.77,73.77,73.77,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2020-01-05,74.42,74.42,74.42,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.27,74.27,74.27,0.0,0.0,74.27,74.27,74.27,0.0,0.0
2020-01-12,75.4,75.4,75.4,0.0,0.0,75.65,75.65,75.65,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.65,75.65,75.65,0.0,0.0
2020-01-19,75.65,75.65,75.65,0.0,0.0,75.65,75.65,75.65,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.79,74.79,74.79,0.0,0.0
2020-01-26,74.24,74.24,74.24,0.0,0.0,74.24,74.24,74.24,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2020-02-02,75.56,75.56,75.56,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2020-02-09,76.14,76.14,76.14,0.0,0.0,76.23,76.23,76.23,0.0,0.0,75.83,75.83,75.83,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2020-02-16,75.23,75.23,75.23,0.0,0.0,75.24,75.24,75.24,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2020-02-23,65.65,65.65,65.65,0.0,0.0,66.97,66.97,66.97,0.0,0.0,64.86,64.86,64.86,0.0,0.0,66.97,66.97,66.97,0.0,0.0
2020-03-01,66.03,66.03,66.03,0.0,0.0,67.09,67.09,67.09,0.0,0.0,65.54,65.54,65.54,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2020-03-08,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2020-03-15,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2020-03-22,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2020-03-29,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2020-04-05,61.35,61.35,61.35,0.0,0.0,62.15,62.15,62.15,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2020-04-12,62.49,62.49,62.49,0.0,0.0,62.97,62.97,62.97,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.97,62.97,62.97,0.0,0.0
2020-04-19,61.85,61.85,61.85,0.0,0.0,62.42,62.42,62.42,0.0,0.0,61.39,61.39,61.39,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2020-04-26,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2020-05-03,63.88,63.88,63.88,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2020-05-10,62.29,62.29,62.29,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2020-05-17,65.06,65.06,65.06,0.0,0.0,65.45,65.45,65.45,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.29,65.29,65.29,0.0,0.0
2020-05-24,67.34,67.34,67.34,0.0,0.0,67.78,67.78,67.78,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2020-05-31,71.47,71.47,71.47,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2020-06-07,67.55,67.55,67.55,0.0,0.0,68.28,68.28,68.28,0.0,0.0,67.55,67.55,67.55,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2020-06-14,69.77,69.77,69.77,0.0,0.0,69.77,69.77,69.77,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.03,69.03,69.03,0.0,0.0
2020-06-21,68.08,68.08,68.08,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.38,67.38,67.38,0.0,0.0
2020-06-28,69.7,69.7,69.7,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.7,69.7,69.7,0.0,0.0
2020-07-05,70.27,70.27,70.27,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.27,70.27,70.27,0.0,0.0
