Date,GraniteShares HIPS US High IncomeEtf_Open_average,GraniteShares HIPS US High IncomeEtf_Open_max,GraniteShares HIPS US High IncomeEtf_Open_min,GraniteShares HIPS US High IncomeEtf_Open_volatility,GraniteShares HIPS US High IncomeEtf_Open_change,GraniteShares HIPS US High IncomeEtf_High_average,GraniteShares HIPS US High IncomeEtf_High_max,GraniteShares HIPS US High IncomeEtf_High_min,GraniteShares HIPS US High IncomeEtf_High_volatility,GraniteShares HIPS US High IncomeEtf_High_change,GraniteShares HIPS US High IncomeEtf_Low_average,GraniteShares HIPS US High IncomeEtf_Low_max,GraniteShares HIPS US High IncomeEtf_Low_min,GraniteShares HIPS US High IncomeEtf_Low_volatility,GraniteShares HIPS US High IncomeEtf_Low_change,GraniteShares HIPS US High IncomeEtf_Close_average,GraniteShares HIPS US High IncomeEtf_Close_max,GraniteShares HIPS US High IncomeEtf_Close_min,GraniteShares HIPS US High IncomeEtf_Close_volatility,GraniteShares HIPS US High IncomeEtf_Close_change
2018-05-27,17.21,17.21,17.21,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2018-06-03,17.4,17.4,17.4,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2018-06-10,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2018-06-17,17.45,17.45,17.45,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2018-06-24,17.22,17.22,17.22,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2018-07-01,17.62,17.62,17.62,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2018-07-08,17.72,17.72,17.72,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2018-07-15,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2018-07-22,17.57,17.57,17.57,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2018-07-29,17.9,17.9,17.9,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2018-08-05,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2018-08-12,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2018-08-19,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2018-08-26,18.03,18.03,18.03,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-09-02,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2018-09-09,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2018-09-16,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2018-09-23,17.5,17.5,17.5,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2018-09-30,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2018-10-07,16.98,16.98,16.98,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-10-14,16.94,16.94,16.94,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2018-10-21,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2018-10-28,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-11-04,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2018-11-11,16.36,16.36,16.36,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.35,16.35,16.35,0.0,0.0
2018-11-18,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-11-25,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2018-12-02,16.3,16.3,16.3,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.26,16.26,16.26,0.0,0.0
2018-12-09,16.05,16.05,16.05,0.0,0.0,16.05,16.05,16.05,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2018-12-16,14.95,14.95,14.95,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2018-12-23,14.91,14.91,14.91,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2018-12-30,15.27,15.27,15.27,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2019-01-06,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-01-13,16.36,16.36,16.36,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2019-01-20,16.25,16.25,16.25,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-01-27,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-02-03,16.63,16.63,16.63,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-02-10,16.87,16.87,16.87,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.9,16.9,16.9,0.0,0.0
2019-02-17,16.93,16.93,16.93,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-02-24,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2019-03-03,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2019-03-10,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.74,16.74,16.74,0.0,0.0
2019-03-17,16.89,16.89,16.89,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-03-24,17.0,17.0,17.0,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.96,16.96,16.96,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2019-03-31,17.09,17.09,17.09,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-04-07,17.22,17.22,17.22,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-04-14,17.1,17.1,17.1,0.0,0.0,17.18,17.18,17.18,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2019-04-21,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2019-04-28,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2019-05-05,16.92,16.92,16.92,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.92,16.92,16.92,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2019-05-12,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2019-05-19,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2019-05-26,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-06-02,16.52,16.52,16.52,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-06-09,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-06-16,16.97,16.97,16.97,0.0,0.0,16.98,16.98,16.98,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-06-23,16.83,16.83,16.83,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-06-30,16.93,16.93,16.93,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2019-07-07,17.05,17.05,17.05,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2019-07-14,16.85,16.85,16.85,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2019-07-21,16.93,16.93,16.93,0.0,0.0,17.01,17.01,17.01,0.0,0.0,16.93,16.93,16.93,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2019-07-28,17.18,17.18,17.18,0.0,0.0,17.18,17.18,17.18,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0
2019-08-04,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2019-08-11,16.24,16.24,16.24,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.24,16.24,16.24,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-08-18,16.27,16.27,16.27,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-08-25,16.23,16.23,16.23,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-09-01,16.74,16.74,16.74,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.42,16.42,16.42,0.0,0.0
2019-09-08,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2019-09-15,16.78,16.78,16.78,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2019-09-22,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-09-29,16.41,16.41,16.41,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2019-10-06,16.61,16.61,16.61,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2019-10-13,16.52,16.52,16.52,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2019-10-20,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2019-10-27,16.77,16.77,16.77,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-11-03,16.69,16.69,16.69,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2019-11-10,16.53,16.53,16.53,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2019-11-17,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-11-24,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2019-12-01,16.6,16.6,16.6,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.6,16.6,16.6,0.0,0.0
2019-12-08,16.7,16.7,16.7,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.73,16.73,16.73,0.0,0.0
2019-12-15,17.05,17.05,17.05,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.02,17.02,17.02,0.0,0.0,17.03,17.03,17.03,0.0,0.0
2019-12-22,17.2,17.2,17.2,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-12-29,17.06,17.06,17.06,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.98,16.98,16.98,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2020-01-05,17.1,17.1,17.1,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.1,17.1,17.1,0.0,0.0,17.1,17.1,17.1,0.0,0.0
2020-01-12,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2020-01-19,17.31,17.31,17.31,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0
2020-01-26,17.05,17.05,17.05,0.0,0.0,17.05,17.05,17.05,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2020-02-02,17.06,17.06,17.06,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2020-02-09,17.26,17.26,17.26,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2020-02-16,17.15,17.15,17.15,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2020-02-23,15.17,15.17,15.17,0.0,0.0,15.26,15.26,15.26,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.2,15.2,15.2,0.0,0.0
2020-03-01,15.44,15.44,15.44,0.0,0.0,15.44,15.44,15.44,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.3,15.3,15.3,0.0,0.0
2020-03-08,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2020-03-15,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2020-03-22,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2020-03-29,8.43,8.43,8.43,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2020-04-05,10.71,10.71,10.71,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.53,10.53,10.53,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2020-04-12,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2020-04-19,10.29,10.29,10.29,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2020-04-26,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2020-05-03,10.97,10.97,10.97,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2020-05-10,10.35,10.35,10.35,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.31,10.31,10.31,0.0,0.0,10.46,10.46,10.46,0.0,0.0
2020-05-17,11.22,11.22,11.22,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2020-05-24,11.57,11.57,11.57,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2020-05-31,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2020-06-07,12.13,12.13,12.13,0.0,0.0,12.23,12.23,12.23,0.0,0.0,11.89,11.89,11.89,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2020-06-14,12.25,12.25,12.25,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.02,12.02,12.02,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2020-06-21,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2020-06-28,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2020-07-05,11.73,11.73,11.73,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0
