Date,ProShares UltraShort Basic MaterialsEtf_Open_average,ProShares UltraShort Basic MaterialsEtf_Open_max,ProShares UltraShort Basic MaterialsEtf_Open_min,ProShares UltraShort Basic MaterialsEtf_Open_volatility,ProShares UltraShort Basic MaterialsEtf_Open_change,ProShares UltraShort Basic MaterialsEtf_High_average,ProShares UltraShort Basic MaterialsEtf_High_max,ProShares UltraShort Basic MaterialsEtf_High_min,ProShares UltraShort Basic MaterialsEtf_High_volatility,ProShares UltraShort Basic MaterialsEtf_High_change,ProShares UltraShort Basic MaterialsEtf_Low_average,ProShares UltraShort Basic MaterialsEtf_Low_max,ProShares UltraShort Basic MaterialsEtf_Low_min,ProShares UltraShort Basic MaterialsEtf_Low_volatility,ProShares UltraShort Basic MaterialsEtf_Low_change,ProShares UltraShort Basic MaterialsEtf_Close_average,ProShares UltraShort Basic MaterialsEtf_Close_max,ProShares UltraShort Basic MaterialsEtf_Close_min,ProShares UltraShort Basic MaterialsEtf_Close_volatility,ProShares UltraShort Basic MaterialsEtf_Close_change
2019-02-17,27.77,27.77,27.77,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-02-24,28.01,28.01,28.01,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-03-03,29.76,29.76,29.76,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-03-10,28.22,28.22,28.22,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-03-17,28.77,28.77,28.77,0.0,0.0,29.55,29.55,29.55,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-03-24,28.9,28.9,28.9,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-03-31,25.97,25.97,25.97,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-04-07,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-04-14,25.99,25.99,25.99,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-04-21,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-04-28,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-05-05,30.31,30.31,30.31,0.0,0.0,30.65,30.65,30.65,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-05-12,30.32,30.32,30.32,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-05-19,31.35,31.35,31.35,0.0,0.0,31.7,31.7,31.7,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-05-26,32.83,32.83,32.83,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-06-02,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-06-09,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-06-16,26.61,26.61,26.61,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-06-23,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-06-30,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-07-07,26.26,26.26,26.26,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-07-14,25.84,25.84,25.84,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-07-21,26.0,26.0,26.0,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-07-28,27.38,27.38,27.38,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-08-04,27.24,27.24,27.24,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-08-11,29.75,29.75,29.75,0.0,0.0,29.78,29.78,29.78,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-08-18,29.81,29.81,29.81,0.0,0.0,30.91,30.91,30.91,0.0,0.0,29.35,29.35,29.35,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-08-25,28.42,28.42,28.42,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-09-01,27.68,27.68,27.68,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-09-08,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-09-15,25.87,25.87,25.87,0.0,0.0,26.28,26.28,26.28,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-09-22,26.53,26.53,26.53,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.53,26.53,26.53,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-09-29,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-10-06,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-10-13,26.99,26.99,26.99,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-10-20,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-10-27,25.88,25.88,25.88,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-11-03,24.26,24.26,24.26,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-11-10,24.0,24.0,24.0,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-11-17,25.05,25.05,25.05,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-11-24,24.68,24.68,24.68,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-12-01,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-12-08,23.56,23.56,23.56,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.46,23.46,23.46,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-12-15,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-12-22,23.15,23.15,23.15,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-12-29,23.96,23.96,23.96,0.0,0.0,24.39,24.39,24.39,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2020-01-05,24.29,24.29,24.29,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2020-01-12,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2020-01-19,24.77,24.77,24.77,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2020-01-26,26.53,26.53,26.53,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2020-02-02,24.8,24.8,24.8,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2020-02-09,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2020-02-16,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2020-02-23,32.33,32.33,32.33,0.0,0.0,33.3,33.3,33.3,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2020-03-01,30.55,30.55,30.55,0.0,0.0,31.69,31.69,31.69,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2020-03-08,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2020-03-15,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2020-03-22,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2020-03-29,36.51,36.51,36.51,0.0,0.0,38.84,38.84,38.84,0.0,0.0,36.5,36.5,36.5,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2020-04-05,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2020-04-12,26.72,26.72,26.72,0.0,0.0,27.92,27.92,27.92,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2020-04-19,26.76,26.76,26.76,0.0,0.0,26.79,26.79,26.79,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2020-04-26,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2020-05-03,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2020-05-10,24.74,24.74,24.74,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2020-05-17,21.96,21.96,21.96,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2020-05-24,20.23,20.23,20.23,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2020-05-31,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2020-06-07,20.32,20.32,20.32,0.0,0.0,20.43,20.43,20.43,0.0,0.0,18.71,18.71,18.71,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2020-06-14,19.16,19.16,19.16,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2020-06-21,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2020-06-28,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2020-07-05,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0
