Date,iShares Emerging Markets Local Currency BondEtf_Open_average,iShares Emerging Markets Local Currency BondEtf_Open_max,iShares Emerging Markets Local Currency BondEtf_Open_min,iShares Emerging Markets Local Currency BondEtf_Open_volatility,iShares Emerging Markets Local Currency BondEtf_Open_change,iShares Emerging Markets Local Currency BondEtf_High_average,iShares Emerging Markets Local Currency BondEtf_High_max,iShares Emerging Markets Local Currency BondEtf_High_min,iShares Emerging Markets Local Currency BondEtf_High_volatility,iShares Emerging Markets Local Currency BondEtf_High_change,iShares Emerging Markets Local Currency BondEtf_Low_average,iShares Emerging Markets Local Currency BondEtf_Low_max,iShares Emerging Markets Local Currency BondEtf_Low_min,iShares Emerging Markets Local Currency BondEtf_Low_volatility,iShares Emerging Markets Local Currency BondEtf_Low_change,iShares Emerging Markets Local Currency BondEtf_Close_average,iShares Emerging Markets Local Currency BondEtf_Close_max,iShares Emerging Markets Local Currency BondEtf_Close_min,iShares Emerging Markets Local Currency BondEtf_Close_volatility,iShares Emerging Markets Local Currency BondEtf_Close_change
2018-03-25,50.23,50.23,50.23,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-04-01,50.05,50.05,50.05,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-04-08,50.07,50.07,50.07,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2018-04-15,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-04-22,48.92,48.92,48.92,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-04-29,47.86,47.86,47.86,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-05-06,47.65,47.65,47.65,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-05-13,45.8,45.8,45.8,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2018-05-20,46.25,46.25,46.25,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2018-05-27,45.88,45.88,45.88,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2018-06-03,45.4,45.4,45.4,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2018-06-10,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2018-06-17,44.75,44.75,44.75,0.0,0.0,44.96,44.96,44.96,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2018-06-24,44.56,44.56,44.56,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-07-01,44.66,44.66,44.66,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2018-07-08,44.77,44.77,44.77,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2018-07-15,44.91,44.91,44.91,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2018-07-22,45.37,45.37,45.37,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2018-07-29,45.17,45.17,45.17,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2018-08-05,43.55,43.55,43.55,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2018-08-12,43.01,43.01,43.01,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2018-08-19,43.25,43.25,43.25,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-08-26,42.15,42.15,42.15,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-09-02,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2018-09-09,42.23,42.23,42.23,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-09-16,42.84,42.84,42.84,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-09-23,43.0,43.0,43.0,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2018-09-30,42.96,42.96,42.96,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2018-10-07,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-10-14,43.83,43.83,43.83,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2018-10-21,43.55,43.55,43.55,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-10-28,43.87,43.87,43.87,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2018-11-04,43.65,43.65,43.65,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2018-11-11,44.0,44.0,44.0,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2018-11-18,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2018-11-25,44.2,44.2,44.2,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-12-02,44.21,44.21,44.21,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2018-12-09,43.88,43.88,43.88,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2018-12-16,42.8,42.8,42.8,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2018-12-23,42.95,42.95,42.95,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2018-12-30,43.4,43.4,43.4,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-01-06,44.25,44.25,44.25,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-01-13,44.39,44.39,44.39,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2019-01-20,44.43,44.43,44.43,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2019-01-27,45.28,45.28,45.28,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-02-03,45.01,45.01,45.01,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-02-10,44.64,44.64,44.64,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-02-17,44.93,44.93,44.93,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2019-02-24,44.79,44.79,44.79,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-03-03,44.18,44.18,44.18,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2019-03-10,44.45,44.45,44.45,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2019-03-17,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.25,44.25,44.25,0.0,0.0
2019-03-24,43.76,43.76,43.76,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-03-31,44.44,44.44,44.44,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-04-07,44.67,44.67,44.67,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-04-14,44.58,44.58,44.58,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.56,44.56,44.56,0.0,0.0
2019-04-21,43.98,43.98,43.98,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-04-28,43.67,43.67,43.67,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-05-05,43.5,43.5,43.5,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-05-12,43.05,43.05,43.05,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2019-05-19,43.26,43.26,43.26,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2019-05-26,43.35,43.35,43.35,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-06-02,44.23,44.23,44.23,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2019-06-09,44.85,44.85,44.85,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-06-16,45.88,45.88,45.88,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-06-23,46.27,46.27,46.27,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-06-30,46.39,46.39,46.39,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2019-07-07,46.57,46.57,46.57,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-07-14,46.87,46.87,46.87,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-07-21,46.83,46.83,46.83,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2019-07-28,46.11,46.11,46.11,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-08-04,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-08-11,44.63,44.63,44.63,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-08-18,44.43,44.43,44.43,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2019-08-25,43.8,43.8,43.8,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-09-01,44.69,44.69,44.69,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-09-08,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.55,44.55,44.55,0.0,0.0
2019-09-15,44.52,44.52,44.52,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-09-22,44.44,44.44,44.44,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-09-29,44.9,44.9,44.9,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-10-06,45.3,45.3,45.3,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-10-13,45.29,45.29,45.29,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2019-10-20,45.72,45.72,45.72,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.64,45.64,45.64,0.0,0.0
2019-10-27,45.84,45.84,45.84,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2019-11-03,45.35,45.35,45.35,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-11-10,44.83,44.83,44.83,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2019-11-17,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2019-11-24,44.29,44.29,44.29,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-12-01,44.59,44.59,44.59,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-12-08,45.12,45.12,45.12,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-12-15,43.43,43.43,43.43,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2019-12-22,43.73,43.73,43.73,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-12-29,43.83,43.83,43.83,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2020-01-05,44.0,44.0,44.0,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2020-01-12,43.89,43.89,43.89,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2020-01-19,43.99,43.99,43.99,0.0,0.0,44.05,44.05,44.05,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2020-01-26,43.49,43.49,43.49,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2020-02-02,43.54,43.54,43.54,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2020-02-09,43.71,43.71,43.71,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2020-02-16,43.17,43.17,43.17,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2020-02-23,42.14,42.14,42.14,0.0,0.0,42.52,42.52,42.52,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2020-03-01,42.5,42.5,42.5,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2020-03-08,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2020-03-15,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2020-03-22,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2020-03-29,36.15,36.15,36.15,0.0,0.0,36.44,36.44,36.44,0.0,0.0,35.82,35.82,35.82,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2020-04-05,37.23,37.23,37.23,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2020-04-12,37.72,37.72,37.72,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2020-04-19,37.08,37.08,37.08,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2020-04-26,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2020-05-03,38.15,38.15,38.15,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2020-05-10,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2020-05-17,39.8,39.8,39.8,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2020-05-24,40.24,40.24,40.24,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2020-05-31,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2020-06-07,41.18,41.18,41.18,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2020-06-14,40.89,40.89,40.89,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2020-06-21,40.85,40.85,40.85,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2020-06-28,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2020-07-05,41.24,41.24,41.24,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0
