Date,WisdomTree SmallCap DividendEtf_Open_average,WisdomTree SmallCap DividendEtf_Open_max,WisdomTree SmallCap DividendEtf_Open_min,WisdomTree SmallCap DividendEtf_Open_volatility,WisdomTree SmallCap DividendEtf_Open_change,WisdomTree SmallCap DividendEtf_High_average,WisdomTree SmallCap DividendEtf_High_max,WisdomTree SmallCap DividendEtf_High_min,WisdomTree SmallCap DividendEtf_High_volatility,WisdomTree SmallCap DividendEtf_High_change,WisdomTree SmallCap DividendEtf_Low_average,WisdomTree SmallCap DividendEtf_Low_max,WisdomTree SmallCap DividendEtf_Low_min,WisdomTree SmallCap DividendEtf_Low_volatility,WisdomTree SmallCap DividendEtf_Low_change,WisdomTree SmallCap DividendEtf_Close_average,WisdomTree SmallCap DividendEtf_Close_max,WisdomTree SmallCap DividendEtf_Close_min,WisdomTree SmallCap DividendEtf_Close_volatility,WisdomTree SmallCap DividendEtf_Close_change
2018-05-13,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2018-05-20,29.09,29.09,29.09,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-05-27,29.28,29.28,29.28,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-06-03,29.83,29.83,29.83,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-06-10,29.83,29.83,29.83,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-06-17,30.42,30.42,30.42,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-06-24,29.81,29.81,29.81,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-07-01,30.32,30.32,30.32,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-07-08,30.16,30.16,30.16,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-07-15,30.18,30.18,30.18,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-07-22,30.04,30.04,30.04,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-07-29,29.87,29.87,29.87,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-08-05,29.8,29.8,29.8,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-08-12,30.04,30.04,30.04,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-08-19,30.56,30.56,30.56,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-08-26,30.32,30.32,30.32,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-09-02,30.23,30.23,30.23,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-09-09,30.18,30.18,30.18,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-09-16,30.33,30.33,30.33,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2018-09-23,29.54,29.54,29.54,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-09-30,29.04,29.04,29.04,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-10-07,28.04,28.04,28.04,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-10-14,28.0,28.0,28.0,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-10-21,27.03,27.03,27.03,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-10-28,27.82,27.82,27.82,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-11-04,28.39,28.39,28.39,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-11-11,27.61,27.61,27.61,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-11-18,27.09,27.09,27.09,0.0,0.0,27.38,27.38,27.38,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-11-25,27.62,27.62,27.62,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-12-02,26.96,26.96,26.96,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-12-09,26.11,26.11,26.11,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-12-16,24.57,24.57,24.57,0.0,0.0,24.81,24.81,24.81,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-12-23,24.36,24.36,24.36,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-12-30,24.83,24.83,24.83,0.0,0.0,25.45,25.45,25.45,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-01-06,26.4,26.4,26.4,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-01-13,27.02,27.02,27.02,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-01-20,26.99,26.99,26.99,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-01-27,27.28,27.28,27.28,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-02-03,27.2,27.2,27.2,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2019-02-10,28.04,28.04,28.04,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-02-17,28.65,28.65,28.65,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-02-24,28.54,28.54,28.54,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-03,27.38,27.38,27.38,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-03-10,27.66,27.66,27.66,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-03-17,27.49,27.49,27.49,0.0,0.0,27.54,27.54,27.54,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-03-24,27.69,27.69,27.69,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-03-31,28.19,28.19,28.19,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-04-07,28.45,28.45,28.45,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-04-14,28.38,28.38,28.38,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-04-21,27.88,27.88,27.88,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-04-28,27.95,27.95,27.95,0.0,0.0,28.38,28.38,28.38,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-05-05,27.61,27.61,27.61,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-05-12,27.34,27.34,27.34,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-05-19,26.63,26.63,26.63,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-05-26,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2019-06-02,26.41,26.41,26.41,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-06-09,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-06-16,27.06,27.06,27.06,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-06-23,26.83,26.83,26.83,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.82,26.82,26.82,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-06-30,27.08,27.08,27.08,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-07-07,26.9,26.9,26.9,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-07-14,26.9,26.9,26.9,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-07-21,27.03,27.03,27.03,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-07-28,26.6,26.6,26.6,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-08-04,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-08-11,25.31,25.31,25.31,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-08-18,25.89,25.89,25.89,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-08-25,26.0,26.0,26.0,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-09-01,26.4,26.4,26.4,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-09-08,27.84,27.84,27.84,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-09-15,27.5,27.5,27.5,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-09-22,27.42,27.42,27.42,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-09-29,26.58,26.58,26.58,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-10-06,26.81,26.81,26.81,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-10-13,27.23,27.23,27.23,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-10-20,27.64,27.64,27.64,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-10-27,27.86,27.86,27.86,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-11-03,28.21,28.21,28.21,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-11-10,28.17,28.17,28.17,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-11-17,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-11-24,28.39,28.39,28.39,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-12-01,28.35,28.35,28.35,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-12-08,28.46,28.46,28.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-12-15,28.76,28.76,28.76,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2019-12-22,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-12-29,28.31,28.31,28.31,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2020-01-05,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2020-01-12,28.91,28.91,28.91,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2020-01-19,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2020-01-26,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2020-02-02,27.57,27.57,27.57,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2020-02-09,27.82,27.82,27.82,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2020-02-16,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2020-02-23,23.79,23.79,23.79,0.0,0.0,24.26,24.26,24.26,0.0,0.0,23.61,23.61,23.61,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2020-03-01,23.13,23.13,23.13,0.0,0.0,23.66,23.66,23.66,0.0,0.0,22.93,22.93,22.93,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2020-03-08,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2020-03-15,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2020-03-22,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2020-03-29,16.99,16.99,16.99,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2020-04-05,19.0,19.0,19.0,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2020-04-12,18.52,18.52,18.52,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2020-04-19,18.62,18.62,18.62,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2020-04-26,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2020-05-03,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2020-05-10,18.01,18.01,18.01,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2020-05-17,19.69,19.69,19.69,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.71,19.71,19.71,0.0,0.0
2020-05-24,20.62,20.62,20.62,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2020-05-31,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2020-06-07,21.09,21.09,21.09,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2020-06-14,21.62,21.62,21.62,0.0,0.0,21.71,21.71,21.71,0.0,0.0,20.88,20.88,20.88,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2020-06-21,20.56,20.56,20.56,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2020-06-28,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2020-07-05,20.85,20.85,20.85,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.66,20.66,20.66,0.0,0.0
