Date,DeltaShares S&P 500 Managed RiskEtf_Open_average,DeltaShares S&P 500 Managed RiskEtf_Open_max,DeltaShares S&P 500 Managed RiskEtf_Open_min,DeltaShares S&P 500 Managed RiskEtf_Open_volatility,DeltaShares S&P 500 Managed RiskEtf_Open_change,DeltaShares S&P 500 Managed RiskEtf_High_average,DeltaShares S&P 500 Managed RiskEtf_High_max,DeltaShares S&P 500 Managed RiskEtf_High_min,DeltaShares S&P 500 Managed RiskEtf_High_volatility,DeltaShares S&P 500 Managed RiskEtf_High_change,DeltaShares S&P 500 Managed RiskEtf_Low_average,DeltaShares S&P 500 Managed RiskEtf_Low_max,DeltaShares S&P 500 Managed RiskEtf_Low_min,DeltaShares S&P 500 Managed RiskEtf_Low_volatility,DeltaShares S&P 500 Managed RiskEtf_Low_change,DeltaShares S&P 500 Managed RiskEtf_Close_average,DeltaShares S&P 500 Managed RiskEtf_Close_max,DeltaShares S&P 500 Managed RiskEtf_Close_min,DeltaShares S&P 500 Managed RiskEtf_Close_volatility,DeltaShares S&P 500 Managed RiskEtf_Close_change
2018-04-01,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-04-08,53.1,53.1,53.1,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-04-15,53.37,53.37,53.37,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2018-04-22,53.54,53.54,53.54,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-04-29,52.84,52.84,52.84,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2018-05-06,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2018-05-13,53.93,53.93,53.93,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-05-20,54.07,54.07,54.07,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2018-05-27,54.27,54.27,54.27,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2018-06-03,55.26,55.26,55.26,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2018-06-10,55.1,55.1,55.1,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2018-06-17,54.55,54.55,54.55,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2018-06-24,54.15,54.15,54.15,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-07-01,54.38,54.38,54.38,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-07-08,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2018-07-15,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-07-22,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2018-07-29,56.31,56.31,56.31,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-08-05,56.38,56.38,56.38,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2018-08-12,56.37,56.37,56.37,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-08-19,56.91,56.91,56.91,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2018-08-26,57.63,57.63,57.63,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2018-09-02,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2018-09-09,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2018-09-16,58.61,58.61,58.61,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-09-23,57.6,57.6,57.6,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-09-30,57.51,57.51,57.51,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.02,57.02,57.02,0.0,0.0,57.17,57.17,57.17,0.0,0.0
2018-10-07,55.01,55.01,55.01,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-10-14,54.73,54.73,54.73,0.0,0.0,55.34,55.34,55.34,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-10-21,53.29,53.29,53.29,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2018-10-28,54.12,54.12,54.12,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2018-11-04,54.61,54.61,54.61,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-11-11,54.06,54.06,54.06,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-11-18,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-11-25,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2018-12-02,53.7,53.7,53.7,0.0,0.0,53.7,53.7,53.7,0.0,0.0,52.79,52.79,52.79,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2018-12-09,52.89,52.89,52.89,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-12-16,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-12-23,51.06,51.06,51.06,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-12-30,51.52,51.52,51.52,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-01-06,52.0,52.0,52.0,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-01-13,52.5,52.5,52.5,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-01-20,52.65,52.65,52.65,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-01-27,53.41,53.41,53.41,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2019-02-03,53.09,53.09,53.09,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-02-10,54.14,54.14,54.14,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-02-17,54.32,54.32,54.32,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-02-24,54.71,54.71,54.71,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-03-03,53.61,53.61,53.61,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2019-03-10,54.92,54.92,54.92,0.0,0.0,55.23,55.23,55.23,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-03-17,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-03-24,54.83,54.83,54.83,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-03-31,56.06,56.06,56.06,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-04-07,56.39,56.39,56.39,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-04-14,56.33,56.33,56.33,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2019-04-21,56.74,56.74,56.74,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.95,56.95,56.95,0.0,0.0
2019-04-28,56.92,56.92,56.92,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-05-05,55.38,55.38,55.38,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2019-05-12,55.76,55.76,55.76,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-05-19,55.0,55.0,55.0,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-05-26,53.54,53.54,53.54,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2019-06-02,55.75,55.75,55.75,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-06-09,55.84,55.84,55.84,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-06-16,57.32,57.32,57.32,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-06-23,56.56,56.56,56.56,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-06-30,57.68,57.68,57.68,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-07-07,58.08,58.08,58.08,0.0,0.0,58.23,58.23,58.23,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-07-14,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2019-07-21,58.24,58.24,58.24,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2019-07-28,56.53,56.53,56.53,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2019-08-04,56.42,56.42,56.42,0.0,0.0,56.44,56.44,56.44,0.0,0.0,55.29,55.29,55.29,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-08-11,55.62,55.62,55.62,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.52,55.52,55.52,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2019-08-18,55.75,55.75,55.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-08-25,56.61,56.61,56.61,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-09-01,57.24,57.24,57.24,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2019-09-08,57.48,57.48,57.48,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-09-15,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0
2019-09-22,57.0,57.0,57.0,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-09-29,56.12,56.12,56.12,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-10-06,56.46,56.46,56.46,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-10-13,57.21,57.21,57.21,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-10-20,57.44,57.44,57.44,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2019-10-27,58.39,58.39,58.39,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2019-11-03,58.84,58.84,58.84,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2019-11-10,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-11-17,59.23,59.23,59.23,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-11-24,59.74,59.74,59.74,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2019-12-01,59.81,59.81,59.81,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2019-12-08,60.21,60.21,60.21,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-12-15,61.6,61.6,61.6,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-12-22,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2019-12-29,61.91,61.91,61.91,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2020-01-05,62.47,62.47,62.47,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2020-01-12,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2020-01-19,63.61,63.61,63.61,0.0,0.0,63.61,63.61,63.61,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2020-01-26,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2020-02-02,63.81,63.81,63.81,0.0,0.0,63.92,63.92,63.92,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.9,62.9,62.9,0.0,0.0
2020-02-09,64.63,64.63,64.63,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2020-02-16,63.37,63.37,63.37,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2020-02-23,56.13,56.13,56.13,0.0,0.0,56.31,56.31,56.31,0.0,0.0,55.79,55.79,55.79,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-03-01,57.02,57.02,57.02,0.0,0.0,58.16,58.16,58.16,0.0,0.0,51.95,51.95,51.95,0.0,0.0,58.02,58.02,58.02,0.0,0.0
2020-03-08,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2020-03-15,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2020-03-22,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2020-03-29,54.84,54.84,54.84,0.0,0.0,58.33,58.33,58.33,0.0,0.0,54.25,54.25,54.25,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2020-04-05,55.79,55.79,55.79,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2020-04-12,56.44,56.44,56.44,0.0,0.0,56.44,56.44,56.44,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2020-04-19,55.88,55.88,55.88,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2020-04-26,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2020-05-03,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2020-05-10,56.3,56.3,56.3,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2020-05-17,56.88,56.88,56.88,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2020-05-24,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2020-05-31,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2020-06-07,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2020-06-14,57.76,57.76,57.76,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2020-06-21,57.09,57.09,57.09,0.0,0.0,57.29,57.29,57.29,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2020-06-28,57.33,57.33,57.33,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2020-07-05,57.25,57.25,57.25,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.68,57.68,57.68,0.0,0.0
