Date,Principal MillennialsEtf_Open_average,Principal MillennialsEtf_Open_max,Principal MillennialsEtf_Open_min,Principal MillennialsEtf_Open_volatility,Principal MillennialsEtf_Open_change,Principal MillennialsEtf_High_average,Principal MillennialsEtf_High_max,Principal MillennialsEtf_High_min,Principal MillennialsEtf_High_volatility,Principal MillennialsEtf_High_change,Principal MillennialsEtf_Low_average,Principal MillennialsEtf_Low_max,Principal MillennialsEtf_Low_min,Principal MillennialsEtf_Low_volatility,Principal MillennialsEtf_Low_change,Principal MillennialsEtf_Close_average,Principal MillennialsEtf_Close_max,Principal MillennialsEtf_Close_min,Principal MillennialsEtf_Close_volatility,Principal MillennialsEtf_Close_change
2018-04-08,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-04-15,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2018-04-22,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-04-29,34.81,34.81,34.81,0.0,0.0,35.29,35.29,35.29,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2018-05-06,36.04,36.04,36.04,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-05-13,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2018-05-20,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-05-27,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-06-03,37.7,37.7,37.7,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-06-10,38.45,38.45,38.45,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2018-06-17,38.13,38.13,38.13,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-06-24,36.98,36.98,36.98,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-07-01,37.0,37.0,37.0,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.52,37.52,37.52,0.0,0.0
2018-07-08,37.51,37.51,37.51,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-07-15,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2018-07-22,38.16,38.16,38.16,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-07-29,36.62,36.62,36.62,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.61,36.61,36.61,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-08-05,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2018-08-12,37.17,37.17,37.17,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-08-19,38.46,38.46,38.46,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-08-26,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2018-09-02,38.18,38.18,38.18,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-09-09,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2018-09-16,38.61,38.61,38.61,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2018-09-23,38.47,38.47,38.47,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-09-30,37.36,37.36,37.36,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-10-07,35.34,35.34,35.34,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2018-10-14,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,34.91,34.91,34.91,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-10-21,33.75,33.75,33.75,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-10-28,35.63,35.63,35.63,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-11-04,34.91,34.91,34.91,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-11-11,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-11-18,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-11-25,33.77,33.77,33.77,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-12-02,33.18,33.18,33.18,0.0,0.0,33.51,33.51,33.51,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-12-09,31.77,31.77,31.77,0.0,0.0,32.39,32.39,32.39,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2018-12-16,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-12-23,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-12-30,31.53,31.53,31.53,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-01-06,33.16,33.16,33.16,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-01-13,34.03,34.03,34.03,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-01-20,34.43,34.43,34.43,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-01-27,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-02-03,34.18,34.18,34.18,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-02-10,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-02-17,35.6,35.6,35.6,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-02-24,36.49,36.49,36.49,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-03-03,35.47,35.47,35.47,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-03-10,36.48,36.48,36.48,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-03-17,36.88,36.88,36.88,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-03-24,37.1,37.1,37.1,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-03-31,37.6,37.6,37.6,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-04-07,38.27,38.27,38.27,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-04-14,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2019-04-21,38.8,38.8,38.8,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2019-04-28,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-05-05,38.24,38.24,38.24,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-05-12,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-05-19,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-05-26,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-06-02,37.0,37.0,37.0,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-06-09,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-06-16,38.31,38.31,38.31,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-06-23,38.25,38.25,38.25,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-06-30,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-07-07,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-07-14,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-07-21,39.46,39.46,39.46,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-07-28,38.04,38.04,38.04,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2019-08-04,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-08-11,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-08-18,38.36,38.36,38.36,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-08-25,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-09-01,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-09-08,39.06,39.06,39.06,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-09-15,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.42,38.42,38.42,0.0,0.0
2019-09-22,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-09-29,37.36,37.36,37.36,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-10-06,38.27,38.27,38.27,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2019-10-13,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-10-20,38.68,38.68,38.68,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-10-27,39.27,39.27,39.27,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-11-03,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-11-10,39.2,39.2,39.2,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-11-17,39.31,39.31,39.31,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-11-24,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-12-01,40.01,40.01,40.01,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2019-12-08,40.3,40.3,40.3,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2019-12-15,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2019-12-22,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-12-29,41.86,41.86,41.86,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2020-01-05,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2020-01-12,43.75,43.75,43.75,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2020-01-19,43.16,43.16,43.16,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2020-01-26,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2020-02-02,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2020-02-09,43.27,43.27,43.27,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.17,43.17,43.17,0.0,0.0
2020-02-16,42.56,42.56,42.56,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2020-02-23,37.06,37.06,37.06,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2020-03-01,37.1,37.1,37.1,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2020-03-08,31.63,31.63,31.63,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2020-03-15,29.0,29.0,29.0,0.0,0.0,29.48,29.48,29.48,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2020-03-22,31.67,31.67,31.67,0.0,0.0,32.79,32.79,32.79,0.0,0.0,31.27,31.27,31.27,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2020-03-29,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2020-04-05,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2020-04-12,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2020-04-19,35.16,35.16,35.16,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2020-04-26,35.11,35.11,35.11,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2020-05-03,37.43,37.43,37.43,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2020-05-10,36.18,36.18,36.18,0.0,0.0,36.7,36.7,36.7,0.0,0.0,35.85,35.85,35.85,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2020-05-17,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2020-05-24,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2020-05-31,42.17,42.17,42.17,0.0,0.0,45.79,45.79,45.79,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2020-06-07,41.33,41.33,41.33,0.0,0.0,41.38,41.38,41.38,0.0,0.0,40.59,40.59,40.59,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2020-06-14,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2020-06-21,42.92,42.92,42.92,0.0,0.0,42.92,42.92,42.92,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2020-06-28,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2020-07-05,44.23,44.23,44.23,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0
