Date,iShares Edge US Fxd Incm Bal RskEtf_Open_average,iShares Edge US Fxd Incm Bal RskEtf_Open_max,iShares Edge US Fxd Incm Bal RskEtf_Open_min,iShares Edge US Fxd Incm Bal RskEtf_Open_volatility,iShares Edge US Fxd Incm Bal RskEtf_Open_change,iShares Edge US Fxd Incm Bal RskEtf_High_average,iShares Edge US Fxd Incm Bal RskEtf_High_max,iShares Edge US Fxd Incm Bal RskEtf_High_min,iShares Edge US Fxd Incm Bal RskEtf_High_volatility,iShares Edge US Fxd Incm Bal RskEtf_High_change,iShares Edge US Fxd Incm Bal RskEtf_Low_average,iShares Edge US Fxd Incm Bal RskEtf_Low_max,iShares Edge US Fxd Incm Bal RskEtf_Low_min,iShares Edge US Fxd Incm Bal RskEtf_Low_volatility,iShares Edge US Fxd Incm Bal RskEtf_Low_change,iShares Edge US Fxd Incm Bal RskEtf_Close_average,iShares Edge US Fxd Incm Bal RskEtf_Close_max,iShares Edge US Fxd Incm Bal RskEtf_Close_min,iShares Edge US Fxd Incm Bal RskEtf_Close_volatility,iShares Edge US Fxd Incm Bal RskEtf_Close_change
2018-04-08,97.84,97.84,97.84,0.0,0.0,97.85,97.85,97.85,0.0,0.0,97.75,97.75,97.75,0.0,0.0,97.81,97.81,97.81,0.0,0.0
2018-04-15,97.44,97.44,97.44,0.0,0.0,97.48,97.48,97.48,0.0,0.0,97.32,97.32,97.32,0.0,0.0,97.32,97.32,97.32,0.0,0.0
2018-04-22,97.15,97.15,97.15,0.0,0.0,97.35,97.35,97.35,0.0,0.0,97.14,97.14,97.14,0.0,0.0,97.3,97.3,97.3,0.0,0.0
2018-04-29,97.0,97.0,97.0,0.0,0.0,97.15,97.15,97.15,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.14,97.14,97.14,0.0,0.0
2018-05-06,97.13,97.13,97.13,0.0,0.0,97.13,97.13,97.13,0.0,0.0,96.99,96.99,96.99,0.0,0.0,97.03,97.03,97.03,0.0,0.0
2018-05-13,96.79,96.79,96.79,0.0,0.0,96.79,96.79,96.79,0.0,0.0,96.68,96.68,96.68,0.0,0.0,96.68,96.68,96.68,0.0,0.0
2018-05-20,97.35,97.35,97.35,0.0,0.0,97.36,97.36,97.36,0.0,0.0,97.06,97.06,97.06,0.0,0.0,97.06,97.06,97.06,0.0,0.0
2018-05-27,97.12,97.12,97.12,0.0,0.0,97.19,97.19,97.19,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.92,96.92,96.92,0.0,0.0
2018-06-03,96.76,96.76,96.76,0.0,0.0,97.01,97.01,97.01,0.0,0.0,96.76,96.76,96.76,0.0,0.0,96.91,96.91,96.91,0.0,0.0
2018-06-10,97.0,97.0,97.0,0.0,0.0,97.24,97.24,97.24,0.0,0.0,96.95,96.95,96.95,0.0,0.0,96.95,96.95,96.95,0.0,0.0
2018-06-17,97.17,97.17,97.17,0.0,0.0,97.17,97.17,97.17,0.0,0.0,96.95,96.95,96.95,0.0,0.0,96.96,96.96,96.96,0.0,0.0
2018-06-24,96.95,96.95,96.95,0.0,0.0,97.2,97.2,97.2,0.0,0.0,96.94,96.94,96.94,0.0,0.0,97.01,97.01,97.01,0.0,0.0
2018-07-01,96.96,96.96,96.96,0.0,0.0,96.96,96.96,96.96,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.83,96.83,96.83,0.0,0.0
2018-07-08,97.06,97.06,97.06,0.0,0.0,97.23,97.23,97.23,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.13,97.13,97.13,0.0,0.0
2018-07-15,97.33,97.33,97.33,0.0,0.0,97.33,97.33,97.33,0.0,0.0,97.12,97.12,97.12,0.0,0.0,97.2,97.2,97.2,0.0,0.0
2018-07-22,97.31,97.31,97.31,0.0,0.0,97.32,97.32,97.32,0.0,0.0,97.1,97.1,97.1,0.0,0.0,97.31,97.31,97.31,0.0,0.0
2018-07-29,97.15,97.15,97.15,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2018-08-05,97.43,97.43,97.43,0.0,0.0,97.57,97.57,97.57,0.0,0.0,97.2,97.2,97.2,0.0,0.0,97.48,97.48,97.48,0.0,0.0
2018-08-12,97.63,97.63,97.63,0.0,0.0,97.7,97.7,97.7,0.0,0.0,97.54,97.54,97.54,0.0,0.0,97.59,97.59,97.59,0.0,0.0
2018-08-19,97.61,97.61,97.61,0.0,0.0,97.79,97.79,97.79,0.0,0.0,97.61,97.61,97.61,0.0,0.0,97.65,97.65,97.65,0.0,0.0
2018-08-26,97.63,97.63,97.63,0.0,0.0,97.88,97.88,97.88,0.0,0.0,97.62,97.62,97.62,0.0,0.0,97.76,97.76,97.76,0.0,0.0
2018-09-02,97.16,97.16,97.16,0.0,0.0,97.27,97.27,97.27,0.0,0.0,97.06,97.06,97.06,0.0,0.0,97.25,97.25,97.25,0.0,0.0
2018-09-09,97.22,97.22,97.22,0.0,0.0,97.25,97.25,97.25,0.0,0.0,97.04,97.04,97.04,0.0,0.0,97.16,97.16,97.16,0.0,0.0
2018-09-16,96.89,96.89,96.89,0.0,0.0,97.06,97.06,97.06,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2018-09-23,97.23,97.23,97.23,0.0,0.0,97.23,97.23,97.23,0.0,0.0,97.06,97.06,97.06,0.0,0.0,97.12,97.12,97.12,0.0,0.0
2018-09-30,96.34,96.34,96.34,0.0,0.0,96.34,96.34,96.34,0.0,0.0,96.01,96.01,96.01,0.0,0.0,96.2,96.2,96.2,0.0,0.0
2018-10-07,96.18,96.18,96.18,0.0,0.0,96.41,96.41,96.41,0.0,0.0,96.17,96.17,96.17,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2018-10-14,96.21,96.21,96.21,0.0,0.0,96.28,96.28,96.28,0.0,0.0,95.89,95.89,95.89,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2018-10-21,96.46,96.46,96.46,0.0,0.0,96.46,96.46,96.46,0.0,0.0,96.13,96.13,96.13,0.0,0.0,96.45,96.45,96.45,0.0,0.0
2018-10-28,95.91,95.91,95.91,0.0,0.0,95.91,95.91,95.91,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.66,95.66,95.66,0.0,0.0
2018-11-04,95.92,95.92,95.92,0.0,0.0,95.94,95.94,95.94,0.0,0.0,95.65,95.65,95.65,0.0,0.0,95.87,95.87,95.87,0.0,0.0
2018-11-11,95.56,95.56,95.56,0.0,0.0,95.82,95.82,95.82,0.0,0.0,95.49,95.49,95.49,0.0,0.0,95.82,95.82,95.82,0.0,0.0
2018-11-18,95.65,95.65,95.65,0.0,0.0,95.65,95.65,95.65,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2018-11-25,95.63,95.63,95.63,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.49,95.49,95.49,0.0,0.0,95.58,95.58,95.58,0.0,0.0
2018-12-02,95.7,95.7,95.7,0.0,0.0,95.7,95.7,95.7,0.0,0.0,95.45,95.45,95.45,0.0,0.0,95.54,95.54,95.54,0.0,0.0
2018-12-09,95.78,95.78,95.78,0.0,0.0,95.9,95.9,95.9,0.0,0.0,95.67,95.67,95.67,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2018-12-16,95.22,95.22,95.22,0.0,0.0,95.22,95.22,95.22,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2018-12-23,95.12,95.12,95.12,0.0,0.0,95.41,95.41,95.41,0.0,0.0,95.11,95.11,95.11,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2018-12-30,96.06,96.06,96.06,0.0,0.0,96.16,96.16,96.16,0.0,0.0,95.84,95.84,95.84,0.0,0.0,96.02,96.02,96.02,0.0,0.0
2019-01-06,96.74,96.74,96.74,0.0,0.0,96.75,96.75,96.75,0.0,0.0,96.43,96.43,96.43,0.0,0.0,96.75,96.75,96.75,0.0,0.0
2019-01-13,96.69,96.69,96.69,0.0,0.0,97.03,97.03,97.03,0.0,0.0,96.69,96.69,96.69,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2019-01-20,97.09,97.09,97.09,0.0,0.0,97.09,97.09,97.09,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.78,96.78,96.78,0.0,0.0
2019-01-27,97.44,97.44,97.44,0.0,0.0,97.49,97.49,97.49,0.0,0.0,97.18,97.18,97.18,0.0,0.0,97.2,97.2,97.2,0.0,0.0
2019-02-03,97.68,97.68,97.68,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.57,97.57,97.57,0.0,0.0
2019-02-10,97.72,97.72,97.72,0.0,0.0,97.81,97.81,97.81,0.0,0.0,97.53,97.53,97.53,0.0,0.0,97.58,97.58,97.58,0.0,0.0
2019-02-17,97.68,97.68,97.68,0.0,0.0,98.0,98.0,98.0,0.0,0.0,97.68,97.68,97.68,0.0,0.0,97.9,97.9,97.9,0.0,0.0
2019-02-24,97.73,97.73,97.73,0.0,0.0,97.73,97.73,97.73,0.0,0.0,97.46,97.46,97.46,0.0,0.0,97.59,97.59,97.59,0.0,0.0
2019-03-03,97.96,97.96,97.96,0.0,0.0,98.05,98.05,98.05,0.0,0.0,97.95,97.95,97.95,0.0,0.0,98.0,98.0,98.0,0.0,0.0
2019-03-10,98.58,98.58,98.58,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.45,98.45,98.45,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2019-03-17,99.01,99.01,99.01,0.0,0.0,99.2,99.2,99.2,0.0,0.0,99.01,99.01,99.01,0.0,0.0,99.2,99.2,99.2,0.0,0.0
2019-03-24,99.41,99.41,99.41,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.36,99.36,99.36,0.0,0.0,99.42,99.42,99.42,0.0,0.0
2019-03-31,99.03,99.03,99.03,0.0,0.0,99.07,99.07,99.07,0.0,0.0,99.0,99.0,99.0,0.0,0.0,99.06,99.06,99.06,0.0,0.0
2019-04-07,99.38,99.38,99.38,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.18,99.18,99.18,0.0,0.0,99.32,99.32,99.32,0.0,0.0
2019-04-14,99.33,99.33,99.33,0.0,0.0,99.33,99.33,99.33,0.0,0.0,99.22,99.22,99.22,0.0,0.0,99.22,99.22,99.22,0.0,0.0
2019-04-21,99.65,99.65,99.65,0.0,0.0,99.72,99.72,99.72,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.64,99.64,99.64,0.0,0.0
2019-04-28,99.19,99.19,99.19,0.0,0.0,99.35,99.35,99.35,0.0,0.0,99.18,99.18,99.18,0.0,0.0,99.29,99.29,99.29,0.0,0.0
2019-05-05,99.44,99.44,99.44,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.3,99.3,99.3,0.0,0.0,99.51,99.51,99.51,0.0,0.0
2019-05-12,99.55,99.55,99.55,0.0,0.0,99.63,99.63,99.63,0.0,0.0,99.43,99.43,99.43,0.0,0.0,99.55,99.55,99.55,0.0,0.0
2019-05-19,99.54,99.54,99.54,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.49,99.49,99.49,0.0,0.0,99.58,99.58,99.58,0.0,0.0
2019-05-26,99.75,99.75,99.75,0.0,0.0,100.01,100.01,100.01,0.0,0.0,99.74,99.74,99.74,0.0,0.0,99.92,99.92,99.92,0.0,0.0
2019-06-02,100.13,100.13,100.13,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.09,100.09,100.09,0.0,0.0,100.16,100.16,100.16,0.0,0.0
2019-06-09,100.31,100.31,100.31,0.0,0.0,100.39,100.39,100.39,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2019-06-16,101.0,101.0,101.0,0.0,0.0,101.06,101.06,101.06,0.0,0.0,100.84,100.84,100.84,0.0,0.0,101.06,101.06,101.06,0.0,0.0
2019-06-23,101.12,101.12,101.12,0.0,0.0,101.24,101.24,101.24,0.0,0.0,100.96,100.96,100.96,0.0,0.0,100.96,100.96,100.96,0.0,0.0
2019-06-30,100.62,100.62,100.62,0.0,0.0,100.77,100.77,100.77,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.77,100.77,100.77,0.0,0.0
2019-07-07,100.68,100.68,100.68,0.0,0.0,100.89,100.89,100.89,0.0,0.0,100.68,100.68,100.68,0.0,0.0,100.81,100.81,100.81,0.0,0.0
2019-07-14,100.99,100.99,100.99,0.0,0.0,100.99,100.99,100.99,0.0,0.0,100.88,100.88,100.88,0.0,0.0,100.93,100.93,100.93,0.0,0.0
2019-07-21,101.07,101.07,101.07,0.0,0.0,101.26,101.26,101.26,0.0,0.0,101.07,101.07,101.07,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2019-07-28,101.13,101.13,101.13,0.0,0.0,101.22,101.22,101.22,0.0,0.0,101.13,101.13,101.13,0.0,0.0,101.19,101.19,101.19,0.0,0.0
2019-08-04,101.08,101.08,101.08,0.0,0.0,101.1,101.1,101.1,0.0,0.0,100.83,100.83,100.83,0.0,0.0,100.87,100.87,100.87,0.0,0.0
2019-08-11,101.02,101.02,101.02,0.0,0.0,101.02,101.02,101.02,0.0,0.0,100.85,100.85,100.85,0.0,0.0,101.01,101.01,101.01,0.0,0.0
2019-08-18,101.19,101.19,101.19,0.0,0.0,101.39,101.39,101.39,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-08-25,101.53,101.53,101.53,0.0,0.0,101.63,101.63,101.63,0.0,0.0,101.48,101.48,101.48,0.0,0.0,101.63,101.63,101.63,0.0,0.0
2019-09-01,101.36,101.36,101.36,0.0,0.0,101.4,101.4,101.4,0.0,0.0,101.28,101.28,101.28,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2019-09-08,100.9,100.9,100.9,0.0,0.0,100.96,100.96,100.96,0.0,0.0,100.68,100.68,100.68,0.0,0.0,100.82,100.82,100.82,0.0,0.0
2019-09-15,101.21,101.21,101.21,0.0,0.0,101.27,101.27,101.27,0.0,0.0,101.07,101.07,101.07,0.0,0.0,101.27,101.27,101.27,0.0,0.0
2019-09-22,101.19,101.19,101.19,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.2,101.2,101.2,0.0,0.0
2019-09-29,101.42,101.42,101.42,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.29,101.29,101.29,0.0,0.0,101.36,101.36,101.36,0.0,0.0
2019-10-06,101.01,101.01,101.01,0.0,0.0,101.07,101.07,101.07,0.0,0.0,100.95,100.95,100.95,0.0,0.0,101.07,101.07,101.07,0.0,0.0
2019-10-13,101.27,101.27,101.27,0.0,0.0,101.48,101.48,101.48,0.0,0.0,101.27,101.27,101.27,0.0,0.0,101.38,101.38,101.38,0.0,0.0
2019-10-20,101.5,101.5,101.5,0.0,0.0,101.53,101.53,101.53,0.0,0.0,101.38,101.38,101.38,0.0,0.0,101.42,101.42,101.42,0.0,0.0
2019-10-27,101.4,101.4,101.4,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.22,101.22,101.22,0.0,0.0,101.35,101.35,101.35,0.0,0.0
2019-11-03,101.12,101.12,101.12,0.0,0.0,101.37,101.37,101.37,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2019-11-10,101.51,101.51,101.51,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.31,101.31,101.31,0.0,0.0,101.53,101.53,101.53,0.0,0.0
2019-11-17,101.34,101.34,101.34,0.0,0.0,101.52,101.52,101.52,0.0,0.0,101.34,101.34,101.34,0.0,0.0,101.41,101.41,101.41,0.0,0.0
2019-11-24,101.53,101.53,101.53,0.0,0.0,101.61,101.61,101.61,0.0,0.0,101.53,101.53,101.53,0.0,0.0,101.53,101.53,101.53,0.0,0.0
2019-12-01,101.44,101.44,101.44,0.0,0.0,101.49,101.49,101.49,0.0,0.0,101.36,101.36,101.36,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-12-08,101.66,101.66,101.66,0.0,0.0,101.79,101.79,101.79,0.0,0.0,101.65,101.65,101.65,0.0,0.0,101.74,101.74,101.74,0.0,0.0
2019-12-15,101.73,101.73,101.73,0.0,0.0,101.74,101.74,101.74,0.0,0.0,101.71,101.71,101.71,0.0,0.0,101.73,101.73,101.73,0.0,0.0
2019-12-22,101.8,101.8,101.8,0.0,0.0,102.02,102.02,102.02,0.0,0.0,101.8,101.8,101.8,0.0,0.0,102.0,102.0,102.0,0.0,0.0
2019-12-29,102.22,102.22,102.22,0.0,0.0,102.25,102.25,102.25,0.0,0.0,102.17,102.17,102.17,0.0,0.0,102.21,102.21,102.21,0.0,0.0
2020-01-05,102.14,102.14,102.14,0.0,0.0,102.32,102.32,102.32,0.0,0.0,102.14,102.14,102.14,0.0,0.0,102.24,102.24,102.24,0.0,0.0
2020-01-12,102.36,102.36,102.36,0.0,0.0,102.44,102.44,102.44,0.0,0.0,102.25,102.25,102.25,0.0,0.0,102.34,102.34,102.34,0.0,0.0
2020-01-19,102.46,102.46,102.46,0.0,0.0,102.55,102.55,102.55,0.0,0.0,102.39,102.39,102.39,0.0,0.0,102.43,102.43,102.43,0.0,0.0
2020-01-26,102.51,102.51,102.51,0.0,0.0,102.58,102.58,102.58,0.0,0.0,102.42,102.42,102.42,0.0,0.0,102.58,102.58,102.58,0.0,0.0
2020-02-02,102.57,102.57,102.57,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.45,102.45,102.45,0.0,0.0,102.45,102.45,102.45,0.0,0.0
2020-02-09,102.74,102.74,102.74,0.0,0.0,102.74,102.74,102.74,0.0,0.0,102.58,102.58,102.58,0.0,0.0,102.67,102.67,102.67,0.0,0.0
2020-02-16,102.81,102.81,102.81,0.0,0.0,102.81,102.81,102.81,0.0,0.0,102.63,102.63,102.63,0.0,0.0,102.75,102.75,102.75,0.0,0.0
2020-02-23,102.64,102.64,102.64,0.0,0.0,102.65,102.65,102.65,0.0,0.0,102.15,102.15,102.15,0.0,0.0,102.64,102.64,102.64,0.0,0.0
2020-03-01,102.59,102.59,102.59,0.0,0.0,102.64,102.64,102.64,0.0,0.0,102.38,102.38,102.38,0.0,0.0,102.6,102.6,102.6,0.0,0.0
2020-03-08,98.98,98.98,98.98,0.0,0.0,98.98,98.98,98.98,0.0,0.0,97.5,97.5,97.5,0.0,0.0,98.34,98.34,98.34,0.0,0.0
2020-03-15,91.64,91.64,91.64,0.0,0.0,92.29,92.29,92.29,0.0,0.0,90.78,90.78,90.78,0.0,0.0,90.89,90.89,90.89,0.0,0.0
2020-03-22,96.8,96.8,96.8,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.26,96.26,96.26,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2020-03-29,97.55,97.55,97.55,0.0,0.0,97.55,97.55,97.55,0.0,0.0,96.64,96.64,96.64,0.0,0.0,96.79,96.79,96.79,0.0,0.0
2020-04-05,100.61,100.61,100.61,0.0,0.0,100.61,100.61,100.61,0.0,0.0,99.6,99.6,99.6,0.0,0.0,99.87,99.87,99.87,0.0,0.0
2020-04-12,100.31,100.31,100.31,0.0,0.0,100.88,100.88,100.88,0.0,0.0,100.2,100.2,100.2,0.0,0.0,100.53,100.53,100.53,0.0,0.0
2020-04-19,100.1,100.1,100.1,0.0,0.0,100.32,100.32,100.32,0.0,0.0,99.69,99.69,99.69,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2020-04-26,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2020-05-03,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0,100.19,100.19,100.19,0.0,0.0
2020-05-10,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.6,99.6,99.6,0.0,0.0,99.88,99.88,99.88,0.0,0.0
2020-05-17,100.75,100.75,100.75,0.0,0.0,101.0,101.0,101.0,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.88,100.88,100.88,0.0,0.0
2020-05-24,101.22,101.22,101.22,0.0,0.0,101.57,101.57,101.57,0.0,0.0,101.06,101.06,101.06,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2020-05-31,101.7,101.7,101.7,0.0,0.0,101.7,101.7,101.7,0.0,0.0,101.7,101.7,101.7,0.0,0.0,101.7,101.7,101.7,0.0,0.0
2020-06-07,101.25,101.25,101.25,0.0,0.0,101.74,101.74,101.74,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.54,101.54,101.54,0.0,0.0
2020-06-14,101.69,101.69,101.69,0.0,0.0,101.89,101.89,101.89,0.0,0.0,101.4,101.4,101.4,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2020-06-21,101.11,101.11,101.11,0.0,0.0,101.39,101.39,101.39,0.0,0.0,101.02,101.02,101.02,0.0,0.0,101.33,101.33,101.33,0.0,0.0
2020-06-28,101.19,101.19,101.19,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.19,101.19,101.19,0.0,0.0
2020-07-05,101.2,101.2,101.2,0.0,0.0,101.42,101.42,101.42,0.0,0.0,101.2,101.2,101.2,0.0,0.0,101.42,101.42,101.42,0.0,0.0
