Date,ProShares Long Online Short StoresEtf_Open_average,ProShares Long Online Short StoresEtf_Open_max,ProShares Long Online Short StoresEtf_Open_min,ProShares Long Online Short StoresEtf_Open_volatility,ProShares Long Online Short StoresEtf_Open_change,ProShares Long Online Short StoresEtf_High_average,ProShares Long Online Short StoresEtf_High_max,ProShares Long Online Short StoresEtf_High_min,ProShares Long Online Short StoresEtf_High_volatility,ProShares Long Online Short StoresEtf_High_change,ProShares Long Online Short StoresEtf_Low_average,ProShares Long Online Short StoresEtf_Low_max,ProShares Long Online Short StoresEtf_Low_min,ProShares Long Online Short StoresEtf_Low_volatility,ProShares Long Online Short StoresEtf_Low_change,ProShares Long Online Short StoresEtf_Close_average,ProShares Long Online Short StoresEtf_Close_max,ProShares Long Online Short StoresEtf_Close_min,ProShares Long Online Short StoresEtf_Close_volatility,ProShares Long Online Short StoresEtf_Close_change
2018-11-04,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2018-11-11,42.15,42.15,42.15,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-11-18,41.15,41.15,41.15,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-11-25,44.0,44.0,44.0,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2018-12-02,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2018-12-09,44.27,44.27,44.27,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2018-12-16,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-12-23,42.39,42.39,42.39,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-12-30,42.26,42.26,42.26,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.26,42.26,42.26,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-01-06,44.5,44.5,44.5,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-01-13,45.81,45.81,45.81,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-01-20,46.52,46.52,46.52,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-01-27,47.88,47.88,47.88,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2019-02-03,47.12,47.12,47.12,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2019-02-10,47.86,47.86,47.86,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-02-17,48.2,48.2,48.2,0.0,0.0,49.24,49.24,49.24,0.0,0.0,48.2,48.2,48.2,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2019-02-24,50.17,50.17,50.17,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-03-03,49.33,49.33,49.33,0.0,0.0,50.71,50.71,50.71,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-03-10,52.0,52.0,52.0,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-03-17,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-03-24,51.38,51.38,51.38,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.52,51.52,51.52,0.0,0.0
2019-03-31,51.88,51.88,51.88,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-04-07,51.96,51.96,51.96,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-04-14,51.42,51.42,51.42,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-04-21,52.45,52.45,52.45,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-04-28,53.07,53.07,53.07,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-05-05,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2019-05-12,51.58,51.58,51.58,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-05-19,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-05-26,51.11,51.11,51.11,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-06-02,52.0,52.0,52.0,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-06-09,53.52,53.52,53.52,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-06-16,54.78,54.78,54.78,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2019-06-23,54.66,54.66,54.66,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-06-30,55.05,55.05,55.05,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-07-07,54.76,54.76,54.76,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-07-14,54.59,54.59,54.59,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-07-21,54.86,54.86,54.86,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-07-28,53.47,53.47,53.47,0.0,0.0,53.47,53.47,53.47,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2019-08-04,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-08-11,52.08,52.08,52.08,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2019-08-18,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-25,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-09-01,50.68,50.68,50.68,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-09-08,50.63,50.63,50.63,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-09-15,50.13,50.13,50.13,0.0,0.0,50.42,50.42,50.42,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-09-22,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-09-29,47.26,47.26,47.26,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-10-06,47.36,47.36,47.36,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-10-13,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0,47.79,47.79,47.79,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2019-10-20,48.76,48.76,48.76,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2019-10-27,47.21,47.21,47.21,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2019-11-03,47.05,47.05,47.05,0.0,0.0,47.11,47.11,47.11,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2019-11-10,46.84,46.84,46.84,0.0,0.0,47.25,47.25,47.25,0.0,0.0,46.84,46.84,46.84,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2019-11-17,47.01,47.01,47.01,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2019-11-24,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2019-12-01,47.87,47.87,47.87,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2019-12-08,48.94,48.94,48.94,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-12-15,48.47,48.47,48.47,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2019-12-22,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-12-29,49.47,49.47,49.47,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2020-01-05,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2020-01-12,52.9,52.9,52.9,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2020-01-19,52.66,52.66,52.66,0.0,0.0,52.87,52.87,52.87,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2020-01-26,52.85,52.85,52.85,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2020-02-02,53.23,53.23,53.23,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2020-02-09,54.59,54.59,54.59,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2020-02-16,56.48,56.48,56.48,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.65,55.65,55.65,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2020-02-23,52.1,52.1,52.1,0.0,0.0,53.56,53.56,53.56,0.0,0.0,52.1,52.1,52.1,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2020-03-01,53.07,53.07,53.07,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2020-03-08,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2020-03-15,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2020-03-22,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2020-03-29,55.43,55.43,55.43,0.0,0.0,55.6,55.6,55.6,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2020-04-05,58.28,58.28,58.28,0.0,0.0,58.28,58.28,58.28,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2020-04-12,63.86,63.86,63.86,0.0,0.0,64.07,64.07,64.07,0.0,0.0,61.67,61.67,61.67,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2020-04-19,65.51,65.51,65.51,0.0,0.0,66.91,66.91,66.91,0.0,0.0,65.51,65.51,65.51,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2020-04-26,63.71,63.71,63.71,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2020-05-03,68.62,68.62,68.62,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.62,68.62,68.62,0.0,0.0
2020-05-10,70.4,70.4,70.4,0.0,0.0,71.18,71.18,71.18,0.0,0.0,70.0,70.0,70.0,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2020-05-17,68.51,68.51,68.51,0.0,0.0,69.53,69.53,69.53,0.0,0.0,67.74,67.74,67.74,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2020-05-24,66.01,66.01,66.01,0.0,0.0,68.66,68.66,68.66,0.0,0.0,66.01,66.01,66.01,0.0,0.0,68.62,68.62,68.62,0.0,0.0
2020-05-31,66.81,66.81,66.81,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2020-06-07,69.95,69.95,69.95,0.0,0.0,70.25,70.25,70.25,0.0,0.0,68.61,68.61,68.61,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2020-06-14,71.88,71.88,71.88,0.0,0.0,73.22,73.22,73.22,0.0,0.0,71.66,71.66,71.66,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2020-06-21,74.63,74.63,74.63,0.0,0.0,74.63,74.63,74.63,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.3,73.3,73.3,0.0,0.0
2020-06-28,76.76,76.76,76.76,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.76,76.76,76.76,0.0,0.0,76.76,76.76,76.76,0.0,0.0
2020-07-05,79.62,79.62,79.62,0.0,0.0,80.34,80.34,80.34,0.0,0.0,79.21,79.21,79.21,0.0,0.0,79.83,79.83,79.83,0.0,0.0
