Date,iShares Edge MSCI Multifactor EmergEtf_Open_average,iShares Edge MSCI Multifactor EmergEtf_Open_max,iShares Edge MSCI Multifactor EmergEtf_Open_min,iShares Edge MSCI Multifactor EmergEtf_Open_volatility,iShares Edge MSCI Multifactor EmergEtf_Open_change,iShares Edge MSCI Multifactor EmergEtf_High_average,iShares Edge MSCI Multifactor EmergEtf_High_max,iShares Edge MSCI Multifactor EmergEtf_High_min,iShares Edge MSCI Multifactor EmergEtf_High_volatility,iShares Edge MSCI Multifactor EmergEtf_High_change,iShares Edge MSCI Multifactor EmergEtf_Low_average,iShares Edge MSCI Multifactor EmergEtf_Low_max,iShares Edge MSCI Multifactor EmergEtf_Low_min,iShares Edge MSCI Multifactor EmergEtf_Low_volatility,iShares Edge MSCI Multifactor EmergEtf_Low_change,iShares Edge MSCI Multifactor EmergEtf_Close_average,iShares Edge MSCI Multifactor EmergEtf_Close_max,iShares Edge MSCI Multifactor EmergEtf_Close_min,iShares Edge MSCI Multifactor EmergEtf_Close_volatility,iShares Edge MSCI Multifactor EmergEtf_Close_change
2018-10-21,38.68,38.68,38.68,0.0,0.0,39.34,39.34,39.34,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-10-28,41.84,41.84,41.84,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-11-04,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2018-11-11,41.36,41.36,41.36,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2018-11-18,40.52,40.52,40.52,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-11-25,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2018-12-02,40.94,40.94,40.94,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-12-09,39.88,39.88,39.88,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-12-16,38.44,38.44,38.44,0.0,0.0,38.7,38.7,38.7,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-12-23,38.73,38.73,38.73,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2018-12-30,38.38,38.38,38.38,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.38,38.38,38.38,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-01-06,39.9,39.9,39.9,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.87,39.87,39.87,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-01-13,41.16,41.16,41.16,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-01-20,41.89,41.89,41.89,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.89,41.89,41.89,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-01-27,42.74,42.74,42.74,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-02-03,42.48,42.48,42.48,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-02-10,42.48,42.48,42.48,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-02-17,43.27,43.27,43.27,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2019-02-24,42.91,42.91,42.91,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-03-03,41.48,41.48,41.48,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-03-10,42.71,42.71,42.71,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.82,42.82,42.82,0.0,0.0
2019-03-17,42.72,42.72,42.72,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2019-03-24,42.69,42.69,42.69,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-03-31,43.76,43.76,43.76,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2019-04-07,43.91,43.91,43.91,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-04-14,43.69,43.69,43.69,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-04-21,43.06,43.06,43.06,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-04-28,43.34,43.34,43.34,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-05-05,41.24,41.24,41.24,0.0,0.0,41.54,41.54,41.54,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-05-12,39.59,39.59,39.59,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-05-19,39.45,39.45,39.45,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-05-26,39.81,39.81,39.81,0.0,0.0,40.13,40.13,40.13,0.0,0.0,39.76,39.76,39.76,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-06-02,40.31,40.31,40.31,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-06-09,40.76,40.76,40.76,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-06-16,41.76,41.76,41.76,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-06-23,42.17,42.17,42.17,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-06-30,42.3,42.3,42.3,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-07-07,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-07-14,42.9,42.9,42.9,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-07-21,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-07-28,40.47,40.47,40.47,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-08-04,40.04,40.04,40.04,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2019-08-11,39.17,39.17,39.17,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-08-18,39.51,39.51,39.51,0.0,0.0,39.72,39.72,39.72,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2019-08-25,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-09-01,41.34,41.34,41.34,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2019-09-08,42.1,42.1,42.1,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-09-15,41.53,41.53,41.53,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-09-22,41.04,41.04,41.04,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-09-29,40.7,40.7,40.7,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.7,40.7,40.7,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2019-10-06,41.55,41.55,41.55,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-10-13,42.31,42.31,42.31,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-10-20,42.76,42.76,42.76,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-10-27,43.22,43.22,43.22,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2019-11-03,43.91,43.91,43.91,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-11-10,43.27,43.27,43.27,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2019-11-17,43.26,43.26,43.26,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-11-24,42.61,42.61,42.61,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-12-01,43.45,43.45,43.45,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-12-08,44.68,44.68,44.68,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-12-15,44.99,44.99,44.99,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-12-22,45.59,45.59,45.59,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-12-29,45.7,45.7,45.7,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2020-01-05,45.82,45.82,45.82,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2020-01-12,46.51,46.51,46.51,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2020-01-19,45.48,45.48,45.48,0.0,0.0,45.5,45.5,45.5,0.0,0.0,44.91,44.91,44.91,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2020-01-26,42.75,42.75,42.75,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2020-02-02,43.82,43.82,43.82,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2020-02-09,44.68,44.68,44.68,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2020-02-16,43.81,43.81,43.81,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2020-02-23,40.01,40.01,40.01,0.0,0.0,40.78,40.78,40.78,0.0,0.0,39.72,39.72,39.72,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2020-03-01,40.37,40.37,40.37,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2020-03-08,36.58,36.58,36.58,0.0,0.0,36.88,36.88,36.88,0.0,0.0,34.44,34.44,34.44,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2020-03-15,32.51,32.51,32.51,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2020-03-22,33.74,33.74,33.74,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2020-03-29,33.92,33.92,33.92,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2020-04-05,36.34,36.34,36.34,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2020-04-12,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2020-04-19,36.39,36.39,36.39,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2020-04-26,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2020-05-03,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2020-05-10,36.43,36.43,36.43,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2020-05-17,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2020-05-24,37.7,37.7,37.7,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.54,37.54,37.54,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2020-05-31,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2020-06-07,39.36,39.36,39.36,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2020-06-14,40.05,40.05,40.05,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2020-06-21,39.74,39.74,39.74,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2020-06-28,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2020-07-05,41.66,41.66,41.66,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.75,41.75,41.75,0.0,0.0
