Date,ProShares UltraPro Short MidCap400Etf_Open_average,ProShares UltraPro Short MidCap400Etf_Open_max,ProShares UltraPro Short MidCap400Etf_Open_min,ProShares UltraPro Short MidCap400Etf_Open_volatility,ProShares UltraPro Short MidCap400Etf_Open_change,ProShares UltraPro Short MidCap400Etf_High_average,ProShares UltraPro Short MidCap400Etf_High_max,ProShares UltraPro Short MidCap400Etf_High_min,ProShares UltraPro Short MidCap400Etf_High_volatility,ProShares UltraPro Short MidCap400Etf_High_change,ProShares UltraPro Short MidCap400Etf_Low_average,ProShares UltraPro Short MidCap400Etf_Low_max,ProShares UltraPro Short MidCap400Etf_Low_min,ProShares UltraPro Short MidCap400Etf_Low_volatility,ProShares UltraPro Short MidCap400Etf_Low_change,ProShares UltraPro Short MidCap400Etf_Close_average,ProShares UltraPro Short MidCap400Etf_Close_max,ProShares UltraPro Short MidCap400Etf_Close_min,ProShares UltraPro Short MidCap400Etf_Close_volatility,ProShares UltraPro Short MidCap400Etf_Close_change
2018-05-20,8.99,8.99,8.99,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2018-05-27,8.8,8.8,8.8,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.8,8.8,8.8,0.0,0.0
2018-06-03,8.41,8.41,8.41,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.42,8.42,8.42,0.0,0.0
2018-06-10,8.42,8.42,8.42,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.39,8.39,8.39,0.0,0.0
2018-06-17,8.33,8.33,8.33,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.43,8.43,8.43,0.0,0.0
2018-06-24,8.83,8.83,8.83,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.89,8.89,8.89,0.0,0.0
2018-07-01,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0
2018-07-08,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2018-07-15,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0
2018-07-22,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.3,8.3,8.3,0.0,0.0
2018-07-29,8.29,8.29,8.29,0.0,0.0,8.29,8.29,8.29,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2018-08-05,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2018-08-12,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2018-08-19,7.84,7.84,7.84,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2018-08-26,7.69,7.69,7.69,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.7,7.7,7.7,0.0,0.0
2018-09-02,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2018-09-09,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2018-09-16,7.71,7.71,7.71,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.7,7.7,7.7,0.0,0.0
2018-09-23,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.08,8.08,8.08,0.0,0.0
2018-09-30,8.44,8.44,8.44,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2018-10-07,9.72,9.72,9.72,0.0,0.0,10.3,10.3,10.3,0.0,0.0,9.72,9.72,9.72,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-10-14,9.72,9.72,9.72,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.95,9.95,9.95,0.0,0.0
2018-10-21,11.2,11.2,11.2,0.0,0.0,11.28,11.28,11.28,0.0,0.0,10.86,10.86,10.86,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2018-10-28,9.89,9.89,9.89,0.0,0.0,10.23,10.23,10.23,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2018-11-04,9.62,9.62,9.62,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-11-11,10.03,10.03,10.03,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2018-11-18,10.76,10.76,10.76,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2018-11-25,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-12-02,10.61,10.61,10.61,0.0,0.0,11.2,11.2,11.2,0.0,0.0,10.56,10.56,10.56,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2018-12-09,11.93,11.93,11.93,0.0,0.0,12.18,12.18,12.18,0.0,0.0,11.64,11.64,11.64,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2018-12-16,13.97,13.97,13.97,0.0,0.0,15.05,15.05,15.05,0.0,0.0,13.6,13.6,13.6,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2018-12-23,13.59,13.59,13.59,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2018-12-30,13.64,13.64,13.64,0.0,0.0,13.64,13.64,13.64,0.0,0.0,12.63,12.63,12.63,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2019-01-06,11.28,11.28,11.28,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2019-01-13,10.41,10.41,10.41,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2019-01-20,10.02,10.02,10.02,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-01-27,9.68,9.68,9.68,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2019-02-03,9.65,9.65,9.65,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.53,9.53,9.53,0.0,0.0,9.53,9.53,9.53,0.0,0.0
2019-02-10,8.75,8.75,8.75,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2019-02-17,8.5,8.5,8.5,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.35,8.35,8.35,0.0,0.0
2019-02-24,8.46,8.46,8.46,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2019-03-03,9.48,9.48,9.48,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.36,9.36,9.36,0.0,0.0
2019-03-10,8.73,8.73,8.73,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.83,8.83,8.83,0.0,0.0
2019-03-17,8.8,8.8,8.8,0.0,0.0,9.34,9.34,9.34,0.0,0.0,8.8,8.8,8.8,0.0,0.0,9.34,9.34,9.34,0.0,0.0
2019-03-24,8.69,8.69,8.69,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.74,8.74,8.74,0.0,0.0
2019-03-31,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.06,8.06,8.06,0.0,0.0,8.06,8.06,8.06,0.0,0.0
2019-04-07,7.9,7.9,7.9,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2019-04-14,8.03,8.03,8.03,0.0,0.0,8.12,8.12,8.12,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.98,7.98,7.98,0.0,0.0
2019-04-21,7.97,7.97,7.97,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.74,7.74,7.74,0.0,0.0
2019-04-28,7.83,7.83,7.83,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.63,7.63,7.63,0.0,0.0
2019-05-05,8.32,8.32,8.32,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0
2019-05-12,8.66,8.66,8.66,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2019-05-19,9.05,9.05,9.05,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2019-05-26,9.92,9.92,9.92,0.0,0.0,10.01,10.01,10.01,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.87,9.87,9.87,0.0,0.0
2019-06-02,8.64,8.64,8.64,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2019-06-09,8.33,8.33,8.33,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.47,8.47,8.47,0.0,0.0
2019-06-16,7.96,7.96,7.96,0.0,0.0,8.13,8.13,8.13,0.0,0.0,7.96,7.96,7.96,0.0,0.0,8.13,8.13,8.13,0.0,0.0
2019-06-23,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2019-06-30,7.76,7.76,7.76,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2019-07-07,7.88,7.88,7.88,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2019-07-14,7.79,7.79,7.79,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.95,7.95,7.95,0.0,0.0
2019-07-21,7.51,7.51,7.51,0.0,0.0,7.51,7.51,7.51,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.39,7.39,7.39,0.0,0.0
2019-07-28,8.07,8.07,8.07,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.18,8.18,8.18,0.0,0.0
2019-08-04,8.09,8.09,8.09,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.09,8.09,8.09,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2019-08-11,8.89,8.89,8.89,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2019-08-18,8.59,8.59,8.59,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.39,8.39,8.39,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-08-25,8.34,8.34,8.34,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2019-09-01,7.99,7.99,7.99,0.0,0.0,7.99,7.99,7.99,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.99,7.99,7.99,0.0,0.0
2019-09-08,7.27,7.27,7.27,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.34,7.34,7.34,0.0,0.0
2019-09-15,7.44,7.44,7.44,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2019-09-22,7.57,7.57,7.57,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.57,7.57,7.57,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2019-09-29,8.24,8.24,8.24,0.0,0.0,8.28,8.28,8.28,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-10-06,7.79,7.79,7.79,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2019-10-13,7.61,7.61,7.61,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.56,7.56,7.56,0.0,0.0
2019-10-20,7.36,7.36,7.36,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.31,7.31,7.31,0.0,0.0
2019-10-27,7.16,7.16,7.16,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.02,7.02,7.02,0.0,0.0
2019-11-03,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.87,6.87,6.87,0.0,0.0,6.87,6.87,6.87,0.0,0.0
2019-11-10,6.81,6.81,6.81,0.0,0.0,6.89,6.89,6.89,0.0,0.0,6.81,6.81,6.81,0.0,0.0,6.83,6.83,6.83,0.0,0.0
2019-11-17,7.05,7.05,7.05,0.0,0.0,7.05,7.05,7.05,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0
2019-11-24,6.57,6.57,6.57,0.0,0.0,6.71,6.71,6.71,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.71,6.71,6.71,0.0,0.0
2019-12-01,6.62,6.62,6.62,0.0,0.0,6.62,6.62,6.62,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.59,6.59,6.59,0.0,0.0
2019-12-08,6.46,6.46,6.46,0.0,0.0,6.59,6.59,6.59,0.0,0.0,6.38,6.38,6.38,0.0,0.0,6.54,6.54,6.54,0.0,0.0
2019-12-15,6.24,6.24,6.24,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.18,6.18,6.18,0.0,0.0
2019-12-22,6.11,6.11,6.11,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2019-12-29,6.41,6.41,6.41,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.24,6.24,6.24,0.0,0.0
2020-01-05,6.28,6.28,6.28,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.24,6.24,6.24,0.0,0.0,6.29,6.29,6.29,0.0,0.0
2020-01-12,5.82,5.82,5.82,0.0,0.0,5.9,5.9,5.9,0.0,0.0,5.82,5.82,5.82,0.0,0.0,5.89,5.89,5.89,0.0,0.0
2020-01-19,5.93,5.93,5.93,0.0,0.0,6.24,6.24,6.24,0.0,0.0,5.93,5.93,5.93,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2020-01-26,6.37,6.37,6.37,0.0,0.0,6.71,6.71,6.71,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.67,6.67,6.67,0.0,0.0
2020-02-02,6.14,6.14,6.14,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2020-02-09,5.82,5.82,5.82,0.0,0.0,5.89,5.89,5.89,0.0,0.0,5.81,5.81,5.81,0.0,0.0,5.83,5.83,5.83,0.0,0.0
2020-02-16,5.84,5.84,5.84,0.0,0.0,5.95,5.95,5.95,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.94,5.94,5.94,0.0,0.0
2020-02-23,9.06,9.06,9.06,0.0,0.0,9.39,9.39,9.39,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.78,8.78,8.78,0.0,0.0
2020-03-01,9.15,9.15,9.15,0.0,0.0,9.32,9.32,9.32,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2020-03-08,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2020-03-15,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2020-03-22,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2020-03-29,46.4,46.4,46.4,0.0,0.0,51.2,51.2,51.2,0.0,0.0,45.6,45.6,45.6,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2020-04-05,28.92,28.92,28.92,0.0,0.0,29.12,29.12,29.12,0.0,0.0,26.4,26.4,26.4,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2020-04-12,28.12,28.12,28.12,0.0,0.0,29.44,29.44,29.44,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2020-04-19,29.5,29.5,29.5,0.0,0.0,30.25,30.25,30.25,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2020-04-26,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2020-05-03,22.8,22.8,22.8,0.0,0.0,23.15,23.15,23.15,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2020-05-10,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2020-05-17,19.97,19.97,19.97,0.0,0.0,20.55,20.55,20.55,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2020-05-24,17.59,17.59,17.59,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2020-05-31,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2020-06-07,15.81,15.81,15.81,0.0,0.0,18.11,18.11,18.11,0.0,0.0,15.6,15.6,15.6,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2020-06-14,14.9,14.9,14.9,0.0,0.0,16.2,16.2,16.2,0.0,0.0,14.88,14.88,14.88,0.0,0.0,15.85,15.85,15.85,0.0,0.0
2020-06-21,16.76,16.76,16.76,0.0,0.0,17.61,17.61,17.61,0.0,0.0,16.69,16.69,16.69,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2020-06-28,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2020-07-05,15.69,15.69,15.69,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.4,15.4,15.4,0.0,0.0,16.11,16.11,16.11,0.0,0.0
