Date,Vanguard Total International StockEtf_Open_average,Vanguard Total International StockEtf_Open_max,Vanguard Total International StockEtf_Open_min,Vanguard Total International StockEtf_Open_volatility,Vanguard Total International StockEtf_Open_change,Vanguard Total International StockEtf_High_average,Vanguard Total International StockEtf_High_max,Vanguard Total International StockEtf_High_min,Vanguard Total International StockEtf_High_volatility,Vanguard Total International StockEtf_High_change,Vanguard Total International StockEtf_Low_average,Vanguard Total International StockEtf_Low_max,Vanguard Total International StockEtf_Low_min,Vanguard Total International StockEtf_Low_volatility,Vanguard Total International StockEtf_Low_change,Vanguard Total International StockEtf_Close_average,Vanguard Total International StockEtf_Close_max,Vanguard Total International StockEtf_Close_min,Vanguard Total International StockEtf_Close_volatility,Vanguard Total International StockEtf_Close_change
2018-05-27,56.25,56.25,56.25,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2018-06-03,56.55,56.55,56.55,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2018-06-10,56.12,56.12,56.12,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.82,55.82,55.82,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-06-17,54.79,54.79,54.79,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2018-06-24,54.04,54.04,54.04,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2018-07-01,54.06,54.06,54.06,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2018-07-08,54.45,54.45,54.45,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-07-15,54.56,54.56,54.56,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-07-22,55.53,55.53,55.53,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-07-29,54.76,54.76,54.76,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2018-08-05,53.88,53.88,53.88,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2018-08-12,52.84,52.84,52.84,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2018-08-19,54.07,54.07,54.07,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2018-08-26,54.18,54.18,54.18,0.0,0.0,54.38,54.38,54.38,0.0,0.0,53.9,53.9,53.9,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2018-09-02,52.48,52.48,52.48,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-09-09,53.4,53.4,53.4,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-09-16,54.69,54.69,54.69,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-09-23,53.95,53.95,53.95,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2018-09-30,52.76,52.76,52.76,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2018-10-07,50.87,50.87,50.87,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2018-10-14,50.46,50.46,50.46,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2018-10-21,48.32,48.32,48.32,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2018-10-28,50.84,50.84,50.84,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2018-11-04,50.26,50.26,50.26,0.0,0.0,50.37,50.37,50.37,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-11-11,49.83,49.83,49.83,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.77,49.77,49.77,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-11-18,49.14,49.14,49.14,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2018-11-25,50.03,50.03,50.03,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2018-12-02,49.29,49.29,49.29,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-12-09,48.46,48.46,48.46,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.39,48.39,48.39,0.0,0.0
2018-12-16,47.19,47.19,47.19,0.0,0.0,47.44,47.44,47.44,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-12-23,47.22,47.22,47.22,0.0,0.0,47.32,47.32,47.32,0.0,0.0,46.95,46.95,46.95,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-12-30,47.36,47.36,47.36,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.32,47.32,47.32,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-01-06,49.08,49.08,49.08,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-01-13,49.98,49.98,49.98,0.0,0.0,50.12,50.12,50.12,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-01-20,50.18,50.18,50.18,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-01-27,50.84,50.84,50.84,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-02-03,50.06,50.06,50.06,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-02-10,50.9,50.9,50.9,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-02-17,51.68,51.68,51.68,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-02-24,51.92,51.92,51.92,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-03-03,50.6,50.6,50.6,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-03-10,52.13,52.13,52.13,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-03-17,52.11,52.11,52.11,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-03-24,51.97,51.97,51.97,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2019-03-31,52.99,52.99,52.99,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-04-07,53.29,53.29,53.29,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-04-14,53.53,53.53,53.53,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-04-21,53.09,53.09,53.09,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-04-28,53.21,53.21,53.21,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-05-05,51.69,51.69,51.69,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-05-12,51.12,51.12,51.12,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2019-05-19,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.84,50.84,50.84,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-05-26,50.21,50.21,50.21,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-06-02,51.75,51.75,51.75,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-06-09,51.75,51.75,51.75,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-06-16,52.46,52.46,52.46,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2019-06-23,52.75,52.75,52.75,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2019-06-30,53.05,53.05,53.05,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.76,52.76,52.76,0.0,0.0,53.09,53.09,53.09,0.0,0.0
2019-07-07,52.87,52.87,52.87,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2019-07-14,52.9,52.9,52.9,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-07-21,52.68,52.68,52.68,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-07-28,51.18,51.18,51.18,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-08-04,50.52,50.52,50.52,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-08-11,49.55,49.55,49.55,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-08-18,49.97,49.97,49.97,0.0,0.0,50.35,50.35,50.35,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-08-25,50.66,50.66,50.66,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-09-01,51.68,51.68,51.68,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-09-08,52.69,52.69,52.69,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2019-09-15,52.62,52.62,52.62,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-09-22,51.79,51.79,51.79,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-09-29,50.8,50.8,50.8,0.0,0.0,51.15,51.15,51.15,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-10-06,52.0,52.0,52.0,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-10-13,52.65,52.65,52.65,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2019-10-20,53.02,53.02,53.02,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-10-27,53.79,53.79,53.79,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2019-11-03,54.25,54.25,54.25,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2019-11-10,54.02,54.02,54.02,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-11-17,53.97,53.97,53.97,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-11-24,54.03,54.03,54.03,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.96,53.96,53.96,0.0,0.0
2019-12-01,54.42,54.42,54.42,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-12-08,55.43,55.43,55.43,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2019-12-15,56.03,56.03,56.03,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2019-12-22,55.9,55.9,55.9,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2019-12-29,55.59,55.59,55.59,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2020-01-05,56.05,56.05,56.05,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2020-01-12,56.61,56.61,56.61,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2020-01-19,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2020-01-26,54.08,54.08,54.08,0.0,0.0,54.1,54.1,54.1,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2020-02-02,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2020-02-09,55.47,55.47,55.47,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2020-02-16,54.66,54.66,54.66,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2020-02-23,49.17,49.17,49.17,0.0,0.0,50.25,50.25,50.25,0.0,0.0,48.72,48.72,48.72,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2020-03-01,49.52,49.52,49.52,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2020-03-08,42.93,42.93,42.93,0.0,0.0,43.44,43.44,43.44,0.0,0.0,40.41,40.41,40.41,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2020-03-15,38.94,38.94,38.94,0.0,0.0,39.38,39.38,39.38,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2020-03-22,41.28,41.28,41.28,0.0,0.0,42.1,42.1,42.1,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2020-03-29,40.74,40.74,40.74,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2020-04-05,43.8,43.8,43.8,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2020-04-12,44.3,44.3,44.3,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2020-04-19,43.84,43.84,43.84,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2020-04-26,44.34,44.34,44.34,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2020-05-03,45.19,45.19,45.19,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2020-05-10,44.18,44.18,44.18,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2020-05-17,45.4,45.4,45.4,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2020-05-24,47.3,47.3,47.3,0.0,0.0,47.47,47.47,47.47,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2020-05-31,50.88,50.88,50.88,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2020-06-07,49.41,49.41,49.41,0.0,0.0,49.48,49.48,49.48,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.99,48.99,48.99,0.0,0.0
2020-06-14,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2020-06-21,49.43,49.43,49.43,0.0,0.0,49.44,49.44,49.44,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2020-06-28,50.25,50.25,50.25,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2020-07-05,50.76,50.76,50.76,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.56,50.56,50.56,0.0,0.0
