Date,iShares MSCI Thailand CappedEtf_Open_average,iShares MSCI Thailand CappedEtf_Open_max,iShares MSCI Thailand CappedEtf_Open_min,iShares MSCI Thailand CappedEtf_Open_volatility,iShares MSCI Thailand CappedEtf_Open_change,iShares MSCI Thailand CappedEtf_High_average,iShares MSCI Thailand CappedEtf_High_max,iShares MSCI Thailand CappedEtf_High_min,iShares MSCI Thailand CappedEtf_High_volatility,iShares MSCI Thailand CappedEtf_High_change,iShares MSCI Thailand CappedEtf_Low_average,iShares MSCI Thailand CappedEtf_Low_max,iShares MSCI Thailand CappedEtf_Low_min,iShares MSCI Thailand CappedEtf_Low_volatility,iShares MSCI Thailand CappedEtf_Low_change,iShares MSCI Thailand CappedEtf_Close_average,iShares MSCI Thailand CappedEtf_Close_max,iShares MSCI Thailand CappedEtf_Close_min,iShares MSCI Thailand CappedEtf_Close_volatility,iShares MSCI Thailand CappedEtf_Close_change
2019-05-12,86.79,86.79,86.79,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.28,86.28,86.28,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2019-05-19,87.09,87.09,87.09,0.0,0.0,87.28,87.28,87.28,0.0,0.0,86.65,86.65,86.65,0.0,0.0,86.88,86.88,86.88,0.0,0.0
2019-05-26,88.44,88.44,88.44,0.0,0.0,89.79,89.79,89.79,0.0,0.0,88.35,88.35,88.35,0.0,0.0,89.58,89.58,89.58,0.0,0.0
2019-06-02,91.42,91.42,91.42,0.0,0.0,92.4,92.4,92.4,0.0,0.0,91.42,91.42,91.42,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2019-06-09,92.04,92.04,92.04,0.0,0.0,92.15,92.15,92.15,0.0,0.0,91.53,91.53,91.53,0.0,0.0,91.72,91.72,91.72,0.0,0.0
2019-06-16,94.53,94.53,94.53,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.32,94.32,94.32,0.0,0.0
2019-06-23,95.76,95.76,95.76,0.0,0.0,95.76,95.76,95.76,0.0,0.0,95.28,95.28,95.28,0.0,0.0,95.59,95.59,95.59,0.0,0.0
2019-06-30,94.78,94.78,94.78,0.0,0.0,94.78,94.78,94.78,0.0,0.0,94.08,94.08,94.08,0.0,0.0,94.45,94.45,94.45,0.0,0.0
2019-07-07,94.19,94.19,94.19,0.0,0.0,94.32,94.32,94.32,0.0,0.0,93.67,93.67,93.67,0.0,0.0,94.12,94.12,94.12,0.0,0.0
2019-07-14,94.8,94.8,94.8,0.0,0.0,94.8,94.8,94.8,0.0,0.0,93.89,93.89,93.89,0.0,0.0,93.99,93.99,93.99,0.0,0.0
2019-07-21,92.69,92.69,92.69,0.0,0.0,93.01,93.01,93.01,0.0,0.0,92.69,92.69,92.69,0.0,0.0,92.77,92.77,92.77,0.0,0.0
2019-07-28,91.12,91.12,91.12,0.0,0.0,91.51,91.51,91.51,0.0,0.0,90.73,90.73,90.73,0.0,0.0,90.99,90.99,90.99,0.0,0.0
2019-08-04,89.4,89.4,89.4,0.0,0.0,89.46,89.46,89.46,0.0,0.0,88.96,88.96,88.96,0.0,0.0,89.12,89.12,89.12,0.0,0.0
2019-08-11,87.25,87.25,87.25,0.0,0.0,87.8,87.8,87.8,0.0,0.0,86.94,86.94,86.94,0.0,0.0,87.73,87.73,87.73,0.0,0.0
2019-08-18,88.65,88.65,88.65,0.0,0.0,89.35,89.35,89.35,0.0,0.0,88.23,88.23,88.23,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2019-08-25,90.4,90.4,90.4,0.0,0.0,90.59,90.59,90.59,0.0,0.0,89.81,89.81,89.81,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2019-09-01,91.26,91.26,91.26,0.0,0.0,91.59,91.59,91.59,0.0,0.0,90.96,90.96,90.96,0.0,0.0,91.12,91.12,91.12,0.0,0.0
2019-09-08,91.58,91.58,91.58,0.0,0.0,92.02,92.02,92.02,0.0,0.0,91.58,91.58,91.58,0.0,0.0,91.87,91.87,91.87,0.0,0.0
2019-09-15,89.74,89.74,89.74,0.0,0.0,89.88,89.88,89.88,0.0,0.0,89.04,89.04,89.04,0.0,0.0,89.47,89.47,89.47,0.0,0.0
2019-09-22,89.01,89.01,89.01,0.0,0.0,89.45,89.45,89.45,0.0,0.0,88.23,88.23,88.23,0.0,0.0,88.91,88.91,88.91,0.0,0.0
2019-09-29,87.55,87.55,87.55,0.0,0.0,88.29,88.29,88.29,0.0,0.0,87.39,87.39,87.39,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2019-10-06,88.81,88.81,88.81,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.75,88.75,88.75,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2019-10-13,89.38,89.38,89.38,0.0,0.0,89.74,89.74,89.74,0.0,0.0,89.12,89.12,89.12,0.0,0.0,89.33,89.33,89.33,0.0,0.0
2019-10-20,87.64,87.64,87.64,0.0,0.0,87.86,87.86,87.86,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.71,87.71,87.71,0.0,0.0
2019-10-27,87.42,87.42,87.42,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.28,87.28,87.28,0.0,0.0,87.88,87.88,87.88,0.0,0.0
2019-11-03,90.07,90.07,90.07,0.0,0.0,90.29,90.29,90.29,0.0,0.0,89.96,89.96,89.96,0.0,0.0,90.2,90.2,90.2,0.0,0.0
2019-11-10,88.36,88.36,88.36,0.0,0.0,88.64,88.64,88.64,0.0,0.0,88.22,88.22,88.22,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-11-17,87.72,87.72,87.72,0.0,0.0,87.82,87.82,87.82,0.0,0.0,87.29,87.29,87.29,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2019-11-24,87.37,87.37,87.37,0.0,0.0,87.77,87.77,87.77,0.0,0.0,87.37,87.37,87.37,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2019-12-01,85.13,85.13,85.13,0.0,0.0,85.45,85.45,85.45,0.0,0.0,85.02,85.02,85.02,0.0,0.0,85.17,85.17,85.17,0.0,0.0
2019-12-08,86.98,86.98,86.98,0.0,0.0,87.25,87.25,87.25,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.87,86.87,86.87,0.0,0.0
2019-12-15,87.11,87.11,87.11,0.0,0.0,87.14,87.14,87.14,0.0,0.0,86.58,86.58,86.58,0.0,0.0,86.98,86.98,86.98,0.0,0.0
2019-12-22,87.47,87.47,87.47,0.0,0.0,87.47,87.47,87.47,0.0,0.0,86.89,86.89,86.89,0.0,0.0,87.0,87.0,87.0,0.0,0.0
2019-12-29,87.87,87.87,87.87,0.0,0.0,88.22,88.22,88.22,0.0,0.0,87.27,87.27,87.27,0.0,0.0,87.43,87.43,87.43,0.0,0.0
2020-01-05,86.46,86.46,86.46,0.0,0.0,86.85,86.85,86.85,0.0,0.0,86.15,86.15,86.15,0.0,0.0,86.7,86.7,86.7,0.0,0.0
2020-01-12,86.94,86.94,86.94,0.0,0.0,87.22,87.22,87.22,0.0,0.0,86.9,86.9,86.9,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2020-01-19,84.27,84.27,84.27,0.0,0.0,84.27,84.27,84.27,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.57,83.57,83.57,0.0,0.0
2020-01-26,79.3,79.3,79.3,0.0,0.0,79.3,79.3,79.3,0.0,0.0,77.98,77.98,77.98,0.0,0.0,78.91,78.91,78.91,0.0,0.0
2020-02-02,80.5,80.5,80.5,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.37,79.37,79.37,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2020-02-09,80.52,80.52,80.52,0.0,0.0,80.52,80.52,80.52,0.0,0.0,79.5,79.5,79.5,0.0,0.0,79.8,79.8,79.8,0.0,0.0
2020-02-16,77.75,77.75,77.75,0.0,0.0,78.31,78.31,78.31,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.67,77.67,77.67,0.0,0.0
2020-02-23,69.53,69.53,69.53,0.0,0.0,70.62,70.62,70.62,0.0,0.0,68.15,68.15,68.15,0.0,0.0,70.3,70.3,70.3,0.0,0.0
2020-03-01,71.56,71.56,71.56,0.0,0.0,71.73,71.73,71.73,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2020-03-08,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2020-03-15,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2020-03-22,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0
2020-03-29,57.74,57.74,57.74,0.0,0.0,58.12,58.12,58.12,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2020-04-05,62.32,62.32,62.32,0.0,0.0,62.6,62.6,62.6,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2020-04-12,63.49,63.49,63.49,0.0,0.0,63.81,63.81,63.81,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.72,63.72,63.72,0.0,0.0
2020-04-19,64.72,64.72,64.72,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2020-04-26,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0
2020-05-03,65.49,65.49,65.49,0.0,0.0,66.23,66.23,66.23,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2020-05-10,65.39,65.39,65.39,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2020-05-17,67.98,67.98,67.98,0.0,0.0,67.98,67.98,67.98,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2020-05-24,70.0,70.0,70.0,0.0,0.0,70.56,70.56,70.56,0.0,0.0,69.29,69.29,69.29,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2020-05-31,77.43,77.43,77.43,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.43,77.43,77.43,0.0,0.0
2020-06-07,74.64,74.64,74.64,0.0,0.0,74.64,74.64,74.64,0.0,0.0,72.64,72.64,72.64,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2020-06-14,72.2,72.2,72.2,0.0,0.0,72.2,72.2,72.2,0.0,0.0,71.12,71.12,71.12,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2020-06-21,70.02,70.02,70.02,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2020-06-28,72.89,72.89,72.89,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2020-07-05,72.34,72.34,72.34,0.0,0.0,73.0,73.0,73.0,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.16,72.16,72.16,0.0,0.0
