Date,ProShares Global Listed Private EquityEtf_Open_average,ProShares Global Listed Private EquityEtf_Open_max,ProShares Global Listed Private EquityEtf_Open_min,ProShares Global Listed Private EquityEtf_Open_volatility,ProShares Global Listed Private EquityEtf_Open_change,ProShares Global Listed Private EquityEtf_High_average,ProShares Global Listed Private EquityEtf_High_max,ProShares Global Listed Private EquityEtf_High_min,ProShares Global Listed Private EquityEtf_High_volatility,ProShares Global Listed Private EquityEtf_High_change,ProShares Global Listed Private EquityEtf_Low_average,ProShares Global Listed Private EquityEtf_Low_max,ProShares Global Listed Private EquityEtf_Low_min,ProShares Global Listed Private EquityEtf_Low_volatility,ProShares Global Listed Private EquityEtf_Low_change,ProShares Global Listed Private EquityEtf_Close_average,ProShares Global Listed Private EquityEtf_Close_max,ProShares Global Listed Private EquityEtf_Close_min,ProShares Global Listed Private EquityEtf_Close_volatility,ProShares Global Listed Private EquityEtf_Close_change
2018-03-25,35.86,35.86,35.86,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2018-04-01,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2018-04-08,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2018-04-15,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2018-04-22,36.35,36.35,36.35,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-04-29,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-05-06,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-05-13,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-05-20,36.31,36.31,36.31,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-05-27,36.21,36.21,36.21,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-06-03,36.42,36.42,36.42,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2018-06-10,36.42,36.42,36.42,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-06-17,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-06-24,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-07-01,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2018-07-08,36.3,36.3,36.3,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-07-15,36.93,36.93,36.93,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-07-22,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2018-07-29,37.12,37.12,37.12,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2018-08-05,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-08-12,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-08-19,36.62,36.62,36.62,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-08-26,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-09-02,36.28,36.28,36.28,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-09-09,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-09-16,37.27,37.27,37.27,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-09-23,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-09-30,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-10-07,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2018-10-14,33.84,33.84,33.84,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-10-21,32.9,32.9,32.9,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-10-28,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-11-04,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-11-11,33.27,33.27,33.27,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-11-18,32.98,32.98,32.98,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-11-25,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-12-02,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-12-09,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-12-16,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2018-12-23,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-12-30,30.29,30.29,30.29,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-01-06,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-01-13,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-01-20,32.14,32.14,32.14,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-01-27,32.59,32.59,32.59,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-02-03,32.36,32.36,32.36,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-02-10,32.88,32.88,32.88,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-02-17,33.43,33.43,33.43,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-02-24,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-03-03,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-03-10,33.46,33.46,33.46,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-03-17,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-03-24,33.18,33.18,33.18,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-03-31,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-04-07,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-04-14,34.25,34.25,34.25,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-04-21,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-04-28,34.79,34.79,34.79,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-05-05,34.48,34.48,34.48,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-05-12,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-05-19,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-05-26,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-06-02,34.04,34.04,34.04,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-06-09,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-06-16,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-06-23,34.41,34.41,34.41,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-06-30,34.76,34.76,34.76,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-07-07,34.89,34.89,34.89,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-07-14,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-07-21,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-07-28,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2019-08-04,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-08-11,33.25,33.25,33.25,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-08-18,33.92,33.92,33.92,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-08-25,34.1,34.1,34.1,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-09-01,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-09-08,35.26,35.26,35.26,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2019-09-15,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-09-22,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2019-09-29,33.66,33.66,33.66,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-10-06,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-10-13,34.24,34.24,34.24,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-10-20,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2019-10-27,34.81,34.81,34.81,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-11-03,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-11-10,34.74,34.74,34.74,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-11-17,34.59,34.59,34.59,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-11-24,35.07,35.07,35.07,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-12-01,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-12-08,35.51,35.51,35.51,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-12-15,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-12-22,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-12-29,34.64,34.64,34.64,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2020-01-05,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2020-01-12,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2020-01-19,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2020-01-26,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2020-02-02,34.67,34.67,34.67,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2020-02-09,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2020-02-16,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2020-02-23,30.93,30.93,30.93,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2020-03-01,30.52,30.52,30.52,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2020-03-08,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,24.49,24.49,24.49,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2020-03-15,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2020-03-22,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2020-03-29,19.58,19.58,19.58,0.0,0.0,19.59,19.59,19.59,0.0,0.0,18.68,18.68,18.68,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2020-04-05,23.83,23.83,23.83,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2020-04-12,23.07,23.07,23.07,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2020-04-19,22.49,22.49,22.49,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2020-04-26,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2020-05-03,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2020-05-10,23.02,23.02,23.02,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2020-05-17,24.92,24.92,24.92,0.0,0.0,25.87,25.87,25.87,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2020-05-24,25.8,25.8,25.8,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2020-05-31,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2020-06-07,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2020-06-14,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2020-06-21,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2020-06-28,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2020-07-05,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0
