Date,iShares MSCI IndonesiaEtf_Open_average,iShares MSCI IndonesiaEtf_Open_max,iShares MSCI IndonesiaEtf_Open_min,iShares MSCI IndonesiaEtf_Open_volatility,iShares MSCI IndonesiaEtf_Open_change,iShares MSCI IndonesiaEtf_High_average,iShares MSCI IndonesiaEtf_High_max,iShares MSCI IndonesiaEtf_High_min,iShares MSCI IndonesiaEtf_High_volatility,iShares MSCI IndonesiaEtf_High_change,iShares MSCI IndonesiaEtf_Low_average,iShares MSCI IndonesiaEtf_Low_max,iShares MSCI IndonesiaEtf_Low_min,iShares MSCI IndonesiaEtf_Low_volatility,iShares MSCI IndonesiaEtf_Low_change,iShares MSCI IndonesiaEtf_Close_average,iShares MSCI IndonesiaEtf_Close_max,iShares MSCI IndonesiaEtf_Close_min,iShares MSCI IndonesiaEtf_Close_volatility,iShares MSCI IndonesiaEtf_Close_change
2018-03-25,26.58,26.58,26.58,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2018-04-01,26.75,26.75,26.75,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-04-08,27.52,27.52,27.52,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-04-15,27.22,27.22,27.22,0.0,0.0,27.29,27.29,27.29,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-04-22,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-04-29,24.34,24.34,24.34,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-05-06,25.48,25.48,25.48,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-05-13,23.81,23.81,23.81,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-05-20,25.02,25.02,25.02,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-05-27,25.62,25.62,25.62,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-06-03,25.23,25.23,25.23,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-06-10,24.95,24.95,24.95,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-06-17,23.54,23.54,23.54,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-06-24,22.93,22.93,22.93,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2018-07-01,22.46,22.46,22.46,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-07-08,23.54,23.54,23.54,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-07-15,23.25,23.25,23.25,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-07-22,24.11,24.11,24.11,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-07-29,24.09,24.09,24.09,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-08-05,24.17,24.17,24.17,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-08-12,22.47,22.47,22.47,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-08-19,23.66,23.66,23.66,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-08-26,23.25,23.25,23.25,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-09-02,22.24,22.24,22.24,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-09-09,22.89,22.89,22.89,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-09-16,23.12,23.12,23.12,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-09-23,22.96,22.96,22.96,0.0,0.0,23.15,23.15,23.15,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2018-09-30,21.29,21.29,21.29,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-10-07,21.55,21.55,21.55,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-10-14,21.78,21.78,21.78,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-10-21,21.52,21.52,21.52,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-10-28,23.06,23.06,23.06,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2018-11-04,23.33,23.33,23.33,0.0,0.0,23.33,23.33,23.33,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-11-11,24.25,24.25,24.25,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-11-18,24.11,24.11,24.11,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2018-11-25,24.91,24.91,24.91,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2018-12-02,24.85,24.85,24.85,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-12-09,24.85,24.85,24.85,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-12-16,24.53,24.53,24.53,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-12-23,24.77,24.77,24.77,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-12-30,25.37,25.37,25.37,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-01-06,26.42,26.42,26.42,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-01-13,27.04,27.04,27.04,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-01-20,27.17,27.17,27.17,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-01-27,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-02-03,26.99,26.99,26.99,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-02-10,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-02-17,26.44,26.44,26.44,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-02-24,25.96,25.96,25.96,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-03-03,25.0,25.0,25.0,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2019-03-10,25.65,25.65,25.65,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-03-17,26.19,26.19,26.19,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-03-24,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-03-31,26.31,26.31,26.31,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-04-07,26.0,26.0,26.0,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-04-14,26.65,26.65,26.65,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-04-21,25.92,25.92,25.92,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-04-28,25.41,25.41,25.41,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-05-05,24.2,24.2,24.2,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.8,23.8,23.8,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-05-12,22.34,22.34,22.34,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-05-19,23.96,23.96,23.96,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-05-26,24.92,24.92,24.92,0.0,0.0,25.4,25.4,25.4,0.0,0.0,24.76,24.76,24.76,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-06-02,25.4,25.4,25.4,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-06-09,25.2,25.2,25.2,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-06-16,25.62,25.62,25.62,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-06-23,26.03,26.03,26.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-06-30,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-07-07,26.17,26.17,26.17,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-07-14,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-07-21,26.03,26.03,26.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-07-28,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-08-04,24.98,24.98,24.98,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-08-11,24.63,24.63,24.63,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-08-18,24.37,24.37,24.37,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-08-25,25.23,25.23,25.23,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-09-01,25.38,25.38,25.38,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-09-08,25.81,25.81,25.81,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-09-15,25.09,25.09,25.09,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-09-22,24.67,24.67,24.67,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-09-29,24.15,24.15,24.15,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-10-06,24.19,24.19,24.19,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-10-13,24.94,24.94,24.94,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-10-20,25.25,25.25,25.25,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-10-27,25.0,25.0,25.0,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-11-03,25.12,25.12,25.12,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-11-10,24.82,24.82,24.82,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2019-11-17,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-11-24,24.12,24.12,24.12,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-12-01,25.07,25.07,25.07,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2019-12-08,25.14,25.14,25.14,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-12-15,25.41,25.41,25.41,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-12-22,25.73,25.73,25.73,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-12-29,25.84,25.84,25.84,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2020-01-05,25.96,25.96,25.96,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2020-01-12,26.39,26.39,26.39,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2020-01-19,26.31,26.31,26.31,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.01,26.01,26.01,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2020-01-26,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2020-02-02,24.62,24.62,24.62,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2020-02-09,24.11,24.11,24.11,0.0,0.0,24.17,24.17,24.17,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2020-02-16,23.89,23.89,23.89,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2020-02-23,21.01,21.01,21.01,0.0,0.0,21.66,21.66,21.66,0.0,0.0,20.58,20.58,20.58,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2020-03-01,21.25,21.25,21.25,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2020-03-08,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2020-03-15,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2020-03-22,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0
2020-03-29,14.64,14.64,14.64,0.0,0.0,14.75,14.75,14.75,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2020-04-05,15.51,15.51,15.51,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.38,15.38,15.38,0.0,0.0
2020-04-12,15.63,15.63,15.63,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2020-04-19,15.13,15.13,15.13,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2020-04-26,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0
2020-05-03,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2020-05-10,15.6,15.6,15.6,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2020-05-17,15.96,15.96,15.96,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.69,15.69,15.69,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2020-05-24,17.34,17.34,17.34,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2020-05-31,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2020-06-07,18.71,18.71,18.71,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2020-06-14,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2020-06-21,18.37,18.37,18.37,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2020-06-28,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2020-07-05,18.77,18.77,18.77,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.92,18.92,18.92,0.0,0.0
