Date,iShares MSCI TurkeyEtf_Open_average,iShares MSCI TurkeyEtf_Open_max,iShares MSCI TurkeyEtf_Open_min,iShares MSCI TurkeyEtf_Open_volatility,iShares MSCI TurkeyEtf_Open_change,iShares MSCI TurkeyEtf_High_average,iShares MSCI TurkeyEtf_High_max,iShares MSCI TurkeyEtf_High_min,iShares MSCI TurkeyEtf_High_volatility,iShares MSCI TurkeyEtf_High_change,iShares MSCI TurkeyEtf_Low_average,iShares MSCI TurkeyEtf_Low_max,iShares MSCI TurkeyEtf_Low_min,iShares MSCI TurkeyEtf_Low_volatility,iShares MSCI TurkeyEtf_Low_change,iShares MSCI TurkeyEtf_Close_average,iShares MSCI TurkeyEtf_Close_max,iShares MSCI TurkeyEtf_Close_min,iShares MSCI TurkeyEtf_Close_volatility,iShares MSCI TurkeyEtf_Close_change
2018-12-02,25.45,25.45,25.45,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-09,24.15,24.15,24.15,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-12-16,24.9,24.9,24.9,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-12-23,24.57,24.57,24.57,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-12-30,23.6,23.6,23.6,0.0,0.0,24.36,24.36,24.36,0.0,0.0,23.51,23.51,23.51,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-01-06,24.15,24.15,24.15,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-01-13,26.56,26.56,26.56,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-01-20,27.79,27.79,27.79,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-01-27,28.51,28.51,28.51,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-02-03,27.98,27.98,27.98,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-02-10,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-02-17,27.67,27.67,27.67,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-02-24,27.44,27.44,27.44,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-03-03,26.61,26.61,26.61,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-03-10,26.9,26.9,26.9,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-03-17,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-03-24,23.88,23.88,23.88,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-03-31,25.58,25.58,25.58,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-04-07,24.01,24.01,24.01,0.0,0.0,24.18,24.18,24.18,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-04-14,24.25,24.25,24.25,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-04-21,23.07,23.07,23.07,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-04-28,22.82,22.82,22.82,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-05-05,21.19,21.19,21.19,0.0,0.0,22.35,22.35,22.35,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-05-12,21.07,21.07,21.07,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-05-19,20.87,20.87,20.87,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-05-26,22.7,22.7,22.7,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-06-02,23.31,23.31,23.31,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-06-09,22.56,22.56,22.56,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-06-16,23.06,23.06,23.06,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.01,23.01,23.01,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-06-23,23.91,23.91,23.91,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-06-30,25.35,25.35,25.35,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2019-07-07,24.15,24.15,24.15,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-07-14,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-07-21,26.12,26.12,26.12,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-07-28,25.76,25.76,25.76,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-08-04,26.21,26.21,26.21,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-08-11,25.07,25.07,25.07,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-08-18,24.13,24.13,24.13,0.0,0.0,24.57,24.57,24.57,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-08-25,24.1,24.1,24.1,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-09-01,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2019-09-08,25.99,25.99,25.99,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-09-15,25.26,25.26,25.26,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-09-22,26.54,26.54,26.54,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-09-29,26.1,26.1,26.1,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-10-06,24.41,24.41,24.41,0.0,0.0,24.47,24.47,24.47,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-10-13,24.41,24.41,24.41,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-10-20,24.98,24.98,24.98,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-10-27,24.67,24.67,24.67,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2019-11-03,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-11-10,26.24,26.24,26.24,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-11-17,26.79,26.79,26.79,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-11-24,26.58,26.58,26.58,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-12-01,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-12-08,27.06,27.06,27.06,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-12-15,26.4,26.4,26.4,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-12-22,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-12-29,26.89,26.89,26.89,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2020-01-05,28.44,28.44,28.44,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2020-01-12,29.01,29.01,29.01,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2020-01-19,28.8,28.8,28.8,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2020-01-26,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2020-02-02,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2020-02-09,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2020-02-16,26.78,26.78,26.78,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2020-02-23,23.67,23.67,23.67,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2020-03-01,25.02,25.02,25.02,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.94,24.94,24.94,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2020-03-08,21.98,21.98,21.98,0.0,0.0,22.0,22.0,22.0,0.0,0.0,20.34,20.34,20.34,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2020-03-15,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2020-03-22,19.45,19.45,19.45,0.0,0.0,19.55,19.55,19.55,0.0,0.0,18.88,18.88,18.88,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2020-03-29,18.75,18.75,18.75,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2020-04-05,20.11,20.11,20.11,0.0,0.0,20.46,20.46,20.46,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2020-04-12,20.02,20.02,20.02,0.0,0.0,20.22,20.22,20.22,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2020-04-19,19.96,19.96,19.96,0.0,0.0,20.03,20.03,20.03,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2020-04-26,19.8,19.8,19.8,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2020-05-03,19.44,19.44,19.44,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2020-05-10,20.21,20.21,20.21,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2020-05-17,21.18,21.18,21.18,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2020-05-24,21.56,21.56,21.56,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2020-05-31,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2020-06-07,22.35,22.35,22.35,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2020-06-14,23.03,23.03,23.03,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2020-06-21,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2020-06-28,23.32,23.32,23.32,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2020-07-05,23.66,23.66,23.66,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.61,23.61,23.61,0.0,0.0
