Date,iShares MSCI Japan Small-CapEtf_Open_average,iShares MSCI Japan Small-CapEtf_Open_max,iShares MSCI Japan Small-CapEtf_Open_min,iShares MSCI Japan Small-CapEtf_Open_volatility,iShares MSCI Japan Small-CapEtf_Open_change,iShares MSCI Japan Small-CapEtf_High_average,iShares MSCI Japan Small-CapEtf_High_max,iShares MSCI Japan Small-CapEtf_High_min,iShares MSCI Japan Small-CapEtf_High_volatility,iShares MSCI Japan Small-CapEtf_High_change,iShares MSCI Japan Small-CapEtf_Low_average,iShares MSCI Japan Small-CapEtf_Low_max,iShares MSCI Japan Small-CapEtf_Low_min,iShares MSCI Japan Small-CapEtf_Low_volatility,iShares MSCI Japan Small-CapEtf_Low_change,iShares MSCI Japan Small-CapEtf_Close_average,iShares MSCI Japan Small-CapEtf_Close_max,iShares MSCI Japan Small-CapEtf_Close_min,iShares MSCI Japan Small-CapEtf_Close_volatility,iShares MSCI Japan Small-CapEtf_Close_change
2018-09-09,75.37,75.37,75.37,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.17,75.17,75.17,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2018-09-16,77.42,77.42,77.42,0.0,0.0,77.67,77.67,77.67,0.0,0.0,77.28,77.28,77.28,0.0,0.0,77.66,77.66,77.66,0.0,0.0
2018-09-23,77.94,77.94,77.94,0.0,0.0,78.16,78.16,78.16,0.0,0.0,77.85,77.85,77.85,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2018-09-30,76.41,76.41,76.41,0.0,0.0,76.51,76.51,76.51,0.0,0.0,75.83,75.83,75.83,0.0,0.0,76.19,76.19,76.19,0.0,0.0
2018-10-07,73.42,73.42,73.42,0.0,0.0,73.66,73.66,73.66,0.0,0.0,72.61,72.61,72.61,0.0,0.0,73.58,73.58,73.58,0.0,0.0
2018-10-14,73.45,73.45,73.45,0.0,0.0,73.75,73.75,73.75,0.0,0.0,73.08,73.08,73.08,0.0,0.0,73.19,73.19,73.19,0.0,0.0
2018-10-21,68.82,68.82,68.82,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-10-28,71.59,71.59,71.59,0.0,0.0,71.59,71.59,71.59,0.0,0.0,70.71,70.71,70.71,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2018-11-04,71.76,71.76,71.76,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.47,71.47,71.47,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2018-11-11,70.15,70.15,70.15,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.14,70.14,70.14,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2018-11-18,70.05,70.05,70.05,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.94,69.94,69.94,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2018-11-25,72.34,72.34,72.34,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2018-12-02,70.27,70.27,70.27,0.0,0.0,70.5,70.5,70.5,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2018-12-09,68.24,68.24,68.24,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2018-12-16,63.28,63.28,63.28,0.0,0.0,63.59,63.59,63.59,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2018-12-23,65.39,65.39,65.39,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.41,65.41,65.41,0.0,0.0
2018-12-30,66.14,66.14,66.14,0.0,0.0,67.59,67.59,67.59,0.0,0.0,66.03,66.03,66.03,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2019-01-06,67.29,67.29,67.29,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2019-01-13,68.89,68.89,68.89,0.0,0.0,69.25,69.25,69.25,0.0,0.0,68.89,68.89,68.89,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2019-01-20,68.77,68.77,68.77,0.0,0.0,69.03,69.03,69.03,0.0,0.0,68.77,68.77,68.77,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2019-01-27,69.28,69.28,69.28,0.0,0.0,69.31,69.31,69.31,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2019-02-03,67.59,67.59,67.59,0.0,0.0,68.02,68.02,68.02,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2019-02-10,69.86,69.86,69.86,0.0,0.0,70.35,70.35,70.35,0.0,0.0,69.76,69.76,69.76,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2019-02-17,70.35,70.35,70.35,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.27,70.27,70.27,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2019-02-24,70.36,70.36,70.36,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.49,70.49,70.49,0.0,0.0
2019-03-03,68.33,68.33,68.33,0.0,0.0,68.78,68.78,68.78,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2019-03-10,69.47,69.47,69.47,0.0,0.0,69.76,69.76,69.76,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-03-17,70.54,70.54,70.54,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.03,70.03,70.03,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2019-03-24,70.69,70.69,70.69,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.69,70.69,70.69,0.0,0.0
2019-03-31,71.13,71.13,71.13,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.27,71.27,71.27,0.0,0.0
2019-04-07,70.78,70.78,70.78,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-04-14,70.76,70.76,70.76,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2019-04-21,70.95,70.95,70.95,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.77,70.77,70.77,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2019-04-28,71.21,71.21,71.21,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-05-05,68.64,68.64,68.64,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.25,68.25,68.25,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2019-05-12,68.83,68.83,68.83,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.69,68.69,68.69,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2019-05-19,68.68,68.68,68.68,0.0,0.0,68.81,68.81,68.81,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.77,68.77,68.77,0.0,0.0
2019-05-26,67.36,67.36,67.36,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2019-06-02,69.36,69.36,69.36,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.71,69.71,69.71,0.0,0.0
2019-06-09,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-06-16,68.47,68.47,68.47,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.49,68.49,68.49,0.0,0.0
2019-06-23,68.6,68.6,68.6,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.42,68.42,68.42,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2019-06-30,70.31,70.31,70.31,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-07-07,69.68,69.68,69.68,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2019-07-14,69.3,69.3,69.3,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-07-21,69.24,69.24,69.24,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2019-07-28,68.25,68.25,68.25,0.0,0.0,68.31,68.31,68.31,0.0,0.0,67.68,67.68,67.68,0.0,0.0,68.17,68.17,68.17,0.0,0.0
2019-08-04,67.92,67.92,67.92,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2019-08-11,67.32,67.32,67.32,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2019-08-18,67.56,67.56,67.56,0.0,0.0,67.9,67.9,67.9,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2019-08-25,68.82,68.82,68.82,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.47,68.47,68.47,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-09-01,68.96,68.96,68.96,0.0,0.0,69.21,69.21,69.21,0.0,0.0,68.94,68.94,68.94,0.0,0.0,69.08,69.08,69.08,0.0,0.0
2019-09-08,70.63,70.63,70.63,0.0,0.0,71.02,71.02,71.02,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.87,70.87,70.87,0.0,0.0
2019-09-15,71.72,71.72,71.72,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.66,71.66,71.66,0.0,0.0
2019-09-22,71.71,71.71,71.71,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.33,71.33,71.33,0.0,0.0
2019-09-29,71.44,71.44,71.44,0.0,0.0,72.13,72.13,72.13,0.0,0.0,71.44,71.44,71.44,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2019-10-06,72.37,72.37,72.37,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-10-13,72.84,72.84,72.84,0.0,0.0,73.02,73.02,73.02,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2019-10-20,74.0,74.0,74.0,0.0,0.0,74.43,74.43,74.43,0.0,0.0,73.99,73.99,73.99,0.0,0.0,74.38,74.38,74.38,0.0,0.0
2019-10-27,75.37,75.37,75.37,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2019-11-03,75.54,75.54,75.54,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-11-10,75.7,75.7,75.7,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2019-11-17,75.91,75.91,75.91,0.0,0.0,75.93,75.93,75.93,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.75,75.75,75.75,0.0,0.0
2019-11-24,75.85,75.85,75.85,0.0,0.0,75.93,75.93,75.93,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.84,75.84,75.84,0.0,0.0
2019-12-01,77.26,77.26,77.26,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.26,77.26,77.26,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2019-12-08,76.35,76.35,76.35,0.0,0.0,76.7,76.7,76.7,0.0,0.0,76.23,76.23,76.23,0.0,0.0,76.63,76.63,76.63,0.0,0.0
2019-12-15,74.76,74.76,74.76,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.8,74.8,74.8,0.0,0.0
2019-12-22,74.86,74.86,74.86,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.74,74.74,74.74,0.0,0.0
2019-12-29,74.01,74.01,74.01,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.01,74.01,74.01,0.0,0.0,74.15,74.15,74.15,0.0,0.0
2020-01-05,74.05,74.05,74.05,0.0,0.0,74.2,74.2,74.2,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2020-01-12,73.49,73.49,73.49,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2020-01-19,73.94,73.94,73.94,0.0,0.0,73.94,73.94,73.94,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.37,73.37,73.37,0.0,0.0
2020-01-26,71.31,71.31,71.31,0.0,0.0,71.31,71.31,71.31,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.78,70.78,70.78,0.0,0.0
2020-02-02,72.83,72.83,72.83,0.0,0.0,72.88,72.88,72.88,0.0,0.0,72.64,72.64,72.64,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2020-02-09,71.66,71.66,71.66,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.53,71.53,71.53,0.0,0.0
2020-02-16,68.0,68.0,68.0,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.84,67.84,67.84,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2020-02-23,62.19,62.19,62.19,0.0,0.0,62.83,62.83,62.83,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2020-03-01,62.42,62.42,62.42,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2020-03-08,52.99,52.99,52.99,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2020-03-15,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2020-03-22,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2020-03-29,54.58,54.58,54.58,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2020-04-05,59.12,59.12,59.12,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2020-04-12,60.2,60.2,60.2,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.61,59.61,59.61,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2020-04-19,61.1,61.1,61.1,0.0,0.0,61.36,61.36,61.36,0.0,0.0,60.99,60.99,60.99,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2020-04-26,61.94,61.94,61.94,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.94,61.94,61.94,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2020-05-03,63.94,63.94,63.94,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.61,63.61,63.61,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2020-05-10,63.3,63.3,63.3,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2020-05-17,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2020-05-24,68.05,68.05,68.05,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.52,67.52,67.52,0.0,0.0,68.03,68.03,68.03,0.0,0.0
2020-05-31,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0
2020-06-07,67.78,67.78,67.78,0.0,0.0,67.82,67.82,67.82,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2020-06-14,68.62,68.62,68.62,0.0,0.0,68.62,68.62,68.62,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2020-06-21,67.36,67.36,67.36,0.0,0.0,67.37,67.37,67.37,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2020-06-28,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2020-07-05,66.4,66.4,66.4,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.4,66.4,66.4,0.0,0.0
