Date,ProShares UltraShort Australian DollarEtf_Open_average,ProShares UltraShort Australian DollarEtf_Open_max,ProShares UltraShort Australian DollarEtf_Open_min,ProShares UltraShort Australian DollarEtf_Open_volatility,ProShares UltraShort Australian DollarEtf_Open_change,ProShares UltraShort Australian DollarEtf_High_average,ProShares UltraShort Australian DollarEtf_High_max,ProShares UltraShort Australian DollarEtf_High_min,ProShares UltraShort Australian DollarEtf_High_volatility,ProShares UltraShort Australian DollarEtf_High_change,ProShares UltraShort Australian DollarEtf_Low_average,ProShares UltraShort Australian DollarEtf_Low_max,ProShares UltraShort Australian DollarEtf_Low_min,ProShares UltraShort Australian DollarEtf_Low_volatility,ProShares UltraShort Australian DollarEtf_Low_change,ProShares UltraShort Australian DollarEtf_Close_average,ProShares UltraShort Australian DollarEtf_Close_max,ProShares UltraShort Australian DollarEtf_Close_min,ProShares UltraShort Australian DollarEtf_Close_volatility,ProShares UltraShort Australian DollarEtf_Close_change
2018-03-25,47.1,47.1,47.1,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-04-01,46.83,46.83,46.83,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2018-04-08,45.75,45.75,45.75,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2018-04-15,45.86,45.86,45.86,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-04-22,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2018-04-29,48.85,48.85,48.85,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-05-06,48.45,48.45,48.45,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-05-13,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2018-05-20,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-05-27,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-06-03,47.69,47.69,47.69,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.69,47.69,47.69,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-06-10,49.57,49.57,49.57,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-06-17,51.28,51.28,51.28,0.0,0.0,51.28,51.28,51.28,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-06-24,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2018-07-01,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-07-08,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-07-15,50.26,50.26,50.26,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-07-22,50.08,50.08,50.08,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-07-29,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2018-08-05,51.76,51.76,51.76,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2018-08-12,51.98,51.98,51.98,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-08-19,51.6,51.6,51.6,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2018-08-26,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-09-02,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-09-09,53.34,53.34,53.34,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2018-09-16,51.84,51.84,51.84,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-09-23,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-09-30,54.84,54.84,54.84,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-10-07,54.3,54.3,54.3,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2018-10-14,54.1,54.1,54.1,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2018-10-21,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-10-28,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-11-04,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-11-11,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-11-18,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-11-25,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2018-12-02,52.56,52.56,52.56,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-12-09,53.37,53.37,53.37,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2018-12-16,52.54,52.54,52.54,0.0,0.0,55.26,55.26,55.26,0.0,0.0,52.54,52.54,52.54,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-12-23,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2018-12-30,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-01-06,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-01-13,53.07,53.07,53.07,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-01-20,53.88,53.88,53.88,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-01-27,52.13,52.13,52.13,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.16,52.16,52.16,0.0,0.0
2019-02-03,54.46,54.46,54.46,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-02-10,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2019-02-17,53.78,53.78,53.78,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2019-02-24,54.71,54.71,54.71,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-03-03,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-03-10,54.63,54.63,54.63,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.63,54.63,54.63,0.0,0.0
2019-03-17,54.73,54.73,54.73,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-03-24,54.5,54.5,54.5,0.0,0.0,54.64,54.64,54.64,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2019-03-31,54.36,54.36,54.36,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2019-04-07,53.26,53.26,53.26,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-04-14,53.62,53.62,53.62,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-04-21,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0
2019-04-28,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2019-05-05,56.05,56.05,56.05,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2019-05-12,58.1,58.1,58.1,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.22,58.22,58.22,0.0,0.0
2019-05-19,57.46,57.46,57.46,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-05-26,57.01,57.01,57.01,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-06-02,55.94,55.94,55.94,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2019-06-09,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2019-06-16,57.54,57.54,57.54,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-06-23,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-06-30,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-07-07,56.09,56.09,56.09,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-07-14,55.33,55.33,55.33,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2019-07-21,57.45,57.45,57.45,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2019-07-28,59.68,59.68,59.68,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-08-04,59.56,59.56,59.56,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2019-08-11,59.95,59.95,59.95,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-08-18,60.37,60.37,60.37,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2019-08-25,60.99,60.99,60.99,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-09-01,58.84,58.84,58.84,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-09-08,58.43,58.43,58.43,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-09-15,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-09-22,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.21,60.21,60.21,0.0,0.0
2019-09-29,60.05,60.05,60.05,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-10-06,59.5,59.5,59.5,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.49,59.49,59.49,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2019-10-13,58.8,58.8,58.8,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-10-20,59.26,59.26,59.26,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-10-27,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0,57.84,57.84,57.84,0.0,0.0
2019-11-03,58.61,58.61,58.61,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-11-10,59.46,59.46,59.46,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.46,59.46,59.46,0.0,0.0
2019-11-17,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2019-11-24,60.41,60.41,60.41,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.38,60.38,60.38,0.0,0.0
2019-12-01,59.14,59.14,59.14,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.07,59.07,59.07,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2019-12-08,58.31,58.31,58.31,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-12-15,58.07,58.07,58.07,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.07,58.07,58.07,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-12-22,56.5,56.5,56.5,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-12-29,56.99,56.99,56.99,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2020-01-05,58.49,58.49,58.49,0.0,0.0,58.49,58.49,58.49,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2020-01-12,57.0,57.0,57.0,0.0,0.0,58.55,58.55,58.55,0.0,0.0,57.0,57.0,57.0,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2020-01-19,58.55,58.55,58.55,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.51,58.51,58.51,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2020-01-26,61.8,61.8,61.8,0.0,0.0,61.8,61.8,61.8,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2020-02-02,62.14,62.14,62.14,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2020-02-09,61.37,61.37,61.37,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2020-02-16,63.0,63.0,63.0,0.0,0.0,63.01,63.01,63.01,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2020-02-23,63.59,63.59,63.59,0.0,0.0,65.92,65.92,65.92,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2020-03-01,62.85,62.85,62.85,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2020-03-08,69.59,69.59,69.59,0.0,0.0,71.36,71.36,71.36,0.0,0.0,69.59,69.59,69.59,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2020-03-15,79.61,79.61,79.61,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.61,79.61,79.61,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2020-03-22,74.6,74.6,74.6,0.0,0.0,74.6,74.6,74.6,0.0,0.0,70.84,70.84,70.84,0.0,0.0,71.42,71.42,71.42,0.0,0.0
2020-03-29,71.49,71.49,71.49,0.0,0.0,75.53,75.53,75.53,0.0,0.0,71.49,71.49,71.49,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2020-04-05,68.35,68.35,68.35,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.32,67.32,67.32,0.0,0.0
2020-04-12,66.98,66.98,66.98,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2020-04-19,66.56,66.56,66.56,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2020-04-26,65.15,65.15,65.15,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2020-05-03,63.4,63.4,63.4,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2020-05-10,65.5,65.5,65.5,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2020-05-17,63.18,63.18,63.18,0.0,0.0,63.18,63.18,63.18,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.99,60.99,60.99,0.0,0.0
2020-05-24,61.26,61.26,61.26,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2020-05-31,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2020-06-07,54.82,54.82,54.82,0.0,0.0,57.0,57.0,57.0,0.0,0.0,54.8,54.8,54.8,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2020-06-14,52.4,52.4,52.4,0.0,0.0,57.1,57.1,57.1,0.0,0.0,52.4,52.4,52.4,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2020-06-21,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2020-06-28,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2020-07-05,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.49,55.49,55.49,0.0,0.0
