Date,Invesco S and P SmallCap MomentumEtf_Open_average,Invesco S and P SmallCap MomentumEtf_Open_max,Invesco S and P SmallCap MomentumEtf_Open_min,Invesco S and P SmallCap MomentumEtf_Open_volatility,Invesco S and P SmallCap MomentumEtf_Open_change,Invesco S and P SmallCap MomentumEtf_High_average,Invesco S and P SmallCap MomentumEtf_High_max,Invesco S and P SmallCap MomentumEtf_High_min,Invesco S and P SmallCap MomentumEtf_High_volatility,Invesco S and P SmallCap MomentumEtf_High_change,Invesco S and P SmallCap MomentumEtf_Low_average,Invesco S and P SmallCap MomentumEtf_Low_max,Invesco S and P SmallCap MomentumEtf_Low_min,Invesco S and P SmallCap MomentumEtf_Low_volatility,Invesco S and P SmallCap MomentumEtf_Low_change,Invesco S and P SmallCap MomentumEtf_Close_average,Invesco S and P SmallCap MomentumEtf_Close_max,Invesco S and P SmallCap MomentumEtf_Close_min,Invesco S and P SmallCap MomentumEtf_Close_volatility,Invesco S and P SmallCap MomentumEtf_Close_change
2018-04-01,33.04,33.04,33.04,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-04-08,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-04-15,33.99,33.99,33.99,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-04-22,33.75,33.75,33.75,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2018-04-29,34.02,34.02,34.02,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-05-06,35.4,35.4,35.4,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-05-13,35.83,35.83,35.83,0.0,0.0,36.12,36.12,36.12,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-05-20,35.85,35.85,35.85,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2018-05-27,36.61,36.61,36.61,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-06-03,37.14,37.14,37.14,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-06-10,37.94,37.94,37.94,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-06-17,38.23,38.23,38.23,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-06-24,36.8,36.8,36.8,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.57,36.57,36.57,0.0,0.0
2018-07-01,37.33,37.33,37.33,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-07-08,38.13,38.13,38.13,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2018-07-15,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-07-22,38.34,38.34,38.34,0.0,0.0,38.57,38.57,38.57,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-07-29,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-08-05,38.21,38.21,38.21,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2018-08-12,38.3,38.3,38.3,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2018-08-19,39.61,39.61,39.61,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.81,39.81,39.81,0.0,0.0
2018-08-26,40.24,40.24,40.24,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2018-09-02,40.2,40.2,40.2,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2018-09-09,40.38,40.38,40.38,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2018-09-16,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2018-09-23,40.02,40.02,40.02,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-09-30,38.04,38.04,38.04,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-10-07,35.51,35.51,35.51,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-10-14,36.12,36.12,36.12,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-10-21,33.62,33.62,33.62,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-10-28,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2018-11-04,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-11-11,34.02,34.02,34.02,0.0,0.0,34.48,34.48,34.48,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-11-18,32.95,32.95,32.95,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-11-25,34.84,34.84,34.84,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-12-02,33.77,33.77,33.77,0.0,0.0,33.93,33.93,33.93,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-12-09,32.53,32.53,32.53,0.0,0.0,32.67,32.67,32.67,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-12-16,29.63,29.63,29.63,0.0,0.0,29.96,29.96,29.96,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-12-23,30.47,30.47,30.47,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2018-12-30,31.02,31.02,31.02,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-01-06,32.97,32.97,32.97,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-01-13,33.89,33.89,33.89,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.77,33.77,33.77,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-01-20,33.99,33.99,33.99,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-01-27,34.43,34.43,34.43,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-02-03,34.36,34.36,34.36,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-02-10,36.27,36.27,36.27,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-02-17,36.96,36.96,36.96,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.92,36.92,36.92,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2019-02-24,37.35,37.35,37.35,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-03-03,35.43,35.43,35.43,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-03-10,36.74,36.74,36.74,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-03-17,37.12,37.12,37.12,0.0,0.0,37.26,37.26,37.26,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2019-03-24,36.42,36.42,36.42,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-03-31,36.86,36.86,36.86,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.85,36.85,36.85,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-04-07,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-04-14,36.36,36.36,36.36,0.0,0.0,36.42,36.42,36.42,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-04-21,36.88,36.88,36.88,0.0,0.0,37.47,37.47,37.47,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-04-28,37.59,37.59,37.59,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.59,37.59,37.59,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-05-05,37.2,37.2,37.2,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.6,36.6,36.6,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-05-12,36.77,36.77,36.77,0.0,0.0,37.22,37.22,37.22,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2019-05-19,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-05-26,35.24,35.24,35.24,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-06-02,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-06-09,36.56,36.56,36.56,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-06-16,37.72,37.72,37.72,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-06-23,37.44,37.44,37.44,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-06-30,37.41,37.41,37.41,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-07-07,37.74,37.74,37.74,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-07-14,37.94,37.94,37.94,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-07-21,38.04,38.04,38.04,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-07-28,37.68,37.68,37.68,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.68,37.68,37.68,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-08-04,38.1,38.1,38.1,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-08-11,37.65,37.65,37.65,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-08-18,37.8,37.8,37.8,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2019-08-25,37.9,37.9,37.9,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-09-01,37.93,37.93,37.93,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-09-08,38.36,38.36,38.36,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2019-09-15,38.08,38.08,38.08,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-09-22,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.08,37.08,37.08,0.0,0.0
2019-09-29,36.63,36.63,36.63,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2019-10-06,37.05,37.05,37.05,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-10-13,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-10-20,37.84,37.84,37.84,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-10-27,38.36,38.36,38.36,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-11-03,37.55,37.55,37.55,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-11-10,37.83,37.83,37.83,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-11-17,37.91,37.91,37.91,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-11-24,39.15,39.15,39.15,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-12-01,39.14,39.14,39.14,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2019-12-08,39.11,39.11,39.11,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-12-15,39.5,39.5,39.5,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-12-22,39.3,39.3,39.3,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-12-29,38.6,38.6,38.6,0.0,0.0,39.62,39.62,39.62,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2020-01-05,39.52,39.52,39.52,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2020-01-12,40.99,40.99,40.99,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2020-01-19,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2020-01-26,40.51,40.51,40.51,0.0,0.0,40.51,40.51,40.51,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2020-02-02,40.6,40.6,40.6,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2020-02-09,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2020-02-16,41.37,41.37,41.37,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2020-02-23,35.85,35.85,35.85,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.36,35.36,35.36,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2020-03-01,36.41,36.41,36.41,0.0,0.0,36.95,36.95,36.95,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2020-03-08,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2020-03-15,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2020-03-22,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2020-03-29,27.15,27.15,27.15,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2020-04-05,30.91,30.91,30.91,0.0,0.0,31.6,31.6,31.6,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2020-04-12,31.06,31.06,31.06,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2020-04-19,30.42,30.42,30.42,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2020-04-26,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2020-05-03,32.25,32.25,32.25,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.25,32.25,32.25,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2020-05-10,30.35,30.35,30.35,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.35,30.35,30.35,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2020-05-17,33.67,33.67,33.67,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2020-05-24,34.67,34.67,34.67,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2020-05-31,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2020-06-07,35.62,35.62,35.62,0.0,0.0,35.76,35.76,35.76,0.0,0.0,34.25,34.25,34.25,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2020-06-14,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2020-06-21,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2020-06-28,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2020-07-05,36.57,36.57,36.57,0.0,0.0,36.6,36.6,36.6,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0
