Date,PowerShares PureBeta MSCI USA PortfolioEtf_Open_average,PowerShares PureBeta MSCI USA PortfolioEtf_Open_max,PowerShares PureBeta MSCI USA PortfolioEtf_Open_min,PowerShares PureBeta MSCI USA PortfolioEtf_Open_volatility,PowerShares PureBeta MSCI USA PortfolioEtf_Open_change,PowerShares PureBeta MSCI USA PortfolioEtf_High_average,PowerShares PureBeta MSCI USA PortfolioEtf_High_max,PowerShares PureBeta MSCI USA PortfolioEtf_High_min,PowerShares PureBeta MSCI USA PortfolioEtf_High_volatility,PowerShares PureBeta MSCI USA PortfolioEtf_High_change,PowerShares PureBeta MSCI USA PortfolioEtf_Low_average,PowerShares PureBeta MSCI USA PortfolioEtf_Low_max,PowerShares PureBeta MSCI USA PortfolioEtf_Low_min,PowerShares PureBeta MSCI USA PortfolioEtf_Low_volatility,PowerShares PureBeta MSCI USA PortfolioEtf_Low_change,PowerShares PureBeta MSCI USA PortfolioEtf_Close_average,PowerShares PureBeta MSCI USA PortfolioEtf_Close_max,PowerShares PureBeta MSCI USA PortfolioEtf_Close_min,PowerShares PureBeta MSCI USA PortfolioEtf_Close_volatility,PowerShares PureBeta MSCI USA PortfolioEtf_Close_change
2018-09-09,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-09-16,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-09-23,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-09-30,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2018-10-07,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-10-14,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-10-21,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2018-10-28,27.19,27.19,27.19,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-11-04,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-11-11,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-18,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-25,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-12-02,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-12-09,26.46,26.46,26.46,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-12-16,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-12-23,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-12-30,24.71,24.71,24.71,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.71,24.71,24.71,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-01-06,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-01-13,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-01-20,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-01-27,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-02-03,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-02-10,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-02-17,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-02-24,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-03-03,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-03-10,28.2,28.2,28.2,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-03-17,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-03-24,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-03-31,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-04-07,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-04-14,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-04-21,29.41,29.41,29.41,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-04-28,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-05-05,28.79,28.79,28.79,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2019-05-12,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-05-19,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-05-26,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-06-02,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-06-09,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-06-16,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-06-23,29.27,29.27,29.27,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-06-30,29.8,29.8,29.8,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-07-07,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-07-14,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-07-21,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-07-28,29.2,29.2,29.2,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-08-04,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-08-11,28.81,28.81,28.81,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-08-18,28.82,28.82,28.82,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-08-25,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-09-01,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-09-08,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2019-09-15,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-09-22,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-09-29,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-10-06,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-10-13,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-10-20,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-10-27,30.52,30.52,30.52,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-11-03,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-11-10,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-11-17,31.02,31.02,31.02,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-11-24,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-12-01,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-12-08,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-12-15,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-12-22,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-12-29,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2020-01-05,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2020-01-12,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2020-01-19,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2020-01-26,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2020-02-02,33.32,33.32,33.32,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2020-02-09,33.79,33.79,33.79,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2020-02-16,33.47,33.47,33.47,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2020-02-23,28.94,28.94,28.94,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2020-03-01,29.4,29.4,29.4,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2020-03-08,25.75,25.75,25.75,0.0,0.0,26.62,26.62,26.62,0.0,0.0,25.42,25.42,25.42,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2020-03-15,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2020-03-22,25.74,25.74,25.74,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2020-03-29,24.66,24.66,24.66,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2020-04-05,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2020-04-12,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2020-04-19,27.88,27.88,27.88,0.0,0.0,28.32,28.32,28.32,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2020-04-26,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2020-05-03,29.07,29.07,29.07,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2020-05-10,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2020-05-17,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2020-05-24,30.14,30.14,30.14,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2020-05-31,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2020-06-07,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2020-06-14,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2020-06-21,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2020-06-28,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2020-07-05,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
