Date,iShares US Broker DealersEtf_Open_average,iShares US Broker DealersEtf_Open_max,iShares US Broker DealersEtf_Open_min,iShares US Broker DealersEtf_Open_volatility,iShares US Broker DealersEtf_Open_change,iShares US Broker DealersEtf_High_average,iShares US Broker DealersEtf_High_max,iShares US Broker DealersEtf_High_min,iShares US Broker DealersEtf_High_volatility,iShares US Broker DealersEtf_High_change,iShares US Broker DealersEtf_Low_average,iShares US Broker DealersEtf_Low_max,iShares US Broker DealersEtf_Low_min,iShares US Broker DealersEtf_Low_volatility,iShares US Broker DealersEtf_Low_change,iShares US Broker DealersEtf_Close_average,iShares US Broker DealersEtf_Close_max,iShares US Broker DealersEtf_Close_min,iShares US Broker DealersEtf_Close_volatility,iShares US Broker DealersEtf_Close_change
2018-12-02,59.2,59.2,59.2,0.0,0.0,59.92,59.92,59.92,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2018-12-09,57.16,57.16,57.16,0.0,0.0,57.83,57.83,57.83,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-12-16,54.7,54.7,54.7,0.0,0.0,55.37,55.37,55.37,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-12-23,55.61,55.61,55.61,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-12-30,56.14,56.14,56.14,0.0,0.0,57.52,57.52,57.52,0.0,0.0,56.14,56.14,56.14,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2019-01-06,57.46,57.46,57.46,0.0,0.0,58.04,58.04,58.04,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-01-13,60.76,60.76,60.76,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-01-20,60.9,60.9,60.9,0.0,0.0,61.2,61.2,61.2,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-01-27,60.65,60.65,60.65,0.0,0.0,61.46,61.46,61.46,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2019-02-03,60.03,60.03,60.03,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.46,59.46,59.46,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2019-02-10,60.67,60.67,60.67,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-02-17,61.2,61.2,61.2,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2019-02-24,62.17,62.17,62.17,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-03-03,58.84,58.84,58.84,0.0,0.0,59.19,59.19,59.19,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-03-10,60.65,60.65,60.65,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.65,60.65,60.65,0.0,0.0
2019-03-17,58.56,58.56,58.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-03-24,58.9,58.9,58.9,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.78,58.78,58.78,0.0,0.0
2019-03-31,61.33,61.33,61.33,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2019-04-07,61.96,61.96,61.96,0.0,0.0,62.6,62.6,62.6,0.0,0.0,61.96,61.96,61.96,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2019-04-14,63.28,63.28,63.28,0.0,0.0,63.43,63.43,63.43,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-04-21,63.04,63.04,63.04,0.0,0.0,63.29,63.29,63.29,0.0,0.0,62.77,62.77,62.77,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2019-04-28,63.43,63.43,63.43,0.0,0.0,63.95,63.95,63.95,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.94,63.94,63.94,0.0,0.0
2019-05-05,63.01,63.01,63.01,0.0,0.0,63.42,63.42,63.42,0.0,0.0,62.47,62.47,62.47,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-05-12,61.78,61.78,61.78,0.0,0.0,62.44,62.44,62.44,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-05-19,61.57,61.57,61.57,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-05-26,60.39,60.39,60.39,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-06-02,63.3,63.3,63.3,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-06-09,62.89,62.89,62.89,0.0,0.0,62.89,62.89,62.89,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2019-06-16,62.88,62.88,62.88,0.0,0.0,63.54,63.54,63.54,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2019-06-23,63.44,63.44,63.44,0.0,0.0,63.44,63.44,63.44,0.0,0.0,62.92,62.92,62.92,0.0,0.0,63.14,63.14,63.14,0.0,0.0
2019-06-30,64.57,64.57,64.57,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-07-07,65.58,65.58,65.58,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-07-14,66.06,66.06,66.06,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-07-21,66.09,66.09,66.09,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2019-07-28,64.16,64.16,64.16,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.42,63.42,63.42,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2019-08-04,63.28,63.28,63.28,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.56,63.56,63.56,0.0,0.0
2019-08-11,61.84,61.84,61.84,0.0,0.0,62.62,62.62,62.62,0.0,0.0,61.84,61.84,61.84,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-08-18,63.36,63.36,63.36,0.0,0.0,63.36,63.36,63.36,0.0,0.0,61.78,61.78,61.78,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-08-25,64.03,64.03,64.03,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.74,63.74,63.74,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-09-01,65.51,65.51,65.51,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-09-08,66.34,66.34,66.34,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-09-15,66.27,66.27,66.27,0.0,0.0,66.54,66.54,66.54,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-09-22,65.07,65.07,65.07,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.51,64.51,64.51,0.0,0.0
2019-09-29,60.65,60.65,60.65,0.0,0.0,61.68,61.68,61.68,0.0,0.0,60.6,60.6,60.6,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2019-10-06,62.91,62.91,62.91,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0
2019-10-13,63.3,63.3,63.3,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.3,63.3,63.3,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2019-10-20,63.7,63.7,63.7,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-10-27,64.84,64.84,64.84,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.74,64.74,64.74,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-11-03,65.87,65.87,65.87,0.0,0.0,65.97,65.97,65.97,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-11-10,66.73,66.73,66.73,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2019-11-17,67.45,67.45,67.45,0.0,0.0,67.88,67.88,67.88,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-11-24,68.34,68.34,68.34,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2019-12-01,68.49,68.49,68.49,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2019-12-08,68.72,68.72,68.72,0.0,0.0,69.0,69.0,69.0,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.5,68.5,68.5,0.0,0.0
2019-12-15,69.02,69.02,69.02,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-12-22,68.99,68.99,68.99,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-12-29,68.7,68.7,68.7,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2020-01-05,70.3,70.3,70.3,0.0,0.0,70.35,70.35,70.35,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2020-01-12,72.1,72.1,72.1,0.0,0.0,72.34,72.34,72.34,0.0,0.0,71.97,71.97,71.97,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2020-01-19,71.2,71.2,71.2,0.0,0.0,71.23,71.23,71.23,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2020-01-26,71.41,71.41,71.41,0.0,0.0,71.41,71.41,71.41,0.0,0.0,70.39,70.39,70.39,0.0,0.0,70.48,70.48,70.48,0.0,0.0
2020-02-02,71.39,71.39,71.39,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.29,71.29,71.29,0.0,0.0
2020-02-09,71.7,71.7,71.7,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2020-02-16,71.95,71.95,71.95,0.0,0.0,71.95,71.95,71.95,0.0,0.0,70.82,70.82,70.82,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2020-02-23,63.52,63.52,63.52,0.0,0.0,64.5,64.5,64.5,0.0,0.0,62.06,62.06,62.06,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2020-03-01,61.06,61.06,61.06,0.0,0.0,62.4,62.4,62.4,0.0,0.0,61.0,61.0,61.0,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2020-03-08,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2020-03-15,46.27,46.27,46.27,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2020-03-22,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2020-03-29,50.82,50.82,50.82,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2020-04-05,57.03,57.03,57.03,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2020-04-12,57.73,57.73,57.73,0.0,0.0,57.79,57.79,57.79,0.0,0.0,56.79,56.79,56.79,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2020-04-19,55.69,55.69,55.69,0.0,0.0,55.69,55.69,55.69,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2020-04-26,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2020-05-03,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2020-05-10,56.1,56.1,56.1,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2020-05-17,57.3,57.3,57.3,0.0,0.0,57.54,57.54,57.54,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2020-05-24,60.33,60.33,60.33,0.0,0.0,61.2,61.2,61.2,0.0,0.0,60.31,60.31,60.31,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2020-05-31,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2020-06-07,61.75,61.75,61.75,0.0,0.0,61.9,61.9,61.9,0.0,0.0,60.12,60.12,60.12,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2020-06-14,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2020-06-21,59.99,59.99,59.99,0.0,0.0,60.1,60.1,60.1,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2020-06-28,59.81,59.81,59.81,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2020-07-05,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.99,59.99,59.99,0.0,0.0
