Date,PowerShares Dynamic Energy Exploration & ProductioEtf_Open_average,PowerShares Dynamic Energy Exploration & ProductioEtf_Open_max,PowerShares Dynamic Energy Exploration & ProductioEtf_Open_min,PowerShares Dynamic Energy Exploration & ProductioEtf_Open_volatility,PowerShares Dynamic Energy Exploration & ProductioEtf_Open_change,PowerShares Dynamic Energy Exploration & ProductioEtf_High_average,PowerShares Dynamic Energy Exploration & ProductioEtf_High_max,PowerShares Dynamic Energy Exploration & ProductioEtf_High_min,PowerShares Dynamic Energy Exploration & ProductioEtf_High_volatility,PowerShares Dynamic Energy Exploration & ProductioEtf_High_change,PowerShares Dynamic Energy Exploration & ProductioEtf_Low_average,PowerShares Dynamic Energy Exploration & ProductioEtf_Low_max,PowerShares Dynamic Energy Exploration & ProductioEtf_Low_min,PowerShares Dynamic Energy Exploration & ProductioEtf_Low_volatility,PowerShares Dynamic Energy Exploration & ProductioEtf_Low_change,PowerShares Dynamic Energy Exploration & ProductioEtf_Close_average,PowerShares Dynamic Energy Exploration & ProductioEtf_Close_max,PowerShares Dynamic Energy Exploration & ProductioEtf_Close_min,PowerShares Dynamic Energy Exploration & ProductioEtf_Close_volatility,PowerShares Dynamic Energy Exploration & ProductioEtf_Close_change
2018-03-25,20.82,20.82,20.82,0.0,0.0,21.25,21.25,21.25,0.0,0.0,20.82,20.82,20.82,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-04-01,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.07,21.07,21.07,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-04-08,22.68,22.68,22.68,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-04-15,23.54,23.54,23.54,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-04-22,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2018-04-29,24.25,24.25,24.25,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-05-06,25.52,25.52,25.52,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-05-13,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-05-20,25.63,25.63,25.63,0.0,0.0,25.68,25.68,25.68,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-05-27,26.27,26.27,26.27,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-06-03,26.43,26.43,26.43,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-06-10,26.14,26.14,26.14,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2018-06-17,26.81,26.81,26.81,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-06-24,27.22,27.22,27.22,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-07-01,26.9,26.9,26.9,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-07-08,27.02,27.02,27.02,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-07-15,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-07-22,27.1,27.1,27.1,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-07-29,26.64,26.64,26.64,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2018-08-05,26.29,26.29,26.29,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2018-08-12,25.29,25.29,25.29,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-08-19,26.94,26.94,26.94,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-08-26,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-09-02,25.6,25.6,25.6,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-09-09,26.32,26.32,26.32,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-09-16,26.72,26.72,26.72,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-09-23,27.23,27.23,27.23,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-09-30,27.76,27.76,27.76,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-10-07,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-10-14,25.3,25.3,25.3,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-10-21,22.85,22.85,22.85,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-10-28,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-11-04,22.55,22.55,22.55,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-11-11,22.07,22.07,22.07,0.0,0.0,22.31,22.31,22.31,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-11-18,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-11-25,20.91,20.91,20.91,0.0,0.0,21.19,21.19,21.19,0.0,0.0,20.78,20.78,20.78,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-12-02,20.84,20.84,20.84,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-12-09,19.58,19.58,19.58,0.0,0.0,19.7,19.7,19.7,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2018-12-16,17.16,17.16,17.16,0.0,0.0,17.34,17.34,17.34,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2018-12-23,17.63,17.63,17.63,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2018-12-30,18.45,18.45,18.45,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-01-06,19.36,19.36,19.36,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-01-13,19.89,19.89,19.89,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.99,19.99,19.99,0.0,0.0
2019-01-20,19.26,19.26,19.26,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-01-27,19.45,19.45,19.45,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-02-03,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0,17.85,17.85,17.85,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-02-10,19.29,19.29,19.29,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-02-17,19.62,19.62,19.62,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-02-24,19.0,19.0,19.0,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-03-03,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.87,17.87,17.87,0.0,0.0
2019-03-10,19.0,19.0,19.0,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-03-17,19.54,19.54,19.54,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2019-03-24,19.64,19.64,19.64,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-03-31,19.5,19.5,19.5,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-04-07,20.54,20.54,20.54,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-04-14,20.1,20.1,20.1,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-04-21,19.84,19.84,19.84,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2019-04-28,18.76,18.76,18.76,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.76,18.76,18.76,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2019-05-05,18.66,18.66,18.66,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2019-05-12,18.84,18.84,18.84,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2019-05-19,17.49,17.49,17.49,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-05-26,16.39,16.39,16.39,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2019-06-02,16.51,16.51,16.51,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.6,16.6,16.6,0.0,0.0
2019-06-09,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.13,16.13,16.13,0.0,0.0
2019-06-16,17.14,17.14,17.14,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.09,17.09,17.09,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2019-06-23,17.2,17.2,17.2,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2019-06-30,16.73,16.73,16.73,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2019-07-07,17.13,17.13,17.13,0.0,0.0,17.13,17.13,17.13,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2019-07-14,16.13,16.13,16.13,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.37,16.37,16.37,0.0,0.0
2019-07-21,16.14,16.14,16.14,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.02,16.02,16.02,0.0,0.0,16.11,16.11,16.11,0.0,0.0
2019-07-28,15.54,15.54,15.54,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2019-08-04,14.98,14.98,14.98,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2019-08-11,13.86,13.86,13.86,0.0,0.0,14.19,14.19,14.19,0.0,0.0,13.86,13.86,13.86,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-08-18,14.07,14.07,14.07,0.0,0.0,14.23,14.23,14.23,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2019-08-25,14.24,14.24,14.24,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-09-01,14.7,14.7,14.7,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.75,14.75,14.75,0.0,0.0
2019-09-08,15.77,15.77,15.77,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.41,15.41,15.41,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2019-09-15,15.84,15.84,15.84,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.86,15.86,15.86,0.0,0.0
2019-09-22,15.14,15.14,15.14,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.14,15.14,15.14,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2019-09-29,14.38,14.38,14.38,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-10-06,14.54,14.54,14.54,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2019-10-13,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2019-10-20,14.73,14.73,14.73,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.73,14.73,14.73,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2019-10-27,14.79,14.79,14.79,0.0,0.0,15.15,15.15,15.15,0.0,0.0,14.79,14.79,14.79,0.0,0.0,15.1,15.1,15.1,0.0,0.0
2019-11-03,15.82,15.82,15.82,0.0,0.0,15.97,15.97,15.97,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-11-10,15.46,15.46,15.46,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-11-17,14.97,14.97,14.97,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2019-11-24,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-12-01,14.85,14.85,14.85,0.0,0.0,15.2,15.2,15.2,0.0,0.0,14.85,14.85,14.85,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2019-12-08,15.76,15.76,15.76,0.0,0.0,15.96,15.96,15.96,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.41,15.41,15.41,0.0,0.0
2019-12-15,16.67,16.67,16.67,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2019-12-22,16.88,16.88,16.88,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.51,16.51,16.51,0.0,0.0
2019-12-29,17.06,17.06,17.06,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.86,16.86,16.86,0.0,0.0
2020-01-05,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.2,16.2,16.2,0.0,0.0
2020-01-12,15.89,15.89,15.89,0.0,0.0,15.89,15.89,15.89,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2020-01-19,14.2,14.2,14.2,0.0,0.0,14.25,14.25,14.25,0.0,0.0,13.94,13.94,13.94,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2020-01-26,13.43,13.43,13.43,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2020-02-02,13.47,13.47,13.47,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2020-02-09,13.28,13.28,13.28,0.0,0.0,13.28,13.28,13.28,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2020-02-16,13.15,13.15,13.15,0.0,0.0,13.23,13.23,13.23,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2020-02-23,9.81,9.81,9.81,0.0,0.0,10.61,10.61,10.61,0.0,0.0,9.75,9.75,9.75,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2020-03-01,9.38,9.38,9.38,0.0,0.0,9.45,9.45,9.45,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2020-03-08,6.74,6.74,6.74,0.0,0.0,6.74,6.74,6.74,0.0,0.0,6.74,6.74,6.74,0.0,0.0,6.74,6.74,6.74,0.0,0.0
2020-03-15,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0
2020-03-22,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.8,5.8,5.8,0.0,0.0
2020-03-29,6.34,6.34,6.34,0.0,0.0,6.48,6.48,6.48,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.44,6.44,6.44,0.0,0.0
2020-04-05,7.97,7.97,7.97,0.0,0.0,8.37,8.37,8.37,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.67,7.67,7.67,0.0,0.0
2020-04-12,7.37,7.37,7.37,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.37,7.37,7.37,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2020-04-19,8.74,8.74,8.74,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2020-04-26,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2020-05-03,9.54,9.54,9.54,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2020-05-10,8.83,8.83,8.83,0.0,0.0,8.98,8.98,8.98,0.0,0.0,8.81,8.81,8.81,0.0,0.0,8.81,8.81,8.81,0.0,0.0
2020-05-17,9.5,9.5,9.5,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2020-05-24,9.68,9.68,9.68,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.54,9.54,9.54,0.0,0.0
2020-05-31,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2020-06-07,10.62,10.62,10.62,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.44,10.44,10.44,0.0,0.0
2020-06-14,10.82,10.82,10.82,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2020-06-21,9.17,9.17,9.17,0.0,0.0,9.19,9.19,9.19,0.0,0.0,8.95,8.95,8.95,0.0,0.0,9.01,9.01,9.01,0.0,0.0
2020-06-28,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2020-07-05,9.33,9.33,9.33,0.0,0.0,9.36,9.36,9.36,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.13,9.13,9.13,0.0,0.0
