Date,SPDR SSgA Global AllocationEtf_Open_average,SPDR SSgA Global AllocationEtf_Open_max,SPDR SSgA Global AllocationEtf_Open_min,SPDR SSgA Global AllocationEtf_Open_volatility,SPDR SSgA Global AllocationEtf_Open_change,SPDR SSgA Global AllocationEtf_High_average,SPDR SSgA Global AllocationEtf_High_max,SPDR SSgA Global AllocationEtf_High_min,SPDR SSgA Global AllocationEtf_High_volatility,SPDR SSgA Global AllocationEtf_High_change,SPDR SSgA Global AllocationEtf_Low_average,SPDR SSgA Global AllocationEtf_Low_max,SPDR SSgA Global AllocationEtf_Low_min,SPDR SSgA Global AllocationEtf_Low_volatility,SPDR SSgA Global AllocationEtf_Low_change,SPDR SSgA Global AllocationEtf_Close_average,SPDR SSgA Global AllocationEtf_Close_max,SPDR SSgA Global AllocationEtf_Close_min,SPDR SSgA Global AllocationEtf_Close_volatility,SPDR SSgA Global AllocationEtf_Close_change
2018-04-01,38.01,38.01,38.01,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-04-08,38.49,38.49,38.49,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-04-15,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2018-04-22,38.27,38.27,38.27,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2018-04-29,37.85,37.85,37.85,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.85,37.85,37.85,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2018-05-06,38.8,38.8,38.8,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-05-13,38.53,38.53,38.53,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2018-05-20,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2018-05-27,38.48,38.48,38.48,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2018-06-03,38.6,38.6,38.6,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2018-06-10,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-06-17,38.22,38.22,38.22,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-06-24,37.62,37.62,37.62,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-07-01,37.84,37.84,37.84,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-07-08,38.16,38.16,38.16,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-07-15,38.06,38.06,38.06,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-07-22,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-07-29,38.26,38.26,38.26,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-08-05,38.09,38.09,38.09,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-08-12,37.99,37.99,37.99,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2018-08-19,38.37,38.37,38.37,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2018-08-26,38.71,38.71,38.71,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-09-02,38.12,38.12,38.12,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2018-09-09,38.44,38.44,38.44,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2018-09-16,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2018-09-23,38.35,38.35,38.35,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2018-09-30,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-10-07,37.07,37.07,37.07,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-10-14,36.95,36.95,36.95,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-10-21,35.9,35.9,35.9,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.65,35.65,35.65,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-10-28,36.64,36.64,36.64,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2018-11-04,36.86,36.86,36.86,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-11-11,36.31,36.31,36.31,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2018-11-18,36.01,36.01,36.01,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-11-25,36.72,36.72,36.72,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-12-02,36.31,36.31,36.31,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-12-09,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2018-12-16,34.84,34.84,34.84,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-12-23,34.49,34.49,34.49,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2018-12-30,34.76,34.76,34.76,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.76,34.76,34.76,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-01-06,35.65,35.65,35.65,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2019-01-13,36.03,36.03,36.03,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-01-20,36.12,36.12,36.12,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-01-27,36.94,36.94,36.94,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-02-03,36.58,36.58,36.58,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2019-02-10,37.12,37.12,37.12,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-02-17,37.43,37.43,37.43,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2019-02-24,37.46,37.46,37.46,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2019-03-03,37.02,37.02,37.02,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-03-10,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-03-17,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2019-03-24,37.73,37.73,37.73,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-03-31,38.11,38.11,38.11,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-04-07,38.21,38.21,38.21,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-04-14,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-04-21,38.26,38.26,38.26,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2019-04-28,38.36,38.36,38.36,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-05-05,37.7,37.7,37.7,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-05-12,37.48,37.48,37.48,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-05-19,37.31,37.31,37.31,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2019-05-26,36.87,36.87,36.87,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-06-02,37.83,37.83,37.83,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-06-09,38.06,38.06,38.06,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-06-16,38.71,38.71,38.71,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2019-06-23,38.2,38.2,38.2,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-06-30,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-07-07,38.48,38.48,38.48,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.64,38.64,38.64,0.0,0.0
2019-07-14,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-07-21,38.67,38.67,38.67,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-07-28,38.13,38.13,38.13,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-08-04,38.02,38.02,38.02,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-08-11,37.91,37.91,37.91,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-08-18,38.36,38.36,38.36,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-08-25,38.37,38.37,38.37,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-09-01,38.82,38.82,38.82,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-09-08,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-09-15,39.11,39.11,39.11,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-09-22,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-09-29,38.36,38.36,38.36,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-10-06,38.51,38.51,38.51,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-10-13,38.87,38.87,38.87,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-10-20,39.11,39.11,39.11,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-10-27,39.38,39.38,39.38,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-11-03,39.14,39.14,39.14,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2019-11-10,39.36,39.36,39.36,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-11-17,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-11-24,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-12-01,39.56,39.56,39.56,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2019-12-08,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2019-12-15,40.45,40.45,40.45,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-12-22,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-12-29,40.06,40.06,40.06,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2020-01-05,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2020-01-12,40.66,40.66,40.66,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2020-01-19,40.65,40.65,40.65,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2020-01-26,39.85,39.85,39.85,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.62,39.62,39.62,0.0,0.0
2020-02-02,40.23,40.23,40.23,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2020-02-09,40.75,40.75,40.75,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2020-02-16,40.5,40.5,40.5,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2020-02-23,37.03,37.03,37.03,0.0,0.0,37.29,37.29,37.29,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2020-03-01,37.37,37.37,37.37,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2020-03-08,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2020-03-15,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2020-03-22,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2020-03-29,31.71,31.71,31.71,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2020-04-05,34.62,34.62,34.62,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2020-04-12,34.5,34.5,34.5,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2020-04-19,34.15,34.15,34.15,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2020-04-26,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2020-05-03,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2020-05-10,34.4,34.4,34.4,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2020-05-17,35.31,35.31,35.31,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2020-05-24,36.13,36.13,36.13,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2020-05-31,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2020-06-07,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2020-06-14,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2020-06-21,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2020-06-28,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2020-07-05,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0
