Date,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Open_average,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Open_max,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Open_min,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Open_volatility,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Open_change,WisdomTree Fundamental U.S. High Yield Corporate BEtf_High_average,WisdomTree Fundamental U.S. High Yield Corporate BEtf_High_max,WisdomTree Fundamental U.S. High Yield Corporate BEtf_High_min,WisdomTree Fundamental U.S. High Yield Corporate BEtf_High_volatility,WisdomTree Fundamental U.S. High Yield Corporate BEtf_High_change,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Low_average,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Low_max,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Low_min,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Low_volatility,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Low_change,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Close_average,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Close_max,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Close_min,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Close_volatility,WisdomTree Fundamental U.S. High Yield Corporate BEtf_Close_change
2019-02-10,50.07,50.07,50.07,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-02-17,50.25,50.25,50.25,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-02-24,50.29,50.29,50.29,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-03-03,50.12,50.12,50.12,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-03-10,50.78,50.78,50.78,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-03-17,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-03-24,50.73,50.73,50.73,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-03-31,51.1,51.1,51.1,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-04-07,51.45,51.45,51.45,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-04-14,51.31,51.31,51.31,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-04-21,51.25,51.25,51.25,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-04-28,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-05-05,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-05-12,50.73,50.73,50.73,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-05-19,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-05-26,49.97,49.97,49.97,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-02,50.75,50.75,50.75,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-06-09,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-06-16,51.55,51.55,51.55,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-06-23,51.35,51.35,51.35,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-06-30,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-07-07,51.31,51.31,51.31,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-14,51.17,51.17,51.17,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-07-21,51.28,51.28,51.28,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-28,51.27,51.27,51.27,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-08-04,51.0,51.0,51.0,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-08-11,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-08-18,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-08-25,51.44,51.44,51.44,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-09-01,51.64,51.64,51.64,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-09-08,51.7,51.7,51.7,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-09-15,51.83,51.83,51.83,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-09-22,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-09-29,51.18,51.18,51.18,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-10-06,51.35,51.35,51.35,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-10-13,51.5,51.5,51.5,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-10-20,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-10-27,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2019-11-03,51.51,51.51,51.51,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-11-10,51.53,51.53,51.53,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-11-17,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-11-24,51.41,51.41,51.41,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-12-01,51.55,51.55,51.55,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-12-08,51.99,51.99,51.99,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-12-15,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-12-22,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-12-29,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2020-01-05,52.23,52.23,52.23,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2020-01-12,52.4,52.4,52.4,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2020-01-19,52.03,52.03,52.03,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2020-01-26,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2020-02-02,52.17,52.17,52.17,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2020-02-09,52.37,52.37,52.37,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2020-02-16,52.32,52.32,52.32,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2020-02-23,49.85,49.85,49.85,0.0,0.0,50.8,50.8,50.8,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2020-03-01,50.58,50.58,50.58,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2020-03-08,46.83,46.83,46.83,0.0,0.0,47.61,47.61,47.61,0.0,0.0,45.19,45.19,45.19,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2020-03-15,41.45,41.45,41.45,0.0,0.0,42.58,42.58,42.58,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2020-03-22,43.55,43.55,43.55,0.0,0.0,44.66,44.66,44.66,0.0,0.0,43.4,43.4,43.4,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2020-03-29,43.19,43.19,43.19,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2020-04-05,46.4,46.4,46.4,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2020-04-12,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.28,47.28,47.28,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2020-04-19,46.72,46.72,46.72,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2020-04-26,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2020-05-03,46.58,46.58,46.58,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.58,46.58,46.58,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2020-05-10,46.14,46.14,46.14,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2020-05-17,47.66,47.66,47.66,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.66,47.66,47.66,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2020-05-24,48.49,48.49,48.49,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2020-05-31,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2020-06-07,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2020-06-14,49.76,49.76,49.76,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2020-06-21,48.68,48.68,48.68,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2020-06-28,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2020-07-05,49.43,49.43,49.43,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0
