Date,iShares Edge MSCI Min VolEtf_Open_average,iShares Edge MSCI Min VolEtf_Open_max,iShares Edge MSCI Min VolEtf_Open_min,iShares Edge MSCI Min VolEtf_Open_volatility,iShares Edge MSCI Min VolEtf_Open_change,iShares Edge MSCI Min VolEtf_High_average,iShares Edge MSCI Min VolEtf_High_max,iShares Edge MSCI Min VolEtf_High_min,iShares Edge MSCI Min VolEtf_High_volatility,iShares Edge MSCI Min VolEtf_High_change,iShares Edge MSCI Min VolEtf_Low_average,iShares Edge MSCI Min VolEtf_Low_max,iShares Edge MSCI Min VolEtf_Low_min,iShares Edge MSCI Min VolEtf_Low_volatility,iShares Edge MSCI Min VolEtf_Low_change,iShares Edge MSCI Min VolEtf_Close_average,iShares Edge MSCI Min VolEtf_Close_max,iShares Edge MSCI Min VolEtf_Close_min,iShares Edge MSCI Min VolEtf_Close_volatility,iShares Edge MSCI Min VolEtf_Close_change
2018-06-03,53.31,53.31,53.31,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2018-06-10,53.58,53.58,53.58,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2018-06-17,53.56,53.56,53.56,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-06-24,53.24,53.24,53.24,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-07-01,53.68,53.68,53.68,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2018-07-08,54.59,54.59,54.59,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-07-15,54.63,54.63,54.63,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2018-07-22,55.11,55.11,55.11,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2018-07-29,55.09,55.09,55.09,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.97,54.97,54.97,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2018-08-05,55.36,55.36,55.36,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2018-08-12,55.97,55.97,55.97,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2018-08-19,56.09,56.09,56.09,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2018-08-26,56.42,56.42,56.42,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2018-09-02,56.78,56.78,56.78,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2018-09-09,57.38,57.38,57.38,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2018-09-16,57.53,57.53,57.53,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2018-09-23,56.7,56.7,56.7,0.0,0.0,57.04,57.04,57.04,0.0,0.0,56.5,56.5,56.5,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2018-09-30,56.6,56.6,56.6,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2018-10-07,54.75,54.75,54.75,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2018-10-14,55.52,55.52,55.52,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2018-10-21,54.05,54.05,54.05,0.0,0.0,54.3,54.3,54.3,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2018-10-28,55.25,55.25,55.25,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-11-04,56.49,56.49,56.49,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-11-11,55.77,55.77,55.77,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.67,55.67,55.67,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-11-18,54.68,54.68,54.68,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2018-11-25,56.29,56.29,56.29,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2018-12-02,55.94,55.94,55.94,0.0,0.0,56.05,56.05,56.05,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2018-12-09,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2018-12-16,52.12,52.12,52.12,0.0,0.0,52.81,52.81,52.81,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-12-23,52.35,52.35,52.35,0.0,0.0,52.56,52.56,52.56,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.94,51.94,51.94,0.0,0.0
2018-12-30,51.69,51.69,51.69,0.0,0.0,52.47,52.47,52.47,0.0,0.0,51.44,51.44,51.44,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-01-06,53.15,53.15,53.15,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2019-01-13,54.14,54.14,54.14,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2019-01-20,54.54,54.54,54.54,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-01-27,55.57,55.57,55.57,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2019-02-03,55.72,55.72,55.72,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.67,55.67,55.67,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2019-02-10,56.76,56.76,56.76,0.0,0.0,57.04,57.04,57.04,0.0,0.0,56.76,56.76,56.76,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-02-17,57.36,57.36,57.36,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-02-24,57.81,57.81,57.81,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2019-03-03,56.79,56.79,56.79,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2019-03-10,58.12,58.12,58.12,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.18,58.18,58.18,0.0,0.0
2019-03-17,58.23,58.23,58.23,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0
2019-03-24,58.65,58.65,58.65,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2019-03-31,59.18,59.18,59.18,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2019-04-07,59.42,59.42,59.42,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-04-14,58.96,58.96,58.96,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-04-21,59.46,59.46,59.46,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2019-04-28,59.68,59.68,59.68,0.0,0.0,59.81,59.81,59.81,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-05-05,58.89,58.89,58.89,0.0,0.0,59.6,59.6,59.6,0.0,0.0,58.4,58.4,58.4,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-05-12,59.57,59.57,59.57,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-05-19,60.14,60.14,60.14,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2019-05-26,59.07,59.07,59.07,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-06-02,61.62,61.62,61.62,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2019-06-09,61.78,61.78,61.78,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.91,61.91,61.91,0.0,0.0
2019-06-16,62.45,62.45,62.45,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2019-06-23,61.66,61.66,61.66,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-06-30,62.82,62.82,62.82,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-07-07,63.41,63.41,63.41,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-07-14,63.53,63.53,63.53,0.0,0.0,63.62,63.62,63.62,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.89,62.89,62.89,0.0,0.0
2019-07-21,63.23,63.23,63.23,0.0,0.0,63.65,63.65,63.65,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-07-28,62.53,62.53,62.53,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2019-08-04,63.33,63.33,63.33,0.0,0.0,63.54,63.54,63.54,0.0,0.0,62.86,62.86,62.86,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-08-11,62.65,62.65,62.65,0.0,0.0,63.1,63.1,63.1,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2019-08-18,63.54,63.54,63.54,0.0,0.0,63.81,63.81,63.81,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-08-25,64.08,64.08,64.08,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-09-01,64.72,64.72,64.72,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2019-09-08,64.17,64.17,64.17,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2019-09-15,64.65,64.65,64.65,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-09-22,64.33,64.33,64.33,0.0,0.0,64.33,64.33,64.33,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-09-29,63.27,63.27,63.27,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.15,63.15,63.15,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2019-10-06,64.25,64.25,64.25,0.0,0.0,64.28,64.28,64.28,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-10-13,64.03,64.03,64.03,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.89,63.89,63.89,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-10-20,63.82,63.82,63.82,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.51,63.51,63.51,0.0,0.0
2019-10-27,64.24,64.24,64.24,0.0,0.0,64.27,64.27,64.27,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2019-11-03,63.42,63.42,63.42,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2019-11-10,64.16,64.16,64.16,0.0,0.0,64.27,64.27,64.27,0.0,0.0,63.96,63.96,63.96,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-11-17,64.32,64.32,64.32,0.0,0.0,64.4,64.4,64.4,0.0,0.0,63.94,63.94,63.94,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-11-24,65.0,65.0,65.0,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.77,64.77,64.77,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2019-12-01,64.86,64.86,64.86,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2019-12-08,64.85,64.85,64.85,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.67,64.67,64.67,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-12-15,65.3,65.3,65.3,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-12-22,65.73,65.73,65.73,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-12-29,65.36,65.36,65.36,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2020-01-05,66.17,66.17,66.17,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.0,66.0,66.0,0.0,0.0
2020-01-12,67.46,67.46,67.46,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.62,67.62,67.62,0.0,0.0
2020-01-19,68.16,68.16,68.16,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2020-01-26,67.87,67.87,67.87,0.0,0.0,67.96,67.96,67.96,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2020-02-02,68.53,68.53,68.53,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.39,68.39,68.39,0.0,0.0
2020-02-09,69.44,69.44,69.44,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2020-02-16,69.34,69.34,69.34,0.0,0.0,69.39,69.39,69.39,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.25,69.25,69.25,0.0,0.0
2020-02-23,60.93,60.93,60.93,0.0,0.0,61.91,61.91,61.91,0.0,0.0,60.14,60.14,60.14,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2020-03-01,63.35,63.35,63.35,0.0,0.0,64.34,64.34,64.34,0.0,0.0,62.42,62.42,62.42,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2020-03-08,56.31,56.31,56.31,0.0,0.0,57.74,57.74,57.74,0.0,0.0,53.72,53.72,53.72,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2020-03-15,51.83,51.83,51.83,0.0,0.0,52.5,52.5,52.5,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2020-03-22,52.76,52.76,52.76,0.0,0.0,55.34,55.34,55.34,0.0,0.0,52.76,52.76,52.76,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2020-03-29,52.84,52.84,52.84,0.0,0.0,53.34,53.34,53.34,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2020-04-05,58.47,58.47,58.47,0.0,0.0,59.63,59.63,59.63,0.0,0.0,58.18,58.18,58.18,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2020-04-12,59.88,59.88,59.88,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.01,59.01,59.01,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2020-04-19,58.07,58.07,58.07,0.0,0.0,58.62,58.62,58.62,0.0,0.0,57.7,57.7,57.7,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2020-04-26,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2020-05-03,59.08,59.08,59.08,0.0,0.0,59.53,59.53,59.53,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2020-05-10,57.51,57.51,57.51,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.29,57.29,57.29,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2020-05-17,59.3,59.3,59.3,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2020-05-24,61.34,61.34,61.34,0.0,0.0,61.72,61.72,61.72,0.0,0.0,60.79,60.79,60.79,0.0,0.0,61.62,61.62,61.62,0.0,0.0
2020-05-31,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2020-06-07,61.14,61.14,61.14,0.0,0.0,61.2,61.2,61.2,0.0,0.0,59.32,59.32,59.32,0.0,0.0,60.26,60.26,60.26,0.0,0.0
2020-06-14,61.87,61.87,61.87,0.0,0.0,61.93,61.93,61.93,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.76,60.76,60.76,0.0,0.0
2020-06-21,59.92,59.92,59.92,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2020-06-28,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2020-07-05,61.06,61.06,61.06,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.98,60.98,60.98,0.0,0.0
