Date,NuShares ESG Large-Cap GrowthEtf_Open_average,NuShares ESG Large-Cap GrowthEtf_Open_max,NuShares ESG Large-Cap GrowthEtf_Open_min,NuShares ESG Large-Cap GrowthEtf_Open_volatility,NuShares ESG Large-Cap GrowthEtf_Open_change,NuShares ESG Large-Cap GrowthEtf_High_average,NuShares ESG Large-Cap GrowthEtf_High_max,NuShares ESG Large-Cap GrowthEtf_High_min,NuShares ESG Large-Cap GrowthEtf_High_volatility,NuShares ESG Large-Cap GrowthEtf_High_change,NuShares ESG Large-Cap GrowthEtf_Low_average,NuShares ESG Large-Cap GrowthEtf_Low_max,NuShares ESG Large-Cap GrowthEtf_Low_min,NuShares ESG Large-Cap GrowthEtf_Low_volatility,NuShares ESG Large-Cap GrowthEtf_Low_change,NuShares ESG Large-Cap GrowthEtf_Close_average,NuShares ESG Large-Cap GrowthEtf_Close_max,NuShares ESG Large-Cap GrowthEtf_Close_min,NuShares ESG Large-Cap GrowthEtf_Close_volatility,NuShares ESG Large-Cap GrowthEtf_Close_change
2018-03-25,32.22,32.22,32.22,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-04-01,32.51,32.51,32.51,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-04-08,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-04-15,33.01,33.01,33.01,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-04-22,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-04-29,32.56,32.56,32.56,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.56,32.56,32.56,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2018-05-06,33.93,33.93,33.93,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-05-13,33.74,33.74,33.74,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-05-20,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-05-27,34.25,34.25,34.25,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-06-03,34.83,34.83,34.83,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2018-06-10,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-06-17,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-06-24,34.49,34.49,34.49,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-07-01,34.8,34.8,34.8,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-07-08,35.42,35.42,35.42,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2018-07-15,35.43,35.43,35.43,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-07-22,35.58,35.58,35.58,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-07-29,35.72,35.72,35.72,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-08-05,35.89,35.89,35.89,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-08-12,35.66,35.66,35.66,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-08-19,36.36,36.36,36.36,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-08-26,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-09-02,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-09-09,37.19,37.19,37.19,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-09-16,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-09-23,37.2,37.2,37.2,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.33,37.33,37.33,0.0,0.0
2018-09-30,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-10-07,34.79,34.79,34.79,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-10-14,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-10-21,33.33,33.33,33.33,0.0,0.0,33.54,33.54,33.54,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-10-28,34.29,34.29,34.29,0.0,0.0,34.57,34.57,34.57,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-11-04,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-11-11,33.82,33.82,33.82,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-11-18,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-11-25,34.01,34.01,34.01,0.0,0.0,34.22,34.22,34.22,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-12-02,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-12-09,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-12-16,30.61,30.61,30.61,0.0,0.0,30.7,30.7,30.7,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-12-23,30.08,30.08,30.08,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-12-30,29.86,29.86,29.86,0.0,0.0,30.36,30.36,30.36,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-01-06,31.06,31.06,31.06,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-01-13,31.77,31.77,31.77,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-01-20,32.08,32.08,32.08,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-01-27,32.6,32.6,32.6,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-02-03,32.91,32.91,32.91,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-02-10,34.01,34.01,34.01,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-02-17,34.26,34.26,34.26,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-02-24,34.62,34.62,34.62,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-03-03,33.52,33.52,33.52,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2019-03-10,34.83,34.83,34.83,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-03-17,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-03-24,35.09,35.09,35.09,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-03-31,35.98,35.98,35.98,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-04-07,36.22,36.22,36.22,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-04-14,36.13,36.13,36.13,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-04-21,36.4,36.4,36.4,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-04-28,36.44,36.44,36.44,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-05-05,35.6,35.6,35.6,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-05-12,35.98,35.98,35.98,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-05-19,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-05-26,34.64,34.64,34.64,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-06-02,36.23,36.23,36.23,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-06-09,36.37,36.37,36.37,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2019-06-16,37.33,37.33,37.33,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-06-23,36.98,36.98,36.98,0.0,0.0,37.16,37.16,37.16,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2019-06-30,37.77,37.77,37.77,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-07-07,38.1,38.1,38.1,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-07-14,38.34,38.34,38.34,0.0,0.0,38.77,38.77,38.77,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-07-21,38.41,38.41,38.41,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2019-07-28,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-08-04,37.68,37.68,37.68,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2019-08-11,36.99,36.99,36.99,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-08-18,37.84,37.84,37.84,0.0,0.0,38.04,38.04,38.04,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2019-08-25,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-09-01,38.76,38.76,38.76,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-08,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2019-09-15,38.69,38.69,38.69,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-09-22,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-09-29,37.56,37.56,37.56,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2019-10-06,38.0,38.0,38.0,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.14,38.14,38.14,0.0,0.0
2019-10-13,38.47,38.47,38.47,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-10-20,38.62,38.62,38.62,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2019-10-27,39.18,39.18,39.18,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.15,39.15,39.15,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-11-03,39.38,39.38,39.38,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-11-10,40.06,40.06,40.06,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-11-17,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.94,39.94,39.94,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-11-24,41.02,41.02,41.02,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-12-01,40.69,40.69,40.69,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-12-08,41.14,41.14,41.14,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-12-15,41.95,41.95,41.95,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-12-22,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-12-29,41.37,41.37,41.37,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2020-01-05,42.8,42.8,42.8,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2020-01-12,43.65,43.65,43.65,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2020-01-19,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2020-01-26,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2020-02-02,44.65,44.65,44.65,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2020-02-09,45.81,45.81,45.81,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2020-02-16,45.95,45.95,45.95,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2020-02-23,38.67,38.67,38.67,0.0,0.0,40.35,40.35,40.35,0.0,0.0,38.65,38.65,38.65,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2020-03-01,40.0,40.0,40.0,0.0,0.0,40.57,40.57,40.57,0.0,0.0,39.4,39.4,39.4,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2020-03-08,35.78,35.78,35.78,0.0,0.0,36.61,36.61,36.61,0.0,0.0,33.81,33.81,33.81,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2020-03-15,32.74,32.74,32.74,0.0,0.0,33.1,33.1,33.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2020-03-22,35.32,35.32,35.32,0.0,0.0,35.5,35.5,35.5,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2020-03-29,33.93,33.93,33.93,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2020-04-05,37.51,37.51,37.51,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2020-04-12,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2020-04-19,38.66,38.66,38.66,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.55,38.55,38.55,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2020-04-26,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2020-05-03,41.77,41.77,41.77,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.77,41.77,41.77,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2020-05-10,40.92,40.92,40.92,0.0,0.0,41.6,41.6,41.6,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2020-05-17,42.78,42.78,42.78,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.78,42.78,42.78,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2020-05-24,44.15,44.15,44.15,0.0,0.0,44.7,44.7,44.7,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2020-05-31,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2020-06-07,44.38,44.38,44.38,0.0,0.0,44.6,44.6,44.6,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2020-06-14,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2020-06-21,45.33,45.33,45.33,0.0,0.0,45.57,45.57,45.57,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2020-06-28,46.63,46.63,46.63,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2020-07-05,47.07,47.07,47.07,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.1,47.1,47.1,0.0,0.0
