Date,SPDR S&P InternetEtf_Open_average,SPDR S&P InternetEtf_Open_max,SPDR S&P InternetEtf_Open_min,SPDR S&P InternetEtf_Open_volatility,SPDR S&P InternetEtf_Open_change,SPDR S&P InternetEtf_High_average,SPDR S&P InternetEtf_High_max,SPDR S&P InternetEtf_High_min,SPDR S&P InternetEtf_High_volatility,SPDR S&P InternetEtf_High_change,SPDR S&P InternetEtf_Low_average,SPDR S&P InternetEtf_Low_max,SPDR S&P InternetEtf_Low_min,SPDR S&P InternetEtf_Low_volatility,SPDR S&P InternetEtf_Low_change,SPDR S&P InternetEtf_Close_average,SPDR S&P InternetEtf_Close_max,SPDR S&P InternetEtf_Close_min,SPDR S&P InternetEtf_Close_volatility,SPDR S&P InternetEtf_Close_change
2018-03-25,76.22,76.22,76.22,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2018-04-01,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2018-04-08,76.34,76.34,76.34,0.0,0.0,76.34,76.34,76.34,0.0,0.0,76.34,76.34,76.34,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2018-04-15,79.19,79.19,79.19,0.0,0.0,79.19,79.19,79.19,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.39,78.39,78.39,0.0,0.0
2018-04-22,77.99,77.99,77.99,0.0,0.0,77.99,77.99,77.99,0.0,0.0,76.92,76.92,76.92,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2018-04-29,78.31,78.31,78.31,0.0,0.0,80.07,80.07,80.07,0.0,0.0,78.31,78.31,78.31,0.0,0.0,79.94,79.94,79.94,0.0,0.0
2018-05-06,83.72,83.72,83.72,0.0,0.0,83.82,83.82,83.82,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2018-05-13,83.66,83.66,83.66,0.0,0.0,84.59,84.59,84.59,0.0,0.0,83.66,83.66,83.66,0.0,0.0,84.22,84.22,84.22,0.0,0.0
2018-05-20,84.37,84.37,84.37,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.26,84.26,84.26,0.0,0.0
2018-05-27,86.82,86.82,86.82,0.0,0.0,87.58,87.58,87.58,0.0,0.0,86.73,86.73,86.73,0.0,0.0,87.4,87.4,87.4,0.0,0.0
2018-06-03,88.42,88.42,88.42,0.0,0.0,88.91,88.91,88.91,0.0,0.0,87.91,87.91,87.91,0.0,0.0,88.82,88.82,88.82,0.0,0.0
2018-06-10,92.31,92.31,92.31,0.0,0.0,92.48,92.48,92.48,0.0,0.0,91.73,91.73,91.73,0.0,0.0,92.48,92.48,92.48,0.0,0.0
2018-06-17,92.2,92.2,92.2,0.0,0.0,92.2,92.2,92.2,0.0,0.0,90.11,90.11,90.11,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2018-06-24,87.52,87.52,87.52,0.0,0.0,88.01,88.01,88.01,0.0,0.0,87.36,87.36,87.36,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2018-07-01,90.16,90.16,90.16,0.0,0.0,91.52,91.52,91.52,0.0,0.0,89.94,89.94,89.94,0.0,0.0,91.41,91.41,91.41,0.0,0.0
2018-07-08,93.15,93.15,93.15,0.0,0.0,93.15,93.15,93.15,0.0,0.0,91.81,91.81,91.81,0.0,0.0,92.14,92.14,92.14,0.0,0.0
2018-07-15,92.83,92.83,92.83,0.0,0.0,92.9,92.9,92.9,0.0,0.0,92.29,92.29,92.29,0.0,0.0,92.52,92.52,92.52,0.0,0.0
2018-07-22,93.48,93.48,93.48,0.0,0.0,93.48,93.48,93.48,0.0,0.0,89.2,89.2,89.2,0.0,0.0,89.73,89.73,89.73,0.0,0.0
2018-07-29,89.39,89.39,89.39,0.0,0.0,89.39,89.39,89.39,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2018-08-05,93.0,93.0,93.0,0.0,0.0,94.42,94.42,94.42,0.0,0.0,92.63,92.63,92.63,0.0,0.0,93.56,93.56,93.56,0.0,0.0
2018-08-12,92.93,92.93,92.93,0.0,0.0,92.93,92.93,92.93,0.0,0.0,91.61,91.61,91.61,0.0,0.0,92.63,92.63,92.63,0.0,0.0
2018-08-19,95.4,95.4,95.4,0.0,0.0,96.44,96.44,96.44,0.0,0.0,95.4,95.4,95.4,0.0,0.0,96.3,96.3,96.3,0.0,0.0
2018-08-26,97.33,97.33,97.33,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.67,97.67,97.67,0.0,0.0
2018-09-02,95.09,95.09,95.09,0.0,0.0,97.95,97.95,97.95,0.0,0.0,94.93,94.93,94.93,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2018-09-09,99.4,99.4,99.4,0.0,0.0,100.36,100.36,100.36,0.0,0.0,99.06,99.06,99.06,0.0,0.0,99.61,99.61,99.61,0.0,0.0
2018-09-16,98.55,98.55,98.55,0.0,0.0,98.55,98.55,98.55,0.0,0.0,96.49,96.49,96.49,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2018-09-23,97.8,97.8,97.8,0.0,0.0,97.8,97.8,97.8,0.0,0.0,97.3,97.3,97.3,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2018-09-30,93.14,93.14,93.14,0.0,0.0,93.62,93.62,93.62,0.0,0.0,90.65,90.65,90.65,0.0,0.0,91.9,91.9,91.9,0.0,0.0
2018-10-07,86.98,86.98,86.98,0.0,0.0,87.2,87.2,87.2,0.0,0.0,85.66,85.66,85.66,0.0,0.0,86.79,86.79,86.79,0.0,0.0
2018-10-14,86.78,86.78,86.78,0.0,0.0,86.9,86.9,86.9,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.44,84.44,84.44,0.0,0.0
2018-10-21,83.06,83.06,83.06,0.0,0.0,84.32,84.32,84.32,0.0,0.0,81.34,81.34,81.34,0.0,0.0,82.66,82.66,82.66,0.0,0.0
2018-10-28,88.7,88.7,88.7,0.0,0.0,89.25,89.25,89.25,0.0,0.0,86.71,86.71,86.71,0.0,0.0,87.39,87.39,87.39,0.0,0.0
2018-11-04,85.96,85.96,85.96,0.0,0.0,86.8,86.8,86.8,0.0,0.0,84.51,84.51,84.51,0.0,0.0,85.33,85.33,85.33,0.0,0.0
2018-11-11,82.99,82.99,82.99,0.0,0.0,83.3,83.3,83.3,0.0,0.0,82.15,82.15,82.15,0.0,0.0,83.28,83.28,83.28,0.0,0.0
2018-11-18,79.1,79.1,79.1,0.0,0.0,80.18,80.18,80.18,0.0,0.0,79.05,79.05,79.05,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2018-11-25,84.85,84.85,84.85,0.0,0.0,85.01,85.01,85.01,0.0,0.0,84.35,84.35,84.35,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2018-12-02,85.02,85.02,85.02,0.0,0.0,85.02,85.02,85.02,0.0,0.0,81.4,81.4,81.4,0.0,0.0,82.14,82.14,82.14,0.0,0.0
2018-12-09,82.24,82.24,82.24,0.0,0.0,83.52,83.52,83.52,0.0,0.0,81.9,81.9,81.9,0.0,0.0,82.34,82.34,82.34,0.0,0.0
2018-12-16,75.93,75.93,75.93,0.0,0.0,75.93,75.93,75.93,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2018-12-23,76.85,76.85,76.85,0.0,0.0,77.05,77.05,77.05,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2018-12-30,74.94,74.94,74.94,0.0,0.0,77.86,77.86,77.86,0.0,0.0,74.92,74.92,74.92,0.0,0.0,77.42,77.42,77.42,0.0,0.0
2019-01-06,80.65,80.65,80.65,0.0,0.0,81.04,81.04,81.04,0.0,0.0,80.38,80.38,80.38,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2019-01-13,83.05,83.05,83.05,0.0,0.0,84.29,84.29,84.29,0.0,0.0,83.05,83.05,83.05,0.0,0.0,84.29,84.29,84.29,0.0,0.0
2019-01-20,84.36,84.36,84.36,0.0,0.0,85.89,85.89,85.89,0.0,0.0,84.36,84.36,84.36,0.0,0.0,85.73,85.73,85.73,0.0,0.0
2019-01-27,87.32,87.32,87.32,0.0,0.0,87.53,87.53,87.53,0.0,0.0,86.8,86.8,86.8,0.0,0.0,87.38,87.38,87.38,0.0,0.0
2019-02-03,86.99,86.99,86.99,0.0,0.0,88.42,88.42,88.42,0.0,0.0,86.99,86.99,86.99,0.0,0.0,88.03,88.03,88.03,0.0,0.0
2019-02-10,89.55,89.55,89.55,0.0,0.0,89.55,89.55,89.55,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2019-02-17,88.43,88.43,88.43,0.0,0.0,89.45,89.45,89.45,0.0,0.0,88.43,88.43,88.43,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-02-24,89.8,89.8,89.8,0.0,0.0,90.17,90.17,90.17,0.0,0.0,89.4,89.4,89.4,0.0,0.0,90.17,90.17,90.17,0.0,0.0
2019-03-03,85.41,85.41,85.41,0.0,0.0,86.57,86.57,86.57,0.0,0.0,84.86,84.86,84.86,0.0,0.0,86.56,86.56,86.56,0.0,0.0
2019-03-10,89.63,89.63,89.63,0.0,0.0,89.98,89.98,89.98,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2019-03-17,90.84,90.84,90.84,0.0,0.0,90.95,90.95,90.95,0.0,0.0,88.55,88.55,88.55,0.0,0.0,88.55,88.55,88.55,0.0,0.0
2019-03-24,88.28,88.28,88.28,0.0,0.0,88.81,88.81,88.81,0.0,0.0,88.2,88.2,88.2,0.0,0.0,88.79,88.79,88.79,0.0,0.0
2019-03-31,90.82,90.82,90.82,0.0,0.0,90.82,90.82,90.82,0.0,0.0,90.32,90.32,90.32,0.0,0.0,90.33,90.33,90.33,0.0,0.0
2019-04-07,91.04,91.04,91.04,0.0,0.0,91.04,91.04,91.04,0.0,0.0,90.31,90.31,90.31,0.0,0.0,90.53,90.53,90.53,0.0,0.0
2019-04-14,88.73,88.73,88.73,0.0,0.0,88.85,88.85,88.85,0.0,0.0,88.05,88.05,88.05,0.0,0.0,88.67,88.67,88.67,0.0,0.0
2019-04-21,91.71,91.71,91.71,0.0,0.0,92.69,92.69,92.69,0.0,0.0,91.68,91.68,91.68,0.0,0.0,92.62,92.62,92.62,0.0,0.0
2019-04-28,93.42,93.42,93.42,0.0,0.0,93.81,93.81,93.81,0.0,0.0,93.41,93.41,93.41,0.0,0.0,93.81,93.81,93.81,0.0,0.0
2019-05-05,87.95,87.95,87.95,0.0,0.0,87.95,87.95,87.95,0.0,0.0,85.61,85.61,85.61,0.0,0.0,87.34,87.34,87.34,0.0,0.0
2019-05-12,87.49,87.49,87.49,0.0,0.0,88.32,88.32,88.32,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.56,87.56,87.56,0.0,0.0
2019-05-19,87.12,87.12,87.12,0.0,0.0,87.12,87.12,87.12,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2019-05-26,84.42,84.42,84.42,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.35,84.35,84.35,0.0,0.0,84.85,84.85,84.85,0.0,0.0
2019-06-02,87.0,87.0,87.0,0.0,0.0,88.87,88.87,88.87,0.0,0.0,87.0,87.0,87.0,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2019-06-09,90.4,90.4,90.4,0.0,0.0,90.4,90.4,90.4,0.0,0.0,89.47,89.47,89.47,0.0,0.0,89.64,89.64,89.64,0.0,0.0
2019-06-16,90.92,90.92,90.92,0.0,0.0,91.4,91.4,91.4,0.0,0.0,90.6,90.6,90.6,0.0,0.0,90.81,90.81,90.81,0.0,0.0
2019-06-23,89.08,89.08,89.08,0.0,0.0,89.11,89.11,89.11,0.0,0.0,88.86,88.86,88.86,0.0,0.0,89.11,89.11,89.11,0.0,0.0
2019-06-30,89.95,89.95,89.95,0.0,0.0,90.98,90.98,90.98,0.0,0.0,89.95,89.95,89.95,0.0,0.0,90.89,90.89,90.89,0.0,0.0
2019-07-07,90.94,90.94,90.94,0.0,0.0,91.3,91.3,91.3,0.0,0.0,90.9,90.9,90.9,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2019-07-14,90.41,90.41,90.41,0.0,0.0,90.65,90.65,90.65,0.0,0.0,89.75,89.75,89.75,0.0,0.0,89.77,89.77,89.77,0.0,0.0
2019-07-21,92.08,92.08,92.08,0.0,0.0,92.2,92.2,92.2,0.0,0.0,92.05,92.05,92.05,0.0,0.0,92.14,92.14,92.14,0.0,0.0
2019-07-28,88.38,88.38,88.38,0.0,0.0,88.58,88.58,88.58,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.95,87.95,87.95,0.0,0.0
2019-08-04,85.16,85.16,85.16,0.0,0.0,85.16,85.16,85.16,0.0,0.0,83.62,83.62,83.62,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2019-08-11,80.63,80.63,80.63,0.0,0.0,81.05,81.05,81.05,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2019-08-18,81.99,81.99,81.99,0.0,0.0,82.17,82.17,82.17,0.0,0.0,79.72,79.72,79.72,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2019-08-25,81.91,81.91,81.91,0.0,0.0,82.0,82.0,82.0,0.0,0.0,80.98,80.98,80.98,0.0,0.0,81.23,81.23,81.23,0.0,0.0
2019-09-01,82.7,82.7,82.7,0.0,0.0,82.91,82.91,82.91,0.0,0.0,81.95,81.95,81.95,0.0,0.0,81.95,81.95,81.95,0.0,0.0
2019-09-08,83.85,83.85,83.85,0.0,0.0,83.95,83.95,83.95,0.0,0.0,83.64,83.64,83.64,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2019-09-15,82.33,82.33,82.33,0.0,0.0,82.7,82.7,82.7,0.0,0.0,81.82,81.82,81.82,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2019-09-22,79.29,79.29,79.29,0.0,0.0,79.29,79.29,79.29,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.89,77.89,77.89,0.0,0.0
2019-09-29,77.9,77.9,77.9,0.0,0.0,78.71,78.71,78.71,0.0,0.0,77.9,77.9,77.9,0.0,0.0,78.71,78.71,78.71,0.0,0.0
2019-10-06,78.52,78.52,78.52,0.0,0.0,80.04,80.04,80.04,0.0,0.0,78.52,78.52,78.52,0.0,0.0,79.29,79.29,79.29,0.0,0.0
2019-10-13,79.41,79.41,79.41,0.0,0.0,79.41,79.41,79.41,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2019-10-20,80.53,80.53,80.53,0.0,0.0,81.78,81.78,81.78,0.0,0.0,80.53,80.53,80.53,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2019-10-27,78.89,78.89,78.89,0.0,0.0,79.07,79.07,79.07,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2019-11-03,78.32,78.32,78.32,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.24,78.24,78.24,0.0,0.0,78.27,78.27,78.27,0.0,0.0
2019-11-10,78.92,78.92,78.92,0.0,0.0,79.3,79.3,79.3,0.0,0.0,78.92,78.92,78.92,0.0,0.0,79.23,79.23,79.23,0.0,0.0
2019-11-17,80.05,80.05,80.05,0.0,0.0,80.47,80.47,80.47,0.0,0.0,79.89,79.89,79.89,0.0,0.0,80.47,80.47,80.47,0.0,0.0
2019-11-24,81.35,81.35,81.35,0.0,0.0,81.61,81.61,81.61,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.44,81.44,81.44,0.0,0.0
2019-12-01,80.22,80.22,80.22,0.0,0.0,80.28,80.28,80.28,0.0,0.0,80.04,80.04,80.04,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2019-12-08,81.5,81.5,81.5,0.0,0.0,81.5,81.5,81.5,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.69,80.69,80.69,0.0,0.0
2019-12-15,81.64,81.64,81.64,0.0,0.0,81.75,81.75,81.75,0.0,0.0,81.44,81.44,81.44,0.0,0.0,81.75,81.75,81.75,0.0,0.0
2019-12-22,82.28,82.28,82.28,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.21,82.21,82.21,0.0,0.0,82.21,82.21,82.21,0.0,0.0
2019-12-29,82.28,82.28,82.28,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.12,82.12,82.12,0.0,0.0,82.34,82.34,82.34,0.0,0.0
2020-01-05,85.17,85.17,85.17,0.0,0.0,85.17,85.17,85.17,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.85,84.85,84.85,0.0,0.0
2020-01-12,89.1,89.1,89.1,0.0,0.0,89.1,89.1,89.1,0.0,0.0,88.86,88.86,88.86,0.0,0.0,88.96,88.96,88.96,0.0,0.0
2020-01-19,88.65,88.65,88.65,0.0,0.0,88.65,88.65,88.65,0.0,0.0,87.11,87.11,87.11,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2020-01-26,86.5,86.5,86.5,0.0,0.0,86.5,86.5,86.5,0.0,0.0,83.82,83.82,83.82,0.0,0.0,83.98,83.98,83.98,0.0,0.0
2020-02-02,87.09,87.09,87.09,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.68,86.68,86.68,0.0,0.0,86.76,86.76,86.76,0.0,0.0
2020-02-09,87.47,87.47,87.47,0.0,0.0,87.89,87.89,87.89,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2020-02-16,90.42,90.42,90.42,0.0,0.0,90.45,90.45,90.45,0.0,0.0,89.9,89.9,89.9,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2020-02-23,75.43,75.43,75.43,0.0,0.0,78.35,78.35,78.35,0.0,0.0,75.43,75.43,75.43,0.0,0.0,78.35,78.35,78.35,0.0,0.0
2020-03-01,74.62,74.62,74.62,0.0,0.0,74.75,74.75,74.75,0.0,0.0,73.62,73.62,73.62,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2020-03-08,62.11,62.11,62.11,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.11,62.11,62.11,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2020-03-15,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2020-03-22,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2020-03-29,60.84,60.84,60.84,0.0,0.0,60.84,60.84,60.84,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2020-04-05,71.06,71.06,71.06,0.0,0.0,71.65,71.65,71.65,0.0,0.0,70.8,70.8,70.8,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2020-04-12,74.5,74.5,74.5,0.0,0.0,75.15,75.15,75.15,0.0,0.0,74.12,74.12,74.12,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2020-04-19,77.11,77.11,77.11,0.0,0.0,79.02,79.02,79.02,0.0,0.0,77.11,77.11,77.11,0.0,0.0,78.74,78.74,78.74,0.0,0.0
2020-04-26,79.34,79.34,79.34,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.34,79.34,79.34,0.0,0.0
2020-05-03,87.92,87.92,87.92,0.0,0.0,89.27,89.27,89.27,0.0,0.0,87.17,87.17,87.17,0.0,0.0,88.92,88.92,88.92,0.0,0.0
2020-05-10,87.94,87.94,87.94,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.94,87.94,87.94,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2020-05-17,91.01,91.01,91.01,0.0,0.0,92.71,92.71,92.71,0.0,0.0,91.01,91.01,91.01,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2020-05-24,94.05,94.05,94.05,0.0,0.0,95.08,95.08,95.08,0.0,0.0,93.47,93.47,93.47,0.0,0.0,95.08,95.08,95.08,0.0,0.0
2020-05-31,98.12,98.12,98.12,0.0,0.0,98.12,98.12,98.12,0.0,0.0,98.12,98.12,98.12,0.0,0.0,98.12,98.12,98.12,0.0,0.0
2020-06-07,95.77,95.77,95.77,0.0,0.0,96.24,96.24,96.24,0.0,0.0,92.6,92.6,92.6,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2020-06-14,100.68,100.68,100.68,0.0,0.0,101.2,101.2,101.2,0.0,0.0,99.56,99.56,99.56,0.0,0.0,100.0,100.0,100.0,0.0,0.0
2020-06-21,101.54,101.54,101.54,0.0,0.0,101.54,101.54,101.54,0.0,0.0,99.11,99.11,99.11,0.0,0.0,99.11,99.11,99.11,0.0,0.0
2020-06-28,105.24,105.24,105.24,0.0,0.0,105.24,105.24,105.24,0.0,0.0,105.24,105.24,105.24,0.0,0.0,105.24,105.24,105.24,0.0,0.0
2020-07-05,107.4,107.4,107.4,0.0,0.0,108.13,108.13,108.13,0.0,0.0,107.4,107.4,107.4,0.0,0.0,108.13,108.13,108.13,0.0,0.0
