Date,iShares JPMorgan USD EM BondEtf_Open_average,iShares JPMorgan USD EM BondEtf_Open_max,iShares JPMorgan USD EM BondEtf_Open_min,iShares JPMorgan USD EM BondEtf_Open_volatility,iShares JPMorgan USD EM BondEtf_Open_change,iShares JPMorgan USD EM BondEtf_High_average,iShares JPMorgan USD EM BondEtf_High_max,iShares JPMorgan USD EM BondEtf_High_min,iShares JPMorgan USD EM BondEtf_High_volatility,iShares JPMorgan USD EM BondEtf_High_change,iShares JPMorgan USD EM BondEtf_Low_average,iShares JPMorgan USD EM BondEtf_Low_max,iShares JPMorgan USD EM BondEtf_Low_min,iShares JPMorgan USD EM BondEtf_Low_volatility,iShares JPMorgan USD EM BondEtf_Low_change,iShares JPMorgan USD EM BondEtf_Close_average,iShares JPMorgan USD EM BondEtf_Close_max,iShares JPMorgan USD EM BondEtf_Close_min,iShares JPMorgan USD EM BondEtf_Close_volatility,iShares JPMorgan USD EM BondEtf_Close_change
2018-03-25,112.55,112.55,112.55,0.0,0.0,112.92,112.92,112.92,0.0,0.0,112.54,112.54,112.54,0.0,0.0,112.82,112.82,112.82,0.0,0.0
2018-04-01,112.76,112.76,112.76,0.0,0.0,112.78,112.78,112.78,0.0,0.0,112.41,112.41,112.41,0.0,0.0,112.57,112.57,112.57,0.0,0.0
2018-04-08,112.32,112.32,112.32,0.0,0.0,112.49,112.49,112.49,0.0,0.0,112.26,112.26,112.26,0.0,0.0,112.41,112.41,112.41,0.0,0.0
2018-04-15,111.37,111.37,111.37,0.0,0.0,111.4,111.4,111.4,0.0,0.0,111.06,111.06,111.06,0.0,0.0,111.15,111.15,111.15,0.0,0.0
2018-04-22,110.3,110.3,110.3,0.0,0.0,110.5,110.5,110.5,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.49,110.49,110.49,0.0,0.0
2018-04-29,108.18,108.18,108.18,0.0,0.0,108.71,108.71,108.71,0.0,0.0,107.67,107.67,107.67,0.0,0.0,108.63,108.63,108.63,0.0,0.0
2018-05-06,109.1,109.1,109.1,0.0,0.0,109.25,109.25,109.25,0.0,0.0,108.83,108.83,108.83,0.0,0.0,109.17,109.17,109.17,0.0,0.0
2018-05-13,107.78,107.78,107.78,0.0,0.0,107.99,107.99,107.99,0.0,0.0,107.67,107.67,107.67,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2018-05-20,109.51,109.51,109.51,0.0,0.0,109.7,109.7,109.7,0.0,0.0,109.5,109.5,109.5,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2018-05-27,107.74,107.74,107.74,0.0,0.0,108.05,108.05,108.05,0.0,0.0,107.58,107.58,107.58,0.0,0.0,108.0,108.0,108.0,0.0,0.0
2018-06-03,107.64,107.64,107.64,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.35,107.35,107.35,0.0,0.0,107.69,107.69,107.69,0.0,0.0
2018-06-10,106.86,106.86,106.86,0.0,0.0,106.98,106.98,106.98,0.0,0.0,106.59,106.59,106.59,0.0,0.0,106.78,106.78,106.78,0.0,0.0
2018-06-17,107.34,107.34,107.34,0.0,0.0,107.64,107.64,107.64,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2018-06-24,107.1,107.1,107.1,0.0,0.0,107.2,107.2,107.2,0.0,0.0,106.73,106.73,106.73,0.0,0.0,106.77,106.77,106.77,0.0,0.0
2018-07-01,107.8,107.8,107.8,0.0,0.0,108.39,108.39,108.39,0.0,0.0,107.47,107.47,107.47,0.0,0.0,108.26,108.26,108.26,0.0,0.0
2018-07-08,108.9,108.9,108.9,0.0,0.0,109.1,109.1,109.1,0.0,0.0,108.79,108.79,108.79,0.0,0.0,109.07,109.07,109.07,0.0,0.0
2018-07-15,108.99,108.99,108.99,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.56,108.56,108.56,0.0,0.0
2018-07-22,109.65,109.65,109.65,0.0,0.0,109.77,109.77,109.77,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.57,109.57,109.57,0.0,0.0
2018-07-29,108.26,108.26,108.26,0.0,0.0,108.48,108.48,108.48,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2018-08-05,106.6,106.6,106.6,0.0,0.0,106.68,106.68,106.68,0.0,0.0,106.08,106.08,106.08,0.0,0.0,106.37,106.37,106.37,0.0,0.0
2018-08-12,106.59,106.59,106.59,0.0,0.0,107.09,107.09,107.09,0.0,0.0,106.53,106.53,106.53,0.0,0.0,107.02,107.02,107.02,0.0,0.0
2018-08-19,107.28,107.28,107.28,0.0,0.0,107.48,107.48,107.48,0.0,0.0,107.06,107.06,107.06,0.0,0.0,107.4,107.4,107.4,0.0,0.0
2018-08-26,106.12,106.12,106.12,0.0,0.0,106.6,106.6,106.6,0.0,0.0,106.06,106.06,106.06,0.0,0.0,106.1,106.1,106.1,0.0,0.0
2018-09-02,105.86,105.86,105.86,0.0,0.0,105.96,105.96,105.96,0.0,0.0,105.56,105.56,105.56,0.0,0.0,105.6,105.6,105.6,0.0,0.0
2018-09-09,106.78,106.78,106.78,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.45,106.45,106.45,0.0,0.0,106.69,106.69,106.69,0.0,0.0
2018-09-16,107.08,107.08,107.08,0.0,0.0,107.34,107.34,107.34,0.0,0.0,106.97,106.97,106.97,0.0,0.0,107.24,107.24,107.24,0.0,0.0
2018-09-23,108.04,108.04,108.04,0.0,0.0,108.05,108.05,108.05,0.0,0.0,107.81,107.81,107.81,0.0,0.0,107.81,107.81,107.81,0.0,0.0
2018-09-30,105.91,105.91,105.91,0.0,0.0,106.05,106.05,106.05,0.0,0.0,105.61,105.61,105.61,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2018-10-07,105.96,105.96,105.96,0.0,0.0,106.02,106.02,106.02,0.0,0.0,105.62,105.62,105.62,0.0,0.0,105.81,105.81,105.81,0.0,0.0
2018-10-14,105.65,105.65,105.65,0.0,0.0,105.69,105.69,105.69,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.46,105.46,105.46,0.0,0.0
2018-10-21,105.31,105.31,105.31,0.0,0.0,105.55,105.55,105.55,0.0,0.0,105.22,105.22,105.22,0.0,0.0,105.44,105.44,105.44,0.0,0.0
2018-10-28,104.91,104.91,104.91,0.0,0.0,104.98,104.98,104.98,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.58,104.58,104.58,0.0,0.0
2018-11-04,104.52,104.52,104.52,0.0,0.0,104.68,104.68,104.68,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.61,104.61,104.61,0.0,0.0
2018-11-11,103.2,103.2,103.2,0.0,0.0,104.11,104.11,104.11,0.0,0.0,103.2,103.2,103.2,0.0,0.0,104.03,104.03,104.03,0.0,0.0
2018-11-18,103.15,103.15,103.15,0.0,0.0,103.16,103.16,103.16,0.0,0.0,102.92,102.92,102.92,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2018-11-25,103.66,103.66,103.66,0.0,0.0,103.89,103.89,103.89,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.69,103.69,103.69,0.0,0.0
2018-12-02,104.16,104.16,104.16,0.0,0.0,104.37,104.37,104.37,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.07,104.07,104.07,0.0,0.0
2018-12-09,104.72,104.72,104.72,0.0,0.0,104.9,104.9,104.9,0.0,0.0,104.58,104.58,104.58,0.0,0.0,104.65,104.65,104.65,0.0,0.0
2018-12-16,103.11,103.11,103.11,0.0,0.0,103.42,103.42,103.42,0.0,0.0,102.77,102.77,102.77,0.0,0.0,102.95,102.95,102.95,0.0,0.0
2018-12-23,103.47,103.47,103.47,0.0,0.0,103.91,103.91,103.91,0.0,0.0,103.36,103.36,103.36,0.0,0.0,103.55,103.55,103.55,0.0,0.0
2018-12-30,104.56,104.56,104.56,0.0,0.0,105.28,105.28,105.28,0.0,0.0,104.56,104.56,104.56,0.0,0.0,105.14,105.14,105.14,0.0,0.0
2019-01-06,105.45,105.45,105.45,0.0,0.0,105.61,105.61,105.61,0.0,0.0,105.12,105.12,105.12,0.0,0.0,105.52,105.52,105.52,0.0,0.0
2019-01-13,106.59,106.59,106.59,0.0,0.0,106.92,106.92,106.92,0.0,0.0,106.47,106.47,106.47,0.0,0.0,106.72,106.72,106.72,0.0,0.0
2019-01-20,107.85,107.85,107.85,0.0,0.0,107.96,107.96,107.96,0.0,0.0,107.6,107.6,107.6,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2019-01-27,108.25,108.25,108.25,0.0,0.0,108.68,108.68,108.68,0.0,0.0,108.02,108.02,108.02,0.0,0.0,108.59,108.59,108.59,0.0,0.0
2019-02-03,107.9,107.9,107.9,0.0,0.0,108.0,108.0,108.0,0.0,0.0,107.62,107.62,107.62,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2019-02-10,108.28,108.28,108.28,0.0,0.0,108.32,108.32,108.32,0.0,0.0,108.03,108.03,108.03,0.0,0.0,108.23,108.23,108.23,0.0,0.0
2019-02-17,108.33,108.33,108.33,0.0,0.0,108.8,108.8,108.8,0.0,0.0,108.33,108.33,108.33,0.0,0.0,108.77,108.77,108.77,0.0,0.0
2019-02-24,108.33,108.33,108.33,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.04,108.04,108.04,0.0,0.0,108.04,108.04,108.04,0.0,0.0
2019-03-03,107.66,107.66,107.66,0.0,0.0,107.99,107.99,107.99,0.0,0.0,107.48,107.48,107.48,0.0,0.0,107.99,107.99,107.99,0.0,0.0
2019-03-10,108.95,108.95,108.95,0.0,0.0,109.09,109.09,109.09,0.0,0.0,108.83,108.83,108.83,0.0,0.0,109.04,109.04,109.04,0.0,0.0
2019-03-17,109.75,109.75,109.75,0.0,0.0,109.81,109.81,109.81,0.0,0.0,109.3,109.3,109.3,0.0,0.0,109.43,109.43,109.43,0.0,0.0
2019-03-24,110.19,110.19,110.19,0.0,0.0,110.34,110.34,110.34,0.0,0.0,109.95,109.95,109.95,0.0,0.0,110.06,110.06,110.06,0.0,0.0
2019-03-31,109.77,109.77,109.77,0.0,0.0,110.21,110.21,110.21,0.0,0.0,109.75,109.75,109.75,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2019-04-07,109.31,109.31,109.31,0.0,0.0,109.68,109.68,109.68,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.46,109.46,109.46,0.0,0.0
2019-04-14,109.61,109.61,109.61,0.0,0.0,109.69,109.69,109.69,0.0,0.0,109.43,109.43,109.43,0.0,0.0,109.51,109.51,109.51,0.0,0.0
2019-04-21,109.77,109.77,109.77,0.0,0.0,109.93,109.93,109.93,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.53,109.53,109.53,0.0,0.0
2019-04-28,109.38,109.38,109.38,0.0,0.0,109.77,109.77,109.77,0.0,0.0,109.32,109.32,109.32,0.0,0.0,109.77,109.77,109.77,0.0,0.0
2019-05-05,109.14,109.14,109.14,0.0,0.0,109.49,109.49,109.49,0.0,0.0,108.84,108.84,108.84,0.0,0.0,109.33,109.33,109.33,0.0,0.0
2019-05-12,109.17,109.17,109.17,0.0,0.0,109.3,109.3,109.3,0.0,0.0,108.94,108.94,108.94,0.0,0.0,108.96,108.96,108.96,0.0,0.0
2019-05-19,109.61,109.61,109.61,0.0,0.0,109.82,109.82,109.82,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.48,109.48,109.48,0.0,0.0
2019-05-26,109.5,109.5,109.5,0.0,0.0,109.92,109.92,109.92,0.0,0.0,109.36,109.36,109.36,0.0,0.0,109.89,109.89,109.89,0.0,0.0
2019-06-02,111.07,111.07,111.07,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.0,111.0,111.0,0.0,0.0,111.49,111.49,111.49,0.0,0.0
2019-06-09,111.23,111.23,111.23,0.0,0.0,111.29,111.29,111.29,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.27,111.27,111.27,0.0,0.0
2019-06-16,113.3,113.3,113.3,0.0,0.0,113.5,113.5,113.5,0.0,0.0,112.83,112.83,112.83,0.0,0.0,112.83,112.83,112.83,0.0,0.0
2019-06-23,113.39,113.39,113.39,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.23,113.23,113.23,0.0,0.0,113.29,113.29,113.29,0.0,0.0
2019-06-30,113.69,113.69,113.69,0.0,0.0,113.69,113.69,113.69,0.0,0.0,113.02,113.02,113.02,0.0,0.0,113.35,113.35,113.35,0.0,0.0
2019-07-07,112.86,112.86,112.86,0.0,0.0,113.06,113.06,113.06,0.0,0.0,112.69,112.69,112.69,0.0,0.0,113.0,113.0,113.0,0.0,0.0
2019-07-14,113.59,113.59,113.59,0.0,0.0,113.59,113.59,113.59,0.0,0.0,113.18,113.18,113.18,0.0,0.0,113.34,113.34,113.34,0.0,0.0
2019-07-21,114.15,114.15,114.15,0.0,0.0,114.25,114.25,114.25,0.0,0.0,113.91,113.91,113.91,0.0,0.0,114.12,114.12,114.12,0.0,0.0
2019-07-28,113.54,113.54,113.54,0.0,0.0,113.68,113.68,113.68,0.0,0.0,113.43,113.43,113.43,0.0,0.0,113.68,113.68,113.68,0.0,0.0
2019-08-04,114.57,114.57,114.57,0.0,0.0,114.72,114.72,114.72,0.0,0.0,114.36,114.36,114.36,0.0,0.0,114.43,114.43,114.43,0.0,0.0
2019-08-11,113.71,113.71,113.71,0.0,0.0,114.13,114.13,114.13,0.0,0.0,113.64,113.64,113.64,0.0,0.0,114.02,114.02,114.02,0.0,0.0
2019-08-18,113.88,113.88,113.88,0.0,0.0,114.21,114.21,114.21,0.0,0.0,113.71,113.71,113.71,0.0,0.0,114.03,114.03,114.03,0.0,0.0
2019-08-25,114.55,114.55,114.55,0.0,0.0,115.02,115.02,115.02,0.0,0.0,114.55,114.55,114.55,0.0,0.0,115.02,115.02,115.02,0.0,0.0
2019-09-01,115.09,115.09,115.09,0.0,0.0,115.41,115.41,115.41,0.0,0.0,115.09,115.09,115.09,0.0,0.0,115.38,115.38,115.38,0.0,0.0
2019-09-08,113.47,113.47,113.47,0.0,0.0,113.52,113.52,113.52,0.0,0.0,112.61,112.61,112.61,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2019-09-15,114.21,114.21,114.21,0.0,0.0,114.61,114.61,114.61,0.0,0.0,114.13,114.13,114.13,0.0,0.0,114.47,114.47,114.47,0.0,0.0
2019-09-22,113.55,113.55,113.55,0.0,0.0,113.59,113.59,113.59,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.23,113.23,113.23,0.0,0.0
2019-09-29,113.43,113.43,113.43,0.0,0.0,114.01,114.01,114.01,0.0,0.0,113.24,113.24,113.24,0.0,0.0,113.92,113.92,113.92,0.0,0.0
2019-10-06,113.12,113.12,113.12,0.0,0.0,113.25,113.25,113.25,0.0,0.0,112.77,112.77,112.77,0.0,0.0,112.91,112.91,112.91,0.0,0.0
2019-10-13,113.25,113.25,113.25,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.15,113.15,113.15,0.0,0.0,113.28,113.28,113.28,0.0,0.0
2019-10-20,113.56,113.56,113.56,0.0,0.0,113.64,113.64,113.64,0.0,0.0,113.4,113.4,113.4,0.0,0.0,113.45,113.45,113.45,0.0,0.0
2019-10-27,113.16,113.16,113.16,0.0,0.0,113.74,113.74,113.74,0.0,0.0,113.12,113.12,113.12,0.0,0.0,113.6,113.6,113.6,0.0,0.0
2019-11-03,112.36,112.36,112.36,0.0,0.0,112.59,112.59,112.59,0.0,0.0,112.28,112.28,112.28,0.0,0.0,112.36,112.36,112.36,0.0,0.0
2019-11-10,112.62,112.62,112.62,0.0,0.0,112.79,112.79,112.79,0.0,0.0,112.55,112.55,112.55,0.0,0.0,112.55,112.55,112.55,0.0,0.0
2019-11-17,112.2,112.2,112.2,0.0,0.0,112.28,112.28,112.28,0.0,0.0,112.11,112.11,112.11,0.0,0.0,112.27,112.27,112.27,0.0,0.0
2019-11-24,112.3,112.3,112.3,0.0,0.0,112.32,112.32,112.32,0.0,0.0,112.04,112.04,112.04,0.0,0.0,112.12,112.12,112.12,0.0,0.0
2019-12-01,112.08,112.08,112.08,0.0,0.0,112.38,112.38,112.38,0.0,0.0,112.02,112.02,112.02,0.0,0.0,112.3,112.3,112.3,0.0,0.0
2019-12-08,113.53,113.53,113.53,0.0,0.0,113.85,113.85,113.85,0.0,0.0,113.36,113.36,113.36,0.0,0.0,113.78,113.78,113.78,0.0,0.0
2019-12-15,113.79,113.79,113.79,0.0,0.0,113.94,113.94,113.94,0.0,0.0,113.74,113.74,113.74,0.0,0.0,113.94,113.94,113.94,0.0,0.0
2019-12-22,114.36,114.36,114.36,0.0,0.0,114.74,114.74,114.74,0.0,0.0,114.36,114.36,114.36,0.0,0.0,114.74,114.74,114.74,0.0,0.0
2019-12-29,114.24,114.24,114.24,0.0,0.0,114.5,114.5,114.5,0.0,0.0,114.19,114.19,114.19,0.0,0.0,114.41,114.41,114.41,0.0,0.0
2020-01-05,114.72,114.72,114.72,0.0,0.0,114.78,114.78,114.78,0.0,0.0,114.54,114.54,114.54,0.0,0.0,114.6,114.6,114.6,0.0,0.0
2020-01-12,115.3,115.3,115.3,0.0,0.0,115.3,115.3,115.3,0.0,0.0,115.1,115.1,115.1,0.0,0.0,115.21,115.21,115.21,0.0,0.0
2020-01-19,115.14,115.14,115.14,0.0,0.0,115.14,115.14,115.14,0.0,0.0,114.75,114.75,114.75,0.0,0.0,114.78,114.78,114.78,0.0,0.0
2020-01-26,115.76,115.76,115.76,0.0,0.0,116.0,116.0,116.0,0.0,0.0,115.68,115.68,115.68,0.0,0.0,115.98,115.98,115.98,0.0,0.0
2020-02-02,115.81,115.81,115.81,0.0,0.0,115.91,115.91,115.91,0.0,0.0,115.7,115.7,115.7,0.0,0.0,115.72,115.72,115.72,0.0,0.0
2020-02-09,116.24,116.24,116.24,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.22,116.22,116.22,0.0,0.0,116.35,116.35,116.35,0.0,0.0
2020-02-16,117.0,117.0,117.0,0.0,0.0,117.2,117.2,117.2,0.0,0.0,116.94,116.94,116.94,0.0,0.0,117.01,117.01,117.01,0.0,0.0
2020-02-23,113.31,113.31,113.31,0.0,0.0,114.33,114.33,114.33,0.0,0.0,112.98,112.98,112.98,0.0,0.0,114.12,114.12,114.12,0.0,0.0
2020-03-01,115.08,115.08,115.08,0.0,0.0,115.38,115.38,115.38,0.0,0.0,114.34,114.34,114.34,0.0,0.0,115.3,115.3,115.3,0.0,0.0
2020-03-08,100.03,100.03,100.03,0.0,0.0,101.75,101.75,101.75,0.0,0.0,97.94,97.94,97.94,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2020-03-15,91.08,91.08,91.08,0.0,0.0,94.15,94.15,94.15,0.0,0.0,88.64,88.64,88.64,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2020-03-22,98.0,98.0,98.0,0.0,0.0,98.6,98.6,98.6,0.0,0.0,97.49,97.49,97.49,0.0,0.0,97.55,97.55,97.55,0.0,0.0
2020-03-29,96.33,96.33,96.33,0.0,0.0,96.5,96.5,96.5,0.0,0.0,95.22,95.22,95.22,0.0,0.0,95.6,95.6,95.6,0.0,0.0
2020-04-05,99.33,99.33,99.33,0.0,0.0,102.36,102.36,102.36,0.0,0.0,99.32,99.32,99.32,0.0,0.0,101.35,101.35,101.35,0.0,0.0
2020-04-12,99.38,99.38,99.38,0.0,0.0,100.08,100.08,100.08,0.0,0.0,99.38,99.38,99.38,0.0,0.0,99.85,99.85,99.85,0.0,0.0
2020-04-19,98.66,98.66,98.66,0.0,0.0,98.68,98.68,98.68,0.0,0.0,97.53,97.53,97.53,0.0,0.0,97.95,97.95,97.95,0.0,0.0
2020-04-26,99.1,99.1,99.1,0.0,0.0,100.02,100.02,100.02,0.0,0.0,99.1,99.1,99.1,0.0,0.0,99.69,99.69,99.69,0.0,0.0
2020-05-03,101.66,101.66,101.66,0.0,0.0,102.45,102.45,102.45,0.0,0.0,101.36,101.36,101.36,0.0,0.0,101.65,101.65,101.65,0.0,0.0
2020-05-10,102.0,102.0,102.0,0.0,0.0,102.36,102.36,102.36,0.0,0.0,101.75,101.75,101.75,0.0,0.0,102.16,102.16,102.16,0.0,0.0
2020-05-17,105.85,105.85,105.85,0.0,0.0,105.9,105.9,105.9,0.0,0.0,105.3,105.3,105.3,0.0,0.0,105.51,105.51,105.51,0.0,0.0
2020-05-24,105.59,105.59,105.59,0.0,0.0,106.63,106.63,106.63,0.0,0.0,105.51,105.51,105.51,0.0,0.0,106.4,106.4,106.4,0.0,0.0
2020-05-31,108.5,108.5,108.5,0.0,0.0,108.7,108.7,108.7,0.0,0.0,108.22,108.22,108.22,0.0,0.0,108.46,108.46,108.46,0.0,0.0
2020-06-07,107.96,107.96,107.96,0.0,0.0,108.0,108.0,108.0,0.0,0.0,106.98,106.98,106.98,0.0,0.0,107.69,107.69,107.69,0.0,0.0
2020-06-14,108.76,108.76,108.76,0.0,0.0,109.22,109.22,109.22,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.74,108.74,108.74,0.0,0.0
2020-06-21,109.09,109.09,109.09,0.0,0.0,109.4,109.4,109.4,0.0,0.0,108.52,108.52,108.52,0.0,0.0,108.66,108.66,108.66,0.0,0.0
2020-06-28,109.73,109.73,109.73,0.0,0.0,110.0,110.0,110.0,0.0,0.0,109.48,109.48,109.48,0.0,0.0,109.72,109.72,109.72,0.0,0.0
2020-07-05,109.99,109.99,109.99,0.0,0.0,110.36,110.36,110.36,0.0,0.0,109.6,109.6,109.6,0.0,0.0,109.78,109.78,109.78,0.0,0.0
