Date,iShares Global REITEtf_Open_average,iShares Global REITEtf_Open_max,iShares Global REITEtf_Open_min,iShares Global REITEtf_Open_volatility,iShares Global REITEtf_Open_change,iShares Global REITEtf_High_average,iShares Global REITEtf_High_max,iShares Global REITEtf_High_min,iShares Global REITEtf_High_volatility,iShares Global REITEtf_High_change,iShares Global REITEtf_Low_average,iShares Global REITEtf_Low_max,iShares Global REITEtf_Low_min,iShares Global REITEtf_Low_volatility,iShares Global REITEtf_Low_change,iShares Global REITEtf_Close_average,iShares Global REITEtf_Close_max,iShares Global REITEtf_Close_min,iShares Global REITEtf_Close_volatility,iShares Global REITEtf_Close_change
2018-08-19,26.07,26.07,26.07,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-08-26,26.3,26.3,26.3,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-09-02,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-09-09,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2018-09-16,25.9,25.9,25.9,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-09-23,24.96,24.96,24.96,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-09-30,24.42,24.42,24.42,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-10-07,24.11,24.11,24.11,0.0,0.0,24.19,24.19,24.19,0.0,0.0,23.85,23.85,23.85,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-10-14,24.4,24.4,24.4,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-10-21,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-10-28,24.59,24.59,24.59,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-11-04,25.1,25.1,25.1,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-11-11,24.85,24.85,24.85,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-11-18,24.95,24.95,24.95,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-11-25,25.14,25.14,25.14,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-12-02,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-12-09,24.93,24.93,24.93,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-12-16,23.74,23.74,23.74,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2018-12-23,23.57,23.57,23.57,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2018-12-30,23.37,23.37,23.37,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-01-06,24.46,24.46,24.46,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-01-13,24.91,24.91,24.91,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-01-20,25.1,25.1,25.1,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-01-27,26.07,26.07,26.07,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-02-03,26.22,26.22,26.22,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-02-10,26.18,26.18,26.18,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-02-17,26.25,26.25,26.25,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-02-24,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.85,25.85,25.85,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-03-03,25.97,25.97,25.97,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-03-10,26.65,26.65,26.65,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-03-17,26.49,26.49,26.49,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-03-24,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-03-31,26.72,26.72,26.72,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-04-07,26.85,26.85,26.85,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-04-14,26.15,26.15,26.15,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-04-21,26.57,26.57,26.57,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-04-28,26.68,26.68,26.68,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-05-05,26.32,26.32,26.32,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-05-12,26.82,26.82,26.82,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2019-05-19,26.92,26.92,26.92,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-05-26,26.25,26.25,26.25,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-06-02,27.11,27.11,27.11,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-06-09,27.16,27.16,27.16,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-06-16,27.27,27.27,27.27,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-06-23,26.62,26.62,26.62,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-06-30,27.32,27.32,27.32,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-07-07,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-07-14,27.3,27.3,27.3,0.0,0.0,27.31,27.31,27.31,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-07-21,26.97,26.97,26.97,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.85,26.85,26.85,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-07-28,26.87,26.87,26.87,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-08-04,27.22,27.22,27.22,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2019-08-11,27.06,27.06,27.06,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-08-18,27.43,27.43,27.43,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-08-25,27.53,27.53,27.53,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-09-01,27.85,27.85,27.85,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-09-08,27.84,27.84,27.84,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-09-15,28.1,28.1,28.1,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-09-22,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-09-29,28.05,28.05,28.05,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-10-06,28.25,28.25,28.25,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-10-13,28.44,28.44,28.44,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-10-20,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-10-27,28.78,28.78,28.78,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-11-03,27.9,27.9,27.9,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-11-10,28.03,28.03,28.03,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-11-17,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-11-24,28.45,28.45,28.45,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-12-01,28.31,28.31,28.31,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-12-08,27.58,27.58,27.58,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-12-15,27.11,27.11,27.11,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-12-22,27.35,27.35,27.35,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-12-29,27.26,27.26,27.26,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2020-01-05,27.26,27.26,27.26,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2020-01-12,28.05,28.05,28.05,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2020-01-19,28.3,28.3,28.3,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2020-01-26,28.06,28.06,28.06,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2020-02-02,28.1,28.1,28.1,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2020-02-09,28.6,28.6,28.6,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2020-02-16,28.65,28.65,28.65,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2020-02-23,25.62,25.62,25.62,0.0,0.0,25.73,25.73,25.73,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2020-03-01,26.27,26.27,26.27,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.68,25.68,25.68,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2020-03-08,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2020-03-15,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.38,16.38,16.38,0.0,0.0
2020-03-22,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2020-03-29,17.44,17.44,17.44,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2020-04-05,20.32,20.32,20.32,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2020-04-12,20.07,20.07,20.07,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.88,19.88,19.88,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2020-04-19,19.1,19.1,19.1,0.0,0.0,19.25,19.25,19.25,0.0,0.0,18.88,18.88,18.88,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2020-04-26,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2020-05-03,19.9,19.9,19.9,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.85,19.85,19.85,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2020-05-10,18.34,18.34,18.34,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2020-05-17,19.46,19.46,19.46,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2020-05-24,20.58,20.58,20.58,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2020-05-31,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2020-06-07,21.65,21.65,21.65,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2020-06-14,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.07,21.07,21.07,0.0,0.0
2020-06-21,20.76,20.76,20.76,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2020-06-28,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2020-07-05,20.97,20.97,20.97,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.87,20.87,20.87,0.0,0.0
