Date,SPDR S&P Metals & MiningEtf_Open_average,SPDR S&P Metals & MiningEtf_Open_max,SPDR S&P Metals & MiningEtf_Open_min,SPDR S&P Metals & MiningEtf_Open_volatility,SPDR S&P Metals & MiningEtf_Open_change,SPDR S&P Metals & MiningEtf_High_average,SPDR S&P Metals & MiningEtf_High_max,SPDR S&P Metals & MiningEtf_High_min,SPDR S&P Metals & MiningEtf_High_volatility,SPDR S&P Metals & MiningEtf_High_change,SPDR S&P Metals & MiningEtf_Low_average,SPDR S&P Metals & MiningEtf_Low_max,SPDR S&P Metals & MiningEtf_Low_min,SPDR S&P Metals & MiningEtf_Low_volatility,SPDR S&P Metals & MiningEtf_Low_change,SPDR S&P Metals & MiningEtf_Close_average,SPDR S&P Metals & MiningEtf_Close_max,SPDR S&P Metals & MiningEtf_Close_min,SPDR S&P Metals & MiningEtf_Close_volatility,SPDR S&P Metals & MiningEtf_Close_change
2018-07-29,35.36,35.36,35.36,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2018-08-05,34.46,34.46,34.46,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-08-12,32.91,32.91,32.91,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.75,32.75,32.75,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2018-08-19,33.68,33.68,33.68,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-08-26,33.59,33.59,33.59,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-09-02,33.35,33.35,33.35,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2018-09-09,33.82,33.82,33.82,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-09-16,35.14,35.14,35.14,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-09-23,33.99,33.99,33.99,0.0,0.0,34.54,34.54,34.54,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-09-30,33.82,33.82,33.82,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-10-07,33.22,33.22,33.22,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-10-14,32.96,32.96,32.96,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-10-21,30.04,30.04,30.04,0.0,0.0,30.55,30.55,30.55,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-10-28,31.39,31.39,31.39,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-11-04,30.98,30.98,30.98,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-11-11,31.0,31.0,31.0,0.0,0.0,31.44,31.44,31.44,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-11-18,29.23,29.23,29.23,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-11-25,28.79,28.79,28.79,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.79,28.79,28.79,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-12-02,28.59,28.59,28.59,0.0,0.0,28.99,28.99,28.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2018-12-09,27.43,27.43,27.43,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-12-16,26.35,26.35,26.35,0.0,0.0,26.48,26.48,26.48,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-12-23,26.35,26.35,26.35,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-12-30,26.38,26.38,26.38,0.0,0.0,27.7,27.7,27.7,0.0,0.0,26.33,26.33,26.33,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-01-06,28.28,28.28,28.28,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-01-13,29.0,29.0,29.0,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-01-20,28.94,28.94,28.94,0.0,0.0,29.57,29.57,29.57,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-01-27,30.66,30.66,30.66,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-02-03,29.79,29.79,29.79,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2019-02-10,30.55,30.55,30.55,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-02-17,32.0,32.0,32.0,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2019-02-24,31.14,31.14,31.14,0.0,0.0,31.33,31.33,31.33,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-03-03,29.0,29.0,29.0,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2019-03-10,29.43,29.43,29.43,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-03-17,30.02,30.02,30.02,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-03-24,29.87,29.87,29.87,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-03-31,30.66,30.66,30.66,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-04-07,30.0,30.0,30.0,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-04-14,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-04-21,28.71,28.71,28.71,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.7,28.7,28.7,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-04-28,28.44,28.44,28.44,0.0,0.0,29.28,29.28,29.28,0.0,0.0,28.4,28.4,28.4,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-05-05,28.04,28.04,28.04,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.64,27.64,27.64,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-05-12,27.07,27.07,27.07,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2019-05-19,25.86,25.86,25.86,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-05-26,24.46,24.46,24.46,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2019-06-02,25.91,25.91,25.91,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.9,25.9,25.9,0.0,0.0
2019-06-09,26.61,26.61,26.61,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-06-16,27.79,27.79,27.79,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-06-23,27.95,27.95,27.95,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-06-30,27.48,27.48,27.48,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-07-07,27.4,27.4,27.4,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-07-14,28.34,28.34,28.34,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-07-21,28.41,28.41,28.41,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-07-28,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-08-04,26.55,26.55,26.55,0.0,0.0,26.57,26.57,26.57,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-08-11,24.65,24.65,24.65,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-08-18,25.1,25.1,25.1,0.0,0.0,25.32,25.32,25.32,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-08-25,25.57,25.57,25.57,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-09-01,25.85,25.85,25.85,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-09-08,28.0,28.0,28.0,0.0,0.0,28.21,28.21,28.21,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-09-15,26.77,26.77,26.77,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-09-22,25.74,25.74,25.74,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-09-29,25.08,25.08,25.08,0.0,0.0,25.38,25.38,25.38,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-10-06,25.94,25.94,25.94,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-10-13,25.87,25.87,25.87,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2019-10-20,26.59,26.59,26.59,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-10-27,26.55,26.55,26.55,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.55,26.55,26.55,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2019-11-03,27.19,27.19,27.19,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-11-10,26.95,26.95,26.95,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-11-17,26.97,26.97,26.97,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-11-24,27.72,27.72,27.72,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-12-01,28.5,28.5,28.5,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-12-08,29.52,29.52,29.52,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-12-15,28.8,28.8,28.8,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-12-22,29.37,29.37,29.37,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-12-29,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2020-01-05,27.85,27.85,27.85,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2020-01-12,28.04,28.04,28.04,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2020-01-19,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.66,25.66,25.66,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2020-01-26,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2020-02-02,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2020-02-09,26.07,26.07,26.07,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2020-02-16,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2020-02-23,21.54,21.54,21.54,0.0,0.0,22.5,22.5,22.5,0.0,0.0,21.35,21.35,21.35,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2020-03-01,21.47,21.47,21.47,0.0,0.0,21.77,21.77,21.77,0.0,0.0,20.92,20.92,20.92,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2020-03-08,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2020-03-15,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2020-03-22,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2020-03-29,16.14,16.14,16.14,0.0,0.0,16.39,16.39,16.39,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2020-04-05,17.95,17.95,17.95,0.0,0.0,18.8,18.8,18.8,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2020-04-12,17.85,17.85,17.85,0.0,0.0,18.33,18.33,18.33,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2020-04-19,18.25,18.25,18.25,0.0,0.0,18.49,18.49,18.49,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2020-04-26,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2020-05-03,19.47,19.47,19.47,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.47,19.47,19.47,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2020-05-10,18.56,18.56,18.56,0.0,0.0,19.06,19.06,19.06,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.96,18.96,18.96,0.0,0.0
2020-05-17,20.31,20.31,20.31,0.0,0.0,20.43,20.43,20.43,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2020-05-24,21.02,21.02,21.02,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2020-05-31,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2020-06-07,21.55,21.55,21.55,0.0,0.0,21.75,21.75,21.75,0.0,0.0,20.82,20.82,20.82,0.0,0.0,21.32,21.32,21.32,0.0,0.0
2020-06-14,21.44,21.44,21.44,0.0,0.0,21.47,21.47,21.47,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2020-06-21,20.69,20.69,20.69,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2020-06-28,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2020-07-05,21.0,21.0,21.0,0.0,0.0,21.25,21.25,21.25,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.95,20.95,20.95,0.0,0.0
