Date,iShares Morningstar Small-Cap GrowthEtf_Open_average,iShares Morningstar Small-Cap GrowthEtf_Open_max,iShares Morningstar Small-Cap GrowthEtf_Open_min,iShares Morningstar Small-Cap GrowthEtf_Open_volatility,iShares Morningstar Small-Cap GrowthEtf_Open_change,iShares Morningstar Small-Cap GrowthEtf_High_average,iShares Morningstar Small-Cap GrowthEtf_High_max,iShares Morningstar Small-Cap GrowthEtf_High_min,iShares Morningstar Small-Cap GrowthEtf_High_volatility,iShares Morningstar Small-Cap GrowthEtf_High_change,iShares Morningstar Small-Cap GrowthEtf_Low_average,iShares Morningstar Small-Cap GrowthEtf_Low_max,iShares Morningstar Small-Cap GrowthEtf_Low_min,iShares Morningstar Small-Cap GrowthEtf_Low_volatility,iShares Morningstar Small-Cap GrowthEtf_Low_change,iShares Morningstar Small-Cap GrowthEtf_Close_average,iShares Morningstar Small-Cap GrowthEtf_Close_max,iShares Morningstar Small-Cap GrowthEtf_Close_min,iShares Morningstar Small-Cap GrowthEtf_Close_volatility,iShares Morningstar Small-Cap GrowthEtf_Close_change
2018-08-05,204.29,204.29,204.29,0.0,0.0,206.14,206.14,206.14,0.0,0.0,204.29,204.29,204.29,0.0,0.0,206.14,206.14,206.14,0.0,0.0
2018-08-12,204.97,204.97,204.97,0.0,0.0,206.04,206.04,206.04,0.0,0.0,204.13,204.13,204.13,0.0,0.0,205.7,205.7,205.7,0.0,0.0
2018-08-19,211.41,211.41,211.41,0.0,0.0,211.75,211.75,211.75,0.0,0.0,211.41,211.41,211.41,0.0,0.0,211.65,211.65,211.65,0.0,0.0
2018-08-26,214.58,214.58,214.58,0.0,0.0,215.74,215.74,215.74,0.0,0.0,214.4,214.4,214.4,0.0,0.0,215.7,215.7,215.7,0.0,0.0
2018-09-02,216.31,216.31,216.31,0.0,0.0,216.31,216.31,216.31,0.0,0.0,212.85,212.85,212.85,0.0,0.0,212.85,212.85,212.85,0.0,0.0
2018-09-09,215.92,215.92,215.92,0.0,0.0,215.92,215.92,215.92,0.0,0.0,215.77,215.77,215.77,0.0,0.0,215.77,215.77,215.77,0.0,0.0
2018-09-16,212.97,212.97,212.97,0.0,0.0,213.35,213.35,213.35,0.0,0.0,212.79,212.79,212.79,0.0,0.0,212.79,212.79,212.79,0.0,0.0
2018-09-23,214.12,214.12,214.12,0.0,0.0,214.12,214.12,214.12,0.0,0.0,212.66,212.66,212.66,0.0,0.0,212.66,212.66,212.66,0.0,0.0
2018-09-30,203.59,203.59,203.59,0.0,0.0,203.59,203.59,203.59,0.0,0.0,199.67,199.67,199.67,0.0,0.0,202.09,202.09,202.09,0.0,0.0
2018-10-07,191.85,191.85,191.85,0.0,0.0,191.85,191.85,191.85,0.0,0.0,190.42,190.42,190.42,0.0,0.0,190.6,190.6,190.6,0.0,0.0
2018-10-14,193.5,193.5,193.5,0.0,0.0,193.59,193.59,193.59,0.0,0.0,189.75,189.75,189.75,0.0,0.0,189.75,189.75,189.75,0.0,0.0
2018-10-21,181.87,181.87,181.87,0.0,0.0,184.42,184.42,184.42,0.0,0.0,178.49,178.49,178.49,0.0,0.0,181.51,181.51,181.51,0.0,0.0
2018-10-28,192.85,192.85,192.85,0.0,0.0,192.85,192.85,192.85,0.0,0.0,189.1,189.1,189.1,0.0,0.0,189.73,189.73,189.73,0.0,0.0
2018-11-04,191.01,191.01,191.01,0.0,0.0,191.01,191.01,191.01,0.0,0.0,189.01,189.01,189.01,0.0,0.0,189.03,189.03,189.03,0.0,0.0
2018-11-11,182.99,182.99,182.99,0.0,0.0,185.17,185.17,185.17,0.0,0.0,182.7,182.7,182.7,0.0,0.0,184.66,184.66,184.66,0.0,0.0
2018-11-18,176.59,176.59,176.59,0.0,0.0,179.78,179.78,179.78,0.0,0.0,176.59,176.59,176.59,0.0,0.0,178.92,178.92,178.92,0.0,0.0
2018-11-25,186.04,186.04,186.04,0.0,0.0,187.52,187.52,187.52,0.0,0.0,186.04,186.04,186.04,0.0,0.0,187.38,187.38,187.38,0.0,0.0
2018-12-02,181.88,181.88,181.88,0.0,0.0,182.19,182.19,182.19,0.0,0.0,177.25,177.25,177.25,0.0,0.0,177.8,177.8,177.8,0.0,0.0
2018-12-09,177.03,177.03,177.03,0.0,0.0,177.53,177.53,177.53,0.0,0.0,174.33,174.33,174.33,0.0,0.0,174.42,174.42,174.42,0.0,0.0
2018-12-16,163.95,163.95,163.95,0.0,0.0,163.95,163.95,163.95,0.0,0.0,157.12,157.12,157.12,0.0,0.0,157.22,157.22,157.22,0.0,0.0
2018-12-23,165.08,165.08,165.08,0.0,0.0,166.35,166.35,166.35,0.0,0.0,163.83,163.83,163.83,0.0,0.0,164.35,164.35,164.35,0.0,0.0
2018-12-30,165.85,165.85,165.85,0.0,0.0,168.35,168.35,168.35,0.0,0.0,165.85,165.85,165.85,0.0,0.0,168.13,168.13,168.13,0.0,0.0
2019-01-06,178.57,178.57,178.57,0.0,0.0,179.42,179.42,179.42,0.0,0.0,178.45,178.45,178.45,0.0,0.0,179.31,179.31,179.31,0.0,0.0
2019-01-13,183.51,183.51,183.51,0.0,0.0,185.14,185.14,185.14,0.0,0.0,182.7,182.7,182.7,0.0,0.0,184.73,184.73,184.73,0.0,0.0
2019-01-20,184.93,184.93,184.93,0.0,0.0,185.46,185.46,185.46,0.0,0.0,184.78,184.78,184.78,0.0,0.0,185.3,185.3,185.3,0.0,0.0
2019-01-27,187.73,187.73,187.73,0.0,0.0,188.39,188.39,188.39,0.0,0.0,187.73,187.73,187.73,0.0,0.0,188.39,188.39,188.39,0.0,0.0
2019-02-03,189.99,189.99,189.99,0.0,0.0,189.99,189.99,189.99,0.0,0.0,188.19,188.19,188.19,0.0,0.0,189.66,189.66,189.66,0.0,0.0
2019-02-10,198.5,198.5,198.5,0.0,0.0,198.8,198.8,198.8,0.0,0.0,198.5,198.5,198.5,0.0,0.0,198.8,198.8,198.8,0.0,0.0
2019-02-17,199.13,199.13,199.13,0.0,0.0,199.93,199.93,199.93,0.0,0.0,199.13,199.13,199.13,0.0,0.0,199.93,199.93,199.93,0.0,0.0
2019-02-24,202.95,202.95,202.95,0.0,0.0,202.95,202.95,202.95,0.0,0.0,201.0,201.0,201.0,0.0,0.0,202.71,202.71,202.71,0.0,0.0
2019-03-03,192.0,192.0,192.0,0.0,0.0,193.99,193.99,193.99,0.0,0.0,191.99,191.99,191.99,0.0,0.0,193.99,193.99,193.99,0.0,0.0
2019-03-10,201.74,201.74,201.74,0.0,0.0,201.74,201.74,201.74,0.0,0.0,200.26,200.26,200.26,0.0,0.0,200.26,200.26,200.26,0.0,0.0
2019-03-17,206.64,206.64,206.64,0.0,0.0,206.64,206.64,206.64,0.0,0.0,196.35,196.35,196.35,0.0,0.0,196.35,196.35,196.35,0.0,0.0
2019-03-24,198.83,198.83,198.83,0.0,0.0,199.71,199.71,199.71,0.0,0.0,198.51,198.51,198.51,0.0,0.0,199.46,199.46,199.46,0.0,0.0
2019-03-31,202.16,202.16,202.16,0.0,0.0,204.25,204.25,204.25,0.0,0.0,202.16,202.16,202.16,0.0,0.0,204.11,204.11,204.11,0.0,0.0
2019-04-07,204.31,204.31,204.31,0.0,0.0,204.31,204.31,204.31,0.0,0.0,203.82,203.82,203.82,0.0,0.0,204.05,204.05,204.05,0.0,0.0
2019-04-14,199.8,199.8,199.8,0.0,0.0,200.9,200.9,200.9,0.0,0.0,199.75,199.75,199.75,0.0,0.0,200.08,200.08,200.08,0.0,0.0
2019-04-21,204.04,204.04,204.04,0.0,0.0,205.48,205.48,205.48,0.0,0.0,204.04,204.04,204.04,0.0,0.0,205.48,205.48,205.48,0.0,0.0
2019-04-28,206.7,206.7,206.7,0.0,0.0,208.14,208.14,208.14,0.0,0.0,206.17,206.17,206.17,0.0,0.0,208.14,208.14,208.14,0.0,0.0
2019-05-05,198.38,198.38,198.38,0.0,0.0,201.56,201.56,201.56,0.0,0.0,197.8,197.8,197.8,0.0,0.0,201.45,201.45,201.45,0.0,0.0
2019-05-12,200.09,200.09,200.09,0.0,0.0,200.87,200.87,200.87,0.0,0.0,197.93,197.93,197.93,0.0,0.0,197.93,197.93,197.93,0.0,0.0
2019-05-19,195.06,195.06,195.06,0.0,0.0,195.35,195.35,195.35,0.0,0.0,194.16,194.16,194.16,0.0,0.0,195.13,195.13,195.13,0.0,0.0
2019-05-26,189.79,189.79,189.79,0.0,0.0,191.61,191.61,191.61,0.0,0.0,189.79,189.79,189.79,0.0,0.0,190.57,190.57,190.57,0.0,0.0
2019-06-02,198.1,198.1,198.1,0.0,0.0,198.26,198.26,198.26,0.0,0.0,197.5,197.5,197.5,0.0,0.0,198.0,198.0,198.0,0.0,0.0
2019-06-09,199.39,199.39,199.39,0.0,0.0,199.39,199.39,199.39,0.0,0.0,198.26,198.26,198.26,0.0,0.0,198.42,198.42,198.42,0.0,0.0
2019-06-16,202.93,202.93,202.93,0.0,0.0,203.61,203.61,203.61,0.0,0.0,202.82,202.82,202.82,0.0,0.0,203.61,203.61,203.61,0.0,0.0
2019-06-23,202.68,202.68,202.68,0.0,0.0,204.24,204.24,204.24,0.0,0.0,202.6,202.6,202.6,0.0,0.0,203.62,203.62,203.62,0.0,0.0
2019-06-30,204.53,204.53,204.53,0.0,0.0,205.92,205.92,205.92,0.0,0.0,204.41,204.41,204.41,0.0,0.0,205.79,205.79,205.79,0.0,0.0
2019-07-07,205.43,205.43,205.43,0.0,0.0,207.27,207.27,207.27,0.0,0.0,205.43,205.43,205.43,0.0,0.0,206.89,206.89,206.89,0.0,0.0
2019-07-14,208.4,208.4,208.4,0.0,0.0,208.4,208.4,208.4,0.0,0.0,205.88,205.88,205.88,0.0,0.0,205.88,205.88,205.88,0.0,0.0
2019-07-21,209.91,209.91,209.91,0.0,0.0,210.73,210.73,210.73,0.0,0.0,209.4,209.4,209.4,0.0,0.0,210.36,210.36,210.36,0.0,0.0
2019-07-28,204.62,204.62,204.62,0.0,0.0,204.62,204.62,204.62,0.0,0.0,202.78,202.78,202.78,0.0,0.0,204.08,204.08,204.08,0.0,0.0
2019-08-04,204.23,204.23,204.23,0.0,0.0,204.65,204.65,204.65,0.0,0.0,203.23,203.23,203.23,0.0,0.0,203.23,203.23,203.23,0.0,0.0
2019-08-11,199.5,199.5,199.5,0.0,0.0,200.71,200.71,200.71,0.0,0.0,199.29,199.29,199.29,0.0,0.0,200.71,200.71,200.71,0.0,0.0
2019-08-18,202.84,202.84,202.84,0.0,0.0,202.84,202.84,202.84,0.0,0.0,196.6,196.6,196.6,0.0,0.0,196.6,196.6,196.6,0.0,0.0
2019-08-25,202.0,202.0,202.0,0.0,0.0,202.0,202.0,202.0,0.0,0.0,201.18,201.18,201.18,0.0,0.0,201.18,201.18,201.18,0.0,0.0
2019-09-01,201.83,201.83,201.83,0.0,0.0,202.61,202.61,202.61,0.0,0.0,200.96,200.96,200.96,0.0,0.0,200.96,200.96,200.96,0.0,0.0
2019-09-08,207.23,207.23,207.23,0.0,0.0,207.23,207.23,207.23,0.0,0.0,203.98,203.98,203.98,0.0,0.0,203.98,203.98,203.98,0.0,0.0
2019-09-15,203.56,203.56,203.56,0.0,0.0,203.56,203.56,203.56,0.0,0.0,202.56,202.56,202.56,0.0,0.0,202.74,202.74,202.74,0.0,0.0
2019-09-22,196.42,196.42,196.42,0.0,0.0,196.73,196.73,196.73,0.0,0.0,192.66,192.66,192.66,0.0,0.0,193.31,193.31,193.31,0.0,0.0
2019-09-29,192.0,192.0,192.0,0.0,0.0,193.87,193.87,193.87,0.0,0.0,192.0,192.0,192.0,0.0,0.0,193.87,193.87,193.87,0.0,0.0
2019-10-06,196.07,196.07,196.07,0.0,0.0,197.23,197.23,197.23,0.0,0.0,195.69,195.69,195.69,0.0,0.0,195.88,195.88,195.88,0.0,0.0
2019-10-13,197.57,197.57,197.57,0.0,0.0,197.66,197.66,197.66,0.0,0.0,196.27,196.27,196.27,0.0,0.0,196.27,196.27,196.27,0.0,0.0
2019-10-20,197.19,197.19,197.19,0.0,0.0,198.85,198.85,198.85,0.0,0.0,197.19,197.19,197.19,0.0,0.0,198.4,198.4,198.4,0.0,0.0
2019-10-27,202.33,202.33,202.33,0.0,0.0,202.87,202.87,202.87,0.0,0.0,202.22,202.22,202.22,0.0,0.0,202.51,202.51,202.51,0.0,0.0
2019-11-03,201.0,201.0,201.0,0.0,0.0,202.44,202.44,202.44,0.0,0.0,200.56,200.56,200.56,0.0,0.0,202.43,202.43,202.43,0.0,0.0
2019-11-10,204.5,204.5,204.5,0.0,0.0,205.51,205.51,205.51,0.0,0.0,204.34,204.34,204.34,0.0,0.0,205.51,205.51,205.51,0.0,0.0
2019-11-17,205.33,205.33,205.33,0.0,0.0,206.34,206.34,206.34,0.0,0.0,205.33,205.33,205.33,0.0,0.0,206.26,206.26,206.26,0.0,0.0
2019-11-24,212.0,212.0,212.0,0.0,0.0,212.0,212.0,212.0,0.0,0.0,211.29,211.29,211.29,0.0,0.0,211.29,211.29,211.29,0.0,0.0
2019-12-01,210.64,210.64,210.64,0.0,0.0,210.64,210.64,210.64,0.0,0.0,209.98,209.98,209.98,0.0,0.0,209.98,209.98,209.98,0.0,0.0
2019-12-08,208.34,208.34,208.34,0.0,0.0,208.47,208.47,208.47,0.0,0.0,207.85,207.85,207.85,0.0,0.0,208.42,208.42,208.42,0.0,0.0
2019-12-15,212.29,212.29,212.29,0.0,0.0,212.95,212.95,212.95,0.0,0.0,212.29,212.29,212.29,0.0,0.0,212.95,212.95,212.95,0.0,0.0
2019-12-22,213.54,213.54,213.54,0.0,0.0,213.54,213.54,213.54,0.0,0.0,212.37,212.37,212.37,0.0,0.0,212.88,212.88,212.88,0.0,0.0
2019-12-29,210.71,210.71,210.71,0.0,0.0,213.18,213.18,213.18,0.0,0.0,210.71,210.71,210.71,0.0,0.0,212.66,212.66,212.66,0.0,0.0
2020-01-05,214.81,214.81,214.81,0.0,0.0,214.85,214.85,214.85,0.0,0.0,214.23,214.23,214.23,0.0,0.0,214.23,214.23,214.23,0.0,0.0
2020-01-12,220.76,220.76,220.76,0.0,0.0,220.81,220.81,220.81,0.0,0.0,220.14,220.14,220.14,0.0,0.0,220.34,220.34,220.34,0.0,0.0
2020-01-19,218.94,218.94,218.94,0.0,0.0,218.94,218.94,218.94,0.0,0.0,217.11,217.11,217.11,0.0,0.0,217.18,217.18,217.18,0.0,0.0
2020-01-26,214.99,214.99,214.99,0.0,0.0,214.99,214.99,214.99,0.0,0.0,211.35,211.35,211.35,0.0,0.0,211.69,211.69,211.69,0.0,0.0
2020-02-02,219.84,219.84,219.84,0.0,0.0,219.84,219.84,219.84,0.0,0.0,217.32,217.32,217.32,0.0,0.0,217.55,217.55,217.55,0.0,0.0
2020-02-09,223.4,223.4,223.4,0.0,0.0,223.99,223.99,223.99,0.0,0.0,223.4,223.4,223.4,0.0,0.0,223.81,223.81,223.81,0.0,0.0
2020-02-16,223.59,223.59,223.59,0.0,0.0,223.59,223.59,223.59,0.0,0.0,222.58,222.58,222.58,0.0,0.0,223.01,223.01,223.01,0.0,0.0
2020-02-23,187.85,187.85,187.85,0.0,0.0,199.52,199.52,199.52,0.0,0.0,187.85,187.85,187.85,0.0,0.0,198.76,198.76,198.76,0.0,0.0
2020-03-01,193.63,193.63,193.63,0.0,0.0,196.92,196.92,196.92,0.0,0.0,192.36,192.36,192.36,0.0,0.0,196.23,196.23,196.23,0.0,0.0
2020-03-08,166.61,166.61,166.61,0.0,0.0,166.61,166.61,166.61,0.0,0.0,166.61,166.61,166.61,0.0,0.0,166.61,166.61,166.61,0.0,0.0
2020-03-15,144.35,144.35,144.35,0.0,0.0,144.35,144.35,144.35,0.0,0.0,144.35,144.35,144.35,0.0,0.0,144.35,144.35,144.35,0.0,0.0
2020-03-22,163.45,163.45,163.45,0.0,0.0,163.45,163.45,163.45,0.0,0.0,163.45,163.45,163.45,0.0,0.0,163.45,163.45,163.45,0.0,0.0
2020-03-29,155.41,155.41,155.41,0.0,0.0,157.75,157.75,157.75,0.0,0.0,151.95,151.95,151.95,0.0,0.0,153.58,153.58,153.58,0.0,0.0
2020-04-05,176.22,176.22,176.22,0.0,0.0,180.75,180.75,180.75,0.0,0.0,175.45,175.45,175.45,0.0,0.0,177.27,177.27,177.27,0.0,0.0
2020-04-12,180.69,180.69,180.69,0.0,0.0,181.68,181.68,181.68,0.0,0.0,179.65,179.65,179.65,0.0,0.0,181.68,181.68,181.68,0.0,0.0
2020-04-19,183.2,183.2,183.2,0.0,0.0,185.37,185.37,185.37,0.0,0.0,183.2,183.2,183.2,0.0,0.0,184.85,184.85,184.85,0.0,0.0
2020-04-26,184.93,184.93,184.93,0.0,0.0,184.93,184.93,184.93,0.0,0.0,184.93,184.93,184.93,0.0,0.0,184.93,184.93,184.93,0.0,0.0
2020-05-03,200.33,200.33,200.33,0.0,0.0,200.33,200.33,200.33,0.0,0.0,200.33,200.33,200.33,0.0,0.0,200.33,200.33,200.33,0.0,0.0
2020-05-10,193.77,193.77,193.77,0.0,0.0,195.27,195.27,195.27,0.0,0.0,193.77,193.77,193.77,0.0,0.0,195.27,195.27,195.27,0.0,0.0
2020-05-17,204.99,204.99,204.99,0.0,0.0,206.72,206.72,206.72,0.0,0.0,204.99,204.99,204.99,0.0,0.0,206.72,206.72,206.72,0.0,0.0
2020-05-24,211.22,211.22,211.22,0.0,0.0,212.31,212.31,212.31,0.0,0.0,208.36,208.36,208.36,0.0,0.0,212.31,212.31,212.31,0.0,0.0
2020-05-31,220.24,220.24,220.24,0.0,0.0,220.24,220.24,220.24,0.0,0.0,220.24,220.24,220.24,0.0,0.0,220.24,220.24,220.24,0.0,0.0
2020-06-07,210.12,210.12,210.12,0.0,0.0,210.12,210.12,210.12,0.0,0.0,206.77,206.77,206.77,0.0,0.0,208.63,208.63,208.63,0.0,0.0
2020-06-14,221.48,221.48,221.48,0.0,0.0,221.48,221.48,221.48,0.0,0.0,218.18,218.18,218.18,0.0,0.0,218.65,218.65,218.65,0.0,0.0
2020-06-21,217.53,217.53,217.53,0.0,0.0,217.53,217.53,217.53,0.0,0.0,214.21,214.21,214.21,0.0,0.0,214.21,214.21,214.21,0.0,0.0
2020-06-28,222.97,222.97,222.97,0.0,0.0,222.97,222.97,222.97,0.0,0.0,222.97,222.97,222.97,0.0,0.0,222.97,222.97,222.97,0.0,0.0
2020-07-05,222.91,222.91,222.91,0.0,0.0,223.72,223.72,223.72,0.0,0.0,221.67,221.67,221.67,0.0,0.0,221.67,221.67,221.67,0.0,0.0
