Date,ProShares Short VIX Short-Term FuturesEtf_Open_average,ProShares Short VIX Short-Term FuturesEtf_Open_max,ProShares Short VIX Short-Term FuturesEtf_Open_min,ProShares Short VIX Short-Term FuturesEtf_Open_volatility,ProShares Short VIX Short-Term FuturesEtf_Open_change,ProShares Short VIX Short-Term FuturesEtf_High_average,ProShares Short VIX Short-Term FuturesEtf_High_max,ProShares Short VIX Short-Term FuturesEtf_High_min,ProShares Short VIX Short-Term FuturesEtf_High_volatility,ProShares Short VIX Short-Term FuturesEtf_High_change,ProShares Short VIX Short-Term FuturesEtf_Low_average,ProShares Short VIX Short-Term FuturesEtf_Low_max,ProShares Short VIX Short-Term FuturesEtf_Low_min,ProShares Short VIX Short-Term FuturesEtf_Low_volatility,ProShares Short VIX Short-Term FuturesEtf_Low_change,ProShares Short VIX Short-Term FuturesEtf_Close_average,ProShares Short VIX Short-Term FuturesEtf_Close_max,ProShares Short VIX Short-Term FuturesEtf_Close_min,ProShares Short VIX Short-Term FuturesEtf_Close_volatility,ProShares Short VIX Short-Term FuturesEtf_Close_change
2018-07-29,55.64,55.64,55.64,0.0,0.0,56.27,56.27,56.27,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-08-05,56.36,56.36,56.36,0.0,0.0,56.8,56.8,56.8,0.0,0.0,55.56,55.56,55.56,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2018-08-12,55.4,55.4,55.4,0.0,0.0,56.56,56.56,56.56,0.0,0.0,55.08,55.08,55.08,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2018-08-19,57.2,57.2,57.2,0.0,0.0,57.48,57.48,57.48,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-08-26,56.04,56.04,56.04,0.0,0.0,56.89,56.89,56.89,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2018-09-02,54.84,54.84,54.84,0.0,0.0,55.51,55.51,55.51,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-09-09,57.88,57.88,57.88,0.0,0.0,58.4,58.4,58.4,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.36,58.36,58.36,0.0,0.0
2018-09-16,59.08,59.08,59.08,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2018-09-23,58.6,58.6,58.6,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.43,58.43,58.43,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2018-09-30,57.98,57.98,57.98,0.0,0.0,58.52,58.52,58.52,0.0,0.0,55.42,55.42,55.42,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2018-10-07,51.92,51.92,51.92,0.0,0.0,51.99,51.99,51.99,0.0,0.0,49.05,49.05,49.05,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2018-10-14,51.0,51.0,51.0,0.0,0.0,51.69,51.69,51.69,0.0,0.0,50.2,50.2,50.2,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2018-10-21,46.95,46.95,46.95,0.0,0.0,47.93,47.93,47.93,0.0,0.0,46.1,46.1,46.1,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2018-10-28,49.8,49.8,49.8,0.0,0.0,50.15,50.15,50.15,0.0,0.0,48.2,48.2,48.2,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2018-11-04,51.81,51.81,51.81,0.0,0.0,51.97,51.97,51.97,0.0,0.0,50.72,50.72,50.72,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2018-11-11,48.33,48.33,48.33,0.0,0.0,50.01,50.01,50.01,0.0,0.0,48.12,48.12,48.12,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-11-18,47.2,47.2,47.2,0.0,0.0,47.69,47.69,47.69,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-11-25,49.29,49.29,49.29,0.0,0.0,50.31,50.31,50.31,0.0,0.0,49.17,49.17,49.17,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-12-02,47.59,47.59,47.59,0.0,0.0,48.08,48.08,48.08,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2018-12-09,46.17,46.17,46.17,0.0,0.0,46.46,46.46,46.46,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2018-12-16,43.47,43.47,43.47,0.0,0.0,43.82,43.82,43.82,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-12-23,41.53,41.53,41.53,0.0,0.0,42.1,42.1,42.1,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2018-12-30,42.82,42.82,42.82,0.0,0.0,43.7,43.7,43.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-01-06,45.03,45.03,45.03,0.0,0.0,46.1,46.1,46.1,0.0,0.0,44.94,44.94,44.94,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-01-13,47.51,47.51,47.51,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-01-20,46.78,46.78,46.78,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.6,46.6,46.6,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-01-27,48.27,48.27,48.27,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2019-02-03,48.16,48.16,48.16,0.0,0.0,49.05,49.05,49.05,0.0,0.0,47.93,47.93,47.93,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-02-10,49.81,49.81,49.81,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.62,49.62,49.62,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-02-17,51.21,51.21,51.21,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-02-24,51.7,51.7,51.7,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-03-03,48.92,48.92,48.92,0.0,0.0,49.58,49.58,49.58,0.0,0.0,48.52,48.52,48.52,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-03-10,52.96,52.96,52.96,0.0,0.0,53.65,53.65,53.65,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-03-17,52.52,52.52,52.52,0.0,0.0,52.8,52.8,52.8,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-03-24,52.02,52.02,52.02,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-03-31,53.31,53.31,53.31,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-04-07,54.51,54.51,54.51,0.0,0.0,55.24,55.24,55.24,0.0,0.0,54.46,54.46,54.46,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2019-04-14,55.59,55.59,55.59,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-04-21,55.45,55.45,55.45,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.02,55.02,55.02,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2019-04-28,55.3,55.3,55.3,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2019-05-05,50.39,50.39,50.39,0.0,0.0,52.62,52.62,52.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-05-12,51.12,51.12,51.12,0.0,0.0,52.48,52.48,52.48,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-05-19,51.94,51.94,51.94,0.0,0.0,52.18,52.18,52.18,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2019-05-26,49.71,49.71,49.71,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2019-06-02,52.19,52.19,52.19,0.0,0.0,52.35,52.35,52.35,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2019-06-09,52.19,52.19,52.19,0.0,0.0,52.63,52.63,52.63,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-06-16,53.68,53.68,53.68,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-06-23,53.71,53.71,53.71,0.0,0.0,54.01,54.01,54.01,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-06-30,55.99,55.99,55.99,0.0,0.0,56.57,56.57,56.57,0.0,0.0,55.12,55.12,55.12,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2019-07-07,57.13,57.13,57.13,0.0,0.0,57.45,57.45,57.45,0.0,0.0,56.9,56.9,56.9,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2019-07-14,57.49,57.49,57.49,0.0,0.0,57.6,57.6,57.6,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2019-07-21,58.57,58.57,58.57,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2019-07-28,53.99,53.99,53.99,0.0,0.0,54.17,54.17,54.17,0.0,0.0,52.68,52.68,52.68,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2019-08-04,52.19,52.19,52.19,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-08-11,49.16,49.16,49.16,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-08-18,51.21,51.21,51.21,0.0,0.0,52.31,52.31,52.31,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-08-25,51.19,51.19,51.19,0.0,0.0,51.21,51.21,51.21,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-09-01,52.35,52.35,52.35,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2019-09-08,54.49,54.49,54.49,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2019-09-15,55.88,55.88,55.88,0.0,0.0,56.01,56.01,56.01,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2019-09-22,53.79,53.79,53.79,0.0,0.0,53.91,53.91,53.91,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2019-09-29,51.61,51.61,51.61,0.0,0.0,52.82,52.82,52.82,0.0,0.0,51.6,51.6,51.6,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2019-10-06,53.09,53.09,53.09,0.0,0.0,54.19,54.19,54.19,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-10-13,55.73,55.73,55.73,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2019-10-20,56.75,56.75,56.75,0.0,0.0,57.85,57.85,57.85,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-10-27,58.76,58.76,58.76,0.0,0.0,59.23,59.23,59.23,0.0,0.0,58.61,58.61,58.61,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-11-03,58.75,58.75,58.75,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.52,58.52,58.52,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2019-11-10,60.75,60.75,60.75,0.0,0.0,61.57,61.57,61.57,0.0,0.0,60.6,60.6,60.6,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-11-17,61.35,61.35,61.35,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2019-11-24,63.43,63.43,63.43,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-12-01,62.57,62.57,62.57,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-12-08,62.98,62.98,62.98,0.0,0.0,64.64,64.64,64.64,0.0,0.0,62.66,62.66,62.66,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-12-15,66.11,66.11,66.11,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2019-12-22,66.0,66.0,66.0,0.0,0.0,66.0,66.0,66.0,0.0,0.0,64.81,64.81,64.81,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2019-12-29,63.91,63.91,63.91,0.0,0.0,65.61,65.61,65.61,0.0,0.0,63.81,63.81,63.81,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2020-01-05,67.35,67.35,67.35,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2020-01-12,69.45,69.45,69.45,0.0,0.0,69.52,69.52,69.52,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2020-01-19,69.46,69.46,69.46,0.0,0.0,69.57,69.57,69.57,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.97,66.97,66.97,0.0,0.0
2020-01-26,64.89,64.89,64.89,0.0,0.0,65.03,65.03,65.03,0.0,0.0,60.9,60.9,60.9,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2020-02-02,65.57,65.57,65.57,0.0,0.0,66.36,66.36,66.36,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2020-02-09,67.72,67.72,67.72,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2020-02-16,65.43,65.43,65.43,0.0,0.0,65.71,65.71,65.71,0.0,0.0,63.48,63.48,63.48,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2020-02-23,48.91,48.91,48.91,0.0,0.0,50.98,50.98,50.98,0.0,0.0,48.31,48.31,48.31,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2020-03-01,42.12,42.12,42.12,0.0,0.0,44.25,44.25,44.25,0.0,0.0,41.26,41.26,41.26,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2020-03-08,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2020-03-15,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2020-03-22,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2020-03-29,30.61,30.61,30.61,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.29,30.29,30.29,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2020-04-05,32.1,32.1,32.1,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2020-04-12,33.07,33.07,33.07,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.58,32.58,32.58,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2020-04-19,31.19,31.19,31.19,0.0,0.0,31.79,31.79,31.79,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2020-04-26,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2020-05-03,33.52,33.52,33.52,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.4,33.4,33.4,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2020-05-10,31.83,31.83,31.83,0.0,0.0,32.96,32.96,32.96,0.0,0.0,31.5,31.5,31.5,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2020-05-17,33.52,33.52,33.52,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2020-05-24,33.57,33.57,33.57,0.0,0.0,34.32,34.32,34.32,0.0,0.0,33.28,33.28,33.28,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2020-05-31,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2020-06-07,29.94,29.94,29.94,0.0,0.0,30.27,30.27,30.27,0.0,0.0,27.79,27.79,27.79,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2020-06-14,31.13,31.13,31.13,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2020-06-21,30.92,30.92,30.92,0.0,0.0,30.96,30.96,30.96,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2020-06-28,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2020-07-05,32.09,32.09,32.09,0.0,0.0,32.52,32.52,32.52,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.65,31.65,31.65,0.0,0.0
