Date,ODA/POILBRE_USD - Value,ODA/POILBRE_USD - Not Found
1991-06-30,18.08,
1991-07-31,19.42,
1991-08-31,19.73,
1991-09-30,20.48,
1991-10-31,22.25,
1991-11-30,21.0,
1991-12-31,18.28,
1992-01-31,18.55,
1992-02-29,18.48,
1992-03-31,17.59,
1992-04-30,19.06,
1992-05-31,20.03,
1992-06-30,21.28,
1992-07-31,20.34,
1992-08-31,19.77,
1992-09-30,20.31,
1992-10-31,20.26,
1992-11-30,19.15,
1992-12-31,18.15,
1993-01-31,17.35,
1993-02-28,18.48,
1993-03-31,18.75,
1993-04-30,18.63,
1993-05-31,18.51,
1993-06-30,17.59,
1993-07-31,16.76,
1993-08-31,16.71,
1993-09-30,15.99,
1993-10-31,16.56,
1993-11-30,15.08,
1993-12-31,13.56,
1994-01-31,14.22,
1994-02-28,13.75,
1994-03-31,13.88,
1994-04-30,15.15,
1994-05-31,16.26,
1994-06-30,16.74,
1994-07-31,17.63,
1994-08-31,16.82,
1994-09-30,15.85,
1994-10-31,16.43,
1994-11-30,17.3,
1994-12-31,15.88,
1995-01-31,16.55,
1995-02-28,17.14,
1995-03-31,17.02,
1995-04-30,18.74,
1995-05-31,18.32,
1995-06-30,17.35,
1995-07-31,15.86,
1995-08-31,16.07,
1995-09-30,16.66,
1995-10-31,16.12,
1995-11-30,16.88,
1995-12-31,17.96,
1996-01-31,17.94,
1996-02-29,17.97,
1996-03-31,19.99,
1996-04-30,21.01,
1996-05-31,19.15,
1996-06-30,18.27,
1996-07-31,19.61,
1996-08-31,19.96,
1996-09-30,22.06,
1996-10-31,23.68,
1996-11-30,22.28,
1996-12-31,23.52,
1997-01-31,23.47,
1997-02-28,20.83,
1997-03-31,19.21,
1997-04-30,17.47,
1997-05-31,19.14,
1997-06-30,17.55,
1997-07-31,18.43,
1997-08-31,18.69,
1997-09-30,18.45,
1997-10-31,20.05,
1997-11-30,19.0,
1997-12-31,17.1,
1998-01-31,15.09,
1998-02-28,14.06,
1998-03-31,13.08,
1998-04-30,13.39,
1998-05-31,14.39,
1998-06-30,12.06,
1998-07-31,12.04,
1998-08-31,11.88,
1998-09-30,13.36,
1998-10-31,12.56,
1998-11-30,10.92,
1998-12-31,9.8,
1999-01-31,10.95,
1999-02-28,10.2,
1999-03-31,12.12,
1999-04-30,15.16,
1999-05-31,15.22,
1999-06-30,15.6,
1999-07-31,18.71,
1999-08-31,20.17,
1999-09-30,22.11,
1999-10-31,22.12,
1999-11-30,24.55,
1999-12-31,25.48,
2000-01-31,25.22,
2000-02-29,27.63,
2000-03-31,27.47,
2000-04-30,22.54,
2000-05-31,27.4,
2000-06-30,29.68,
2000-07-31,28.51,
2000-08-31,29.89,
2000-09-30,32.62,
2000-10-31,30.93,
2000-11-30,32.52,
2000-12-31,25.28,
2001-01-31,25.64,
2001-02-28,27.41,
2001-03-31,24.4,
2001-04-30,25.55,
2001-05-31,28.45,
2001-06-30,27.72,
2001-07-31,24.54,
2001-08-31,25.67,
2001-09-30,25.54,
2001-10-31,20.48,
2001-11-30,18.94,
2001-12-31,18.6,
2002-01-31,19.48,
2002-02-28,20.29,
2002-03-31,23.69,
2002-04-30,25.65,
2002-05-31,25.43,
2002-06-30,24.13,
2002-07-31,25.77,
2002-08-31,26.63,
2002-09-30,28.34,
2002-10-31,27.55,
2002-11-30,24.5,
2002-12-31,28.52,
2003-01-31,31.23086956521739,
2003-02-28,32.6485,
2003-03-31,30.339047619047626,
2003-04-30,25.10818181818182,
2003-05-31,25.750454545454545,
2003-06-30,27.545714285714283,
2003-07-31,28.39826086956522,
2003-08-31,29.82571428571428,
2003-09-30,27.098181818181818,
2003-10-31,29.590434782608693,
2003-11-30,28.772,
2003-12-31,29.83130434782609,
2004-01-31,31.143636363636357,
2004-02-29,30.865999999999996,
2004-03-31,33.79913043478261,
2004-04-30,33.36272727272728,
2004-05-31,37.74095238095238,
2004-06-30,35.19272727272726,
2004-07-31,38.37136363636364,
2004-08-31,43.030909090909084,
2004-09-30,43.38227272727273,
2004-10-31,49.770476190476195,
2004-11-30,43.055,
2004-12-31,39.65608695652173,
2005-01-31,44.2842857142857,
2005-02-28,45.556999999999995,
2005-03-31,53.07260869565218,
2005-04-30,51.857142857142854,
2005-05-31,48.66636363636363,
2005-06-30,54.30772727272727,
2005-07-31,57.579047619047635,
2005-08-31,64.12478260869565,
2005-09-30,62.982272727272736,
2005-10-31,58.52238095238094,
2005-11-30,55.53590909090909,
2005-12-31,56.71227272727272,
2006-01-31,63.36136363636364,
2006-02-28,59.92349999999999,
2006-03-31,62.253913043478256,
2006-04-30,70.43249999999998,
2006-05-31,70.26695652173912,
2006-06-30,68.85772727272727,
2006-07-31,73.89809523809525,
2006-08-31,73.61217391304349,
2006-09-30,62.77285714285714,
2006-10-31,58.381818181818176,
2006-11-30,58.4840909090909,
2006-12-31,62.27047619047618,
2007-01-31,54.55391304347826,
2007-02-28,57.75849999999999,
2007-03-31,62.14363636363637,
2007-04-30,67.5047619047619,
2007-05-31,67.47652173913045,
2007-06-30,71.31714285714285,
2007-07-31,77.20499999999998,
2007-08-31,70.79695652173913,
2007-09-30,77.1285,
2007-10-31,82.83173913043478,
2007-11-30,92.52818181818184,
2007-12-31,91.52904761904762,
2008-01-31,92.00652173913043,
2008-02-29,94.81857142857143,
2008-03-31,103.12285714285711,
2008-04-30,110.18863636363636,
2008-05-31,123.49454545454546,
2008-06-30,133.04857142857148,
2008-07-31,133.89913043478256,
2008-08-31,113.8504761904762,
2008-09-30,99.06454545454545,
2008-10-31,72.84260869565217,
2008-11-30,53.241499999999995,
2008-12-31,41.253043478260864,
2009-01-31,44.719090909090916,
2009-02-28,43.2425,
2009-03-31,46.8390909090909,
2009-04-30,50.98318181818181,
2009-05-31,57.941428571428574,
2009-06-30,68.61681818181818,
2009-07-31,64.91,
2009-08-31,72.5047619047619,
2009-09-30,67.68727272727273,
2009-10-31,73.1940909090909,
2009-11-30,77.0366666666666,
2009-12-31,74.7,
2010-01-31,76.41238095238097,
2010-02-28,74.31200000000001,
2010-03-31,79.27478260869563,
2010-04-30,84.92863636363637,
2010-05-31,76.25095238095238,
2010-06-30,74.83818181818182,
2010-07-31,74.73545454545454,
2010-08-31,76.69318181818181,
2010-09-30,77.78681818181818,
2010-10-31,82.91809523809522,
2010-11-30,85.67,
2010-12-31,91.79652173913044,
2011-01-31,96.2947619047619,
2011-02-28,103.955,
2011-03-31,114.44130434782609,
2011-04-30,123.15047619047621,
2011-05-31,114.45818181818181,
2011-06-30,113.75772727272728,
2011-07-31,116.46095238095239,
2011-08-31,110.08130434782608,
2011-09-30,112.4468181818182,
2011-10-31,109.46904761904761,
2011-11-30,110.50409090909092,
2011-12-31,107.96999999999998,
2012-01-31,110.99363636363636,
2012-02-29,119.70238095238095,
2012-03-31,124.92863636363636,
2012-04-30,120.5909523809524,
2012-05-31,110.52173913043478,
2012-06-30,95.58904761904762,
2012-07-31,103.14090909090906,
2012-08-31,113.34,
2012-09-30,113.38250000000002,
2012-10-31,111.97347826086956,
2012-11-30,109.7118181818182,
2012-12-31,109.64,
2013-01-31,112.9286956521739,
2013-02-28,116.455,
2013-03-31,109.24,
2013-04-30,102.87545454545452,
2013-05-31,103.02695652173917,
2013-06-30,103.10999999999999,
2013-07-31,107.71608695652174,
2013-08-31,110.96500000000002,
2013-09-30,111.62142857142855,
2013-10-31,109.4791304347826,
2013-11-30,108.07666666666665,
2013-12-31,110.63363636363637,
2014-01-31,107.57043478260867,
2014-02-28,108.81200000000001,
2014-03-31,107.40571428571427,
2014-04-30,107.87545454545456,
2014-05-31,109.6759090909091,
2014-06-30,111.86857142857144,
2014-07-31,106.98304347826084,
2014-08-31,101.92238095238096,
2014-09-30,97.33636363636364,
2014-10-31,87.2695652173913,
2014-11-30,78.438,
2014-12-31,62.16304347826087,
2015-01-31,48.416818181818186,
2015-02-28,57.93050000000001,
2015-03-31,55.79136363636363,
2015-04-30,59.38954545454545,
2015-05-31,64.56142857142856,
2015-06-30,62.34590909090909,
2015-07-31,55.865652173913055,
2015-08-31,46.99428571428571,
2015-09-30,47.23454545454546,
2015-10-31,48.12409090909091,
2015-11-30,44.41714285714286,
2015-12-31,37.72173913043478,
2016-01-31,30.803333333333338,
2016-02-29,33.198095238095235,
2016-03-31,39.07173913043478,
2016-04-30,42.24761904761905,
2016-05-31,47.13272727272727,
2016-06-30,48.47818181818182,
2016-07-31,45.07095238095237,
2016-08-31,46.14434782608694,
2016-09-30,46.18863636363637,
2016-10-31,49.73238095238096,
2016-11-30,46.43590909090909,
2016-12-31,54.06636363636364,
2017-01-31,54.89272727272728,
2017-02-28,55.493500000000004,
2017-03-31,51.968260869565235,
2017-04-30,53.0635,
2017-05-31,50.87086956521739,
2017-06-30,46.89454545454546,
2017-07-31,48.69,
2017-08-31,51.36956521739131,
2017-09-30,55.16285714285713,
2017-10-31,57.61772727272728,
2017-11-30,62.57545454545455,
2017-12-31,64.21190476190476,
2018-01-31,68.98652173913042,
2018-02-28,65.422,
2018-03-31,66.44545454545454,
2018-04-30,71.62761904761904,
2018-05-31,76.64695652173914,
2018-06-30,75.19142857142856,
2018-07-31,74.43772727272727,
2018-08-31,73.12869565217392,
2018-09-30,78.86000000000001,
2018-10-31,80.47043478260868,
2018-11-30,65.17363636363638,
2018-12-31,56.463809523809545,
2019-01-31,59.272608695652174,
2019-02-28,64.13399999999999,
2019-03-31,66.41095238095238,
2019-04-30,71.19681818181816,
2019-05-31,70.52652173913043,
2019-06-30,63.296000000000014,
2019-07-31,64.0,
2019-08-31,59.24727272727273,
2019-09-30,62.32999999999999,
2019-10-31,59.37,
2019-11-30,62.74428571428571,
2019-12-31,65.85454545454546,
2020-01-31,63.60217391304347,
2020-02-29,55.003499999999995,
