Date,Guggenheim CurrencyShares Swiss FrancEtf_Open_average,Guggenheim CurrencyShares Swiss FrancEtf_Open_max,Guggenheim CurrencyShares Swiss FrancEtf_Open_min,Guggenheim CurrencyShares Swiss FrancEtf_Open_volatility,Guggenheim CurrencyShares Swiss FrancEtf_Open_change,Guggenheim CurrencyShares Swiss FrancEtf_High_average,Guggenheim CurrencyShares Swiss FrancEtf_High_max,Guggenheim CurrencyShares Swiss FrancEtf_High_min,Guggenheim CurrencyShares Swiss FrancEtf_High_volatility,Guggenheim CurrencyShares Swiss FrancEtf_High_change,Guggenheim CurrencyShares Swiss FrancEtf_Low_average,Guggenheim CurrencyShares Swiss FrancEtf_Low_max,Guggenheim CurrencyShares Swiss FrancEtf_Low_min,Guggenheim CurrencyShares Swiss FrancEtf_Low_volatility,Guggenheim CurrencyShares Swiss FrancEtf_Low_change,Guggenheim CurrencyShares Swiss FrancEtf_Close_average,Guggenheim CurrencyShares Swiss FrancEtf_Close_max,Guggenheim CurrencyShares Swiss FrancEtf_Close_min,Guggenheim CurrencyShares Swiss FrancEtf_Close_volatility,Guggenheim CurrencyShares Swiss FrancEtf_Close_change
2016-03-13,99.62,99.62,99.62,0.0,0.0,99.62,99.62,99.62,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.28,99.28,99.28,0.0,0.0
2016-03-20,98.72,98.72,98.72,0.0,0.0,98.78,98.78,98.78,0.0,0.0,98.66,98.66,98.66,0.0,0.0,98.71,98.71,98.71,0.0,0.0
2016-03-27,100.29,100.29,100.29,0.0,0.0,100.55,100.55,100.55,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2016-04-03,100.92,100.92,100.92,0.0,0.0,101.03,101.03,101.03,0.0,0.0,100.83,100.83,100.83,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2016-04-10,99.46,99.46,99.46,0.0,0.0,99.61,99.61,99.61,0.0,0.0,99.46,99.46,99.46,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2016-04-17,98.4,98.4,98.4,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.25,98.25,98.25,0.0,0.0,98.32,98.32,98.32,0.0,0.0
2016-04-24,100.1,100.1,100.1,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.06,100.06,100.06,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2016-05-01,99.12,99.12,99.12,0.0,0.0,99.22,99.22,99.22,0.0,0.0,98.92,98.92,98.92,0.0,0.0,98.94,98.94,98.94,0.0,0.0
2016-05-08,98.76,98.76,98.76,0.0,0.0,98.76,98.76,98.76,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.69,98.69,98.69,0.0,0.0
2016-05-15,97.07,97.07,97.07,0.0,0.0,97.09,97.09,97.09,0.0,0.0,96.89,96.89,96.89,0.0,0.0,97.09,97.09,97.09,0.0,0.0
2016-05-22,96.81,96.81,96.81,0.0,0.0,96.84,96.84,96.84,0.0,0.0,96.6,96.6,96.6,0.0,0.0,96.6,96.6,96.6,0.0,0.0
2016-05-29,97.98,97.98,97.98,0.0,0.0,98.41,98.41,98.41,0.0,0.0,97.98,97.98,97.98,0.0,0.0,98.39,98.39,98.39,0.0,0.0
2016-06-05,99.74,99.74,99.74,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.67,99.67,99.67,0.0,0.0
2016-06-12,99.83,99.83,99.83,0.0,0.0,100.15,100.15,100.15,0.0,0.0,99.83,99.83,99.83,0.0,0.0,100.02,100.02,100.02,0.0,0.0
2016-06-19,98.31,98.31,98.31,0.0,0.0,99.45,99.45,99.45,0.0,0.0,98.23,98.23,98.23,0.0,0.0,98.81,98.81,98.81,0.0,0.0
2016-06-26,98.8,98.8,98.8,0.0,0.0,98.8,98.8,98.8,0.0,0.0,98.46,98.46,98.46,0.0,0.0,98.58,98.58,98.58,0.0,0.0
2016-07-03,97.81,97.81,97.81,0.0,0.0,97.81,97.81,97.81,0.0,0.0,97.51,97.51,97.51,0.0,0.0,97.53,97.53,97.53,0.0,0.0
2016-07-10,97.61,97.61,97.61,0.0,0.0,97.69,97.69,97.69,0.0,0.0,97.5,97.5,97.5,0.0,0.0,97.64,97.64,97.64,0.0,0.0
2016-07-17,97.4,97.4,97.4,0.0,0.0,97.4,97.4,97.4,0.0,0.0,97.01,97.01,97.01,0.0,0.0,97.03,97.03,97.03,0.0,0.0
2016-07-24,98.69,98.69,98.69,0.0,0.0,99.39,99.39,99.39,0.0,0.0,98.69,98.69,98.69,0.0,0.0,98.93,98.93,98.93,0.0,0.0
2016-07-31,97.69,97.69,97.69,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.59,97.59,97.59,0.0,0.0,97.79,97.79,97.79,0.0,0.0
2016-08-07,98.63,98.63,98.63,0.0,0.0,98.63,98.63,98.63,0.0,0.0,98.34,98.34,98.34,0.0,0.0,98.34,98.34,98.34,0.0,0.0
2016-08-14,100.01,100.01,100.01,0.0,0.0,100.09,100.09,100.09,0.0,0.0,99.76,99.76,99.76,0.0,0.0,99.82,99.82,99.82,0.0,0.0
2016-08-21,98.92,98.92,98.92,0.0,0.0,99.37,99.37,99.37,0.0,0.0,97.86,97.86,97.86,0.0,0.0,97.94,97.94,97.94,0.0,0.0
2016-08-28,97.91,97.91,97.91,0.0,0.0,98.05,98.05,98.05,0.0,0.0,97.7,97.7,97.7,0.0,0.0,97.7,97.7,97.7,0.0,0.0
2016-09-04,97.97,97.97,97.97,0.0,0.0,98.18,98.18,98.18,0.0,0.0,97.97,97.97,97.97,0.0,0.0,98.18,98.18,98.18,0.0,0.0
2016-09-11,97.79,97.79,97.79,0.0,0.0,97.99,97.99,97.99,0.0,0.0,97.59,97.59,97.59,0.0,0.0,97.63,97.63,97.63,0.0,0.0
2016-09-18,98.48,98.48,98.48,0.0,0.0,98.78,98.78,98.78,0.0,0.0,98.48,98.48,98.48,0.0,0.0,98.78,98.78,98.78,0.0,0.0
2016-09-25,98.5,98.5,98.5,0.0,0.0,98.79,98.79,98.79,0.0,0.0,98.45,98.45,98.45,0.0,0.0,98.53,98.53,98.53,0.0,0.0
2016-10-02,97.84,97.84,97.84,0.0,0.0,97.88,97.88,97.88,0.0,0.0,97.52,97.52,97.52,0.0,0.0,97.88,97.88,97.88,0.0,0.0
2016-10-09,96.88,96.88,96.88,0.0,0.0,96.88,96.88,96.88,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.59,96.59,96.59,0.0,0.0
2016-10-16,96.1,96.1,96.1,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.07,96.07,96.07,0.0,0.0,96.25,96.25,96.25,0.0,0.0
2016-10-23,96.42,96.42,96.42,0.0,0.0,96.97,96.97,96.97,0.0,0.0,96.25,96.25,96.25,0.0,0.0,96.95,96.95,96.95,0.0,0.0
2016-10-30,98.47,98.47,98.47,0.0,0.0,98.75,98.75,98.75,0.0,0.0,98.34,98.34,98.34,0.0,0.0,98.69,98.69,98.69,0.0,0.0
2016-11-06,97.08,97.08,97.08,0.0,0.0,97.08,97.08,97.08,0.0,0.0,96.66,96.66,96.66,0.0,0.0,96.68,96.68,96.68,0.0,0.0
2016-11-13,94.66,94.66,94.66,0.0,0.0,94.71,94.71,94.71,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2016-11-20,94.46,94.46,94.46,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.23,94.23,94.23,0.0,0.0,94.25,94.25,94.25,0.0,0.0
2016-11-27,94.68,94.68,94.68,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.5,94.5,94.5,0.0,0.0
2016-12-04,93.73,93.73,93.73,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.58,93.58,93.58,0.0,0.0,93.81,93.81,93.81,0.0,0.0
2016-12-11,92.65,92.65,92.65,0.0,0.0,93.09,93.09,93.09,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.9,92.9,92.9,0.0,0.0
2016-12-18,92.97,92.97,92.97,0.0,0.0,93.13,93.13,93.13,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.88,92.88,92.88,0.0,0.0
2016-12-25,93.83,93.83,93.83,0.0,0.0,94.0,94.0,94.0,0.0,0.0,93.66,93.66,93.66,0.0,0.0,93.73,93.73,93.73,0.0,0.0
2017-01-01,93.8,93.8,93.8,0.0,0.0,94.02,94.02,94.02,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.8,93.8,93.8,0.0,0.0
2017-01-08,94.54,94.54,94.54,0.0,0.0,94.59,94.59,94.59,0.0,0.0,94.37,94.37,94.37,0.0,0.0,94.59,94.59,94.59,0.0,0.0
2017-01-15,94.76,94.76,94.76,0.0,0.0,95.24,95.24,95.24,0.0,0.0,94.68,94.68,94.68,0.0,0.0,95.16,95.16,95.16,0.0,0.0
2017-01-22,95.46,95.46,95.46,0.0,0.0,95.55,95.55,95.55,0.0,0.0,95.39,95.39,95.39,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2017-01-29,95.88,95.88,95.88,0.0,0.0,96.21,96.21,96.21,0.0,0.0,95.88,95.88,95.88,0.0,0.0,96.06,96.06,96.06,0.0,0.0
2017-02-05,94.87,94.87,94.87,0.0,0.0,95.09,95.09,95.09,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.99,94.99,94.99,0.0,0.0
2017-02-12,95.5,95.5,95.5,0.0,0.0,95.5,95.5,95.5,0.0,0.0,94.99,94.99,94.99,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2017-02-19,94.7,94.7,94.7,0.0,0.0,94.84,94.84,94.84,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.57,94.57,94.57,0.0,0.0
2017-02-26,94.24,94.24,94.24,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.01,94.01,94.01,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2017-03-05,94.25,94.25,94.25,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.21,94.21,94.21,0.0,0.0,94.29,94.29,94.29,0.0,0.0
2017-03-12,95.55,95.55,95.55,0.0,0.0,95.56,95.56,95.56,0.0,0.0,95.35,95.35,95.35,0.0,0.0,95.39,95.39,95.39,0.0,0.0
2017-03-19,95.94,95.94,95.94,0.0,0.0,96.15,96.15,96.15,0.0,0.0,95.9,95.9,95.9,0.0,0.0,96.09,96.09,96.09,0.0,0.0
2017-03-26,95.11,95.11,95.11,0.0,0.0,95.17,95.17,95.17,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.06,95.06,95.06,0.0,0.0
2017-04-02,94.57,94.57,94.57,0.0,0.0,94.57,94.57,94.57,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.31,94.31,94.31,0.0,0.0
2017-04-09,94.58,94.58,94.58,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.63,94.63,94.63,0.0,0.0
2017-04-16,95.16,95.16,95.16,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.16,95.16,95.16,0.0,0.0,95.29,95.29,95.29,0.0,0.0
2017-04-23,95.67,95.67,95.67,0.0,0.0,95.69,95.69,95.69,0.0,0.0,95.57,95.57,95.57,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2017-04-30,96.16,96.16,96.16,0.0,0.0,96.32,96.32,96.32,0.0,0.0,96.14,96.14,96.14,0.0,0.0,96.26,96.26,96.26,0.0,0.0
2017-05-07,94.58,94.58,94.58,0.0,0.0,95.06,95.06,95.06,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.87,94.87,94.87,0.0,0.0
2017-05-14,97.43,97.43,97.43,0.0,0.0,97.69,97.69,97.69,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.68,97.68,97.68,0.0,0.0
2017-05-21,97.44,97.44,97.44,0.0,0.0,97.57,97.57,97.57,0.0,0.0,97.35,97.35,97.35,0.0,0.0,97.49,97.49,97.49,0.0,0.0
2017-05-28,98.37,98.37,98.37,0.0,0.0,98.65,98.65,98.65,0.0,0.0,98.37,98.37,98.37,0.0,0.0,98.65,98.65,98.65,0.0,0.0
2017-06-04,97.73,97.73,97.73,0.0,0.0,98.04,98.04,98.04,0.0,0.0,97.73,97.73,97.73,0.0,0.0,97.99,97.99,97.99,0.0,0.0
2017-06-11,97.46,97.46,97.46,0.0,0.0,97.57,97.57,97.57,0.0,0.0,97.46,97.46,97.46,0.0,0.0,97.51,97.51,97.51,0.0,0.0
2017-06-18,97.74,97.74,97.74,0.0,0.0,98.07,98.07,98.07,0.0,0.0,97.74,97.74,97.74,0.0,0.0,97.94,97.94,97.94,0.0,0.0
2017-06-25,99.16,99.16,99.16,0.0,0.0,99.25,99.25,99.25,0.0,0.0,98.9,98.9,98.9,0.0,0.0,98.97,98.97,98.97,0.0,0.0
2017-07-02,98.47,98.47,98.47,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.34,98.34,98.34,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2017-07-09,98.41,98.41,98.41,0.0,0.0,98.46,98.46,98.46,0.0,0.0,98.29,98.29,98.29,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2017-07-16,100.04,100.04,100.04,0.0,0.0,100.46,100.46,100.46,0.0,0.0,100.02,100.02,100.02,0.0,0.0,100.33,100.33,100.33,0.0,0.0
2017-07-23,97.73,97.73,97.73,0.0,0.0,97.96,97.96,97.96,0.0,0.0,97.67,97.67,97.67,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2017-07-30,97.36,97.36,97.36,0.0,0.0,97.57,97.57,97.57,0.0,0.0,97.11,97.11,97.11,0.0,0.0,97.41,97.41,97.41,0.0,0.0
2017-08-06,98.54,98.54,98.54,0.0,0.0,98.66,98.66,98.66,0.0,0.0,98.34,98.34,98.34,0.0,0.0,98.6,98.6,98.6,0.0,0.0
2017-08-13,98.72,98.72,98.72,0.0,0.0,98.81,98.81,98.81,0.0,0.0,98.02,98.02,98.02,0.0,0.0,98.13,98.13,98.13,0.0,0.0
2017-08-20,98.34,98.34,98.34,0.0,0.0,99.12,99.12,99.12,0.0,0.0,98.07,98.07,98.07,0.0,0.0,99.1,99.1,99.1,0.0,0.0
2017-08-27,98.83,98.83,98.83,0.0,0.0,98.87,98.87,98.87,0.0,0.0,98.15,98.15,98.15,0.0,0.0,98.19,98.19,98.19,0.0,0.0
2017-09-03,100.08,100.08,100.08,0.0,0.0,100.2,100.2,100.2,0.0,0.0,99.84,99.84,99.84,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2017-09-10,98.88,98.88,98.88,0.0,0.0,98.88,98.88,98.88,0.0,0.0,98.6,98.6,98.6,0.0,0.0,98.64,98.64,98.64,0.0,0.0
2017-09-17,97.64,97.64,97.64,0.0,0.0,97.71,97.71,97.71,0.0,0.0,97.52,97.52,97.52,0.0,0.0,97.52,97.52,97.52,0.0,0.0
2017-09-24,97.6,97.6,97.6,0.0,0.0,97.83,97.83,97.83,0.0,0.0,97.43,97.43,97.43,0.0,0.0,97.71,97.71,97.71,0.0,0.0
2017-10-01,96.34,96.34,96.34,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.33,96.33,96.33,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2017-10-08,97.33,97.33,97.33,0.0,0.0,97.33,97.33,97.33,0.0,0.0,96.94,96.94,96.94,0.0,0.0,97.06,97.06,97.06,0.0,0.0
2017-10-15,96.24,96.24,96.24,0.0,0.0,96.24,96.24,96.24,0.0,0.0,96.0,96.0,96.0,0.0,0.0,96.0,96.0,96.0,0.0,0.0
2017-10-22,94.49,94.49,94.49,0.0,0.0,94.74,94.74,94.74,0.0,0.0,94.39,94.39,94.39,0.0,0.0,94.72,94.72,94.72,0.0,0.0
2017-10-29,94.63,94.63,94.63,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.33,94.33,94.33,0.0,0.0,94.44,94.44,94.44,0.0,0.0
2017-11-05,94.98,94.98,94.98,0.0,0.0,95.05,95.05,95.05,0.0,0.0,94.89,94.89,94.89,0.0,0.0,94.9,94.9,94.9,0.0,0.0
2017-11-12,95.43,95.43,95.43,0.0,0.0,95.67,95.67,95.67,0.0,0.0,95.26,95.26,95.26,0.0,0.0,95.6,95.6,95.6,0.0,0.0
2017-11-19,96.45,96.45,96.45,0.0,0.0,96.5,96.5,96.5,0.0,0.0,96.44,96.44,96.44,0.0,0.0,96.44,96.44,96.44,0.0,0.0
2017-11-26,95.82,95.82,95.82,0.0,0.0,96.98,96.98,96.98,0.0,0.0,95.75,95.75,95.75,0.0,0.0,96.71,96.71,96.71,0.0,0.0
2017-12-03,94.94,94.94,94.94,0.0,0.0,95.13,95.13,95.13,0.0,0.0,94.94,94.94,94.94,0.0,0.0,95.13,95.13,95.13,0.0,0.0
2017-12-10,95.27,95.27,95.27,0.0,0.0,95.32,95.32,95.32,0.0,0.0,95.14,95.14,95.14,0.0,0.0,95.3,95.3,95.3,0.0,0.0
2017-12-17,95.25,95.25,95.25,0.0,0.0,95.43,95.43,95.43,0.0,0.0,95.21,95.21,95.21,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2017-12-24,96.59,96.59,96.59,0.0,0.0,96.87,96.87,96.87,0.0,0.0,96.56,96.56,96.56,0.0,0.0,96.83,96.83,96.83,0.0,0.0
2017-12-31,96.47,96.47,96.47,0.0,0.0,96.72,96.72,96.72,0.0,0.0,96.47,96.47,96.47,0.0,0.0,96.71,96.71,96.71,0.0,0.0
