Date,VanEck Vectors Coal_etf_Open_average,VanEck Vectors Coal_etf_Open_max,VanEck Vectors Coal_etf_Open_min,VanEck Vectors Coal_etf_Open_volatility,VanEck Vectors Coal_etf_Open_change,VanEck Vectors Coal_etf_High_average,VanEck Vectors Coal_etf_High_max,VanEck Vectors Coal_etf_High_min,VanEck Vectors Coal_etf_High_volatility,VanEck Vectors Coal_etf_High_change,VanEck Vectors Coal_etf_Low_average,VanEck Vectors Coal_etf_Low_max,VanEck Vectors Coal_etf_Low_min,VanEck Vectors Coal_etf_Low_volatility,VanEck Vectors Coal_etf_Low_change,VanEck Vectors Coal_etf_Close_average,VanEck Vectors Coal_etf_Close_max,VanEck Vectors Coal_etf_Close_min,VanEck Vectors Coal_etf_Close_volatility,VanEck Vectors Coal_etf_Close_change
2016-03-13,78.33,78.33,78.33,0.0,0.0,78.8,78.8,78.8,0.0,0.0,76.84,76.84,76.84,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2016-03-20,72.63,72.63,72.63,0.0,0.0,74.23,74.23,74.23,0.0,0.0,71.93,71.93,71.93,0.0,0.0,74.03,74.03,74.03,0.0,0.0
2016-03-27,74.43,74.43,74.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,73.93,73.93,73.93,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2016-04-03,74.23,74.23,74.23,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.03,74.03,74.03,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2016-04-10,81.82,81.82,81.82,0.0,0.0,82.22,82.22,82.22,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.72,81.72,81.72,0.0,0.0
2016-04-17,86.52,86.52,86.52,0.0,0.0,87.42,87.42,87.42,0.0,0.0,86.12,86.12,86.12,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2016-04-24,86.82,86.82,86.82,0.0,0.0,87.62,87.62,87.62,0.0,0.0,86.52,86.52,86.52,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2016-05-01,81.42,81.42,81.42,0.0,0.0,82.45,82.45,82.45,0.0,0.0,80.52,80.52,80.52,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2016-05-08,78.23,78.23,78.23,0.0,0.0,78.62,78.62,78.62,0.0,0.0,77.23,77.23,77.23,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2016-05-15,76.83,76.83,76.83,0.0,0.0,77.54,77.54,77.54,0.0,0.0,76.83,76.83,76.83,0.0,0.0,77.03,77.03,77.03,0.0,0.0
2016-05-22,79.87,79.87,79.87,0.0,0.0,80.22,80.22,80.22,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2016-05-29,82.92,82.92,82.92,0.0,0.0,84.92,84.92,84.92,0.0,0.0,82.92,82.92,82.92,0.0,0.0,84.62,84.62,84.62,0.0,0.0
2016-06-05,85.82,85.82,85.82,0.0,0.0,85.82,85.82,85.82,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.52,84.52,84.52,0.0,0.0
2016-06-12,84.72,84.72,84.72,0.0,0.0,86.12,86.12,86.12,0.0,0.0,84.72,84.72,84.72,0.0,0.0,85.92,85.92,85.92,0.0,0.0
2016-06-19,87.32,87.32,87.32,0.0,0.0,88.49,88.49,88.49,0.0,0.0,86.22,86.22,86.22,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2016-06-26,92.71,92.71,92.71,0.0,0.0,94.61,94.61,94.61,0.0,0.0,92.71,92.71,92.71,0.0,0.0,94.61,94.61,94.61,0.0,0.0
2016-07-03,95.11,95.11,95.11,0.0,0.0,96.21,96.21,96.21,0.0,0.0,94.71,94.71,94.71,0.0,0.0,96.01,96.01,96.01,0.0,0.0
2016-07-10,102.2,102.2,102.2,0.0,0.0,102.4,102.4,102.4,0.0,0.0,101.64,101.64,101.64,0.0,0.0,102.3,102.3,102.3,0.0,0.0
2016-07-17,102.7,102.7,102.7,0.0,0.0,102.7,102.7,102.7,0.0,0.0,101.9,101.9,101.9,0.0,0.0,102.4,102.4,102.4,0.0,0.0
2016-07-24,104.5,104.5,104.5,0.0,0.0,106.1,106.1,106.1,0.0,0.0,104.5,104.5,104.5,0.0,0.0,105.9,105.9,105.9,0.0,0.0
2016-07-31,107.9,107.9,107.9,0.0,0.0,108.0,108.0,108.0,0.0,0.0,107.17,107.17,107.17,0.0,0.0,107.6,107.6,107.6,0.0,0.0
2016-08-07,108.1,108.1,108.1,0.0,0.0,108.1,108.1,108.1,0.0,0.0,106.6,106.6,106.6,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2016-08-14,104.7,104.7,104.7,0.0,0.0,104.7,104.7,104.7,0.0,0.0,102.8,102.8,102.8,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2016-08-21,104.9,104.9,104.9,0.0,0.0,106.1,106.1,106.1,0.0,0.0,103.1,103.1,103.1,0.0,0.0,103.6,103.6,103.6,0.0,0.0
2016-08-28,107.3,107.3,107.3,0.0,0.0,108.4,108.4,108.4,0.0,0.0,107.3,107.3,107.3,0.0,0.0,107.7,107.7,107.7,0.0,0.0
2016-09-04,110.4,110.4,110.4,0.0,0.0,110.4,110.4,110.4,0.0,0.0,107.9,107.9,107.9,0.0,0.0,107.9,107.9,107.9,0.0,0.0
2016-09-11,108.3,108.3,108.3,0.0,0.0,108.7,108.7,108.7,0.0,0.0,107.9,107.9,107.9,0.0,0.0,108.7,108.7,108.7,0.0,0.0
2016-09-18,114.49,114.49,114.49,0.0,0.0,114.89,114.89,114.89,0.0,0.0,113.99,113.99,113.99,0.0,0.0,114.49,114.49,114.49,0.0,0.0
2016-09-25,117.69,117.69,117.69,0.0,0.0,118.09,118.09,118.09,0.0,0.0,116.99,116.99,116.99,0.0,0.0,117.89,117.89,117.89,0.0,0.0
2016-10-02,124.38,124.38,124.38,0.0,0.0,124.88,124.88,124.88,0.0,0.0,122.88,122.88,122.88,0.0,0.0,124.08,124.08,124.08,0.0,0.0
2016-10-09,125.18,125.18,125.18,0.0,0.0,126.28,126.28,126.28,0.0,0.0,124.58,124.58,124.58,0.0,0.0,124.58,124.58,124.58,0.0,0.0
2016-10-16,129.98,129.98,129.98,0.0,0.0,129.98,129.98,129.98,0.0,0.0,129.18,129.18,129.18,0.0,0.0,129.88,129.88,129.88,0.0,0.0
2016-10-23,130.38,130.38,130.38,0.0,0.0,131.68,131.68,131.68,0.0,0.0,130.38,130.38,130.38,0.0,0.0,130.58,130.58,130.58,0.0,0.0
2016-10-30,131.48,131.48,131.48,0.0,0.0,131.58,131.58,131.58,0.0,0.0,130.58,130.58,130.58,0.0,0.0,130.68,130.68,130.68,0.0,0.0
2016-11-06,136.47,136.47,136.47,0.0,0.0,136.67,136.67,136.67,0.0,0.0,133.37,133.37,133.37,0.0,0.0,135.57,135.57,135.57,0.0,0.0
2016-11-13,129.38,129.38,129.38,0.0,0.0,129.88,129.88,129.88,0.0,0.0,126.98,126.98,126.98,0.0,0.0,128.38,128.38,128.38,0.0,0.0
2016-11-20,135.57,135.57,135.57,0.0,0.0,135.67,135.67,135.67,0.0,0.0,134.27,134.27,134.27,0.0,0.0,134.47,134.47,134.47,0.0,0.0
2016-11-27,131.08,131.08,131.08,0.0,0.0,132.99,132.99,132.99,0.0,0.0,131.08,131.08,131.08,0.0,0.0,132.67,132.67,132.67,0.0,0.0
2016-12-04,133.37,133.37,133.37,0.0,0.0,133.37,133.37,133.37,0.0,0.0,131.98,131.98,131.98,0.0,0.0,132.17,132.17,132.17,0.0,0.0
2016-12-11,127.08,127.08,127.08,0.0,0.0,127.58,127.58,127.58,0.0,0.0,125.88,125.88,125.88,0.0,0.0,126.08,126.08,126.08,0.0,0.0
2016-12-18,121.78,121.78,121.78,0.0,0.0,121.88,121.88,121.88,0.0,0.0,121.09,121.09,121.09,0.0,0.0,121.88,121.88,121.88,0.0,0.0
2016-12-25,124.28,124.28,124.28,0.0,0.0,124.28,124.28,124.28,0.0,0.0,122.48,122.48,122.48,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2017-01-01,127.18,127.18,127.18,0.0,0.0,127.18,127.18,127.18,0.0,0.0,125.88,125.88,125.88,0.0,0.0,126.08,126.08,126.08,0.0,0.0
2017-01-08,131.28,131.28,131.28,0.0,0.0,131.78,131.78,131.78,0.0,0.0,130.92,130.92,130.92,0.0,0.0,131.48,131.48,131.48,0.0,0.0
2017-01-15,128.28,128.28,128.28,0.0,0.0,128.58,128.58,128.58,0.0,0.0,127.98,127.98,127.98,0.0,0.0,128.38,128.38,128.38,0.0,0.0
2017-01-22,133.17,133.17,133.17,0.0,0.0,133.17,133.17,133.17,0.0,0.0,132.37,132.37,132.37,0.0,0.0,132.57,132.57,132.57,0.0,0.0
2017-01-29,132.77,132.77,132.77,0.0,0.0,132.77,132.77,132.77,0.0,0.0,131.28,131.28,131.28,0.0,0.0,131.98,131.98,131.98,0.0,0.0
2017-02-05,130.98,130.98,130.98,0.0,0.0,132.37,132.37,132.37,0.0,0.0,130.98,130.98,130.98,0.0,0.0,132.37,132.37,132.37,0.0,0.0
2017-02-12,133.87,133.87,133.87,0.0,0.0,133.87,133.87,133.87,0.0,0.0,132.67,132.67,132.67,0.0,0.0,132.77,132.77,132.77,0.0,0.0
2017-02-19,133.77,133.77,133.77,0.0,0.0,133.77,133.77,133.77,0.0,0.0,132.57,132.57,132.57,0.0,0.0,132.67,132.67,132.67,0.0,0.0
2017-02-26,132.77,132.77,132.77,0.0,0.0,132.97,132.97,132.97,0.0,0.0,132.12,132.12,132.12,0.0,0.0,132.67,132.67,132.67,0.0,0.0
2017-03-05,129.38,129.38,129.38,0.0,0.0,129.78,129.78,129.78,0.0,0.0,128.58,128.58,128.58,0.0,0.0,129.48,129.48,129.48,0.0,0.0
2017-03-12,136.07,136.07,136.07,0.0,0.0,136.97,136.97,136.97,0.0,0.0,135.77,135.77,135.77,0.0,0.0,136.67,136.67,136.67,0.0,0.0
2017-03-19,137.57,137.57,137.57,0.0,0.0,138.47,138.47,138.47,0.0,0.0,137.57,137.57,137.57,0.0,0.0,137.97,137.97,137.97,0.0,0.0
2017-03-26,138.47,138.47,138.47,0.0,0.0,138.67,138.67,138.67,0.0,0.0,133.87,133.87,133.87,0.0,0.0,138.17,138.17,138.17,0.0,0.0
2017-04-02,144.66,144.66,144.66,0.0,0.0,146.26,146.26,146.26,0.0,0.0,144.66,144.66,144.66,0.0,0.0,145.86,145.86,145.86,0.0,0.0
2017-04-09,141.87,141.87,141.87,0.0,0.0,142.96,142.96,142.96,0.0,0.0,140.47,140.47,140.47,0.0,0.0,140.67,140.67,140.67,0.0,0.0
2017-04-16,138.27,138.27,138.27,0.0,0.0,138.27,138.27,138.27,0.0,0.0,137.57,137.57,137.57,0.0,0.0,137.97,137.97,137.97,0.0,0.0
2017-04-23,135.97,135.97,135.97,0.0,0.0,137.27,137.27,137.27,0.0,0.0,135.97,135.97,135.97,0.0,0.0,136.47,136.47,136.47,0.0,0.0
2017-04-30,129.08,129.08,129.08,0.0,0.0,130.38,130.38,130.38,0.0,0.0,126.68,126.68,126.68,0.0,0.0,130.38,130.38,130.38,0.0,0.0
2017-05-07,127.38,127.38,127.38,0.0,0.0,128.48,128.48,128.48,0.0,0.0,127.18,127.18,127.18,0.0,0.0,127.48,127.48,127.48,0.0,0.0
2017-05-14,127.38,127.38,127.38,0.0,0.0,128.63,128.63,128.63,0.0,0.0,127.38,127.38,127.38,0.0,0.0,128.38,128.38,128.38,0.0,0.0
2017-05-21,127.98,127.98,127.98,0.0,0.0,128.88,128.88,128.88,0.0,0.0,127.98,127.98,127.98,0.0,0.0,128.78,128.78,128.78,0.0,0.0
2017-05-28,127.38,127.38,127.38,0.0,0.0,127.88,127.88,127.88,0.0,0.0,126.23,126.23,126.23,0.0,0.0,126.68,126.68,126.68,0.0,0.0
2017-06-04,128.68,128.68,128.68,0.0,0.0,129.28,129.28,129.28,0.0,0.0,127.98,127.98,127.98,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2017-06-11,128.28,128.28,128.28,0.0,0.0,128.28,128.28,128.28,0.0,0.0,126.94,126.94,126.94,0.0,0.0,127.58,127.58,127.58,0.0,0.0
2017-06-18,127.68,127.68,127.68,0.0,0.0,128.68,128.68,128.68,0.0,0.0,127.38,127.38,127.38,0.0,0.0,128.48,128.48,128.48,0.0,0.0
2017-06-25,132.87,132.87,132.87,0.0,0.0,132.87,132.87,132.87,0.0,0.0,131.78,131.78,131.78,0.0,0.0,132.27,132.27,132.27,0.0,0.0
2017-07-02,132.47,132.47,132.47,0.0,0.0,132.47,132.47,132.47,0.0,0.0,131.18,131.18,131.18,0.0,0.0,132.08,132.08,132.08,0.0,0.0
2017-07-09,137.87,137.87,137.87,0.0,0.0,138.82,138.82,138.82,0.0,0.0,137.57,137.57,137.57,0.0,0.0,138.77,138.77,138.77,0.0,0.0
2017-07-16,141.07,141.07,141.07,0.0,0.0,141.97,141.97,141.97,0.0,0.0,140.37,140.37,140.37,0.0,0.0,141.57,141.57,141.57,0.0,0.0
2017-07-23,142.96,142.96,142.96,0.0,0.0,143.86,143.86,143.86,0.0,0.0,142.96,142.96,142.96,0.0,0.0,143.46,143.46,143.46,0.0,0.0
2017-07-30,145.86,145.86,145.86,0.0,0.0,147.06,147.06,147.06,0.0,0.0,145.76,145.76,145.76,0.0,0.0,147.06,147.06,147.06,0.0,0.0
2017-08-06,144.46,144.46,144.46,0.0,0.0,145.09,145.09,145.09,0.0,0.0,143.36,143.36,143.36,0.0,0.0,144.66,144.66,144.66,0.0,0.0
2017-08-13,144.66,144.66,144.66,0.0,0.0,146.13,146.13,146.13,0.0,0.0,144.46,144.46,144.46,0.0,0.0,145.46,145.46,145.46,0.0,0.0
2017-08-20,150.56,150.56,150.56,0.0,0.0,151.76,151.76,151.76,0.0,0.0,150.56,150.56,150.56,0.0,0.0,151.76,151.76,151.76,0.0,0.0
2017-08-27,153.06,153.06,153.06,0.0,0.0,154.25,154.25,154.25,0.0,0.0,153.06,153.06,153.06,0.0,0.0,154.25,154.25,154.25,0.0,0.0
2017-09-03,153.75,153.75,153.75,0.0,0.0,153.75,153.75,153.75,0.0,0.0,151.86,151.86,151.86,0.0,0.0,152.16,152.16,152.16,0.0,0.0
2017-09-10,146.96,146.96,146.96,0.0,0.0,147.86,147.86,147.86,0.0,0.0,146.96,146.96,146.96,0.0,0.0,147.36,147.36,147.36,0.0,0.0
2017-09-17,146.06,146.06,146.06,0.0,0.0,146.56,146.56,146.56,0.0,0.0,144.16,144.16,144.16,0.0,0.0,145.86,145.86,145.86,0.0,0.0
2017-09-24,144.46,144.46,144.46,0.0,0.0,145.66,145.66,145.66,0.0,0.0,144.46,144.46,144.46,0.0,0.0,145.46,145.46,145.46,0.0,0.0
2017-10-01,148.66,148.66,148.66,0.0,0.0,148.66,148.66,148.66,0.0,0.0,147.87,147.87,147.87,0.0,0.0,148.16,148.16,148.16,0.0,0.0
2017-10-08,149.86,149.86,149.86,0.0,0.0,150.36,150.36,150.36,0.0,0.0,149.66,149.66,149.66,0.0,0.0,149.66,149.66,149.66,0.0,0.0
2017-10-15,148.66,148.66,148.66,0.0,0.0,149.66,149.66,149.66,0.0,0.0,148.66,148.66,148.66,0.0,0.0,149.26,149.26,149.26,0.0,0.0
2017-10-22,147.46,147.46,147.46,0.0,0.0,148.36,148.36,148.36,0.0,0.0,146.67,146.67,146.67,0.0,0.0,148.26,148.26,148.26,0.0,0.0
2017-10-29,151.46,151.46,151.46,0.0,0.0,151.46,151.46,151.46,0.0,0.0,150.86,150.86,150.86,0.0,0.0,151.06,151.06,151.06,0.0,0.0
2017-11-05,148.66,148.66,148.66,0.0,0.0,149.71,149.71,149.71,0.0,0.0,148.66,148.66,148.66,0.0,0.0,149.66,149.66,149.66,0.0,0.0
2017-11-12,147.56,147.56,147.56,0.0,0.0,148.74,148.74,148.74,0.0,0.0,147.56,147.56,147.56,0.0,0.0,148.56,148.56,148.56,0.0,0.0
2017-11-19,150.56,150.56,150.56,0.0,0.0,151.36,151.36,151.36,0.0,0.0,150.56,150.56,150.56,0.0,0.0,150.86,150.86,150.86,0.0,0.0
2017-11-26,152.96,152.96,152.96,0.0,0.0,154.55,154.55,154.55,0.0,0.0,152.46,152.46,152.46,0.0,0.0,154.15,154.15,154.15,0.0,0.0
2017-12-03,152.26,152.26,152.26,0.0,0.0,152.34,152.34,152.34,0.0,0.0,151.86,151.86,151.86,0.0,0.0,151.86,151.86,151.86,0.0,0.0
2017-12-10,156.35,156.35,156.35,0.0,0.0,158.35,158.35,158.35,0.0,0.0,156.35,156.35,156.35,0.0,0.0,157.65,157.65,157.65,0.0,0.0
2017-12-17,157.15,157.15,157.15,0.0,0.0,158.05,158.05,158.05,0.0,0.0,156.75,156.75,156.75,0.0,0.0,158.05,158.05,158.05,0.0,0.0
2017-12-24,160.7,160.7,160.7,0.0,0.0,161.34,161.34,161.34,0.0,0.0,160.3,160.3,160.3,0.0,0.0,160.3,160.3,160.3,0.0,0.0
2017-12-31,167.8,167.8,167.8,0.0,0.0,168.9,168.9,168.9,0.0,0.0,167.15,167.15,167.15,0.0,0.0,168.9,168.9,168.9,0.0,0.0
