Date,Rogers International Commodity Metals Total ReturnEtf_Open_average,Rogers International Commodity Metals Total ReturnEtf_Open_max,Rogers International Commodity Metals Total ReturnEtf_Open_min,Rogers International Commodity Metals Total ReturnEtf_Open_volatility,Rogers International Commodity Metals Total ReturnEtf_Open_change,Rogers International Commodity Metals Total ReturnEtf_High_average,Rogers International Commodity Metals Total ReturnEtf_High_max,Rogers International Commodity Metals Total ReturnEtf_High_min,Rogers International Commodity Metals Total ReturnEtf_High_volatility,Rogers International Commodity Metals Total ReturnEtf_High_change,Rogers International Commodity Metals Total ReturnEtf_Low_average,Rogers International Commodity Metals Total ReturnEtf_Low_max,Rogers International Commodity Metals Total ReturnEtf_Low_min,Rogers International Commodity Metals Total ReturnEtf_Low_volatility,Rogers International Commodity Metals Total ReturnEtf_Low_change,Rogers International Commodity Metals Total ReturnEtf_Close_average,Rogers International Commodity Metals Total ReturnEtf_Close_max,Rogers International Commodity Metals Total ReturnEtf_Close_min,Rogers International Commodity Metals Total ReturnEtf_Close_volatility,Rogers International Commodity Metals Total ReturnEtf_Close_change
2016-05-22,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0
2016-05-29,7.02,7.02,7.02,0.0,0.0,7.06,7.06,7.06,0.0,0.0,7.02,7.02,7.02,0.0,0.0,7.06,7.06,7.06,0.0,0.0
2016-06-05,7.17,7.17,7.17,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.17,7.17,7.17,0.0,0.0
2016-06-12,7.14,7.14,7.14,0.0,0.0,7.16,7.16,7.16,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.16,7.16,7.16,0.0,0.0
2016-06-19,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0
2016-06-26,7.68,7.68,7.68,0.0,0.0,7.69,7.69,7.69,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2016-07-03,7.66,7.66,7.66,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2016-07-10,7.84,7.84,7.84,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2016-07-17,7.73,7.73,7.73,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2016-07-24,7.87,7.87,7.87,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.87,7.87,7.87,0.0,0.0
2016-07-31,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.73,7.73,7.73,0.0,0.0
2016-08-07,7.83,7.83,7.83,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.74,7.74,7.74,0.0,0.0
2016-08-14,7.79,7.79,7.79,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2016-08-21,7.65,7.65,7.65,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2016-08-28,7.64,7.64,7.64,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2016-09-04,7.61,7.61,7.61,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2016-09-11,7.54,7.54,7.54,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.55,7.55,7.55,0.0,0.0
2016-09-18,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2016-09-25,7.81,7.81,7.81,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2016-10-02,7.56,7.56,7.56,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.51,7.51,7.51,0.0,0.0,7.55,7.55,7.55,0.0,0.0
2016-10-09,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0
2016-10-16,7.38,7.38,7.38,0.0,0.0,7.41,7.41,7.41,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.41,7.41,7.41,0.0,0.0
2016-10-23,7.63,7.63,7.63,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.63,7.63,7.63,0.0,0.0
2016-10-30,7.79,7.79,7.79,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2016-11-06,7.93,7.93,7.93,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2016-11-13,7.64,7.64,7.64,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.64,7.64,7.64,0.0,0.0
2016-11-20,7.94,7.94,7.94,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2016-11-27,7.88,7.88,7.88,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2016-12-04,7.87,7.87,7.87,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2016-12-11,7.63,7.63,7.63,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.63,7.63,7.63,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2016-12-18,7.47,7.47,7.47,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.47,7.47,7.47,0.0,0.0
2016-12-25,7.53,7.53,7.53,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.48,7.48,7.48,0.0,0.0
2017-01-01,7.67,7.67,7.67,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.66,7.66,7.66,0.0,0.0
2017-01-08,7.99,7.99,7.99,0.0,0.0,8.0,8.0,8.0,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2017-01-15,7.99,7.99,7.99,0.0,0.0,7.99,7.99,7.99,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.99,7.99,7.99,0.0,0.0
2017-01-22,7.92,7.92,7.92,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.94,7.94,7.94,0.0,0.0
2017-01-29,8.05,8.05,8.05,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2017-02-05,8.23,8.23,8.23,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2017-02-12,8.21,8.21,8.21,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2017-02-19,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0,8.23,8.23,8.23,0.0,0.0
2017-02-26,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2017-03-05,7.92,7.92,7.92,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.89,7.89,7.89,0.0,0.0
2017-03-12,8.1,8.1,8.1,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.11,8.11,8.11,0.0,0.0
2017-03-19,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2017-03-26,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0
2017-04-02,8.15,8.15,8.15,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.16,8.16,8.16,0.0,0.0
2017-04-09,8.11,8.11,8.11,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2017-04-16,8.02,8.02,8.02,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.02,8.02,8.02,0.0,0.0
2017-04-23,8.01,8.01,8.01,0.0,0.0,8.03,8.03,8.03,0.0,0.0,7.99,7.99,7.99,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2017-04-30,7.77,7.77,7.77,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2017-05-07,7.76,7.76,7.76,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2017-05-14,7.89,7.89,7.89,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.89,7.89,7.89,0.0,0.0
2017-05-21,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0
2017-05-28,7.88,7.88,7.88,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.88,7.88,7.88,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2017-06-04,7.87,7.87,7.87,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.88,7.88,7.88,0.0,0.0
2017-06-11,7.78,7.78,7.78,0.0,0.0,7.79,7.79,7.79,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.77,7.77,7.77,0.0,0.0
2017-06-18,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2017-06-25,7.97,7.97,7.97,0.0,0.0,8.02,8.02,8.02,0.0,0.0,7.97,7.97,7.97,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2017-07-02,7.83,7.83,7.83,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2017-07-09,7.95,7.95,7.95,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.95,7.95,7.95,0.0,0.0
2017-07-16,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2017-07-23,8.17,8.17,8.17,0.0,0.0,8.17,8.17,8.17,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2017-07-30,8.15,8.15,8.15,0.0,0.0,8.17,8.17,8.17,0.0,0.0,8.13,8.13,8.13,0.0,0.0,8.17,8.17,8.17,0.0,0.0
2017-08-06,8.36,8.36,8.36,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2017-08-13,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2017-08-20,8.57,8.57,8.57,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.56,8.56,8.56,0.0,0.0
2017-08-27,8.77,8.77,8.77,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2017-09-03,8.69,8.69,8.69,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2017-09-10,8.52,8.52,8.52,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2017-09-17,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2017-09-24,8.42,8.42,8.42,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2017-10-01,8.55,8.55,8.55,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2017-10-08,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2017-10-15,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2017-10-22,8.59,8.59,8.59,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2017-10-29,8.55,8.55,8.55,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2017-11-05,8.61,8.61,8.61,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.61,8.61,8.61,0.0,0.0
2017-11-12,8.63,8.63,8.63,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2017-11-19,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2017-11-26,8.49,8.49,8.49,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2017-12-03,8.21,8.21,8.21,0.0,0.0,8.24,8.24,8.24,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.24,8.24,8.24,0.0,0.0
2017-12-10,8.4,8.4,8.4,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2017-12-17,8.62,8.62,8.62,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2017-12-24,8.88,8.88,8.88,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.93,8.93,8.93,0.0,0.0
2017-12-31,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.88,8.88,8.88,0.0,0.0
