Date,ProShares UltraShort Australian Dollar_etf_Open_average,ProShares UltraShort Australian Dollar_etf_Open_max,ProShares UltraShort Australian Dollar_etf_Open_min,ProShares UltraShort Australian Dollar_etf_Open_volatility,ProShares UltraShort Australian Dollar_etf_Open_change,ProShares UltraShort Australian Dollar_etf_High_average,ProShares UltraShort Australian Dollar_etf_High_max,ProShares UltraShort Australian Dollar_etf_High_min,ProShares UltraShort Australian Dollar_etf_High_volatility,ProShares UltraShort Australian Dollar_etf_High_change,ProShares UltraShort Australian Dollar_etf_Low_average,ProShares UltraShort Australian Dollar_etf_Low_max,ProShares UltraShort Australian Dollar_etf_Low_min,ProShares UltraShort Australian Dollar_etf_Low_volatility,ProShares UltraShort Australian Dollar_etf_Low_change,ProShares UltraShort Australian Dollar_etf_Close_average,ProShares UltraShort Australian Dollar_etf_Close_max,ProShares UltraShort Australian Dollar_etf_Close_min,ProShares UltraShort Australian Dollar_etf_Close_volatility,ProShares UltraShort Australian Dollar_etf_Close_change
2016-07-10,51.08,51.08,51.08,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2016-07-17,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2016-07-24,51.35,51.35,51.35,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-07-31,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2016-08-07,49.29,49.29,49.29,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.29,49.29,49.29,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2016-08-14,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2016-08-21,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2016-08-28,50.81,50.81,50.81,0.0,0.0,51.49,51.49,51.49,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2016-09-04,51.15,51.15,51.15,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2016-09-11,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0
2016-09-18,50.16,50.16,50.16,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2016-09-25,49.8,49.8,49.8,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2016-10-02,50.2,50.2,50.2,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2016-10-09,52.43,52.43,52.43,0.0,0.0,52.43,52.43,52.43,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2016-10-16,50.15,50.15,50.15,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2016-10-23,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2016-10-30,49.19,49.19,49.19,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2016-11-06,50.91,50.91,50.91,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-11-13,53.5,53.5,53.5,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2016-11-20,52.43,52.43,52.43,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2016-11-27,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2016-12-04,51.88,51.88,51.88,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.85,51.85,51.85,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2016-12-11,54.2,54.2,54.2,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2016-12-18,56.0,56.0,56.0,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2016-12-25,55.21,55.21,55.21,0.0,0.0,55.27,55.27,55.27,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.24,55.24,55.24,0.0,0.0
2017-01-01,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2017-01-08,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2017-01-15,50.56,50.56,50.56,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.64,50.64,50.64,0.0,0.0
2017-01-22,50.26,50.26,50.26,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2017-01-29,48.61,48.61,48.61,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2017-02-05,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-02-12,48.59,48.59,48.59,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2017-02-19,48.49,48.49,48.49,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2017-02-26,49.87,49.87,49.87,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2017-03-05,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2017-03-12,48.14,48.14,48.14,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2017-03-19,48.94,48.94,48.94,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2017-03-26,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2017-04-02,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2017-04-09,49.56,49.56,49.56,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-04-16,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2017-04-23,51.04,51.04,51.04,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2017-04-30,51.92,51.92,51.92,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2017-05-07,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2017-05-14,51.05,51.05,51.05,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2017-05-21,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2017-05-28,51.42,51.42,51.42,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2017-06-04,50.01,50.01,50.01,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2017-06-11,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2017-06-18,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2017-06-25,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2017-07-02,48.89,48.89,48.89,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2017-07-09,47.21,47.21,47.21,0.0,0.0,47.22,47.22,47.22,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2017-07-16,44.78,44.78,44.78,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2017-07-23,44.07,44.07,44.07,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2017-07-30,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2017-08-06,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2017-08-13,44.58,44.58,44.58,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2017-08-20,44.51,44.51,44.51,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2017-08-27,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-09-03,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2017-09-10,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-09-17,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2017-09-24,45.85,45.85,45.85,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2017-10-01,46.51,46.51,46.51,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2017-10-08,45.76,45.76,45.76,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2017-10-15,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.81,45.81,45.81,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2017-10-22,48.13,48.13,48.13,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2017-10-29,46.96,46.96,46.96,0.0,0.0,48.07,48.07,48.07,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2017-11-05,47.62,47.62,47.62,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2017-11-12,48.75,48.75,48.75,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2017-11-19,48.0,48.0,48.0,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2017-11-26,48.79,48.79,48.79,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2017-12-03,49.45,49.45,49.45,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-12-10,47.36,47.36,47.36,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2017-12-17,46.8,46.8,46.8,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2017-12-24,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2017-12-31,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0
