Date,PowerShares KBW High Dividend Yield Financial_etf_Open_average,PowerShares KBW High Dividend Yield Financial_etf_Open_max,PowerShares KBW High Dividend Yield Financial_etf_Open_min,PowerShares KBW High Dividend Yield Financial_etf_Open_volatility,PowerShares KBW High Dividend Yield Financial_etf_Open_change,PowerShares KBW High Dividend Yield Financial_etf_High_average,PowerShares KBW High Dividend Yield Financial_etf_High_max,PowerShares KBW High Dividend Yield Financial_etf_High_min,PowerShares KBW High Dividend Yield Financial_etf_High_volatility,PowerShares KBW High Dividend Yield Financial_etf_High_change,PowerShares KBW High Dividend Yield Financial_etf_Low_average,PowerShares KBW High Dividend Yield Financial_etf_Low_max,PowerShares KBW High Dividend Yield Financial_etf_Low_min,PowerShares KBW High Dividend Yield Financial_etf_Low_volatility,PowerShares KBW High Dividend Yield Financial_etf_Low_change,PowerShares KBW High Dividend Yield Financial_etf_Close_average,PowerShares KBW High Dividend Yield Financial_etf_Close_max,PowerShares KBW High Dividend Yield Financial_etf_Close_min,PowerShares KBW High Dividend Yield Financial_etf_Close_volatility,PowerShares KBW High Dividend Yield Financial_etf_Close_change
2016-04-10,20.99,20.99,20.99,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.94,20.94,20.94,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2016-04-17,21.1,21.1,21.1,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2016-04-24,21.18,21.18,21.18,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2016-05-01,20.5,20.5,20.5,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2016-05-08,20.58,20.58,20.58,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2016-05-15,20.21,20.21,20.21,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2016-05-22,20.83,20.83,20.83,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2016-05-29,21.08,21.08,21.08,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.84,20.84,20.84,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2016-06-05,21.06,21.06,21.06,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2016-06-12,20.56,20.56,20.56,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2016-06-19,20.2,20.2,20.2,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2016-06-26,20.86,20.86,20.86,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2016-07-03,20.85,20.85,20.85,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2016-07-10,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2016-07-17,21.49,21.49,21.49,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2016-07-24,21.69,21.69,21.69,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2016-07-31,21.92,21.92,21.92,0.0,0.0,22.23,22.23,22.23,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2016-08-07,22.06,22.06,22.06,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2016-08-14,22.0,22.0,22.0,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2016-08-21,22.21,22.21,22.21,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2016-08-28,22.27,22.27,22.27,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2016-09-04,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-09-11,21.73,21.73,21.73,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2016-09-18,22.06,22.06,22.06,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2016-09-25,21.92,21.92,21.92,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-10-02,21.62,21.62,21.62,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2016-10-09,21.57,21.57,21.57,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2016-10-16,21.52,21.52,21.52,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2016-10-23,21.62,21.62,21.62,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2016-10-30,21.13,21.13,21.13,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.21,21.21,21.21,0.0,0.0
2016-11-06,22.39,22.39,22.39,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2016-11-13,22.8,22.8,22.8,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2016-11-20,23.11,23.11,23.11,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2016-11-27,23.0,23.0,23.0,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2016-12-04,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2016-12-11,22.88,22.88,22.88,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2016-12-18,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2016-12-25,23.13,23.13,23.13,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2017-01-01,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2017-01-08,23.38,23.38,23.38,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2017-01-15,23.18,23.18,23.18,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2017-01-22,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2017-01-29,23.85,23.85,23.85,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2017-02-05,24.13,24.13,24.13,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2017-02-12,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2017-02-19,24.04,24.04,24.04,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2017-02-26,23.88,23.88,23.88,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2017-03-05,23.16,23.16,23.16,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2017-03-12,23.84,23.84,23.84,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-03-19,23.5,23.5,23.5,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2017-03-26,24.17,24.17,24.17,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2017-04-02,24.04,24.04,24.04,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2017-04-09,23.99,23.99,23.99,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2017-04-16,24.3,24.3,24.3,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2017-04-23,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2017-04-30,24.15,24.15,24.15,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2017-05-07,23.67,23.67,23.67,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2017-05-14,23.27,23.27,23.27,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2017-05-21,23.7,23.7,23.7,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2017-05-28,23.78,23.78,23.78,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2017-06-04,24.0,24.0,24.0,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-06-11,24.28,24.28,24.28,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2017-06-18,24.29,24.29,24.29,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2017-06-25,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2017-07-02,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2017-07-09,24.21,24.21,24.21,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2017-07-16,24.27,24.27,24.27,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2017-07-23,24.15,24.15,24.15,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2017-07-30,24.09,24.09,24.09,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2017-08-06,23.68,23.68,23.68,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2017-08-13,23.27,23.27,23.27,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2017-08-20,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-08-27,23.3,23.3,23.3,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2017-09-03,22.85,22.85,22.85,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-09-10,23.19,23.19,23.19,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2017-09-17,23.36,23.36,23.36,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2017-09-24,23.99,23.99,23.99,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2017-10-01,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2017-10-08,24.2,24.2,24.2,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-10-15,24.32,24.32,24.32,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2017-10-22,23.57,23.57,23.57,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2017-10-29,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2017-11-05,23.1,23.1,23.1,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2017-11-12,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2017-11-19,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2017-11-26,23.68,23.68,23.68,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2017-12-03,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2017-12-10,23.75,23.75,23.75,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2017-12-17,23.63,23.63,23.63,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2017-12-24,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2017-12-31,23.52,23.52,23.52,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.57,23.57,23.57,0.0,0.0
