Date,iShares MSCI EAFE GrowthEtf_Open_average,iShares MSCI EAFE GrowthEtf_Open_max,iShares MSCI EAFE GrowthEtf_Open_min,iShares MSCI EAFE GrowthEtf_Open_volatility,iShares MSCI EAFE GrowthEtf_Open_change,iShares MSCI EAFE GrowthEtf_High_average,iShares MSCI EAFE GrowthEtf_High_max,iShares MSCI EAFE GrowthEtf_High_min,iShares MSCI EAFE GrowthEtf_High_volatility,iShares MSCI EAFE GrowthEtf_High_change,iShares MSCI EAFE GrowthEtf_Low_average,iShares MSCI EAFE GrowthEtf_Low_max,iShares MSCI EAFE GrowthEtf_Low_min,iShares MSCI EAFE GrowthEtf_Low_volatility,iShares MSCI EAFE GrowthEtf_Low_change,iShares MSCI EAFE GrowthEtf_Close_average,iShares MSCI EAFE GrowthEtf_Close_max,iShares MSCI EAFE GrowthEtf_Close_min,iShares MSCI EAFE GrowthEtf_Close_volatility,iShares MSCI EAFE GrowthEtf_Close_change
2016-03-27,64.46,64.46,64.46,0.0,0.0,65.19,65.19,65.19,0.0,0.0,64.31,64.31,64.31,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2016-04-03,65.34,65.34,65.34,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.31,65.31,65.31,0.0,0.0
2016-04-10,66.82,66.82,66.82,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2016-04-17,67.74,67.74,67.74,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2016-04-24,66.89,66.89,66.89,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2016-05-01,65.29,65.29,65.29,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.64,65.64,65.64,0.0,0.0
2016-05-08,65.69,65.69,65.69,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2016-05-15,65.83,65.83,65.83,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2016-05-22,67.07,67.07,67.07,0.0,0.0,67.16,67.16,67.16,0.0,0.0,66.86,66.86,66.86,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2016-05-29,67.37,67.37,67.37,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2016-06-05,66.47,66.47,66.47,0.0,0.0,66.47,66.47,66.47,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.93,65.93,65.93,0.0,0.0
2016-06-12,64.65,64.65,64.65,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2016-06-19,62.98,62.98,62.98,0.0,0.0,63.98,63.98,63.98,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2016-06-26,65.63,65.63,65.63,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.53,65.53,65.53,0.0,0.0
2016-07-03,64.81,64.81,64.81,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.71,64.71,64.71,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2016-07-10,66.56,66.56,66.56,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.46,66.46,66.46,0.0,0.0
2016-07-17,66.66,66.66,66.66,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2016-07-24,67.7,67.7,67.7,0.0,0.0,68.1,68.1,68.1,0.0,0.0,67.56,67.56,67.56,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2016-07-31,67.24,67.24,67.24,0.0,0.0,67.49,67.49,67.49,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2016-08-07,68.73,68.73,68.73,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2016-08-14,68.13,68.13,68.13,0.0,0.0,68.34,68.34,68.34,0.0,0.0,67.93,67.93,67.93,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2016-08-21,68.28,68.28,68.28,0.0,0.0,68.81,68.81,68.81,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2016-08-28,68.29,68.29,68.29,0.0,0.0,68.54,68.54,68.54,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2016-09-04,68.02,68.02,68.02,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2016-09-11,66.81,66.81,66.81,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2016-09-18,68.71,68.71,68.71,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2016-09-25,68.04,68.04,68.04,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.03,68.03,68.03,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2016-10-02,67.36,67.36,67.36,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.72,66.72,66.72,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2016-10-09,66.5,66.5,66.5,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2016-10-16,66.16,66.16,66.16,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2016-10-23,65.36,65.36,65.36,0.0,0.0,65.49,65.49,65.49,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2016-10-30,64.27,64.27,64.27,0.0,0.0,64.43,64.43,64.43,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2016-11-06,63.85,63.85,63.85,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.65,63.65,63.65,0.0,0.0
2016-11-13,62.84,62.84,62.84,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2016-11-20,63.25,63.25,63.25,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2016-11-27,62.36,62.36,62.36,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2016-12-04,63.78,63.78,63.78,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.78,63.78,63.78,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2016-12-11,63.3,63.3,63.3,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2016-12-18,63.23,63.23,63.23,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2016-12-25,64.01,64.01,64.01,0.0,0.0,64.01,64.01,64.01,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2017-01-01,64.93,64.93,64.93,0.0,0.0,65.03,65.03,65.03,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2017-01-08,65.4,65.4,65.4,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2017-01-15,65.3,65.3,65.3,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.45,65.45,65.45,0.0,0.0
2017-01-22,66.22,66.22,66.22,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.03,66.03,66.03,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2017-01-29,66.47,66.47,66.47,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2017-02-05,66.54,66.54,66.54,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2017-02-12,67.07,67.07,67.07,0.0,0.0,67.25,67.25,67.25,0.0,0.0,66.95,66.95,66.95,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2017-02-19,67.11,67.11,67.11,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.01,67.01,67.01,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2017-02-26,67.39,67.39,67.39,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.28,67.28,67.28,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2017-03-05,67.57,67.57,67.57,0.0,0.0,67.73,67.73,67.73,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2017-03-12,69.1,69.1,69.1,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2017-03-19,69.29,69.29,69.29,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2017-03-26,69.34,69.34,69.34,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2017-04-02,69.25,69.25,69.25,0.0,0.0,69.44,69.44,69.44,0.0,0.0,69.18,69.18,69.18,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2017-04-09,69.52,69.52,69.52,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.38,69.38,69.38,0.0,0.0
2017-04-16,69.57,69.57,69.57,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2017-04-23,71.64,71.64,71.64,0.0,0.0,71.66,71.66,71.66,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.57,71.57,71.57,0.0,0.0
2017-04-30,72.83,72.83,72.83,0.0,0.0,73.44,73.44,73.44,0.0,0.0,72.8,72.8,72.8,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2017-05-07,73.1,73.1,73.1,0.0,0.0,73.45,73.45,73.45,0.0,0.0,73.09,73.09,73.09,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2017-05-14,74.18,74.18,74.18,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.18,74.18,74.18,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2017-05-21,74.59,74.59,74.59,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2017-05-28,76.18,76.18,76.18,0.0,0.0,76.51,76.51,76.51,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2017-06-04,75.12,75.12,75.12,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.84,74.84,74.84,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2017-06-11,75.02,75.02,75.02,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.02,75.02,75.02,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2017-06-18,74.35,74.35,74.35,0.0,0.0,74.6,74.6,74.6,0.0,0.0,74.26,74.26,74.26,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2017-06-25,74.08,74.08,74.08,0.0,0.0,74.17,74.17,74.17,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2017-07-02,73.0,73.0,73.0,0.0,0.0,73.32,73.32,73.32,0.0,0.0,72.88,72.88,72.88,0.0,0.0,73.23,73.23,73.23,0.0,0.0
2017-07-09,74.84,74.84,74.84,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2017-07-16,75.44,75.44,75.44,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-07-23,75.41,75.41,75.41,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2017-07-30,76.29,76.29,76.29,0.0,0.0,76.29,76.29,76.29,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.24,76.24,76.24,0.0,0.0
2017-08-06,74.73,74.73,74.73,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.74,74.74,74.74,0.0,0.0
2017-08-13,75.03,75.03,75.03,0.0,0.0,75.16,75.16,75.16,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.96,74.96,74.96,0.0,0.0
2017-08-20,75.63,75.63,75.63,0.0,0.0,75.99,75.99,75.99,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2017-08-27,76.43,76.43,76.43,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.31,76.31,76.31,0.0,0.0
2017-09-03,77.19,77.19,77.19,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.04,77.04,77.04,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2017-09-10,77.31,77.31,77.31,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2017-09-17,77.41,77.41,77.41,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2017-09-24,77.16,77.16,77.16,0.0,0.0,77.51,77.51,77.51,0.0,0.0,76.98,76.98,76.98,0.0,0.0,77.39,77.39,77.39,0.0,0.0
2017-10-01,77.28,77.28,77.28,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.09,77.09,77.09,0.0,0.0,77.47,77.47,77.47,0.0,0.0
2017-10-08,79.3,79.3,79.3,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.06,79.06,79.06,0.0,0.0,79.14,79.14,79.14,0.0,0.0
2017-10-15,78.57,78.57,78.57,0.0,0.0,78.66,78.66,78.66,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.57,78.57,78.57,0.0,0.0
2017-10-22,78.48,78.48,78.48,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.74,78.74,78.74,0.0,0.0
2017-10-29,79.49,79.49,79.49,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.27,79.27,79.27,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2017-11-05,78.97,78.97,78.97,0.0,0.0,78.99,78.99,78.99,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2017-11-12,79.04,79.04,79.04,0.0,0.0,79.12,79.12,79.12,0.0,0.0,78.81,78.81,78.81,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2017-11-19,80.72,80.72,80.72,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.48,80.48,80.48,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2017-11-26,79.74,79.74,79.74,0.0,0.0,79.88,79.88,79.88,0.0,0.0,79.39,79.39,79.39,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2017-12-03,79.62,79.62,79.62,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.44,79.44,79.44,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2017-12-10,79.6,79.6,79.6,0.0,0.0,79.86,79.86,79.86,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.67,79.67,79.67,0.0,0.0
2017-12-17,80.26,80.26,80.26,0.0,0.0,80.41,80.41,80.41,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.41,80.41,80.41,0.0,0.0
2017-12-24,81.02,81.02,81.02,0.0,0.0,81.05,81.05,81.05,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2017-12-31,82.75,82.75,82.75,0.0,0.0,83.05,83.05,83.05,0.0,0.0,82.62,82.62,82.62,0.0,0.0,82.96,82.96,82.96,0.0,0.0
