Date,iShares Interest Rate Hedged Corproate BondEtf_Open_average,iShares Interest Rate Hedged Corproate BondEtf_Open_max,iShares Interest Rate Hedged Corproate BondEtf_Open_min,iShares Interest Rate Hedged Corproate BondEtf_Open_volatility,iShares Interest Rate Hedged Corproate BondEtf_Open_change,iShares Interest Rate Hedged Corproate BondEtf_High_average,iShares Interest Rate Hedged Corproate BondEtf_High_max,iShares Interest Rate Hedged Corproate BondEtf_High_min,iShares Interest Rate Hedged Corproate BondEtf_High_volatility,iShares Interest Rate Hedged Corproate BondEtf_High_change,iShares Interest Rate Hedged Corproate BondEtf_Low_average,iShares Interest Rate Hedged Corproate BondEtf_Low_max,iShares Interest Rate Hedged Corproate BondEtf_Low_min,iShares Interest Rate Hedged Corproate BondEtf_Low_volatility,iShares Interest Rate Hedged Corproate BondEtf_Low_change,iShares Interest Rate Hedged Corproate BondEtf_Close_average,iShares Interest Rate Hedged Corproate BondEtf_Close_max,iShares Interest Rate Hedged Corproate BondEtf_Close_min,iShares Interest Rate Hedged Corproate BondEtf_Close_volatility,iShares Interest Rate Hedged Corproate BondEtf_Close_change
2016-09-25,92.06,92.06,92.06,0.0,0.0,92.54,92.54,92.54,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.24,92.24,92.24,0.0,0.0
2016-10-02,92.59,92.59,92.59,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.37,92.37,92.37,0.0,0.0,92.58,92.58,92.58,0.0,0.0
2016-10-09,92.53,92.53,92.53,0.0,0.0,92.53,92.53,92.53,0.0,0.0,92.26,92.26,92.26,0.0,0.0,92.3,92.3,92.3,0.0,0.0
2016-10-16,92.82,92.82,92.82,0.0,0.0,92.88,92.88,92.88,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.83,92.83,92.83,0.0,0.0
2016-10-23,92.72,92.72,92.72,0.0,0.0,92.72,92.72,92.72,0.0,0.0,92.52,92.52,92.52,0.0,0.0,92.6,92.6,92.6,0.0,0.0
2016-10-30,92.39,92.39,92.39,0.0,0.0,92.39,92.39,92.39,0.0,0.0,92.27,92.27,92.27,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2016-11-06,93.06,93.06,93.06,0.0,0.0,93.23,93.23,93.23,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2016-11-13,92.94,92.94,92.94,0.0,0.0,92.94,92.94,92.94,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.59,92.59,92.59,0.0,0.0
2016-11-20,92.94,92.94,92.94,0.0,0.0,92.94,92.94,92.94,0.0,0.0,92.78,92.78,92.78,0.0,0.0,92.8,92.8,92.8,0.0,0.0
2016-11-27,92.73,92.73,92.73,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.57,92.57,92.57,0.0,0.0,92.68,92.68,92.68,0.0,0.0
2016-12-04,93.18,93.18,93.18,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.08,93.08,93.08,0.0,0.0,93.11,93.11,93.11,0.0,0.0
2016-12-11,93.86,93.86,93.86,0.0,0.0,93.99,93.99,93.99,0.0,0.0,93.76,93.76,93.76,0.0,0.0,93.78,93.78,93.78,0.0,0.0
2016-12-18,94.3,94.3,94.3,0.0,0.0,94.31,94.31,94.31,0.0,0.0,94.16,94.16,94.16,0.0,0.0,94.3,94.3,94.3,0.0,0.0
2016-12-25,94.26,94.26,94.26,0.0,0.0,94.26,94.26,94.26,0.0,0.0,93.91,93.91,93.91,0.0,0.0,94.07,94.07,94.07,0.0,0.0
2017-01-01,93.69,93.69,93.69,0.0,0.0,93.95,93.95,93.95,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2017-01-08,93.84,93.84,93.84,0.0,0.0,93.94,93.94,93.94,0.0,0.0,93.59,93.59,93.59,0.0,0.0,93.94,93.94,93.94,0.0,0.0
2017-01-15,94.11,94.11,94.11,0.0,0.0,94.15,94.15,94.15,0.0,0.0,93.84,93.84,93.84,0.0,0.0,94.15,94.15,94.15,0.0,0.0
2017-01-22,94.49,94.49,94.49,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.21,94.21,94.21,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2017-01-29,93.95,93.95,93.95,0.0,0.0,94.13,94.13,94.13,0.0,0.0,93.95,93.95,93.95,0.0,0.0,94.08,94.08,94.08,0.0,0.0
2017-02-05,94.0,94.0,94.0,0.0,0.0,94.19,94.19,94.19,0.0,0.0,94.0,94.0,94.0,0.0,0.0,94.18,94.18,94.18,0.0,0.0
2017-02-12,94.67,94.67,94.67,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.28,94.28,94.28,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2017-02-19,94.66,94.66,94.66,0.0,0.0,94.96,94.96,94.96,0.0,0.0,94.66,94.66,94.66,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2017-02-26,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0,94.75,94.75,94.75,0.0,0.0,94.82,94.82,94.82,0.0,0.0
2017-03-05,94.08,94.08,94.08,0.0,0.0,94.22,94.22,94.22,0.0,0.0,94.08,94.08,94.08,0.0,0.0,94.16,94.16,94.16,0.0,0.0
2017-03-12,94.39,94.39,94.39,0.0,0.0,94.47,94.47,94.47,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2017-03-19,94.53,94.53,94.53,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2017-03-26,94.8,94.8,94.8,0.0,0.0,94.8,94.8,94.8,0.0,0.0,94.62,94.62,94.62,0.0,0.0,94.74,94.74,94.74,0.0,0.0
2017-04-02,94.26,94.26,94.26,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.26,94.26,94.26,0.0,0.0,94.36,94.36,94.36,0.0,0.0
2017-04-09,94.65,94.65,94.65,0.0,0.0,94.65,94.65,94.65,0.0,0.0,94.33,94.33,94.33,0.0,0.0,94.33,94.33,94.33,0.0,0.0
2017-04-16,94.38,94.38,94.38,0.0,0.0,94.38,94.38,94.38,0.0,0.0,94.22,94.22,94.22,0.0,0.0,94.25,94.25,94.25,0.0,0.0
2017-04-23,94.56,94.56,94.56,0.0,0.0,94.56,94.56,94.56,0.0,0.0,94.36,94.36,94.36,0.0,0.0,94.47,94.47,94.47,0.0,0.0
2017-04-30,94.38,94.38,94.38,0.0,0.0,94.41,94.41,94.41,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.41,94.41,94.41,0.0,0.0
2017-05-07,94.57,94.57,94.57,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.58,94.58,94.58,0.0,0.0
2017-05-14,94.58,94.58,94.58,0.0,0.0,94.58,94.58,94.58,0.0,0.0,94.48,94.48,94.48,0.0,0.0,94.56,94.56,94.56,0.0,0.0
2017-05-21,94.68,94.68,94.68,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.65,94.65,94.65,0.0,0.0
2017-05-28,94.58,94.58,94.58,0.0,0.0,94.6,94.6,94.6,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.6,94.6,94.6,0.0,0.0
2017-06-04,94.64,94.64,94.64,0.0,0.0,94.71,94.71,94.71,0.0,0.0,94.64,94.64,94.64,0.0,0.0,94.71,94.71,94.71,0.0,0.0
2017-06-11,95.17,95.17,95.17,0.0,0.0,95.17,95.17,95.17,0.0,0.0,94.97,94.97,94.97,0.0,0.0,94.97,94.97,94.97,0.0,0.0
2017-06-18,95.04,95.04,95.04,0.0,0.0,95.04,95.04,95.04,0.0,0.0,94.86,94.86,94.86,0.0,0.0,94.86,94.86,94.86,0.0,0.0
2017-06-25,95.62,95.62,95.62,0.0,0.0,95.62,95.62,95.62,0.0,0.0,95.44,95.44,95.44,0.0,0.0,95.49,95.49,95.49,0.0,0.0
2017-07-02,95.55,95.55,95.55,0.0,0.0,95.73,95.73,95.73,0.0,0.0,95.55,95.55,95.55,0.0,0.0,95.62,95.62,95.62,0.0,0.0
2017-07-09,95.74,95.74,95.74,0.0,0.0,95.76,95.76,95.76,0.0,0.0,95.64,95.64,95.64,0.0,0.0,95.71,95.71,95.71,0.0,0.0
2017-07-16,96.0,96.0,96.0,0.0,0.0,96.04,96.04,96.04,0.0,0.0,95.95,95.95,95.95,0.0,0.0,96.04,96.04,96.04,0.0,0.0
2017-07-23,95.96,95.96,95.96,0.0,0.0,95.98,95.98,95.98,0.0,0.0,95.92,95.92,95.92,0.0,0.0,95.94,95.94,95.94,0.0,0.0
2017-07-30,95.54,95.54,95.54,0.0,0.0,95.63,95.63,95.63,0.0,0.0,95.54,95.54,95.54,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2017-08-06,94.74,94.74,94.74,0.0,0.0,94.87,94.87,94.87,0.0,0.0,94.74,94.74,94.74,0.0,0.0,94.87,94.87,94.87,0.0,0.0
2017-08-13,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.94,94.94,94.94,0.0,0.0,94.94,94.94,94.94,0.0,0.0
2017-08-20,94.98,94.98,94.98,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.96,94.96,94.96,0.0,0.0,94.96,94.96,94.96,0.0,0.0
2017-08-27,95.0,95.0,95.0,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.91,94.91,94.91,0.0,0.0,94.91,94.91,94.91,0.0,0.0
2017-09-03,94.68,94.68,94.68,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.5,94.5,94.5,0.0,0.0,94.5,94.5,94.5,0.0,0.0
2017-09-10,95.19,95.19,95.19,0.0,0.0,95.38,95.38,95.38,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.32,95.32,95.32,0.0,0.0
2017-09-17,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.69,95.69,95.69,0.0,0.0
2017-09-24,96.14,96.14,96.14,0.0,0.0,96.19,96.19,96.19,0.0,0.0,96.14,96.14,96.14,0.0,0.0,96.16,96.16,96.16,0.0,0.0
2017-10-01,96.34,96.34,96.34,0.0,0.0,96.41,96.41,96.41,0.0,0.0,96.3,96.3,96.3,0.0,0.0,96.4,96.4,96.4,0.0,0.0
2017-10-08,96.28,96.28,96.28,0.0,0.0,96.38,96.38,96.38,0.0,0.0,96.28,96.28,96.28,0.0,0.0,96.33,96.33,96.33,0.0,0.0
2017-10-15,96.64,96.64,96.64,0.0,0.0,96.64,96.64,96.64,0.0,0.0,96.61,96.61,96.61,0.0,0.0,96.62,96.62,96.62,0.0,0.0
2017-10-22,96.89,96.89,96.89,0.0,0.0,96.91,96.91,96.91,0.0,0.0,96.8,96.8,96.8,0.0,0.0,96.88,96.88,96.88,0.0,0.0
2017-10-29,96.53,96.53,96.53,0.0,0.0,96.53,96.53,96.53,0.0,0.0,96.46,96.46,96.46,0.0,0.0,96.48,96.48,96.48,0.0,0.0
2017-11-05,95.86,95.86,95.86,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.84,95.84,95.84,0.0,0.0,96.0,96.0,96.0,0.0,0.0
2017-11-12,96.05,96.05,96.05,0.0,0.0,96.09,96.09,96.09,0.0,0.0,95.99,95.99,95.99,0.0,0.0,96.03,96.03,96.03,0.0,0.0
2017-11-19,96.6,96.6,96.6,0.0,0.0,96.67,96.67,96.67,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.67,96.67,96.67,0.0,0.0
2017-11-26,96.71,96.71,96.71,0.0,0.0,96.72,96.72,96.72,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.66,96.66,96.66,0.0,0.0
2017-12-03,96.87,96.87,96.87,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.8,96.8,96.8,0.0,0.0,96.85,96.85,96.85,0.0,0.0
2017-12-10,97.02,97.02,97.02,0.0,0.0,97.07,97.07,97.07,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.01,97.01,97.01,0.0,0.0
2017-12-17,97.24,97.24,97.24,0.0,0.0,97.26,97.26,97.26,0.0,0.0,97.11,97.11,97.11,0.0,0.0,97.18,97.18,97.18,0.0,0.0
2017-12-24,97.27,97.27,97.27,0.0,0.0,97.33,97.33,97.33,0.0,0.0,97.15,97.15,97.15,0.0,0.0,97.33,97.33,97.33,0.0,0.0
2017-12-31,97.19,97.19,97.19,0.0,0.0,97.26,97.26,97.26,0.0,0.0,97.1,97.1,97.1,0.0,0.0,97.26,97.26,97.26,0.0,0.0
