Date,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Open_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_High_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Low_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_etf_Close_change
2016-08-28,27.34,27.34,27.34,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2016-09-04,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2016-09-11,26.93,26.93,26.93,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.82,26.82,26.82,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2016-09-18,27.77,27.77,27.77,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2016-09-25,27.93,27.93,27.93,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2016-10-02,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2016-10-09,27.44,27.44,27.44,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2016-10-16,27.59,27.59,27.59,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2016-10-23,27.08,27.08,27.08,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2016-10-30,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
2016-11-06,26.72,26.72,26.72,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2016-11-13,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2016-11-20,26.66,26.66,26.66,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2016-11-27,26.64,26.64,26.64,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2016-12-04,27.23,27.23,27.23,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2016-12-11,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-12-18,26.81,26.81,26.81,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2016-12-25,27.22,27.22,27.22,0.0,0.0,27.22,27.22,27.22,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2017-01-01,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2017-01-08,27.73,27.73,27.73,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2017-01-15,27.65,27.65,27.65,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2017-01-22,27.95,27.95,27.95,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2017-01-29,28.22,28.22,28.22,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2017-02-05,28.29,28.29,28.29,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2017-02-12,28.5,28.5,28.5,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2017-02-19,28.76,28.76,28.76,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2017-02-26,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2017-03-05,28.63,28.63,28.63,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2017-03-12,29.25,29.25,29.25,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2017-03-19,29.3,29.3,29.3,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2017-03-26,28.87,28.87,28.87,0.0,0.0,29.29,29.29,29.29,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2017-04-02,29.04,29.04,29.04,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2017-04-09,29.12,29.12,29.12,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2017-04-16,29.32,29.32,29.32,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2017-04-23,29.8,29.8,29.8,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.8,29.8,29.8,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2017-04-30,30.34,30.34,30.34,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2017-05-07,30.49,30.49,30.49,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2017-05-14,30.77,30.77,30.77,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2017-05-21,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2017-05-28,31.53,31.53,31.53,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2017-06-04,31.31,31.31,31.31,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2017-06-11,31.01,31.01,31.01,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.71,30.71,30.71,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2017-06-18,30.94,30.94,30.94,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2017-06-25,31.1,31.1,31.1,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-07-02,30.73,30.73,30.73,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2017-07-09,31.49,31.49,31.49,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2017-07-16,32.0,32.0,32.0,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2017-07-23,31.99,31.99,31.99,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2017-07-30,32.33,32.33,32.33,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2017-08-06,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2017-08-13,31.85,31.85,31.85,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2017-08-20,32.07,32.07,32.07,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2017-08-27,32.45,32.45,32.45,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2017-09-03,32.66,32.66,32.66,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2017-09-10,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2017-09-17,32.65,32.65,32.65,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2017-09-24,32.81,32.81,32.81,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2017-10-01,32.72,32.72,32.72,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2017-10-08,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2017-10-15,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-10-22,33.17,33.17,33.17,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2017-10-29,33.78,33.78,33.78,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2017-11-05,33.43,33.43,33.43,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2017-11-12,33.29,33.29,33.29,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2017-11-19,33.98,33.98,33.98,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2017-11-26,33.72,33.72,33.72,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2017-12-03,33.83,33.83,33.83,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2017-12-10,34.09,34.09,34.09,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2017-12-17,33.96,33.96,33.96,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.86,33.86,33.86,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2017-12-24,34.52,34.52,34.52,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2017-12-31,35.15,35.15,35.15,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.26,35.26,35.26,0.0,0.0
