Date,iShares MSCI China Small-Cap_etf_Open_average,iShares MSCI China Small-Cap_etf_Open_max,iShares MSCI China Small-Cap_etf_Open_min,iShares MSCI China Small-Cap_etf_Open_volatility,iShares MSCI China Small-Cap_etf_Open_change,iShares MSCI China Small-Cap_etf_High_average,iShares MSCI China Small-Cap_etf_High_max,iShares MSCI China Small-Cap_etf_High_min,iShares MSCI China Small-Cap_etf_High_volatility,iShares MSCI China Small-Cap_etf_High_change,iShares MSCI China Small-Cap_etf_Low_average,iShares MSCI China Small-Cap_etf_Low_max,iShares MSCI China Small-Cap_etf_Low_min,iShares MSCI China Small-Cap_etf_Low_volatility,iShares MSCI China Small-Cap_etf_Low_change,iShares MSCI China Small-Cap_etf_Close_average,iShares MSCI China Small-Cap_etf_Close_max,iShares MSCI China Small-Cap_etf_Close_min,iShares MSCI China Small-Cap_etf_Close_volatility,iShares MSCI China Small-Cap_etf_Close_change
2016-08-14,43.12,43.12,43.12,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2016-08-21,43.15,43.15,43.15,0.0,0.0,43.58,43.58,43.58,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2016-08-28,43.9,43.9,43.9,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.74,43.74,43.74,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2016-09-04,45.0,45.0,45.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2016-09-11,44.66,44.66,44.66,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2016-09-18,45.17,45.17,45.17,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.97,44.97,44.97,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2016-09-25,44.87,44.87,44.87,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2016-10-02,44.99,44.99,44.99,0.0,0.0,45.37,45.37,45.37,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2016-10-09,44.45,44.45,44.45,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2016-10-16,44.45,44.45,44.45,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2016-10-23,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2016-10-30,42.98,42.98,42.98,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2016-11-06,43.09,43.09,43.09,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2016-11-13,43.45,43.45,43.45,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2016-11-20,43.94,43.94,43.94,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2016-11-27,43.37,43.37,43.37,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2016-12-04,43.43,43.43,43.43,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2016-12-11,42.29,42.29,42.29,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-12-18,40.29,40.29,40.29,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2016-12-25,41.16,41.16,41.16,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2017-01-01,41.87,41.87,41.87,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2017-01-08,42.1,42.1,42.1,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2017-01-15,43.92,43.92,43.92,0.0,0.0,44.0,44.0,44.0,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2017-01-22,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2017-01-29,43.21,43.21,43.21,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-02-05,44.01,44.01,44.01,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2017-02-12,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2017-02-19,44.42,44.42,44.42,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2017-02-26,44.29,44.29,44.29,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-03-05,44.64,44.64,44.64,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2017-03-12,46.28,46.28,46.28,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2017-03-19,46.14,46.14,46.14,0.0,0.0,46.5,46.5,46.5,0.0,0.0,45.88,45.88,45.88,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2017-03-26,45.48,45.48,45.48,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-04-02,46.33,46.33,46.33,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2017-04-09,45.7,45.7,45.7,0.0,0.0,46.66,46.66,46.66,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2017-04-16,44.73,44.73,44.73,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.73,44.73,44.73,0.0,0.0,45.27,45.27,45.27,0.0,0.0
2017-04-23,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2017-04-30,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2017-05-07,45.2,45.2,45.2,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2017-05-14,45.21,45.21,45.21,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.25,45.25,45.25,0.0,0.0
2017-05-21,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2017-05-28,45.14,45.14,45.14,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2017-06-04,45.97,45.97,45.97,0.0,0.0,46.83,46.83,46.83,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2017-06-11,45.27,45.27,45.27,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-06-18,45.4,45.4,45.4,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2017-06-25,45.22,45.22,45.22,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2017-07-02,45.49,45.49,45.49,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2017-07-09,46.76,46.76,46.76,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2017-07-16,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2017-07-23,46.96,46.96,46.96,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2017-07-30,47.24,47.24,47.24,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2017-08-06,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2017-08-13,46.56,46.56,46.56,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2017-08-20,47.54,47.54,47.54,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2017-08-27,48.46,48.46,48.46,0.0,0.0,49.02,49.02,49.02,0.0,0.0,48.46,48.46,48.46,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2017-09-03,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2017-09-10,50.93,50.93,50.93,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2017-09-17,52.15,52.15,52.15,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2017-09-24,50.53,50.53,50.53,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.53,50.53,50.53,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2017-10-01,52.19,52.19,52.19,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2017-10-08,52.89,52.89,52.89,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2017-10-15,52.31,52.31,52.31,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2017-10-22,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-10-29,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2017-11-05,51.8,51.8,51.8,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2017-11-12,50.9,50.9,50.9,0.0,0.0,51.99,51.99,51.99,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-11-19,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2017-11-26,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2017-12-03,48.54,48.54,48.54,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2017-12-10,49.4,49.4,49.4,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2017-12-17,49.41,49.41,49.41,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2017-12-24,50.12,50.12,50.12,0.0,0.0,51.48,51.48,51.48,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2017-12-31,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.65,52.65,52.65,0.0,0.0
