Date,ProShares Ultra Nasdaq Biotechnology_etf_Open_average,ProShares Ultra Nasdaq Biotechnology_etf_Open_max,ProShares Ultra Nasdaq Biotechnology_etf_Open_min,ProShares Ultra Nasdaq Biotechnology_etf_Open_volatility,ProShares Ultra Nasdaq Biotechnology_etf_Open_change,ProShares Ultra Nasdaq Biotechnology_etf_High_average,ProShares Ultra Nasdaq Biotechnology_etf_High_max,ProShares Ultra Nasdaq Biotechnology_etf_High_min,ProShares Ultra Nasdaq Biotechnology_etf_High_volatility,ProShares Ultra Nasdaq Biotechnology_etf_High_change,ProShares Ultra Nasdaq Biotechnology_etf_Low_average,ProShares Ultra Nasdaq Biotechnology_etf_Low_max,ProShares Ultra Nasdaq Biotechnology_etf_Low_min,ProShares Ultra Nasdaq Biotechnology_etf_Low_volatility,ProShares Ultra Nasdaq Biotechnology_etf_Low_change,ProShares Ultra Nasdaq Biotechnology_etf_Close_average,ProShares Ultra Nasdaq Biotechnology_etf_Close_max,ProShares Ultra Nasdaq Biotechnology_etf_Close_min,ProShares Ultra Nasdaq Biotechnology_etf_Close_volatility,ProShares Ultra Nasdaq Biotechnology_etf_Close_change
2016-05-01,39.21,39.21,39.21,0.0,0.0,40.07,40.07,40.07,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2016-05-08,37.53,37.53,37.53,0.0,0.0,39.02,39.02,39.02,0.0,0.0,37.49,37.49,37.49,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2016-05-15,40.34,40.34,40.34,0.0,0.0,41.69,41.69,41.69,0.0,0.0,39.97,39.97,39.97,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2016-05-22,44.85,44.85,44.85,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.03,44.03,44.03,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2016-05-29,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0,45.75,45.75,45.75,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2016-06-05,43.0,43.0,43.0,0.0,0.0,43.37,43.37,43.37,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2016-06-12,40.8,40.8,40.8,0.0,0.0,40.8,40.8,40.8,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2016-06-19,37.29,37.29,37.29,0.0,0.0,38.75,38.75,38.75,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-06-26,38.84,38.84,38.84,0.0,0.0,40.7,40.7,40.7,0.0,0.0,38.61,38.61,38.61,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2016-07-03,41.96,41.96,41.96,0.0,0.0,43.29,43.29,43.29,0.0,0.0,41.78,41.78,41.78,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2016-07-10,42.29,42.29,42.29,0.0,0.0,43.83,43.83,43.83,0.0,0.0,42.27,42.27,42.27,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2016-07-17,46.08,46.08,46.08,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.47,45.47,45.47,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2016-07-24,48.18,48.18,48.18,0.0,0.0,49.04,49.04,49.04,0.0,0.0,47.43,47.43,47.43,0.0,0.0,48.89,48.89,48.89,0.0,0.0
2016-07-31,52.02,52.02,52.02,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2016-08-07,49.6,49.6,49.6,0.0,0.0,50.02,50.02,50.02,0.0,0.0,48.7,48.7,48.7,0.0,0.0,49.87,49.87,49.87,0.0,0.0
2016-08-14,49.33,49.33,49.33,0.0,0.0,49.66,49.66,49.66,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2016-08-21,46.68,46.68,46.68,0.0,0.0,48.2,48.2,48.2,0.0,0.0,46.46,46.46,46.46,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2016-08-28,46.19,46.19,46.19,0.0,0.0,46.52,46.52,46.52,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2016-09-04,47.2,47.2,47.2,0.0,0.0,47.52,47.52,47.52,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2016-09-11,48.27,48.27,48.27,0.0,0.0,49.54,49.54,49.54,0.0,0.0,48.03,48.03,48.03,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2016-09-18,52.0,52.0,52.0,0.0,0.0,52.8,52.8,52.8,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2016-09-25,47.58,47.58,47.58,0.0,0.0,48.87,48.87,48.87,0.0,0.0,46.6,46.6,46.6,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2016-10-02,46.93,46.93,46.93,0.0,0.0,47.02,47.02,47.02,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2016-10-09,42.93,42.93,42.93,0.0,0.0,43.2,43.2,43.2,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2016-10-16,41.97,41.97,41.97,0.0,0.0,42.09,42.09,42.09,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2016-10-23,40.05,40.05,40.05,0.0,0.0,40.11,40.11,40.11,0.0,0.0,38.18,38.18,38.18,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2016-10-30,35.0,35.0,35.0,0.0,0.0,37.21,37.21,37.21,0.0,0.0,35.0,35.0,35.0,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2016-11-06,47.22,47.22,47.22,0.0,0.0,47.6,47.6,47.6,0.0,0.0,45.51,45.51,45.51,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2016-11-13,47.32,47.32,47.32,0.0,0.0,47.74,47.74,47.74,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2016-11-20,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0,45.09,45.09,45.09,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2016-11-27,41.16,41.16,41.16,0.0,0.0,42.33,42.33,42.33,0.0,0.0,40.72,40.72,40.72,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2016-12-04,41.77,41.77,41.77,0.0,0.0,43.01,43.01,43.01,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2016-12-11,42.03,42.03,42.03,0.0,0.0,43.1,43.1,43.1,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2016-12-18,40.16,40.16,40.16,0.0,0.0,42.2,42.2,42.2,0.0,0.0,40.16,40.16,40.16,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2016-12-25,40.47,40.47,40.47,0.0,0.0,40.75,40.75,40.75,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2017-01-01,44.01,44.01,44.01,0.0,0.0,44.83,44.83,44.83,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2017-01-08,43.87,43.87,43.87,0.0,0.0,45.15,45.15,45.15,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2017-01-15,42.5,42.5,42.5,0.0,0.0,43.15,43.15,43.15,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2017-01-22,41.63,41.63,41.63,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.63,41.63,41.63,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2017-01-29,44.59,44.59,44.59,0.0,0.0,45.2,45.2,45.2,0.0,0.0,43.96,43.96,43.96,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-02-05,45.68,45.68,45.68,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2017-02-12,47.72,47.72,47.72,0.0,0.0,48.83,48.83,48.83,0.0,0.0,47.72,47.72,47.72,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2017-02-19,46.21,46.21,46.21,0.0,0.0,47.34,47.34,47.34,0.0,0.0,46.21,46.21,46.21,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-02-26,50.33,50.33,50.33,0.0,0.0,51.5,51.5,51.5,0.0,0.0,50.1,50.1,50.1,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2017-03-05,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,49.44,49.44,49.44,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2017-03-12,48.49,48.49,48.49,0.0,0.0,49.5,49.5,49.5,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2017-03-19,47.06,47.06,47.06,0.0,0.0,47.6,47.6,47.6,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-03-26,48.25,48.25,48.25,0.0,0.0,48.62,48.62,48.62,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2017-04-02,46.43,46.43,46.43,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.36,46.36,46.36,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2017-04-09,46.71,46.71,46.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0,46.51,46.51,46.51,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2017-04-16,47.14,47.14,47.14,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2017-04-23,49.58,49.58,49.58,0.0,0.0,49.75,49.75,49.75,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2017-04-30,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2017-05-07,47.47,47.47,47.47,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2017-05-14,47.94,47.94,47.94,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2017-05-21,47.1,47.1,47.1,0.0,0.0,47.29,47.29,47.29,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2017-05-28,47.47,47.47,47.47,0.0,0.0,49.05,49.05,49.05,0.0,0.0,47.44,47.44,47.44,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2017-06-04,48.3,48.3,48.3,0.0,0.0,49.67,49.67,49.67,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2017-06-11,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.08,47.08,47.08,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2017-06-18,56.94,56.94,56.94,0.0,0.0,57.36,57.36,57.36,0.0,0.0,55.51,55.51,55.51,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2017-06-25,54.3,54.3,54.3,0.0,0.0,54.46,54.46,54.46,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2017-07-02,54.45,54.45,54.45,0.0,0.0,54.58,54.58,54.58,0.0,0.0,53.65,53.65,53.65,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2017-07-09,55.95,55.95,55.95,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2017-07-16,57.75,57.75,57.75,0.0,0.0,58.62,58.62,58.62,0.0,0.0,57.26,57.26,57.26,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2017-07-23,56.25,56.25,56.25,0.0,0.0,57.6,57.6,57.6,0.0,0.0,55.96,55.96,55.96,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2017-07-30,55.07,55.07,55.07,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.14,54.14,54.14,0.0,0.0,55.17,55.17,55.17,0.0,0.0
2017-08-06,51.21,51.21,51.21,0.0,0.0,52.31,52.31,52.31,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2017-08-13,51.2,51.2,51.2,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.6,50.6,50.6,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2017-08-20,54.58,54.58,54.58,0.0,0.0,54.69,54.69,54.69,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2017-08-27,61.42,61.42,61.42,0.0,0.0,62.45,62.45,62.45,0.0,0.0,60.48,60.48,60.48,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2017-09-03,61.81,61.81,61.81,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2017-09-10,60.65,60.65,60.65,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2017-09-17,59.78,59.78,59.78,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2017-09-24,60.34,60.34,60.34,0.0,0.0,61.37,61.37,61.37,0.0,0.0,59.6,59.6,59.6,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2017-10-01,63.5,63.5,63.5,0.0,0.0,64.51,64.51,64.51,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2017-10-08,63.03,63.03,63.03,0.0,0.0,63.08,63.08,63.08,0.0,0.0,61.89,61.89,61.89,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2017-10-15,60.96,60.96,60.96,0.0,0.0,61.16,61.16,61.16,0.0,0.0,59.62,59.62,59.62,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2017-10-22,54.29,54.29,54.29,0.0,0.0,55.12,55.12,55.12,0.0,0.0,53.23,53.23,53.23,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2017-10-29,53.26,53.26,53.26,0.0,0.0,55.18,55.18,55.18,0.0,0.0,53.26,53.26,53.26,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2017-11-05,52.9,52.9,52.9,0.0,0.0,53.56,53.56,53.56,0.0,0.0,52.2,52.2,52.2,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2017-11-12,52.97,52.97,52.97,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.34,52.34,52.34,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2017-11-19,53.4,53.4,53.4,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2017-11-26,54.74,54.74,54.74,0.0,0.0,55.6,55.6,55.6,0.0,0.0,52.55,52.55,52.55,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2017-12-03,53.88,53.88,53.88,0.0,0.0,55.75,55.75,55.75,0.0,0.0,53.86,53.86,53.86,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2017-12-10,54.75,54.75,54.75,0.0,0.0,55.81,55.81,55.81,0.0,0.0,54.06,54.06,54.06,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2017-12-17,55.57,55.57,55.57,0.0,0.0,56.63,56.63,56.63,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.28,56.28,56.28,0.0,0.0
2017-12-24,56.8,56.8,56.8,0.0,0.0,57.6,57.6,57.6,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2017-12-31,59.58,59.58,59.58,0.0,0.0,59.84,59.84,59.84,0.0,0.0,58.57,58.57,58.57,0.0,0.0,59.29,59.29,59.29,0.0,0.0
