Date,iShares MSCI Global Silver MinersEtf_Open_average,iShares MSCI Global Silver MinersEtf_Open_max,iShares MSCI Global Silver MinersEtf_Open_min,iShares MSCI Global Silver MinersEtf_Open_volatility,iShares MSCI Global Silver MinersEtf_Open_change,iShares MSCI Global Silver MinersEtf_High_average,iShares MSCI Global Silver MinersEtf_High_max,iShares MSCI Global Silver MinersEtf_High_min,iShares MSCI Global Silver MinersEtf_High_volatility,iShares MSCI Global Silver MinersEtf_High_change,iShares MSCI Global Silver MinersEtf_Low_average,iShares MSCI Global Silver MinersEtf_Low_max,iShares MSCI Global Silver MinersEtf_Low_min,iShares MSCI Global Silver MinersEtf_Low_volatility,iShares MSCI Global Silver MinersEtf_Low_change,iShares MSCI Global Silver MinersEtf_Close_average,iShares MSCI Global Silver MinersEtf_Close_max,iShares MSCI Global Silver MinersEtf_Close_min,iShares MSCI Global Silver MinersEtf_Close_volatility,iShares MSCI Global Silver MinersEtf_Close_change
2016-06-26,13.8,13.8,13.8,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.52,13.52,13.52,0.0,0.0,14.03,14.03,14.03,0.0,0.0
2016-07-03,14.36,14.36,14.36,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.98,14.98,14.98,0.0,0.0
2016-07-10,15.14,15.14,15.14,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2016-07-17,14.36,14.36,14.36,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.34,14.34,14.34,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2016-07-24,15.28,15.28,15.28,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.67,15.67,15.67,0.0,0.0
2016-07-31,15.68,15.68,15.68,0.0,0.0,15.83,15.83,15.83,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2016-08-07,16.89,16.89,16.89,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2016-08-14,16.49,16.49,16.49,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.26,16.26,16.26,0.0,0.0,16.29,16.29,16.29,0.0,0.0
2016-08-21,14.75,14.75,14.75,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2016-08-28,14.51,14.51,14.51,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2016-09-04,15.33,15.33,15.33,0.0,0.0,15.33,15.33,15.33,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2016-09-11,13.92,13.92,13.92,0.0,0.0,14.17,14.17,14.17,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2016-09-18,15.08,15.08,15.08,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2016-09-25,14.84,14.84,14.84,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2016-10-02,12.61,12.61,12.61,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2016-10-09,12.65,12.65,12.65,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2016-10-16,13.2,13.2,13.2,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2016-10-23,12.81,12.81,12.81,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2016-10-30,13.42,13.42,13.42,0.0,0.0,13.42,13.42,13.42,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2016-11-06,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2016-11-13,11.02,11.02,11.02,0.0,0.0,11.13,11.13,11.13,0.0,0.0,10.85,10.85,10.85,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2016-11-20,10.89,10.89,10.89,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2016-11-27,10.95,10.95,10.95,0.0,0.0,11.48,11.48,11.48,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2016-12-04,11.36,11.36,11.36,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2016-12-11,10.12,10.12,10.12,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2016-12-18,9.62,9.62,9.62,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.73,9.73,9.73,0.0,0.0
2016-12-25,11.04,11.04,11.04,0.0,0.0,11.27,11.27,11.27,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2017-01-01,11.89,11.89,11.89,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2017-01-08,11.64,11.64,11.64,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.43,11.43,11.43,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2017-01-15,11.83,11.83,11.83,0.0,0.0,12.19,12.19,12.19,0.0,0.0,11.83,11.83,11.83,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2017-01-22,11.85,11.85,11.85,0.0,0.0,12.19,12.19,12.19,0.0,0.0,11.85,11.85,11.85,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2017-01-29,12.75,12.75,12.75,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2017-02-05,12.81,12.81,12.81,0.0,0.0,13.25,13.25,13.25,0.0,0.0,12.79,12.79,12.79,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2017-02-12,12.96,12.96,12.96,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2017-02-19,12.96,12.96,12.96,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2017-02-26,11.17,11.17,11.17,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2017-03-05,10.58,10.58,10.58,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2017-03-12,11.59,11.59,11.59,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.35,11.35,11.35,0.0,0.0
2017-03-19,11.47,11.47,11.47,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2017-03-26,11.46,11.46,11.46,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2017-04-02,12.1,12.1,12.1,0.0,0.0,12.17,12.17,12.17,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2017-04-09,12.33,12.33,12.33,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2017-04-16,11.68,11.68,11.68,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2017-04-23,11.09,11.09,11.09,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2017-04-30,10.59,10.59,10.59,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2017-05-07,11.39,11.39,11.39,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2017-05-14,11.72,11.72,11.72,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.66,11.66,11.66,0.0,0.0
2017-05-21,11.66,11.66,11.66,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2017-05-28,11.49,11.49,11.49,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2017-06-04,11.54,11.54,11.54,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2017-06-11,10.98,10.98,10.98,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.9,10.9,10.9,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2017-06-18,11.16,11.16,11.16,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2017-06-25,11.08,11.08,11.08,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.12,11.12,11.12,0.0,0.0
2017-07-02,10.49,10.49,10.49,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2017-07-09,10.78,10.78,10.78,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2017-07-16,11.23,11.23,11.23,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2017-07-23,11.13,11.13,11.13,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2017-07-30,10.83,10.83,10.83,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2017-08-06,11.0,11.0,11.0,0.0,0.0,11.01,11.01,11.01,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2017-08-13,10.82,10.82,10.82,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2017-08-20,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2017-08-27,11.65,11.65,11.65,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2017-09-03,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2017-09-10,11.39,11.39,11.39,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2017-09-17,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.91,10.91,10.91,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2017-09-24,10.85,10.85,10.85,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2017-10-01,10.99,10.99,10.99,0.0,0.0,11.18,11.18,11.18,0.0,0.0,10.86,10.86,10.86,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2017-10-08,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2017-10-15,10.93,10.93,10.93,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2017-10-22,10.46,10.46,10.46,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2017-10-29,10.54,10.54,10.54,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2017-11-05,10.35,10.35,10.35,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2017-11-12,10.1,10.1,10.1,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2017-11-19,10.43,10.43,10.43,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2017-11-26,10.05,10.05,10.05,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.24,10.24,10.24,0.0,0.0
2017-12-03,9.8,9.8,9.8,0.0,0.0,9.94,9.94,9.94,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.87,9.87,9.87,0.0,0.0
2017-12-10,10.42,10.42,10.42,0.0,0.0,10.42,10.42,10.42,0.0,0.0,10.28,10.28,10.28,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2017-12-17,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2017-12-24,10.77,10.77,10.77,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2017-12-31,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.86,10.86,10.86,0.0,0.0
